YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	Amount	People	Ships	Other
1904-06-16	1	37.87	-122.49			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	 			37.87	-122.49														
1904-06-16	2	37.87	-122.49			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	 			37.87	-122.49														
1904-06-16	3	37.87	-122.49			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	 			37.87	-122.49														
1904-06-16	4	37.87	-122.49			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	 			37.87	-122.49		225	243	5	29.88	47			bc	cu	6			
1904-06-16	5	37.87	-122.49			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	 			37.87	-122.49														
1904-06-16	6	37.87	-122.49			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	 			37.87	-122.49														
1904-06-16	7	37.87	-122.49			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	 			37.87	-122.49														
1904-06-16	8	37.87	-122.49			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	 			37.87	-122.49		225	243	8	29.98	56			bc	cu	7			
1904-06-16	9	37.87	-122.49			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	 			37.87	-122.49														
1904-06-16	10	37.87	-122.49			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	1050: Got Underway			37.87	-122.49													Manning and Bear	
1904-06-16	11	37.87	-122.49			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	 			37.87	-122.49														
1904-06-16	12	37.81	-122.45	270		7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	1200: Alcatraz Id NExN dist 11/2 mi. 1251: Bonita LH abm			37.81	-122.45	w	270	288	13	29.98	58			bc	cu	7			
1904-06-16	13	37.8	-122.6	888		9.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	 			37.796	-122.601	v													
1904-06-16	14	37.78	-122.75	227.81		9.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	1402 San Francisco LS abm			37.784	-122.749	Sw1/4W	248	266	19	30.02	53			bc	cu	7			
1904-06-16	15	37.77	-122.9	227.81		9.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	"1542: South Farralon Lh abm 3 mi, cc W1/2S"			37.77	-122.9	Sw1/4W													
1904-06-16	16	37.73	-123.08	239		8.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	 			37.73	-123.08	239	270	288	13	30.03	55	53		bc	ci cu	5			
1904-06-16	17	37.77	-123.27	264.38		9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	 			37.769	-123.272	W1/2S													
1904-06-16	18	37.81	-123.45	264.38		8.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	1800: W1/2S			37.806	-123.453	W1/2S	292	310	13	30.02	54	54		bc	ci cu	4			
1904-06-16	19	37.85	-123.64	264.38		8.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	 			37.845	-123.643	W1/2S													
1904-06-16	20	37.88	-123.83	264.38		8.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	 			37 53N	123 50W	W1/2S	292	310	13	30.01	54	54		bc	ci cu	4			
1904-06-16	21	37.93	-124.01	264.38		8.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	 			37.925	-124.009	W1/2S													
1904-06-16	22	37.97	-124.2	264.38		9.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	 			37.969	-124.196	W1/2S	292	310	13	30.04	54	52		bcm	ci cu	6			
1904-06-16	23	38.01	-124.38	264.38		9.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	 			38.012	-124.384	W1/2S													
1904-06-16	24	38.06	-124.58	264.38		9.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0007.JPG	 			38.057	-124.579	W1/2S	292	310	8	30.03	50	50		bcf	cu	5			
1904-06-17	1	38.1	-124.79	264.38		10.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	 			38.104	-124.786	W1/2S													
1904-06-17	2	38.15	-124.99	264.38		10.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	 			38.151	-124.992	W1/2S	270	288	8	30.04	50	50		bcf	cu n	7			
1904-06-17	3	38.19	-125.17	264.38		9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	 			38.193	-125.171	W1/2S													
1904-06-17	4	38.24	-125.36	264.38		9.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	 			38.237	-125.362	W1/2S	270	288	8	30.02	52	50		oc	m	0			
1904-06-17	5	38.28	-125.56	264.38		10.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	 			38.283	-125.563	W1/2S													
1904-06-17	6	38.33	-125.77	264.38		10.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	 			38.33	-125.771	W1/2S	270	288	8	30.08	56	56		oc	os	0			
1904-06-17	7	38.38	-125.97	264.38		10.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	 			38.376	-125.973	W1/2S													
1904-06-17	8	38.42	-126.16	264.38		9.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	 			38.42	-126.159	W1/2S	248	266	8	30.12	56	56		bc	os	7			
1904-06-17	9	38.47	-126.38	264.38		10.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	0925: Clocks back 29min			38.468	-126.375	W1/2S													
1904-06-17	10	38.53	-126.68	264.38		15		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	 			38.532	-126.68	W1/2S	248	266	8	30.15	57	56		bc	ci s	5			
1904-06-17	11	38.58	-126.88	264.38		10.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	 			38.578	-126.884	W1/2S													
1904-06-17	12	38.62	-127.08	264.38		10		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	1200: WNW3/8W			38 37 25 N	127 5 5 W	W1/2S	270	288	13	30.18	57	57		bc	ci s	5			
1904-06-17	13	38.75	-127.25	288.28		10.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	 			38.747	-127.251	WNW3/8W													
1904-06-17	14	38.87	-127.41	288.28		9.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	 			38.865	-127.409	WNW3/8W	292	310	8	30.20	56	56		bc	ci s	7			
1904-06-17	15	38.99	-127.58	288.28		10.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	 			38.989	-127.578	WNW3/8W													
1904-06-17	16	39.09	-127.71	288.28		8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	 			39.091	-127.707	WNW3/8W	292	310	19	30.24	56	56		bc	cu	7			
1904-06-17	17	39.2	-127.85	288.28		9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	 			39.202	-127.854	WNW3/8W													
1904-06-17	18	39.32	-128.01	288.28		9.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	 			39.316	-128.007	WNW3/8W	292	310	13	30.28	56	54		bc	cu	7			
1904-06-17	19	39.43	-128.15	288.28		8.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	 			39.426	-128.152	WNW3/8W													
1904-06-17	20	39.53	-128.29	288.28		8.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	 			39.533	-128.293	WNW3/8W	292	310	13	30.30	54	53		bc	cu	5			
1904-06-17	21	39.64	-128.44	288.28		8.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	 			39.642	-128.438	WNW3/8W													
1904-06-17	22	39.76	-128.6	288.28		9.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	 			39.762	-128.599	WNW3/8W	292	312	13	30.32	56	52		bc	cu	7			
1904-06-17	23	39.87	-128.74	288.28		8.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	 			39.869	-128.741	WNW3/8W													
1904-06-17	24	39.98	-128.89	288.28		9.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0008.JPG	 			39.981	-128.891	WNW3/8W	315	334	19	30.31	50	50		bc	cu	7			
1904-06-18	1	40.08	-129.02	288.28		7.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	 			40.081	-129.021	WNW3/8W													
1904-06-18	2	40.19	-129.17	288.28		9.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	 			40.194	-129.174	WNW3/8W	315	334	13	30.38	50	48		bc	cu	7			
1904-06-18	3	40.32	-129.35	288.28		10.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	 			40.32	-129.349	WNW3/8W													
1904-06-18	4	40.42	-129.48	288.28		8.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	 			40.423	-129.483	WNW3/8W	315	334	13	30.40	50	48		bc	cu	7			
1904-06-18	5	40.54	-129.64	288.28		9.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	 			40.537	-129.638	WNW3/8W													
1904-06-18	6	40.65	-129.8	288.28		9.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	 			40.654	-129.798	WNW3/8W	315	334	13	30.45	52	51		bc	n	5			
1904-06-18	7	40.77	-129.96	288.28		9.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	 			40.772	-129.961	WNW3/8W													
1904-06-18	8	40.89	-130.13	288.28		9.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	 			40.892	-130.125	WNW3/8W	315	334	13	30.48	54	52		oc	cu n	0			
1904-06-18	9	41.01	-130.28	288.28		9.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	0930: Clocks back 15 min.			41.006	-130.282	WNW3/8W													
1904-06-18	10	41.14	-130.48	288.28		11.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	 			41.143	-130.478	WNW3/8W	315	334	8	30.52	56	54		oc	cu n	0			
1904-06-18	11	41.26	-130.64	288.28		9.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	 			41.26	-130.64	WNW3/8W													
1904-06-18	12	41.38	-130.8	288.28		9.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	 			41 22 43 N	130 48 16 W	WNW3/8W	315	334	8	30.56	56	54		oc	cu n	0			
1904-06-18	13	41.47	-130.97	284.06		9.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	 			41.466	-130.971	WNW3/4W	315	334											
1904-06-18	14	41.55	-131.14	284.06		9.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	 			41.553	-131.135	WNW3/4W	315	334	8	30.58	56	54		oc	cu	0			
1904-06-18	15	41.64	-131.3	284.06		9.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	 			41.641	-131.302	WNW3/4W													
1904-06-18	16	41.73	-131.47	284.06		9.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	 			41.728	-131.467	WNW3/4W	315	334	8	30.57	56	52		bc	cu	7			
1904-06-18	17	41.82	-131.64	284.06		9.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	 			41.817	-131.636	WNW3/4W													
1904-06-18	18	41.91	-131.81	284.06		9.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	 			41.906	-131.805	WNW3/4W	315	334	13	30.56	54	50		oc	cu	0			
1904-06-18	19	42	-131.98	284.06		10.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	 			41.998	-131.982	WNW3/4W													
1904-06-18	20	42.09	-132.16	284.06		10.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	 			42.092	-132.161	WNW3/4W	315	334	8	30.54	50	54		oc	cu	0			
1904-06-18	21	42.18	-132.34	284.06		10.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	 			42.183	-132.337	WNW3/4W													
1904-06-18	22	42.28	-132.52	284.06		10.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	 			42.279	-132.52	WNW3/4W	315	334	8	30.54	50	52		oc	cu n	0			
1904-06-18	23	42.37	-132.7	284.06		10.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v441/mcculloch-v441_0009.JPG	 			42.374	-132.704	WNW3/4W													
