YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	Amount	People	Ships	Other
1904-09-21	4	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	 			53.89	-166.53		158	172	13	29.46	49	48		ocr	n	10			
1904-09-21	5	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	 			53.89	-166.53														
1904-09-21	6	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	 			53.89	-166.53														
1904-09-21	7	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	 			53.89	-166.53														
1904-09-21	8	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	 			53.89	-166.53		158	172	13	29.49	51	56		bc	ci cu	3			
1904-09-21	9	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	 			53.89	-166.53														
1904-09-21	10	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	 			53.89	-166.53														
1904-09-21	11	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	 			53.89	-166.53														
1904-09-21	12	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	Noon: Dutch Hbr			53.89	-166.53		202	216	19	29.60	59	57		bc	ci cu	5			
1904-09-21	13	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	 			53.89	-166.53														
1904-09-21	14	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	 			53.89	-166.53														
1904-09-21	15	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	 			53.89	-166.53														
1904-09-21	16	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	 			53.89	-166.53		112	126	5	29.64	58	56		bc	cu	5			
1904-09-21	17	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	 			53.89	-166.53														
1904-09-21	18	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	 			53.89	-166.53														
1904-09-21	19	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	 			53.89	-166.53														
1904-09-21	20	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	 			53.89	-166.53		112	126	5	29.66	56	56		bc	cu n	6			
1904-09-21	21	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	 			53.89	-166.53														
1904-09-21	22	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	 			53.89	-166.53														
1904-09-21	23	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	 			53.89	-166.53														
1904-09-21	24	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0021.JPG	 			53.89	-166.53		158	172	8	29.56	50	47		bc	s	7			
1904-09-22	1	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	 			53.89	-166.53														
1904-09-22	2	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	 			53.89	-166.53														
1904-09-22	3	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	 			53.89	-166.53														
1904-09-22	4	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	 			53.89	-166.53		0	0	0	29.52	56	56		oc	a cu	6			
1904-09-22	5	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	 			53.89	-166.53														
1904-09-22	6	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	 			53.89	-166.53														
1904-09-22	7	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	 			53.89	-166.53														
1904-09-22	8	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	 			53.89	-166.53		158	172	2	29.54	51	49		oc	n	10			
1904-09-22	9	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	 			53.89	-166.53														
1904-09-22	10	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	 			53.89	-166.53														
1904-09-22	11	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	 			53.89	-166.53														
1904-09-22	12	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	Noon: Dutch Hbr			53.89	-166.53		135	149	8	29.54	50	48		oc	cu n	10			
1904-09-22	13	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	 			53.89	-166.53														
1904-09-22	14	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	 			53.89	-166.53														
1904-09-22	15	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	 			53.89	-166.53														
1904-09-22	16	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	 			53.89	-166.53		135	149	5	29.46	50	48		o	as	10			
1904-09-22	17	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	 			53.89	-166.53														
1904-09-22	18	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	 			53.89	-166.53														
1904-09-22	19	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	 			53.89	-166.53														
1904-09-22	20	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	 			53.89	-166.53		158	172	5	29.46	48	47		o	as	10			
1904-09-22	21	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	 			53.89	-166.53														
1904-09-22	22	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	 			53.89	-166.53														
1904-09-22	23	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	 			53.89	-166.53														
1904-09-22	24	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0022.JPG	 			53.89	-166.53		158	172	5	29.40	46	46		bc	s cu	6			
1904-09-23	1	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	 			53.89	-166.53														
1904-09-23	2	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	 			53.89	-166.53														
1904-09-23	3	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	 			53.89	-166.53														
1904-09-23	4	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	 			53.89	-166.53		0	0	0	29.36	46	46		op	cu n	10			
1904-09-23	5	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	 			53.89	-166.53														
1904-09-23	6	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	 			53.89	-166.53														
1904-09-23	7	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	 			53.89	-166.53														
1904-09-23	8	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	 			53.89	-166.53		0	0	0	29.58	48	47		bc	s cu	9			
1904-09-23	9	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	 			53.89	-166.53														
1904-09-23	10	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	 			53.89	-166.53														
1904-09-23	11	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	 			53.89	-166.53														
1904-09-23	12	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	Noon: Dutch Hbr			53.89	-166.53		45	59	2	29.52	50	50		op	cu n	10			
1904-09-23	13	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	 			53.89	-166.53														
1904-09-23	14	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	 			53.89	-166.53														
1904-09-23	15	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	 			53.89	-166.53														
1904-09-23	16	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	 			53.89	-166.53		202	216	5	29.52	53	49		ocf	cu n	10			
1904-09-23	17	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	 			53.89	-166.53														
1904-09-23	18	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	 			53.89	-166.53														
1904-09-23	19	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	 			53.89	-166.53														
1904-09-23	20	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	 			53.89	-166.53		202	216	8	29.61	50	47		bcq	cu n	5			
1904-09-23	21	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	 			53.89	-166.53														
1904-09-23	22	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	 			53.89	-166.53														
1904-09-23	23	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	 			53.89	-166.53														
1904-09-23	24	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0023.JPG	 			53.89	-166.53		202	216	8	29.50	49	48		bc	cu	8			
1904-09-24	1	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0024.JPG	 			53.89	-166.53														
1904-09-24	2	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0024.JPG	 			53.89	-166.53														
1904-09-24	3	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0024.JPG	 			53.89	-166.53														
1904-09-24	4	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0024.JPG	 			53.89	-166.53		202	216	5	29.46	48	47		bc	cu n	7			
1904-09-24	5	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0024.JPG	 			53.89	-166.53														
1904-09-24	6	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0024.JPG	 			53.89	-166.53														
1904-09-24	7	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0024.JPG	 			53.89	-166.53														
1904-09-24	8	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0024.JPG	 			53.89	-166.53		158	172	13	29.58	48	47		oc	cu n	10			
1904-09-24	9	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v442/mcculloch-v442_0024.JPG	 			53.89	-166.53														
