YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Weather	Clouds	Amount	Ships
1900-06-08	1	48.31	-123.98	264.38		8.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	 			48.31	-123.98	264.38									
1900-06-08	2	48.36	-124.19	264.38		8.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	0230: Made Tatoosh Light brg SWxW 1/2 W			48.36	-124.19	264.38	270	294	5	29.94	51	bc	cum nimb	1	
1900-06-08	3	48.4	-124.39	264.38		8.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	0300: WxS			48.4	-124.39	264.38									
1900-06-08	4	48.44	-124.59	258.75		8.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	"0435: Tatoosh Light bore abeam SxE, dist. 6.7 miles, Carmanah Light brg NWxW 1/4 W"			48.44	-124.59	258.75	270	294	5	29.96	50	bcf	cum nimb	1	
1900-06-08	5	48.47	-124.77	258.75		7.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	0500: Carmanah Light abeam			48.47	-124.77	258.75									
1900-06-08	6	48.5	-124.96	258.75		7.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	 			48.5	-124.96	258.75	315	339	5	29.97	49	bcf	cum str	7	
1900-06-08	7	48.53	-125.17	258.75		8.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	 			48.53	-125.17	258.75									
1900-06-08	8	48.56	-125.37	258.75		8.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	 			48.56	-125.37	258.75	315	339	8	30.01	51	bcf	cum	8	
1900-06-08	9	48.59	-125.55	258.75		7.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	 			48.59	-125.55	258.75									
1900-06-08	10	48.63	-125.81	258.75		10.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	 			48.63	-125.81	258.75	315	339	8	30.02	52	bc	cum	9	
1900-06-08	11	48.66	-125.99	258.75		7.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	 			48.66	-125.99	258.75									
1900-06-08	12	48.69	-126.17	258.75		7.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	 			48.69	-126.17	258.75	315	339	13	30.04	54	bc	cum	9	
1900-06-08	13	48.73	-126.33	258.75		6.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	 			48.73	-126.33	258.75									
1900-06-08	14	48.77	-126.5	258.75		6.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	 			48.77	-126.5	258.75	292	316	19	30.04	53	bc	cum	9	
1900-06-08	15	48.82	-126.68	258.75		7.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	 			48.82	-126.68	258.75									
1900-06-08	16	48.86	-126.86	258.75		7.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	 			48.86	-126.86	258.75	292	316	19	30.06	52	b	none	10	
1900-06-08	17	48.9	-126.99	258.75		5.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	 			48.9	-126.99	258.75									
1900-06-08	18	48.94	-127.17	258.75		7.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	 			48.94	-127.17	258.75	292	316	24	30.06	52	b	none	10	
1900-06-08	19	48.98	-127.35	258.75		7.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	 			48.98	-127.35	258.75									
1900-06-08	20	49.02	-127.53	258.75		6.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	 			49.02	-127.53	258.75	292	316	24	30.04	50	b	none	10	
1900-06-08	21	49.06	-127.68	258.75		5.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	 			49.06	-127.68	258.75									
1900-06-08	22	49.1	-127.83	258.75		5.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	 			49.1	-127.83	258.75	292	316	19	30.06	51	bc	cum	9	
1900-06-08	23	49.14	-128.01	258.75		7.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	 			49.14	-128.01	258.75									
1900-06-08	24	49.19	-128.19	258.75		7.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0019.JPG	 			49.19	-128.19	258.75	315	339	19	30.08	50	bc	cicum	9	
1900-06-09	1	49.23	-128.36	258.75		6.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	 			49.23	-128.36	258.75	292	316	24	30.08	51	bc	cum	9	
1900-06-09	2	49.27	-128.55	258.75		7.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	 			49.27	-128.55	258.75	292	316							
1900-06-09	3	49.32	-128.74	258.75		7.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	 			49.32	-128.74	258.75									
1900-06-09	4	49.37	-128.95	258.75		8.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	 			49.37	-128.95	258.75	292	316	19	30.09	50	bc	cum nimb	9	
1900-06-09	5	49.41	-129.15	258.75		7.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	 			49.41	-129.15	258.75									
1900-06-09	6	49.46	-129.38	258.75		9.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	 			49.46	-129.38	258.75	292	316	19	30.12	50	bc	cum	1	
1900-06-09	7	49.51	-129.62	258.75		9.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	 			49.51	-129.62	258.75									
1900-06-09	8	49.57	-129.87	258.75		9.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	0850: Set clocks back 16 minutes			49.57	-129.87	258.75	292	316	13	30.16	50	oc	cum	0	
1900-06-09	9	49.61	-130.07	258.75		7.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	 			49.61	-130.07	258.75									
1900-06-09	10	49.67	-130.35	258.75		11		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	 			49.67	-130.35	258.75	292	316	13	30.16	50	oc	cum str	0	
1900-06-09	11	49.72	-130.59	258.75		9.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	 			49.72	-130.59	258.75									
1900-06-09	12	49.77	-130.83	258.75		9.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	 			49.77	-130.83	258.75	292	316	13	30.18	51	oc	cum str	0	
1900-06-09	13	49.82	-131.06	258.75		9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	 			49.82	-131.06	258.75									
1900-06-09	14	49.87	-131.3	258.75		9.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	 			49.87	-131.3	258.75	292	318	13	30.17	51	bc	cum str	0	
1900-06-09	15	49.93	-131.55	258.75		10.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	 			49.93	-131.55	258.75									
1900-06-09	16	49.98	-131.8	258.75		10.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	 			49.98	-131.8	258.75	292	318	13	30.17	51	bc	cum str	0	
1900-06-09	17	50.04	-132.06	258.75		10.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	 			50.04	-132.06	258.75									
1900-06-09	18	50.09	-132.3	258.75		9.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	1820: WSW 5/8 W or S 77 W			50.09	-132.3	258.75	292	318	13	30.18	50	bc	cum str	0	
1900-06-09	19	50.13	-132.53	254.53		8.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	 			50.13	-132.53	254.53									
1900-06-09	20	50.17	-132.77	254.53		9.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	 			50.17	-132.77	254.53	292	318	13	30.17	50	bc	cum str	0	
1900-06-09	21	50.21	-133	254.53		8.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	 			50.21	-133	254.53									
1900-06-09	22	50.25	-133.24	254.53		9.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	 			50.25	-133.24	254.53	292	318	8	30.19	49	bc	cum nimb	6	
1900-06-09	23	50.29	-133.49	254.53		9.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	 			50.29	-133.49	254.53									
1900-06-09	24	50.33	-133.73	254.53		9.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0020.JPG	 			50.33	-133.73	254.53	292	318	8	30.19	49	bc	cum nimb	2	
1900-06-10	1	50.37	-133.95	254.53		8.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	 			50.37	-133.95	254.53									
1900-06-10	2	50.41	-134.2	254.53		9.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	 			50.41	-134.2	254.53	292	318	13	30.19	50	bc	cum nimb	2	
1900-06-10	3	50.45	-134.45	254.53		10		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	 			50.45	-134.45	254.53									
1900-06-10	4	50.49	-134.71	254.53		10		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	 			50.49	-134.71	254.53	292	318	8	30.16	48	bcd	cum nimb	1	
1900-06-10	5	50.53	-134.94	254.53		8.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	 			50.53	-134.94	254.53									
1900-06-10	6	50.57	-135.19	254.53		9.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	 			50.57	-135.19	254.53	338	2	8	30.31	50	bc	cum nimb	2	
1900-06-10	7	50.62	-135.45	254.53		10.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	 			50.62	-135.45	254.53									
1900-06-10	8	50.66	-135.69	254.53		9.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	 			50.66	-135.69	254.53	0	0	0	30.29	53	bc	cum nimb	2	
1900-06-10	9	50.69	-135.91	254.53		8.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	 			50.69	-135.91	254.53									
1900-06-10	10	50.74	-136.24	254.53		12.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	 			50.74	-136.24	254.53	45	70	2	30.22	54	oc	cum nimb	0	
1900-06-10	11	50.78	-136.49	254.53		9.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	 			50.78	-136.49	254.53									
1900-06-10	12	50.83	-136.75	254.53		10.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	 			50.83	-136.75	254.53	45	70	2	30.2	55	oc	cum nimb	0	
1900-06-10	13	50.87	-137	254.53		9.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	 			50.87	-137	254.53									
1900-06-10	14	50.92	-137.27	254.53		10.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	 			50.92	-137.27	254.53	45	70	2	30.22	63	oc	cum nimb	0	
1900-06-10	15	50.97	-137.55	254.53		10.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	 			50.97	-137.55	254.53									
1900-06-10	16	51.02	-137.82	254.53		10.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	 			51.02	-137.82	254.53	90	115	5	30.2	58	bc	cum str	1	
1900-06-10	17	51.07	-138.07	254.53		9.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	 			51.07	-138.07	254.53									
1900-06-10	18	51.12	-138.33	254.53		10		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	 			51.12	-138.33	254.53	90	115	5	30.19	55	bc	cum str	1	
1900-06-10	19	51.17	-138.6	254.53		10		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	 			51.17	-138.6	254.53									
1900-06-10	20	51.22	-138.86	254.53		9.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	2000: WxS 1/2 S or S 75 W			51.22	-138.86	254.53	90	115	5	30.17	57	ocd	cum nimb	0	
1900-06-10	21	51.26	-139.11	253.12		9.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	 			51.26	-139.11	253.12									
1900-06-10	22	51.3	-139.37	253.12		10.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	 			51.3	-139.37	253.12	112	138	5	30.14	52	ocd	nimb	0	
1900-06-10	23	51.35	-139.64	253.12		10		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	 			51.35	-139.64	253.12									
1900-06-10	24	51.39	-139.91	253.12		10.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v434/mcculloch-v434_0021.JPG	 			51.39	-139.91	253.12	112	138	5	30.12	50	ocd	nimb	0	
