YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Weather	Clouds	Amount	People	Ships
1916-06-17	14	52.93	173.25	45		0.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0160.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0161.JPG	1432: E3/4S																
1916-06-17	15	52.97	173.48	70		8.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0160.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0161.JPG	 					E3/4S	113	118	5	30.27	56	54	bc	Ci Cu	5		
1916-06-17	16	52.94	173.73	98.44		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0160.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0161.JPG	"1635: west end of Alaid Island abeam, dist 10 miles."					E3/4S	113	118	5	30.26	56	55	bc	Ci Cu	8		
1916-06-17	17	52.90	173.99	98.44		9.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0160.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0161.JPG	 					E3/4S	113	118	5	30.26	55	53	bc	S Cu	8		
1916-06-17	18	52.86	174.25	98.44		9.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0160.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0161.JPG	 					E3/4S	113	118	5	30.26	54	52	oc	S Cu	10		
1916-06-17	19	52.83	174.51	98.44		9.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0160.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0161.JPG	 					E3/4S	68	73	2	30.26	49	47	oc	S	10		
1916-06-17	20	52.79	174.77	98.44		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0160.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0161.JPG	 			52 47.5N	174 46W	E3/4S	68	73	2	30.26	49	47	oc	S	10		
1916-06-17	21	52.76	175.01	98.44		9.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0160.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0161.JPG	2128: E1/2S					E3/4S	68	73	8	30.26	47	46	ocf	N	10		
1916-06-17	22	52.73	175.27	97.03		9.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0160.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0161.JPG	 					E1/2S	68	73	8	30.26	44	44	ocf	N	10		
1916-06-17	23	52.70	175.53	95.62		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0160.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0161.JPG	 					E1/2S	68	73	8	30.26	43	43	ocf	N	10		
1916-06-17	24	52.67	175.78	95.62		9.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0160.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0161.JPG	 					E1/2S	68	73	8	30.24	42	42	ocf	N	10		
1916-06-18	1	52.65	176.03	95.62		9.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0164.JPG	 					W1/2S	113	118	8	30.24	42	42	o	N	10		
1916-06-18	2	52.62	176.29	95.62		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0164.JPG	 					W1/2S	113	118	2	30.22	43	43	bc	Cu N	8		
1916-06-18	3	52.59	176.54	95.62		9.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0164.JPG	 					W1/2S	113	118	2	30.21	42	42	bc	Cu N	5		
1916-06-18	4	52.57	176.80	95.62		9.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0164.JPG	 					W1/2S	68	73	2	30.20	42	42	o	N	10		
1916-06-18	5	52.54	177.06	95.62		9.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0164.JPG	0515: sighted Kiska Island 3.5 points on starboard bow					W1/2S	68	73	5	30.20	43	43	oc	Cu N	10		
1916-06-18	6	52.51	177.31	95.62		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0164.JPG	0600: SE1/4E					W1/2S	68	73	8	30.20	43	43	oc	Cu N	10		
1916-06-18	7	52.40	177.48	132.19		9.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0164.JPG	 					SE1/4E	68	73	8	30.20	44	43	bc	Cu N	7		
1916-06-18	8	52.29	177.65	132.19		9.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0164.JPG	0800: SSE3/4E			52 17.5N	177 39W	SE1/4E	68	73	8	30.20	46	44	bc	Cu N	7		
1916-06-18	9	52.14	177.73	888		9.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0164.JPG	"0906: Haycock Rock abeam, dist 2.5 miles. Hauled for west end of Little Kiska Island"						113	118	8	30.19	46	46	oc	S Cu	10		
1916-06-18	10	51.98	177.62	888		9.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0164.JPG	1025: Anchored. Anchored in Kiska Harbor						113	118	8	30.21	56	50	bc	Ci	4		
1916-06-18	11	51.97	177.56	888		2.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0164.JPG	 																
1916-06-18	12	51.97	177.56			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0164.JPG	Noon: Kiska Harbor																
1916-06-18	13	51.97	177.56			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0164.JPG	 																
1916-06-18	14	51.97	177.56			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0164.JPG	 																
1916-06-18	15	51.97	177.56			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0164.JPG	 																
1916-06-18	16	51.97	177.56			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0164.JPG	 						68	73	5	30.24	56	54	bc	Ci Cu	6		
1916-06-18	17	51.97	177.56			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0164.JPG	 																
1916-06-18	18	51.97	177.56			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0164.JPG	 																
1916-06-18	19	51.97	177.56			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0164.JPG	 																
1916-06-18	20	51.97	177.56			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0164.JPG	 						68	73	8	30.23	50	55	o	A S	10		
1916-06-18	21	51.97	177.56			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0164.JPG	 																
1916-06-18	22	51.97	177.56			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0164.JPG	 																
1916-06-18	23	51.97	177.56			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0164.JPG	 																
1916-06-18	24	51.97	177.56			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0163.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0164.JPG	 						68	73	5	30.22	48	48	o	A S	10		
1916-06-19	1	51.97	177.56			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0165.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0166.JPG	 																
1916-06-19	2	51.97	177.56			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0165.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0166.JPG	 																
1916-06-19	3	51.97	177.56			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0165.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0166.JPG	 																
1916-06-19	4	51.97	177.56			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0165.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0166.JPG	"0405: Got Underway. Underway, stood out of Kiska Harbor 0430: ENE1/2E"						90	95	5	30.23	46	46	o	A Cu	10		
1916-06-19	5	51.98	177.76	73.12		6.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0165.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0166.JPG	0530: NExE					ENE1/2E	68	73	5	30.24	45	45	o	A Cu	10		
1916-06-19	6	52.01	178.02	65		9.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0165.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0166.JPG	0630: ExN					NExE	90	95	8	30.24	50	49	o	A Cu	10		
1916-06-19	7	52.15	178.12	9.31		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0165.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0166.JPG	 					ExN	90	95	8	30.26	52	51	o	A Cu	10		
1916-06-19	8	52.18	178.38	68		9.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0165.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0166.JPG	 			52 11N	178 23W	ExN	90	95	8	30.30	52	51	o	A Cu	10		
1916-06-19	9	52.19	178.65	78.75		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0165.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0166.JPG	 					ExN	135	140	5	30.31	52	50	o	S Cu	10		
1916-06-19	10	52.20	178.91	78.75		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0165.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0166.JPG	 					ExN	135	140	5	30.32	52	51	o	S Cu	10		
1916-06-19	11	52.21	179.17	78.75		9.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0165.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0166.JPG	 					ExN	135	140	5	30.33	52	51	o	S Cu	10		
1916-06-19	12	52.22	179.43	78.75		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0165.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0166.JPG	1200: E			52 13N	179 26W	ExN	135	140	2	30.33	53	52	o	S Cu	10		
1916-06-19	13	52.20	179.71	90		10.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0165.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0166.JPG	 					E	0	0	0	30.35	56	54	oc	S Cu	10		
1916-06-19	14	52.17	179.97	90		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0165.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0166.JPG	 					E	0	0	0	30.35	53	52	oc	S Cu	10		
1916-06-19	15	52.15	-179.77	90		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0165.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0166.JPG	 					E	0	0	0	30.36	49	48	oc	S Cu	10		
1916-06-19	16	52.13	-179.51	90		9.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0165.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0166.JPG	 					E	0	0	0	30.36	49	48	oc	S Cu	10		
1916-06-19	17	52.11	-179.24	90		9.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0165.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/3898/24389836/content/dc-metro/rg-026/585454/0001-A1/McCulloch-b1536-1916-04-thru-06/McCulloch-b1536-1916-04-thru-06_0166.JPG	 					E	135	140	2	30.38	53	52	oz	N	10		
