YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Attd	Dry	Wet	Weather	Clouds	Clear	Amount	People	Ships	Other
1899-06-17	1	50.37	-125.71	888		8.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	 					v														
1899-06-17	2	50.41	-125.95	888		9.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	0200: Off salmon River stood through Johnstone St					v	270	295	13	30.12		48		oc	cum nim		0			
1899-06-17	3	50.47	-126.19	888		9.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	 					v														
1899-06-17	4	50.49	-126.4	888		7.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	0400: Steaming through Johnstone and Broughton Strs					v	248	273	13	30.14		49		ocp	nim		0			
1899-06-17	5	50.52	-126.65	888		9.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	0526: Hanson Is abm					v														
1899-06-17	6	50.57	-126.93	888		10.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	0605: Alert Bay					v	248	273	5	30.16		52		ocm	cum		0			
1899-06-17	7	50.62	-127.16	888		10.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	0700: Passed Pulteney Point into Queen Charlotte Snd.					v														
1899-06-17	8	50.75	-127.38	888		11.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	 					v	248	273	5	30.14		53		ocm	cum nim		0			
1899-06-17	9	50.87	-127.58	888		9.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	 					v														
1899-06-17	10	50.99	-127.79	888		11		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	 					v	248	273	5	30.19		53		bcp	cum nim		2			
1899-06-17	11	51.18	-127.81	888		11.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	1105: Egg Is Lt abm stood through Smith's Snd into Fitxhugh snd					v														
1899-06-17	12	51.37	-127.83	888		11.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	Noon: Egg Is Lh bore SSW 7mi					v	203	228	5	30.22		54		bc	cum		2			
1899-06-17	13	51.59	-127.87	888		11.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	 					v														
1899-06-17	14	51.78	-127.9	888		10.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	 					v	225	250	5	30.26		53		bcp	cum nim		1			
1899-06-17	15	51.98	-127.94	888		10.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	1505: Fog Rks abm 1535 hauled into Laura Passage.					v														
1899-06-17	16	52.08	-128.1	888		10.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	1630: Passed Bella Bella					v	270	295	13	30.26		54		bc	cum nim		3			
1899-06-17	17	52.22	-128.18	888		10.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	 					v														
1899-06-17	18	52.27	-128.42	888		10.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	"1800: Rounded Ivory Is Lh, crossed Milbanke Snd and entered Klemtoo Passage"					v	225	250	13	30.24		54		bc	cum		2			
1899-06-17	19	52.42	-128.46	888		10.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	 					v														
1899-06-17	20	52.59	-128.48	888		10.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	2000: Stood Up Tolmi channel					v	0	0	0	30.26		50		bc	cum		2			
1899-06-17	21	52.76	-128.55	888		10.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	 					v														
1899-06-17	22	52.95	-128.51	888		11.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	2245: Anchored in Swanson Harbour.					v	315	340	2	30.28		48		bc	cum		3			
1899-06-17	23	53.01	-128.51	888		4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	 					v														
1899-06-17	24	53.01	-128.51			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0023.JPG	 						0	0	0	30.31		51		ocp	cum nim		0			
1899-06-18	1	53.01	-128.51			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	 																			
1899-06-18	2	53.01	-128.51			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	 																			
1899-06-18	3	53.01	-128.51			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	 																			
1899-06-18	4	53.01	-128.51			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	 						23	48	2	30.3		50		ocf	cum fog		0			
1899-06-18	5	53.01	-128.51			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	 																			
1899-06-18	6	53.01	-128.51			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	0620: Underway. Stood into Graham Reach																			
1899-06-18	7	53.13	-128.59	888		7.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	0720: Passed Work Island.					v														
1899-06-18	8	53.25	-128.83	888		11		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	 					v	360	25	2	30.32		55		bc	cun		7			
1899-06-18	9	53.3	-129.12	888		11		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	 					v														
1899-06-18	10	53.4	-129.39	888		11.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	1053: Off Lowe Inlet					v	338	3	2	30.33		55		bc	cum		7			
1899-06-18	11	53.54	-129.61	888		11.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	 					v														
1899-06-18	12	53.69	-129.77	888		10.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	Noon: Granville Channel abreast Klewnugget Inlet Noon: Granville Channel abreast Klewnugget Inlet					v	338	3	5	30.34		53		bc	cum		7			
1899-06-18	13	53.81	-129.97	888		9.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	 					v														
1899-06-18	14	53.95	-130.13	888		10.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	 					v	293	318	5	30.34		52		oc	cu n		0			
1899-06-18	15	54.08	-130.3	888		9.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	 					v														
1899-06-18	16	54.19	-130.45	888		8.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	"1600: Chatham Snd, eastward of Finlayson and Bernie Is's past Pt Simpson and hence to N'd and E'd and through Tongass Pass and passing old Fort Tongass. Passed American boundry at 1900."					v	293	318	5	30.34		56		bc	cu		7			
1899-06-18	17	54.33	-130.57	888		9.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	 					v														
1899-06-18	18	54.5	-130.61	888		10.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	 					v	293	321	8	30.3		62		bc	cu		5			
1899-06-18	19	54.66	-130.64	888		10.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	 					v														
1899-06-18	20	54.73	-130.85	888		10.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	2000: Rounded Cape Fox and steamed up Revillagigedo Channel					v	315	343	2	30.26		58		bc	cu s		2			
1899-06-18	21	54.84	-131.01	888		10.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	 					v														
1899-06-18	22	54.97	-131.09	888		10.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	 					v	293	321	2	30.23		56		bc	cu		4			
1899-06-18	23	55.1	-131.16	888		10.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	2315: Anchored. Mary Island anchorage.					v														
1899-06-18	24	55.11	-131.2	888		1.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0024.JPG	 					v	293	321	5	30.2		54		bc	cu		3			
1899-06-19	1	55.11	-131.2			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	 																			
1899-06-19	2	55.11	-131.2			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	 																			
1899-06-19	3	55.11	-131.2			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	 																			
1899-06-19	4	55.11	-131.2			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	 						0	0	0	30.18		52		bc	str		2			
1899-06-19	5	55.11	-131.2			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	 																			
1899-06-19	6	55.11	-131.2			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	 																			
1899-06-19	7	55.11	-131.2			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	0740: Got Underway. Stood out Revillagigedo Channel																			
1899-06-19	8	55.15	-131.25	888		3.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	0800: Stood through Tongass narrows and up Clarence Str.					v	315	343	8	30.11		52		oc	cu s		2			
1899-06-19	9	55.27	-131.5	888		10.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	 					v														
1899-06-19	10	55.38	-131.74	888		10.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	 					v	315	343	8					oc	cu s					
1899-06-19	11	55.48	-131.97	888		10		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	 					v														
1899-06-19	12	55.59	-132.2	888		10		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	"Noon: Ship Is, Clarence Str, SW 6mi Noon: Ship Is NNW 0.5mi"					v	304	332	8	30.11		52		bc	cu s		2			
1899-06-19	13	55.73	-132.35	888		10.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	 					v														
1899-06-19	14	55.87	-132.49	888		10.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	 					v	315	343	8	30.11		57		bc	cu s		5			
1899-06-19	15	56.01	-132.64	888		10.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	 					v														
1899-06-19	16	56.16	-132.8	888		10.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	1600: Passed Key Reef					v	315	343	8	30.14		60		bc	cu		5			
1899-06-19	17	56.32	-132.61	888		10.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	 					v														
1899-06-19	18	56.49	-132.51	888		10.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	1825: Entered Wrangel Narrows into Wrangel Str					v	270	298	8	30.1		55		bc	cu		3			
1899-06-19	19	56.67	-132.6	888		11.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	 					v														
1899-06-19	20	56.78	-132.75	888		10.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	2025: Through Wrangel Str into Fredrick Snd. 					v	315	343	2	30.09		60		bc	cu		5			
1899-06-19	21	56.9	-132.92	888		11.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	 					v														
1899-06-19	22	57.02	-133.16	888		10.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	2230 Passed Portage Is					v	248	276	5	30.08		55		bc	cu s		1			
1899-06-19	23	57.09	-133.47	888		10.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	 					v														
1899-06-19	24	57.12	-133.81	888		11		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0025.JPG	0000: Summer Str					v	248	276	5	30.09		53		bc	cu s		4			
1899-06-20	1	57.06	-134.14	888		11.1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0026.JPG	 					v														
1899-06-20	2	57	-134.48	888		11.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0026.JPG	0230: Rounded Point Gardner into Chatham St					v	248	276	8	30.12		51		bc	cu n		1			
1899-06-20	3	57.1	-134.67	888		10.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0026.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v432/mcculloch-v432_0026.JPG	 					v														
