YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	Clear	Ships	Other
1902-07-31	4	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53		202	222	8	29.79	49			bc	cum str	2		
1902-07-31	5	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-07-31	6	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-07-31	7	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-07-31	8	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53		202	222	13	29.78	52			bc	cum str	3		
1902-07-31	9	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-07-31	10	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-07-31	11	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-07-31	12	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53		202	222	8	29.82	56			bc	cum str	2		
1902-07-31	13	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-07-31	14	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-07-31	15	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-07-31	16	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53		315	334	5	29.82	56			bc	cum str	1		
1902-07-31	17	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-07-31	18	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-07-31	19	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-07-31	20	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53		202	222	5	29.82	52			bc	cum str	4		
1902-07-31	21	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-07-31	22	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-07-31	23	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-07-31	24	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53		202	222	2	29.84	52			bc	cum str	2		
1902-08-01	1	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	Top of Page: Dutch Harbor			53.89	-166.53												Top of Page: Thetis	
1902-08-01	2	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-08-01	3	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-08-01	4	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53		0	0	0	29.78	48			bc	cum str	3		
1902-08-01	5	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-08-01	6	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-08-01	7	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-08-01	8	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53		0	0	0	29.76	50			ocr	cum nim	0		
1902-08-01	9	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	0920: Got Underway			53.89	-166.53													
1902-08-01	10	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	1000: Anchored			53.89	-166.53													
1902-08-01	11	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-08-01	12	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53		180	199	2	29.74	54			ocm	cum nim	0		
1902-08-01	13	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-08-01	14	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-08-01	15	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-08-01	16	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53		202	222	5	29.74	54			oc	cum nim	0		
1902-08-01	17	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-08-01	18	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-08-01	19	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-08-01	20	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53		202	222	2	29.76	53			oc	cum nim	0		
1902-08-01	21	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-08-01	22	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-08-01	23	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53													
1902-08-01	24	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0053.JPG	 			53.89	-166.53		0	0	0	29.76	50			oc	cum nim	0		
1902-08-02	1	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	 			53.89	-166.53												Top of Page: Patterson	
1902-08-02	2	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	 			53.89	-166.53													
1902-08-02	3	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	 			53.89	-166.53													
1902-08-02	4	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	 			53.89	-166.53		202	222	2	29.78	50			oc	cum nim	0		
1902-08-02	5	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	 			53.89	-166.53													
1902-08-02	6	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	 			53.89	-166.53													
1902-08-02	7	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	 			53.89	-166.53													
1902-08-02	8	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	 			53.89	-166.53		202	222	2	29.75	52			oc	cum nim	0		
1902-08-02	9	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	 			53.89	-166.53													
1902-08-02	10	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	 			53.89	-166.53													
1902-08-02	11	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	 			53.89	-166.53													
1902-08-02	12	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	Noon: Dutch Harbor			53.89	-166.53		68	86	5	29.78	56			bc	cum nim	2		
1902-08-02	13	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	 			53.89	-166.53													
1902-08-02	14	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	1450: underway and steamed out of harbor			53.89	-166.53													
1902-08-02	15	53.92	-166.47	nxe		1		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	 			53.922	-166.47	nxe												
1902-08-02	16	54.01	-166.49	nxe		5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	1630: NW			54.013	-166.491	nxe	0	0	0	29.76	58			bc	cum nim	3		
1902-08-02	17	54.1	-166.51	343		4.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	1730: rounded Cape Cheerful and stood SWxW3/4W			54.103	-166.513	343												
1902-08-02	18	54.18	-166.65	297		5.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	 			54.181	-166.645	297	0	0	0	29.72	50	48		bcf	cum	4		
1902-08-02	19	54.18	-166.91	swxw3/4w		8.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	 			54.175	-166.906	swxw3/4w												
1902-08-02	20	54.17	-167.17	swxw3/4w		8.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	2000: SW1/4W			54.168	-167.17	swxw3/4w	0	0	0	29.68	46	46		bcf	cum	4		
1902-08-02	21	54.12	-167.42	sw1/4w		8.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	 			54.12	-167.417	sw1/4w												
1902-08-02	22	54.07	-167.67	sw1/4w		9.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	 			54.069	-167.671	sw1/4w	0	0	0	29.64	46	44		oc	cum	0		
1902-08-02	23	54.01	-167.91	sw1/4s		9.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	"2300: cc SW 2315 Bogoslov Island abeam, dist 26 mi"			54.005	-167.912	sw1/4s												
1902-08-02	24	53.94	-168.17	sw		9.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0054.JPG	 			53.943	-168.172	sw	90	109	5	29.58	46	45		ocm	cum	0		
1902-08-03	1	53.9	-168.39	sw		7.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0055.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0055.JPG	 			53.896	-168.387	sw												
1902-08-03	2	53.85	-168.62	sw		8.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0055.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0055.JPG	 			53.845	-168.617	sw	90	109	5	29.58	46	45		oc	cum	0		
1902-08-03	3	53.79	-168.86	sw		9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0055.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0055.JPG	 			53.789	-168.859	sw												
1902-08-03	4	53.73	-169.1	sw		8.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0055.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0055.JPG	 			53.734	-169.098	sw	68	82	8	29.56	48	46		bc	cum str	1		
1902-08-03	5	53.68	-169.34	sw		8.9		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0055.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0055.JPG	 			53.679	-169.336	sw												
1902-08-03	6	53.62	-169.57	sw		8.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0055.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0055.JPG	 			53.624	-169.572	sw	45	60	8	29.46	50	48		bc	cir cum	1		
1902-08-03	7	53.57	-169.81	sw		8.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0055.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0055.JPG	 			53.57	-169.807	sw												
