YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	Clear	Ships	Other
1902-08-15	21	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0063.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0063.JPG	 			52.2	-174.18													
1902-08-15	22	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0063.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0063.JPG	 			52.2	-174.18													
1902-08-15	23	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0063.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0063.JPG	 			52.2	-174.18													
1902-08-15	24	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0063.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0063.JPG	 			52.2	-174.18		270	281	8	29.69	48			ocm	cum nim	0		
1902-08-16	1	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	"0000 to 0400: Nazan Bay, Alaska"			52.2	-174.18													
1902-08-16	2	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-16	3	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-16	4	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18		315	326	8	29.70	47			ocr	cum nim	0		
1902-08-16	5	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-16	6	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-16	7	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-16	8	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18		292	304	5	29.74	49			oc	cum	0		
1902-08-16	9	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-16	10	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-16	11	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-16	12	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18		292	304	8	29.78	51			bc	cum str 	8		
1902-08-16	13	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-16	14	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-16	15	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-16	16	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18		292	304	8	29.78	48			bc	cum str 	5		
1902-08-16	17	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-16	18	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-16	19	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-16	20	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18		292	304	5	29.80	49			bc	cum str 	4		
1902-08-16	21	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-16	22	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-16	23	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-16	24	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18		270	281	8	29.79	48			bc	cum	8		
1902-08-17	1	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	"0000 to 0400: Nazan Bay, Alaska"			52.2	-174.18													
1902-08-17	2	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-17	3	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-17	4	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18		292	304	8	29.89	48			bc	cum str	5		
1902-08-17	5	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-17	6	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-17	7	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-17	8	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18		292	304	8	29.84	49			bc	cum	5		
1902-08-17	9	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-17	10	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-17	11	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-17	12	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18		270	281	8	29.90	50			bc	cum	2		
1902-08-17	13	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-17	14	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-17	15	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-17	16	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18		292	304	5	29.91	51			ocz	cum	0		
1902-08-17	17	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-17	18	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-17	19	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-17	20	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18		292	304	5	29.94	51			bc	cum	2		
1902-08-17	21	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-17	22	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-17	23	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18													
1902-08-17	24	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0064.JPG	 			52.2	-174.18		0	0	0	29.94	50			oc	cum	0		
1902-08-18	1	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	"0000 to 0400: Nazan Bay, Alaska"			52.2	-174.18													
1902-08-18	2	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	 			52.2	-174.18													
1902-08-18	3	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	 			52.2	-174.18													
1902-08-18	4	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	 			52.2	-174.18		0	0	0	29.92	48			oc	cum	0		
1902-08-18	5	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	 			52.2	-174.18													
1902-08-18	6	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	 			52.2	-174.18													
1902-08-18	7	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	 			52.2	-174.18													
1902-08-18	8	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	 			52.2	-174.18		202	214	5	29.94	50			bc	cum	3		
1902-08-18	9	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	 			52.2	-174.18													
1902-08-18	10	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	 			52.2	-174.18													
1902-08-18	11	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	 			52.2	-174.18													
1902-08-18	12	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	 			52.2	-174.18		202	214	5	29.94	59			bc	cum	5		
1902-08-18	13	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	 			52.2	-174.18													
1902-08-18	14	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	 			52.2	-174.18													
1902-08-18	15	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	 			52.2	-174.18													
1902-08-18	16	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	 			52.2	-174.18		202	214	5	29.99	60			bc	cum	4		
1902-08-18	17	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	 			52.2	-174.18													
1902-08-18	18	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	 			52.2	-174.18													
1902-08-18	19	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	 			52.2	-174.18													
1902-08-18	20	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	 			52.2	-174.18		225	236	5	29.99	50			bc	cum	3		
1902-08-18	21	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	 			52.2	-174.18													
1902-08-18	22	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	 			52.2	-174.18													
1902-08-18	23	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	 			52.2	-174.18													
1902-08-18	24	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	 			52.2	-174.18		0	0	0	29.99	50			bc	cum	2		
1902-08-19	1	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	"0000 to 0400: Nazan Bay, Alaska"			52.2	-174.18													
1902-08-19	2	52.2	-174.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-026/585454/2017-06/mcculloch-v437/mcculloch-v437_0065.JPG	 			52.2	-174.18													
