YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Weather	Clouds	Amount	Ships
1915-07-01	1	37.86	-122.48			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1292.JPG	 			37.859	-122.48											Top of Page: USS Cheyenne
1915-07-01	2	37.86	-122.48			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	 			37.859	-122.48											
1915-07-01	3	37.86	-122.48			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	 			37.859	-122.48											
1915-07-01	4	37.86	-122.48			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	 			37.859	-122.48		0	0	0	30.08	57		oc	S Cu	10	
1915-07-01	5	37.86	-122.48			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	 			37.859	-122.48											
1915-07-01	6	37.86	-122.48			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	 			37.859	-122.48											
1915-07-01	7	37.86	-122.48			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	 			37.859	-122.48											
1915-07-01	8	37.86	-122.48			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	 			37.859	-122.48		0	0	0	30.08	58			S	10	
1915-07-01	9	37.86	-122.48			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	 			37.859	-122.48											
1915-07-01	10	37.86	-122.48			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	 			37.859	-122.48											
1915-07-01	11	37.86	-122.48			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	 			37.859	-122.48											
1915-07-01	12	37.86	-122.48			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	"Noon: Sausalito, CA"			37.859	-122.48		315	333	2	30.07	59		bc	Ci	3	
1915-07-01	13	37.86	-122.48			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	 			37.859	-122.48											
1915-07-01	14	37.86	-122.48			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	 			37.859	-122.48											
1915-07-01	15	37.86	-122.48			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	 			37.859	-122.48											
1915-07-01	16	37.86	-122.48			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	1650: Got Underway. stood through Golden Gate			37.859	-122.48		248	266	5	30.07	59		bc	Ci S	3	
1915-07-01	17	37.85	-122.47	888	43.2	1.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	1711: Lime Point 1736: Bonita Point cc WNW 1746: Gas buoy cc W3/8S					v	248	266	5	30.07						
1915-07-01	18	37.81	-122.64	888	50.6	8.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	1832: Duxbury Reef gas buoy cc W1/8S					v	248	266	5	30.07	58		ocf	Ci S	10	
1915-07-01	19	37.84	-122.83	268.59	59.9	9.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	 					W 1/8 S	248	266	2	30.07	58		ocz	Ci S	10	
1915-07-01	20	37.87	-123.02	268.59	69.2	9.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	2026: Pt. Reyes Light abeam dist 2.0 miles. cc NWxW			37 52N	123 1W	W 1/8 S	248	266	2	30.07	57	59	ocz	A S	10	
1915-07-01	21	37.98	-123.12	303.75	78	8.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	 					NWxW	225	243	2	30.08	56	58	oc	S	10	
1915-07-01	22	38.11	-123.23	303.75	87.3	9.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	 					NWxW	270	288	2	30.09	56	58	oc	S	10	
1915-07-01	23	38.23	-123.35	303.75	96.8	9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	 					NWxW	270	288	2	30.10	55	57	oc	S	10	
1915-07-01	24	38.35	-123.46	303.75	6.1	9.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1291.JPG	0000: Continuing NWxW					NWxW	270	288	2	30.10	55	57	oc	S	10	
1915-07-02	1	38.47	-123.57	303.75		9.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1294.JPG	 					NWxW	293	311	2	30.09	55	57	oc	Cu	10	
1915-07-02	2	38.60	-123.69	303.75		9.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	 					NWxW	293	311	2	30.09	54	56	oc	Cu	10	
1915-07-02	3	38.72	-123.80	303.75		9.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	"0358: Point Arena abeam, dist 10.6 miles. cc NW 3/8 W"					NWxW	293	311	2	30.09	54	56	oc	Cu	10	
1915-07-02	4	38.84	-123.92	303.75		9.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	 					NWxW	293	311	2	30.09	54	56	oc	Cu	10	
1915-07-02	5	38.98	-124.01	310.78		9.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	 					NW 3/8 W	293	311	2	30.09	55	55	ocz	Ci S	10	
1915-07-02	6	39.11	-124.10	310.78		9.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	 					NW 3/8 W	293	311	2	30.09	55	55	ocz	Ci S	10	
1915-07-02	7	39.24	-124.19	310.78		9.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	 					NW 3/8 W	293	311	2	30.09	55	55	ocz	Ci S	10	
1915-07-02	8	39.37	-124.28	310.78		8.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	 			39 22N	124 17W	NW 3/8 W	293	311	2	30.11	56	55	ocz	Ci S	10	
1915-07-02	9	39.50	-124.38	310.78		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	 					NW 3/8 W	0	0	0	30.13	57	59	oc	S Cu	10	
1915-07-02	10	39.62	-124.47	310.78		9.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	 					NW 3/8 W	0	0	0	30.14	57	57	oc	S Cu	10	
1915-07-02	11	39.81	-124.61	310.78		13.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	 					NW 3/8 W	0	0	0	30.15	58	58	oc	S Cu	10	
1915-07-02	12	39.93	-124.70	310.78		9.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	 			39 56N	124 42W	NW 3/8 W	0	0	0	30.15	59	59	oc	S Cu	10	
1915-07-02	13	40.07	-124.80	310.78		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	 					NW 3/8 W	0	0	0	30.15	59	58	oc	S Cu	10	
1915-07-02	14	40.20	-124.89	310.78		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	 					NW 3/8 W	0	0	0	30.14	58	57	oc	S Cu	10	
1915-07-02	15	40.33	-124.99	310.78		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	 					NW 3/8 W	0	0	0	30.14	58	57	oc	S Cu	10	
1915-07-02	16	40.46	-125.09	310.78		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	 					NW 3/8 W	0	0	0	30.11	58	57	oc	S Cu	10	
1915-07-02	17	40.59	-125.19	310.78		9.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	 					NW 3/8 W	270	288	2	30.11	59	59	oc	Ci S	10	
1915-07-02	18	40.72	-125.28	310.78		9.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	 					NW 3/8 W	270	288	2	30.10	59	59	oc	Ci S	10	
1915-07-02	19	40.84	-125.37	310.78		9.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	 					NW 3/8 W	270	288	2	30.10	59	59	ocm	Ci S	10	
1915-07-02	20	40.97	-125.47	310.78		9.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	 			40 58N	125 28W	NW 3/8 W	270	288	2	30.10	60	60	ocm	Ci S	10	
1915-07-02	21	41.09	-125.56	310.78		9.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	 					NW 3/8 W	0	0	0	30.10	61	61	ocm	S	10	
1915-07-02	22	41.22	-125.65	310.78		9.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	 					NW 3/8 W	0	0	0	30.10	61	61	ocm	S	10	
1915-07-02	23	41.34	-125.74	310.78		8.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	 					NW 3/8 W	315	333	2	30.10	61	61	ocm	S	10	
1915-07-02	24	41.47	-125.84	310.78		9.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1293.JPG	0000: Continuing on course NW 3/8 W throughout entire day.					NW 3/8 W	315	333	2	30.10	61	61	ocm	S	10	
1915-07-03	1	41.60	-125.93	310.78		9.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1295.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1296.JPG	 					NW 3/8 W	0	0	0	30.10	61	61	oc	S Cu	10	
1915-07-03	2	41.72	-126.03	310.78		9.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1295.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1295.JPG	 					NW 3/8 W	0	0	0	30.10	61	61	oc	S Cu	10	
1915-07-03	3	41.84	-126.12	310.78		8.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1295.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1295.JPG	 					NW 3/8 W	315	333	2	30.10	61	61	oc	S Cu	10	
1915-07-03	4	41.96	-126.20	310.78		8.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1295.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1295.JPG	 					NW 3/8 W	315	333	5	30.10	61	61	oc	S Cu	10	
1915-07-03	5	42.07	-126.29	310.78		8.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1295.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1295.JPG	 					NW 3/8 W	315	336	8	30.10	61	60	ocm	S Cu	10	
1915-07-03	6	42.18	-126.37	310.78		8.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1295.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1295.JPG	 					NW 3/8 W	338	359	8	30.10	60	60	om	S Cu	10	
1915-07-03	7	42.29	-126.45	310.78		7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1295.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1295.JPG	 					NW 3/8 W	338	359	8	30.08	60	60	om	S Cu	10	
1915-07-03	8	42.40	-126.53	310.78		7.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1295.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1295.JPG	 			42 24N	126 32W	NW 3/8 W	338	359	8	30.09	60	60	om	S Cu	10	
1915-07-03	9	42.49	-126.61	310.78		7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1295.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1295.JPG	 					NW 3/8 W	315	336	8	30.00	59	60	om	S Cu	10	
1915-07-03	10	42.59	-126.70	310.78		8.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1295.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1295.JPG	 					NW 3/8 W	315	336	8	30.09	60	60	om	S Cu	10	
1915-07-03	11	42.68	-126.78	310.78		7.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1295.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1295.JPG	 					NW 3/8 W	315	336	8	30.09	60	60	om	S Cu	10	
1915-07-03	12	42.77	-126.86	310.78		7.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1295.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1295.JPG	 			42 46N	126 51 30 W	NW 3/8 W	315	336	8	30.09	61	60	om	S Cu	10	
1915-07-03	13	42.90	-126.96	310.78		9.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1295.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/65/7021/23702165/content/dc-metro/rg-026/585454/0002/McCulloch-b1535/McCulloch-b1535_1295.JPG	 					NW 3/8 W	315	336	8	30.10	61	60	oc	N	10	
