YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Weather	Clouds	Amount	VisM	People	Ships	Other
1931-07-23	9	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	 			60.104	-149.43													
1931-07-23	10	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	 			60.104	-149.43													
1931-07-23	11	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	 			60.104	-149.43													
1931-07-23	12	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	Noon: Seward			60.104	-149.43		360	23	2	29.78	56	ozM	SCU	10				
1931-07-23	13	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	 			60.104	-149.43													
1931-07-23	14	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	 			60.104	-149.43													
1931-07-23	15	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	 			60.104	-149.43													
1931-07-23	16	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	 			60.104	-149.43		360	23	2	29.81	54	OZM	SCU	10				
1931-07-23	17	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	 			60.104	-149.43													
1931-07-23	18	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	 			60.104	-149.43													
1931-07-23	19	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	 			60.104	-149.43													
1931-07-23	20	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	 			60.104	-149.43		360	23	2	29.80	50	OM	SCU	10				
1931-07-23	21	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	 			60.104	-149.43													
1931-07-23	22	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	 			60.104	-149.43													
1931-07-23	23	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	 			60.104	-149.43													
1931-07-23	24	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0052.JPG	 			60.104	-149.43		360	23	2	29.82	50	OM	SCU	10				
1931-07-24	1	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	 			60.104	-149.43												Top of Page: Tahoe Top of Page: U.S.C.G.S. Doscoverer	
1931-07-24	2	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	 			60.104	-149.43													
1931-07-24	3	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	 			60.104	-149.43													
1931-07-24	4	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	 			60.104	-149.43		360	23	5	29.84	49	OD	CUN	10				
1931-07-24	5	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	 			60.104	-149.43													
1931-07-24	6	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	 			60.104	-149.43													
1931-07-24	7	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	 			60.104	-149.43													
1931-07-24	8	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	8AM: Seward			60.104	-149.43		360	23	5	29.80	55	OD	CUN	10				
1931-07-24	9	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	 			60.104	-149.43													
1931-07-24	10	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	 			60.104	-149.43													
1931-07-24	11	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	 			60.104	-149.43													
1931-07-24	12	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	Noon: Seward			60.104	-149.43		259	282		29.82	56	oz	SCU	10				
1931-07-24	13	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	 			60.104	-149.43													
1931-07-24	14	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	 			60.104	-149.43													
1931-07-24	15	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	 			60.104	-149.43													
1931-07-24	16	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	 			60.104	-149.43		248	270	5	29.82	52	OR	SCU	10				
1931-07-24	17	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	 			60.104	-149.43													
1931-07-24	18	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	 			60.104	-149.43													
1931-07-24	19	60.1	-149.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	1905: Got Underway. Got underway cc var.  stood out of Resurrection Bay 1940 Caines Head .7 mi. on stbd. beam cc 200 gyro			60.104	-149.43													
1931-07-24	20	59.88	-149.46	200		13		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	2019: cc 162 gyro 2046 Pilot Rock 2 mi. on stbd. beam cc 198 gyro 8PM: Off Rugged Is. Resurrection Bay			59.88	-149.46	200	135	158	13	29.75	52	OR	N	10	7			
1931-07-24	21	59.66	-149.45	182		13.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	2151: Seal Rock 2.3 mi. on stbd. beam			59.663	-149.452	182	135	158	8	29.75	52	OR	N	10	7			
1931-07-24	22	59.44	-149.58	198		14.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	2226: cc 243 gyro			59.441	-149.577	198	135	158	8	29.75	52	OR	N	10	4			
1931-07-24	23	59.29	-149.86	224		13.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	 			59.29	-149.857	224	180	203	8	29.75	52	OR	N	10	7			
1931-07-24	24	59.19	-150.26	243		14.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0053.JPG	 			59.19	-150.255	243	180	203	8	29.75	52	OR	N	10	4			
1931-07-25	1	59.09	-150.65	243		14.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0055.JPG	 			59.09	-150.652	243	180	203	13	29.75	50	or	N	10	20		Top of Page: Penguin U.S. Bureau of Fisheries vessel	
1931-07-25	2	58.99	-151.05	243		14.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	0229: Chugach Is. Lt. brg. 321 gyro cc 275 gyro			58.988	-151.053	243	180	203	13	29.74	50	o	SCU	10	20			
1931-07-25	3	58.96	-151.49	260		14.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	 			58.956	-151.485	260	180	203	13	29.72	50	o	SCU	10	20			
1931-07-25	4	58.99	-151.93	275		14.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	 			58.986	-151.932	275	180	203	19	29.71	50	o	SCU	10	20			
1931-07-25	5	59.02	-152.37	275		14.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	0507: West tangent of Ushagat Is. brg. 180 T dist. 7.0 mi.  cc 220 gyro			59.016	-152.37	275	135	158	8	29.70	50	o	SCU	10	20			
1931-07-25	6	58.87	-152.67	226		13.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	 			58.866	-152.668	226	135	158	8	29.70	49	o	SCU	10	20			
1931-07-25	7	58.69	-152.94	220		14.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	 			58.691	-152.943	220	135	158	8	29.71	47	o	CUN	10	20			
1931-07-25	8	58.52	-153.22	220		14.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	0807: cc 210 gyro			58 31N	153 13W	220	135	158	8	29.70	51	o	CUN	10	20			
1931-07-25	9	58.31	-153.44	211		14.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	 			58.306	-153.438	211	135	158	8	29.70	52	o	SCU	10	20			
1931-07-25	10	58.09	-153.66	210		14.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	 			58.09	-153.655	210	135	158	8	29.72	52	OM	SCU	10	20			
1931-07-25	11	57.87	-153.87	210		14.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	1140: cc 167 gyro			57.872	-153.873	210	135	158	8	29.74	54	OM	CUN	10	20			
1931-07-25	12	57.65	-153.97	196		13.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	1211: cc 176 gyro 1217 Heading into Uyak Bay cc 125 gyro 1233 cc var. 1236 cc 199 gyro heading towards anchorage  cc var to anchorage in SE end of Uyak Bay Noon: Uyak Bay			57.654	-153.972	196	135	158	8	29.74	58	C	SCU	9	20			
1931-07-25	13	57.51	-153.9	168		8.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	 			57.51	-153.9	168	202	226	8	29.74	56	or	SCU	10	7			
1931-07-25	14	57.31	-153.74	888		14.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	1406: Anchored. Anchored in Uyak Bay 			57.31	-153.74	v	135	158	5	29.77	56	om	SCU	10	7			
1931-07-25	15	57.31	-153.74	888		0.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	 			57.31	-153.74	v	135	158	5	29.77	56	om	SCU	10	7			
1931-07-25	16	57.31	-153.74			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	1600: Got Underway. Got underway  cc var out of Uyak Bay 1645 cc 345 gyro 1650 cc 349 gyro			57.31	-153.74		135	158	5	29.80	56	o	SCU	10	20			
1931-07-25	17	57.49	-153.9	352		12.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	1740: Harvester Is. 0.9 mi. on port beam cc 289 gyro			57.49	-153.9	352	135	158	5	29.80	50	o	SCU	10	20			
1931-07-25	18	57.67	-154.11	330		12.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	1816: Rocky Pt. 3.0 mi. on port beam cc 255 gyro			57.67	-154.11	330	191	214	5	29.80	50	om	SCU	10	20			
1931-07-25	19	57.66	-154.51	264		14.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	1911: Cape Karluk 5.2 mi. on port beam 1922 Cape Karluk brg. 135 T  cc 222 gyro			57.659	-154.513	264	191	214	5	29.80	50	om	SCU	10	20			
1931-07-25	20	57.53	-154.83	234		14.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	 			57 32N	154 50W	234	191	214	5	29.80	50	omf	N	10	2			
1931-07-25	21	57.37	-155.12	222		14.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/6762/23676208/content/dc-metro/rg-026/585454/0002/Chelan-1931-07/Chelan-1931-07-0054.JPG	 			57.367	-155.117	222	225	248	5	29.80	50	om	N	10	4			
