YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Weather	Clouds	Amount	VisM	People	Ships	Other
1931-05-16	1	53.01	-128.51			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	"0000-0400: Anchored as before in Swanson Bay, British Columbia"			53.012	-128.512												Top of Page: S.S. Princess Mary S.S. Cardena Yacht Sue~a III of Seattle	
1931-05-16	2	53.01	-128.51			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	 			53.012	-128.512													
1931-05-16	3	53.01	-128.51			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	0341: Got Underway. Weighted anchore and stood hour of Swanson Bay and up Graham Reach  cc var.			53.01	-128.51													
1931-05-16	4	53.08	-128.56	888		5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	 			53.08	-128.56	v	90	118	2	29.58	58	orz	N	10	7			
1931-05-16	5	53.25	-128.84	311		16		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	0546: Pt. Cunning 0.3 mi. on the starboard beam cc 297 gyro   Standing across Wright Sound			53.25	-128.84	311	45	73	2	29.58	58	cz	SCU	9	20			
1931-05-16	6	53.34	-129.23	297		16		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	0615: Camp Pt. 0.3 mi. on the starboard beam standing up Grenville Channel cc var.			53.34	-129.23	297	45	73	2	29.58	58	cz	SCU	9	20			
1931-05-16	7	53.51	-129.56	315		16		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	 			53.51	-129.56	315	45	73	2	29.58	58	cz	SCU	9	20			
1931-05-16	8	53.73	-129.83	315		16.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	"0846: cc 300 gyro  0855 Watson Rock Lt. atp. dist. 0.5 mi.  cc 345 gyro 8AM: Off East Inlet Grenville Channel, B.C."			53.73	-129.83	315	45	73	2	29.60	58	c	CU	9	20			
1931-05-16	9	53.96	-130.16	345		18		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	0914: cc 314 gyro 0930 cc 300 gyro  0940 Sawyer Is. Lt. ats. dist. 1 mi.  cc 325 gyro			53.96	-130.16	345	135	163	2	29.60	61	OR	SCU	9	20			
1931-05-16	10	54.19	-130.47	325		18		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	1030: Lucy Is. Lt. atp. dist. 1 mi. cc 2 gyro			54.19	-130.47	325	135	163	2	29.60	64	c	SCU	9	7			
1931-05-16	11	54.45	-130.58	2		17		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	1135: Pointers Rock ats. dist. 1.5 mi. cc 42 gyro			54.45	-130.58	2	135	163	2	29.60	64	c	SCU	9	50			
1931-05-16	12	54.69	-130.4	19		16		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	"1238: Lizard Pt. Lt. abm.  cc 26 gyro  Noon: Off Wales Is., Portland Canal"			54.694	-130.398	19	135	163	2	29.60	64	c	SCU	9	50			
1931-05-16	13	54.94	-130.15	26		17		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	1305: Portland Pt. abm. cc 342 gyro 1314 cc 345 gyro 1323 True Pt. abm.  cc 208 gyro 1343 cc 215 gyro 1350 cc 225 gyro 1352 cc var. entering Hidden Inlet			54.94	-130.15	26	0	0	0	29.58	64	c	SCU	7	50			
1931-05-16	14	54.95	-130.3	888		17		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	1413: Moored. Moored at Hidden Inlet Cannery Wharf			54.95	-130.3	v	0	0	0	29.56	65	c	SCU	7	50			
1931-05-16	15	54.94	-130.33	888		1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	 			54.94	-130.33	v	0	0	0	29.69	65	c	SCU	7	20			
1931-05-16	16	54.94	-130.33			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	 			54.94	-130.33		270	298	2	29.68	65	cd	N	9				
1931-05-16	17	54.94	-130.33			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	 			54.94	-130.33													
1931-05-16	18	54.94	-130.33			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	 			54.94	-130.33													
1931-05-16	19	54.94	-130.33			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	 			54.94	-130.33													
1931-05-16	20	54.94	-130.33			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	"8PM: Hidden Inlet, Pears~ Canal"			54.94	-130.33		0	0	0	29.72	55	c	SCU	8				
1931-05-16	21	54.94	-130.33			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	 			54.94	-130.33													
1931-05-16	22	54.94	-130.33			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	 			54.94	-130.33													
1931-05-16	23	54.94	-130.33			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	 			54.94	-130.33													
1931-05-16	24	54.94	-130.33			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0022.JPG	 			54.94	-130.33		0	0	0	29.77	52	or	N	10				
1931-05-17	1	54.94	-130.33			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	 			54.94	-130.33													
1931-05-17	2	54.94	-130.33			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	 			54.94	-130.33													
1931-05-17	3	54.94	-130.33			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	 			54.94	-130.33													
1931-05-17	4	54.94	-130.33			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	 			54.94	-130.33		0	0	0	29.84	42	c	SCU	9				
1931-05-17	5	54.94	-130.33			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	 			54.94	-130.33													
1931-05-17	6	54.94	-130.33			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	 			54.94	-130.33													
1931-05-17	7	54.94	-130.33			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	 			54.94	-130.33													
1931-05-17	8	54.94	-130.33			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	0805: Got Underway. Got underway from dock cc var up Pearse Canal 0820 cc 33 gyro 0830 cc 26 gyro 0840 cc 35 gyro 0845 cc var. while rounding Tree Pt. 0850 cc 163 gyro 8AM: Hidden Inlet			54.94	-130.33		0	0	0	29.92	50	or	N	10	20			
1931-05-17	9	54.99	-130.13	163		14.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	0900: Lizard Pt. ats dist. 1 mi. cc 221 gyro 0930 cc var rounding Whale Pt. 1 mi. on stbd beam			54.9889	-130.13	163	270	298	5	29.93	55	~	ACU	9	7			
1931-05-17	9	54.82	-130.26	221		16		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	 			54.82	-130.26	221												
1931-05-17	10	54.69	-130.69	221		16		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	1000: Set ships clocks back one hour to conform to 135th meridian time 1018: Lord Is. Lt. ats. dist. 0.5 mi. cc 317 gyro 1037 Tree Pt. ats. dist. 1.5 mi. cc 341 gyro			54.6928	-130.691	221	225	253	8	29.98	58	bc	ACU	9	20			
1931-05-17	11	54.9	-131.02	341		17		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	 			54.9003	-131.015	341	225	253	8	30.01	59	bc	ACU	7	50			
1931-05-17	12	54.99	-131.06	341		4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	Noon: Off Kirk Pt. Revillagigedo I.			54.99	-131.06	341	225	253	8	30.02	60	bc	CU	6	50			
1931-05-17	13	55.22	-131.36	294		17.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	"1350: Moored. Stopped; moored alongside Pacific Steamship Co. dock at Ketchikan, Alaska"			55.2161	-131.358	294	202	230	8	30.04	60	c	SCU	9	20			
1931-05-17	14	55.33	-131.63	888		11		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	 			55.333	-131.625	v	202	230	5	30.08	60	c	SCU	9	20			
1931-05-17	15	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	 			55.333	-131.625													
1931-05-17	16	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	1600-2400: Set ship's clocks back one hour to conform to 120th meridian time			55.333	-131.625					30.16	64	c	CICU	8				
1931-05-17	17	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	 			55.333	-131.625													
1931-05-17	18	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	 			55.333	-131.625													
1931-05-17	19	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	 			55.333	-131.625													
1931-05-17	20	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	8PM: Ketchikan			55.333	-131.625		158	186	2	30.22	62	c	SCU	8				
1931-05-17	21	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	 			55.333	-131.625													
1931-05-17	22	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	 			55.333	-131.625													
1931-05-17	23	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	 			55.333	-131.625													
1931-05-17	24	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0023.JPG	 			55.333	-131.625		0	0	0	30.30	60	c	SCU	7				
1931-05-18	1	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	 			55.333	-131.625													
1931-05-18	2	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	 			55.333	-131.625													
1931-05-18	3	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	 			55.333	-131.625													
1931-05-18	4	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	 			55.333	-131.625		0	0	0	30.36	48	cr	N	9	20			
1931-05-18	5	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	 			55.333	-131.625													
1931-05-18	6	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	0605: Got Underway. Unmoored and stood up Tongass Narrows  cc var			55.333	-131.625													
1931-05-18	7	55.45	-131.86	888		12.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	"0742: Anchored. Cache Is. 0.5 mi. on the starboard beam cc 90 gyro standing into Naha Bay 0745 Stopped, anchored in Naha Bay, Revillagigedo Is.  brgs: S tan small Is. south of Loring 115 T, Indian Pt. 293 T, N tan of Cache Is. 259 T"			55.45	-131.86	v	90	118	2	30.40	49	or	N	10	20			
1931-05-18	8	55.6	-131.64	888		13.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	8AM: Naha Bay. Brgs: S tan small island S of Loring 115; Indian Pt 293; N tan Cache Id 259.			55.59887	-131.63659	v	90	118	5	30.40	49	or	N	10	20			
1931-05-18	9	55.6	-131.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	 			55.59887	-131.63659													
1931-05-18	10	55.6	-131.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	 			55.59887	-131.63659													
1931-05-18	11	55.6	-131.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	 			55.59887	-131.63659													
1931-05-18	12	55.6	-131.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	 			55.59887	-131.63659		135	163	2	30.44	54	c	SCU	8				
1931-05-18	13	55.6	-131.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	 			55.59887	-131.63659													
1931-05-18	14	55.6	-131.64			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676113/content/dc-metro/rg-026/585454/0002/Chelan-1931-05/Chelan-1931-05-0024.JPG	 			55.59887	-131.63659													
