YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Weather	Clouds	From	Amount	VisM	Flora&Fauna	People	Ships
1930-06-26	12	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0033.JPG	Noon: Unalaska						225	244	5	29.60	55	c	s cu	270	9				
1930-06-26	13	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0033.JPG	 																		
1930-06-26	14	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0033.JPG	 																		
1930-06-26	15	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0033.JPG	 																		
1930-06-26	16	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0033.JPG	 						225	244	8	29.60	57	c	s cu		6				
1930-06-26	17	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0033.JPG	 																		
1930-06-26	18	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0033.JPG	 																		
1930-06-26	19	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0033.JPG	 																		
1930-06-26	20	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0033.JPG	 						225	244	8	29.63	48	c	s cu		6				
1930-06-26	21	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0033.JPG	 																		
1930-06-26	22	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0033.JPG	 																		
1930-06-26	23	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0033.JPG	 																		
1930-06-26	24	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0033.JPG	 						225	244	13	29.63	47	c	s cu		7				
1930-06-27	1	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	 													270					
1930-06-27	2	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	 													270					
1930-06-27	3	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	 													270					
1930-06-27	4	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	 						270	289	8	29.64	44	c	s cu	270	9				
1930-06-27	5	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	 													270					
1930-06-27	6	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	 													270					
1930-06-27	7	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	 													270					
1930-06-27	8	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	 						225	244	5	29.68	48	o	s cu	270	10				
1930-06-27	9	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	 													270					
1930-06-27	10	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	 													270					
1930-06-27	11	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	 													270					
1930-06-27	12	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	Noon: Unalaska						225	244	2	29.68	54	c	s cu	270	8				
1930-06-27	13	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	 																		
1930-06-27	14	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	 																		
1930-06-27	15	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	 																		
1930-06-27	16	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	 						225	244	8	29.69	55	c	s cu		9				
1930-06-27	17	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	 																		
1930-06-27	18	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	 																		
1930-06-27	19	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	 																		
1930-06-27	20	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	 						225	244	8	29.73	45	c	s cu		9				
1930-06-27	21	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	 																		
1930-06-27	22	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	 																		
1930-06-27	23	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	 																		
1930-06-27	24	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0034.JPG	 						225	244	8	29.79	45	c	s cu		9				
1930-06-28	1	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	 													270					
1930-06-28	2	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	 													270					
1930-06-28	3	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	 													270					
1930-06-28	4	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	 						135	154	5	29.80	45	c	s cu	270	9				
1930-06-28	5	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	 													270					
1930-06-28	6	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	 													270					
1930-06-28	7	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	 													270					
1930-06-28	8	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	 						225	244	2	29.86	51	c	s cu	270	9				
1930-06-28	9	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	 													270					
1930-06-28	10	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	 													270					
1930-06-28	11	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	 													270					
1930-06-28	12	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	Noon: Unalaska						315	334	2	29.90	55	o	s cu	270	10				
1930-06-28	13	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	 																		
1930-06-28	14	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	 																		
1930-06-28	15	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	1515: Got Underway. 1520 course 37g 1540 cc 17g																		
1930-06-28	16	54.01	-166.45	28		8.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	1600: 326 (327T)					326	315	334	5	29.92	49	o	s cu		10	50			
1930-06-28	17	54.2	-166.59	326		13.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	 					326	315	334	5	29.94	50	o	s cu		10	50			
1930-06-28	18	54.39	-166.79	326		13.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	 					326	270	289	5	29.95	50	o	s cu		10	20			
1930-06-28	19	54.59	-167	326		13.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	 					326	270	289	5	29.95	48	o	s cu		10	20			
1930-06-28	20	54.8	-167.22	326		14.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	 			54 48N	167 13W	326	270	289	5	29.96	48	o	s cu		10	20			
1930-06-28	21	55.01	-167.43	326		13.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	 					326	315	334	5	29.96	45	o	s cu		10	20			
1930-06-28	22	55.22	-167.64	326		14.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	 					326	315	334	5	29.96	44	o	s cu		10	20			
1930-06-28	23	55.41	-167.83	326		12.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	 					326	45	64	5	29.99	44	o	s cu		10	20			
1930-06-28	24	55.6	-168.02	326		12.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0035.JPG	 					326	45	64	5	30.01	44	o	s cu		10	20			
1930-06-29	1	55.79	-168.21	326		12.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0036.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0036.JPG	 					326	45	64	5	30.01	44	o	s cu	270	10	50			
1930-06-29	2	55.99	-168.42	326		13.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0036.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0036.JPG	 					326	45	64	5	29.99	44	o	s cu	270	10	50			
1930-06-29	3	56.2	-168.63	326		13.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0036.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0036.JPG	 					326	45	64	5	29.97	42	o	s cu	270	10	50			
1930-06-29	4	56.42	-168.87	326		15		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0036.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0036.JPG	0421: 359g 0440 cc 306g					326	45	64	5	29.96	42	o	s cu	270	10	50			
1930-06-29	5	56.64	-169.06	330		13.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0036.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0036.JPG	 					306	270	289	5	29.96	42	o	s cu	270	10	20			
1930-06-29	6	56.79	-169.39	306		14		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0036.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/50/6756/23675650/content/dc-metro/rg-026/585454/0002/Chelan-1930-06/Chelan-1930-06-0036.JPG	 					306	270	289	5	29.96	42	o	s cu	270	10	20			
