YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Weather	Clouds	Amount	VisM	People	Ships
1932-05-20	7	56.47	-132.39			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	 																	
1932-05-20	8	56.47	-132.39			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	 						0	0	0	29.90	51	50	op	n	10	20		
1932-05-20	9	56.47	-132.39			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	 																	
1932-05-20	10	56.47	-132.39			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	 																	
1932-05-20	11	56.47	-132.39			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	 																	
1932-05-20	12	56.47	-132.39			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	Noon: Wrangell						135	165	1	29.92	54	54	c	ci-cu	7	20		
1932-05-20	13	56.47	-132.39			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	 																	
1932-05-20	14	56.47	-132.39			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	 																	
1932-05-20	15	56.47	-132.39			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	 																	
1932-05-20	16	56.47	-132.39			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	 						135	165	1	29.82	61	56	c	ci-cu	6	20		
1932-05-20	17	56.47	-132.39			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	 																	
1932-05-20	18	56.47	-132.39			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	 																	
1932-05-20	19	56.47	-132.39			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	 																	
1932-05-20	20	56.47	-132.39			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	 						135	165	2	29.87	59	56	b c	ci-s	4	20		
1932-05-20	21	56.47	-132.39			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	 																	
1932-05-20	22	56.47	-132.39			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	 																	
1932-05-20	23	56.47	-132.39			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	 																	
1932-05-20	24	56.47	-132.39			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0029.JPG	 						135	165	1	29.80	57	54	b c	ci-s	4	20		
1932-05-21	1	56.47	-132.39			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	 																	
1932-05-21	2	56.47	-132.39			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	 																	
1932-05-21	3	56.47	-132.39			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	 																	
1932-05-21	4	56.47	-132.39			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	"0410: Got Underway 0410: 0415 cc 255. 0449 Neal Pt Lt brg 185 dist 0.8 ats, cc 306"						0	0	0	29.76	44	43	bc	ci-s	4	20		
1932-05-21	5	56.47	-132.7	306		12		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	0500: Craig Pt beacon 1.5 mi atp cc 270. 0525 Low Pt beacon 1.0 mi atp cc 241. 0542 Vichnefski Rock Lt 0.5 mi atp cc 222. 0550 cc 219.						0	0	0	29.76	46	44	c	ci-s	9	50		
1932-05-21	6	56.38	-133.25	219		16.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	0601: cc Eye Opener Lt brg 297 dist 1.0 ats cc 277. 0655 Helm Rock buoy brg 172 cc 204						0	0	0	29.76	48	46	c	ci-s	9	50		
1932-05-21	7	56.36	-133.66	272		15.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	0732: Beauclerc Id Lt 1.2 mi ats cc 192						0	0	0	29.76	50	48	c	ci-s	9	50		
1932-05-21	8	56.1	-133.84	198		16		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	"0818: Pt St. Alban buoy brg 310 dist 3 mi, cc 252. 0858 Cape Decision Lt brg 45 dist 3 mi, cc 320."						45	75	1	29.76	55	50	c	ci-s	9	50		
1932-05-21	9	55.97	-134.21	237		13.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	0930: Pt Crowley ats dist 3 mi cc 352.						45	75	1	29.74	54	52	c	ci s	7	20		
1932-05-21	10	56.21	-134.4	336		15.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	 						360	30	4	29.72	49	49	c	ci s	6	20		
1932-05-21	11	56.48	-134.47	352		16.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	1126: Bay of Pillars abm cc 0 						360	30	4	29.72	49	49	c	ci s	6	50		
1932-05-21	12	56.72	-134.52	343		15.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	"1220: Kingsmill Pt ats dist 4 mi, cc 37."						315	345	3	29.72	50	49	c	ci s	6	50		
1932-05-21	13	56.95	-134.4	25		15.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	 						360	30	1	29.78	54	52	bc	ci cu	4	20		
1932-05-21	14	57.17	-134.11	37		16.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	"1430: False Pt Pybus atp 1 mi, cc 355. 1445 Entering Gambier Bay, cc var. "						360	30	1	29.72	54	52	bc	ci cu	4	20		
1932-05-21	15	57.3	-133.91	3		9.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	"1550: Anchored 1550: Snug Harbor, brgs Scald Pt 296, Gem Pt 114."						360	30	2	29.70	57	53	bc	ci cu	5	20		
1932-05-21	16	57.43	-133.97	v		7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	 						360	30	2	29.69	60	55	bc	ci	5	20		
1932-05-21	17	57.43	-133.97			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	 																	
1932-05-21	18	57.43	-133.97			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	 																	
1932-05-21	19	57.43	-133.97			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	 																	
1932-05-21	20	57.43	-133.97			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	 						0	0	0	29.72	62	52	bc	a-cu	5	20		
1932-05-21	21	57.43	-133.97			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	 																	
1932-05-21	22	57.43	-133.97			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	 																	
1932-05-21	23	57.43	-133.97			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	 																	
1932-05-21	24	57.43	-133.97			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0030.JPG	 						225	255	1	29.72	54	50	c	s-cu	7	20		
1932-05-22	1	57.43	-133.97			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	 																	
1932-05-22	2	57.43	-133.97			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	 																	
1932-05-22	3	57.43	-133.97			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	 																	
1932-05-22	4	57.43	-133.97			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	 						135	165	1	29.71	54	50	cp	cu n	8	20		
1932-05-22	5	57.43	-133.97			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	 																	
1932-05-22	6	57.43	-133.97			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	 																	
1932-05-22	7	57.43	-133.97			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	 																	
1932-05-22	8	57.43	-133.97			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	 						180	210	2	29.74	58	53	cp	cu n	9	20		
1932-05-22	9	57.43	-133.97			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	 																	
1932-05-22	10	57.43	-133.97			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	1015: Got Underway																	
1932-05-22	11	57.4	-133.83	133		4.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	"1102: cc 154. 1116 False Point Pybus ats dist 1.0 mi cc 198. 1128 Pt Pybus beacon ats dist 1.0 mi, cc 218"						180	210	3	29.72	55	51	c	ci cu	9	20		
1932-05-22	12	57.2	-134	198		14.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	 						180	210	3	29.73	57	48	op	n	10	7		
1932-05-22	13	57.01	-134.28	218		16		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	"1354: Kingsmill Pt Lt atp dist 3.0 mi, cc 180"						180	210	3	29.73	48	47	or	n	10	7		
1932-05-22	14	56.81	-134.52	214		15.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	 						180	210	4	29.73	47	46	oz	n	10	7		
1932-05-22	15	56.56	-134.5	180		15.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	1519: cc 195.						180	210	4	29.74	50	48	c	s-cu	9	20		
1932-05-22	16	56.31	-134.56	190		16		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	"1615: cc var. 1640 anchored. Port Conclusion. Brgs Point Conclusion 49, Ships Cove Pt 168, Cannery Dock 211."						180	210	3	29.74	50	46	c	s-cu	6	20		
1932-05-22	17	56.26	-134.66	v		6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	 																	
1932-05-22	18	56.26	-134.66			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	 																	
1932-05-22	19	56.26	-134.66			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	 																	
1932-05-22	20	56.26	-134.66			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	2000: Port Conclusion						180	210	1	29.82	48	45	c	s cu	6	20		
1932-05-22	21	56.26	-134.66			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	 																	
1932-05-22	22	56.26	-134.66			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	 																	
1932-05-22	23	56.26	-134.66			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	 																	
1932-05-22	24	56.26	-134.66			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0031.JPG	 						180	210	1	29.88	47	44	op	n	10	20		
1932-05-23	1	56.26	-134.66			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0032.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0032.JPG	 																	
1932-05-23	2	56.26	-134.66			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0032.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23676679/content/dc-metro/rg-026/585454/0002/Chelan-1932-05/Chelan-1932-05-0032.JPG	 																	
