YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Weather	Clouds	From	Amount	VisM	Flora&Fauna	People	Ships	Other
1929-04-19	1	51.36	-130.9	290		12.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	 			51.36	-130.9	290	360	27	24	29.60	46	cc	ci	360	4	50				
1929-04-19	2	51.44	-131.24	290		13.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	 			51.44	-131.24	290	360	27	24	29.60	46	cc	ci	360	2	50				
1929-04-19	3	51.51	-131.55	290		12.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	"0328: Cape St James lt 20p 23mi, cc 317P "			51.51	-131.55	290	360	27	5	29.60	46	cc	ci	360	2	50				
1929-04-19	4	51.66	-131.78	317		12.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	 			51.66	-131.78	317	360	27	5	29.62	45	bc	ci	360	3	50				
1929-04-19	4	51.66	-131.78	317		12.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	 			51.66	-131.78	317	360	27	5	29.63	44	bc	ci	360	3	50				
1929-04-19	5	51.81	-132.01	317		12.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	0500: Clocks back 1ht +9			51.81	-132.01	317	360	27	8	29.64	44	bc	ci	360	3	50				
1929-04-19	6	51.97	-132.24	317		12.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	 			51.97	-132.24	317	360	27	13	29.64	44	bc	ci	360	3	50				
1929-04-19	7	52.11	-132.47	317		12.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	 			52.11	-132.47	317	360	27	19	29.64	45	bc	ci	360	3	50				
1929-04-19	8	52.27	-132.7	317		12.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	 			52.27	-132.7	317	360	27	19	29.64	45	bc	ci s	360	3	50				
1929-04-19	9	52.41	-132.95	317		12.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	 			52.41	-132.95	317	360	27	19	29.68	46	bc	cu		4	50				
1929-04-19	10	52.54	-133.18	317		12.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	 			52.54	-133.18	317	360	27	19	29.70	50	bc	cu		4	50				
1929-04-19	11	52.67	-133.42	317		12		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	 			52.67	-133.42	317	360	27	19	29.72	51	bc	cu		5	50				
1929-04-19	12	52.8	-133.65	317		12		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	 			52.8	-133.65	317	360	27	19	29.74	50	bc	cu		5	50				
1929-04-19	13	52.94	-133.9	317		12.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	1302: 321p 			52.94	-133.9	317	315	342	19	29.76	50	o	cu		7	20				
1929-04-19	14	53.1	-134.14	321		12.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	 			53.1	-134.14	321	315	342	19	29.76	48	cp	cu n		7	20				
1929-04-19	15	53.26	-134.38	321		13.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	 			53.26	-134.38	321	315	342	19	29.76	46	cp	cu n		8	20				
1929-04-19	16	53.42	-134.63	321		12.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	 			53.42	-134.63	321	315	342	19	29.77	46	cp	cu n		7	20				
1929-04-19	17	53.58	-134.87	321		13		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	 			53.58	-134.87	321	315	342	13	29.77	46	c	cu		7	20				
1929-04-19	18	53.74	-135.12	321		13		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	"1800: 320T, 321g"			53.74	-135.12	321	315	342	13	29.78	44	c	ci cu		6	20				
1929-04-19	19	53.9	-135.37	321		13		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	 			53.9	-135.37	321	315	342	8	29.76	43	c	ci cu		7	20				
1929-04-19	20	54.07	-135.62	321		13.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	 			54.07	-135.62	321	315	342	8	29.78	41	c	a cu		7	20				
1929-04-19	21	54.22	-135.85	321		13		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	 			54.22	-135.85	321	315	342	8	29.78	41	c	a cu		8	20				
1929-04-19	22	54.38	-136.08	321		13		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	 			54.38	-136.08	321	315	342	8	29.78	41	bc	a cu		8	20				
1929-04-19	23	54.53	-136.31	321		13.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	 			54.53	-136.31	321	315	342	5	29.78	42	bc	a cu		7	20				
1929-04-19	24	54.69	-136.54	321		13.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0025.JPG	 			54.69	-136.54	321	315	342	5	29.78	42	bc	a cu		6	20				
1929-04-20	1	54.85	-136.77	321		13		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	 			54.85	-136.77	321	315	342	8	29.80	42	c	cu n	90	7	50				
1929-04-20	2	55	-137.01	321		13.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	 			55	-137.01	321	315	343	8	29.80	42	c	cu n	90	8	50				
1929-04-20	3	55.16	-137.25	321		13.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	 			55.16	-137.25	321	315	343	8	29.82	42	cp	cu n	90	8	50				
1929-04-20	4	55.32	-137.48	321		13.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	 			55.32	-137.48	321	315	343	8	29.83	41	cp	cu n	90	9	50				
1929-04-20	5	55.47	-137.72	321		13.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	0523: 322g			55.47	-137.72	321	360	28	5	29.82	42	bc	al n	45	5	50				
1929-04-20	6	55.63	-137.96	321		13.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	 			55.63	-137.96	321	11	39	5	29.83	42	c	cu n	45	7	50				
1929-04-20	7	55.79	-138.2	322		13.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	 			55.79	-138.2	322	11	39	5	29.83	42	cp	cu n	45	8	50				
1929-04-20	8	55.95	-138.43	322		13.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	 			55.95	-138.43	322	315	343	5	29.83	43	c	s cu	45	8	50				
1929-04-20	9	56.12	-138.68	322		13.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	 			56.12	-138.68	322	315	343	5	29.84	45	c	s cu	45	7	50				
1929-04-20	10	56.29	-138.94	322		13.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	 			56.29	-138.94	322	315	343	5	29.84	50	c	s cu	45	7	50	1050: One fur seal sighted			
1929-04-20	11	56.46	-139.21	322		13.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	 			56.46	-139.21	322	315	343	5	29.86	50	c	s cu	45	9	50				
1929-04-20	12	56.63	-139.47	322		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	 			56.63	-139.47	322	315	343	2	29.86	52	c	s cu	45	9	50				
1929-04-20	13	56.79	-139.73	322		13.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	 			56.79	-139.73	322	315	343	5	29.90	49	c	ci cu	45	8	50				
1929-04-20	14	56.94	-139.99	322		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	 			56.94	-139.99	322	315	343	5	29.87	47	c	ci cu	45	8	50				
1929-04-20	15	57.1	-140.25	322		13.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	 			57.1	-140.25	322	315	343	5	29.89	47	c	ci cu	45	9	50				
1929-04-20	16	57.25	-140.52	322		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	 			57.25	-140.52	322	315	343	8	29.89	47	c	ci cu	45	7	50				
1929-04-20	17	57.4	-140.78	322		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	 			57.4	-140.78	322	315	343	8	29.89	46	o	ci cu	45	10	50				
1929-04-20	18	57.56	-141.05	322		13.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	"1800: 320T, 322g"			57.56	-141.05	322	315	343	8	29.90	44	c	ci cu	45	8	50				
1929-04-20	19	57.71	-141.31	322		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	 			57.71	-141.31	322	315	343	2	29.90	44	c	ci cu	45	8	50				
1929-04-20	20	57.87	-141.58	322		13.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	 			57.87	-141.58	322	0	0	0	29.90	44	c	ci cu	45	8	50				
1929-04-20	21	58.04	-141.86	322		13.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	 			58.04	-141.86	322	0	0	0	29.90	42	o	s cu	45	10	20				
1929-04-20	22	58.21	-142.14	322		13.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	 			58.21	-142.14	322	0	0	0	29.92	42	o	s cu		10	50				
1929-04-20	23	58.39	-142.41	322		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	 			58.39	-142.41	322	0	0	0	29.92	42	c	s cu		9	50				
1929-04-20	24	58.56	-142.69	322		13.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0026.JPG	 			58.56	-142.69	322	0	0	0	29.93	42	c	cu		6	50				
1929-04-21	1	58.73	-142.96	322		13.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0027.JPG	 			58.73	-142.96	322	315	343	5	29.92	44	c	a cu	315	6	50				
1929-04-21	2	58.89	-143.24	322		13.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0027.JPG	0205: Cape Elias radio bkn bore 323p			58.89	-143.24	322	315	344	5	29.93	45	c	a cu	315	7	50				
1929-04-21	3	59.07	-143.52	322		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0027.JPG	 			59.07	-143.52	322	270	299	5	29.93	44	c	a cu	315	7	50				
1929-04-21	4	59.24	-143.8	322		13.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0027.JPG	 			59.24	-143.8	322	270	299	5	29.94	44	c	a cu	315	6	50				
1929-04-21	5	59.41	-144.08	322		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0027.JPG	 			59.41	-144.08	322	270	299	5	29.96	43	bc	cc n	315	5	50				
1929-04-21	6	59.58	-144.36	322		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0027.JPG	0658: Cape Elias buoy stbd close cc 295T			59.58	-144.36	322	270	299	2	29.96	42	bc	ci cu	281.25	4	50				
1929-04-21	7	59.75	-144.65	322		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0027.JPG	 			59.75	-144.65	322	270	299	2	29.97	42	bc	ci cu	270	3	50				
1929-04-21	8	59.82	-145.05	297		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0027.JPG	 			59.82	-145.05	297	270	299	2							50				
1929-04-21	9	59.92	-145.45	297		13.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0027.JPG	 			59.92	-145.45	297	90	119	2	29.98	48	bc	ci cu		4	50				
1929-04-21	10	60.02	-145.85	297		13.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/57/6750/23675057/content/dc-metro/rg-026/585454/0002/Chelan-1929-04/Chelan-1929-04-0027.JPG	 			60.02	-145.85	297	90	119	2	29.98	53	bc	ci cu		4	50				
