YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Weather
1859-11-30	13	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						180	169	5			b
1859-11-30	14	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						180	169	5			b
1859-11-30	15	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						180	169	5			b
1859-11-30	16	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						180	169	5			b
1859-11-30	17	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						135	124	5			bc
1859-11-30	18	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						135	124	5			bc
1859-11-30	19	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						135	124	5			bc
1859-11-30	20	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						135	124	5			bc
1859-11-30	21	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						180	169	5			bc
1859-11-30	22	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						180	169	5			bc
1859-11-30	23	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						180	169	5			bc
1859-11-30	24	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						180	169	5			bc
1859-12-01	1	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 											
1859-12-01	2	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 											
1859-12-01	3	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 											
1859-12-01	4	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 											
1859-12-01	5	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						180	169	2			bc
1859-12-01	6	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						180	169	5			c
1859-12-01	7	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						180	169	5			mc
1859-12-01	8	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						180	169	5			rmc
1859-12-01	9	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						225	214	3			cr
1859-12-01	10	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						225	214	3			cr
1859-12-01	11	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						225	214	3			c
1859-12-01	12	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	Noon: Portsmouth Naval Shipyard						225	214	3			c
1859-12-01	13	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						225	214	2			c
1859-12-01	14	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						225	214	2			c
1859-12-01	15	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						225	214	2			c
1859-12-01	16	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						225	214	2			c
1859-12-01	17	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						135	124	2			r
1859-12-01	18	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						135	124	2			r
1859-12-01	19	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						135	124	8			bc
1859-12-01	20	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						225	214	8		56	bc
1859-12-01	21	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						225	214	2			c
1859-12-01	22	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						225	214	2			c
1859-12-01	23	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 						225	214	2		53	c
1859-12-01	24	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-003.JPG	 											
1859-12-02	1	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						270	259	2			c
1859-12-02	2	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						270	259	2			c
1859-12-02	3	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						270	259	2			c
1859-12-02	4	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						270	259	2			c
1859-12-02	5	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						225	214	5			d
1859-12-02	6	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						225	214	5			d
1859-12-02	7	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						225	214	5			d
1859-12-02	8	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						225	214	5			d
1859-12-02	9	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						225	214	5			c
1859-12-02	10	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						225	214	5			c
1859-12-02	11	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						225	214	5			c
1859-12-02	12	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	Noon: Portsmouth Naval Shipyard						225	214	5			c
1859-12-02	13	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						180	169	5			c
1859-12-02	14	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						180	169	5			c
1859-12-02	15	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						180	169	5			c
1859-12-02	16	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						180	169	5			c
1859-12-02	17	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						225	214	5			c
1859-12-02	18	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						225	214	5			c
1859-12-02	19	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						225	214	5			c
1859-12-02	20	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						225	214	5			c
1859-12-02	21	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						225	214	8			cr
1859-12-02	22	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						225	214	8			cr
1859-12-02	23	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						225	214	8			cr
1859-12-02	24	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						225	214	8			cr
1859-12-03	1	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						281	270	13			r
1859-12-03	2	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						281	270	13			r
1859-12-03	3	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						281	270	37			r
1859-12-03	4	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						315	304	24	30.20	35	c
1859-12-03	5	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						315	304	24			c
1859-12-03	6	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						315	304	24			c
1859-12-03	7	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						315	304	24			c
1859-12-03	8	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						315	304	24	30.00	46	c
1859-12-03	9	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						315	304	24			c
1859-12-03	10	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-mohican-001/581208-mohican-001-004.JPG	 						315	304	24			c
