YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Weather	Clouds	Amount	People	Other
1915-04-03	5	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	 			57.051	-135.348												
1915-04-03	6	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	 			57.051	-135.348												
1915-04-03	7	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	 			57.051	-135.348												
1915-04-03	8	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	 			57.051	-135.348		0	0	0	29.90	50	50	o	as	10		
1915-04-03	9	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	 			57.051	-135.348												
1915-04-03	10	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	 			57.051	-135.348												
1915-04-03	11	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	 			57.051	-135.348												
1915-04-03	12	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	"Noon: Sitka, Alaska"			57.051	-135.348		292	324	2	29.90	51	51	od	n	10		
1915-04-03	13	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	 			57.051	-135.348											"1:00PM: Honorably discharged, G. H. Davies, 1st Oiler, expiration 2~~~~~ enlistment."	People. Part of the entry for G. H. Davies is missing due to damage to the log book.
1915-04-03	14	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	 			57.051	-135.348												
1915-04-03	15	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	 			57.051	-135.348												
1915-04-03	16	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	 			57.051	-135.348		0	0	0	29.90	50	49	omr	n	10		
1915-04-03	17	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	 			57.051	-135.348												
1915-04-03	18	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	 			57.051	-135.348												
1915-04-03	19	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	 			57.051	-135.348												
1915-04-03	20	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	 			57.051	-135.348		0	0	0	30.04	49	48	orm	n	10		
1915-04-03	21	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	 			57.051	-135.348												
1915-04-03	22	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	 			57.051	-135.348												
1915-04-03	23	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	 			57.051	-135.348												
1915-04-03	24	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0116.JPG	 			57.051	-135.348		135	166	5	30.04	48	48	omd	n	10		
1915-04-04	1	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	 			57.051	-135.348												
1915-04-04	2	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	 			57.051	-135.348												
1915-04-04	3	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	 			57.051	-135.348												
1915-04-04	4	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	 			57.051	-135.348		135	166	5	30.10	47	45	ocr	cun	10		
1915-04-04	5	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	 			57.051	-135.348												
1915-04-04	6	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	 			57.051	-135.348												
1915-04-04	7	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	 			57.051	-135.348												
1915-04-04	8	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	 			57.051	-135.348		135	166	5	30.14	49	48	ocr	cun	10	"8AM to 4PM: 9:30  Reenlisted G.H. Davies, 1st Oiler Received the findings and sentence of a General Coast Guard Court as approved by the Department in the case of Bert Blomberg bugler.  The Commanding Officer explained to Blomberg, the fact that he had been placed on probation and that his sentence was suspended, subject to his good behaviour. 1:33  Enlisted Boris Kostraucetinoff, as 2nd class boy."	
1915-04-04	9	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	 			57.051	-135.348												People. Portions of the text concerning Bert Blomberg are missing due to damage to the log book.  The missing text was reconstructed based on other entries in the log.
1915-04-04	10	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	 			57.051	-135.348												
1915-04-04	11	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	 			57.051	-135.348												
1915-04-04	12	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	"Noon: Sitka, Alaska"			57.051	-135.348		90	121	8	30.11	55	52	o	scu	10		
1915-04-04	13	57.05	-135.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	1:00PM: 1:33  cast off from the wharf. 1:52  anchored off ~~~~~ mission at Sitka			57.051	-135.348												
1915-04-04	14	57.05	-135.32	888		0.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	 			57.05	-135.323	v											
1915-04-04	15	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	 			57.05	-135.323												
1915-04-04	16	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	 			57.05	-135.323		90	121	8	30.06	53	48	o	scu	10		
1915-04-04	17	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	 			57.05	-135.323												
1915-04-04	18	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	 			57.05	-135.323												
1915-04-04	19	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	 			57.05	-135.323												
1915-04-04	20	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	 			57.05	-135.323		90	121	8	29.98	49	48	o	scu	10		
1915-04-04	21	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	 			57.05	-135.323												
1915-04-04	22	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	 			57.05	-135.323												
1915-04-04	23	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	 			57.05	-135.323												
1915-04-04	24	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0117.JPG	 			57.05	-135.323		90	121	13	29.83	48	45	or	n	10		
1915-04-05	1	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	 			57.05	-135.323												
1915-04-05	2	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	 			57.05	-135.323												
1915-04-05	3	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	 			57.05	-135.323												
1915-04-05	4	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	 			57.05	-135.323		90	121	18	29.69	46		ocr	cun	10		
1915-04-05	5	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	 			57.05	-135.323												
1915-04-05	6	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	 			57.05	-135.323												
1915-04-05	7	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	 			57.05	-135.323												
1915-04-05	8	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	 			57.05	-135.323		90	121	18	29.73	43		ocr	cun	10		
1915-04-05	9	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	 			57.05	-135.323												
1915-04-05	10	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	 			57.05	-135.323												
1915-04-05	11	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	 			57.05	-135.323												
1915-04-05	12	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	"Noon: Sitka, Alaska"			57.05	-135.323		90	121	13	29.67	48	46	or	n	10		
1915-04-05	13	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	 			57.05	-135.323												
1915-04-05	14	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	 			57.05	-135.323												
1915-04-05	15	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	 			57.05	-135.323												
1915-04-05	16	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	 			57.05	-135.323		90	121	19	29.64	48	46	or	n	10		
1915-04-05	17	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	 			57.05	-135.323												
1915-04-05	18	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	 			57.05	-135.323												
1915-04-05	19	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	 			57.05	-135.323												
1915-04-05	20	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	 			57.05	-135.323		90	121	8	29.68	51	47	oqr	cun	10		
1915-04-05	21	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	 			57.05	-135.323												
1915-04-05	22	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	 			57.05	-135.323												
1915-04-05	23	57.05	-135.32			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0118.JPG	 			57.05	-135.323												
