YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Weather	Clouds	Amount	People	Other
1915-03-05	1	48.11	-122.76			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	 			48.11	-122.76												
1915-03-05	2	48.11	-122.76			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	 			48.11	-122.76												
1915-03-05	3	48.11	-122.76			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	 			48.11	-122.76												
1915-03-05	4	48.11	-122.76			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	 			48.11	-122.76		0	0	0	30.26	46	44	bc	CUN	8		
1915-03-05	5	48.11	-122.76			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	0553: Up anchor and stood out of bay			48.11	-122.76												
1915-03-05	6	48.14	-122.73	888		1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	0620: Pt. Wilson abeam.  Stood various courses to NxW for Rosario Strait			48.14	-122.73	v	112	136	10	30.26	47	46	bc	SCU	9		
1915-03-05	7	48.26	-122.81	348.75		7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	 			48.26	-122.81	NxW	68	92	10	30.26	47	46	bc	SCU	9		
1915-03-05	8	48.4	-122.75	888		7.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	0800: Stood up Rosario Strait and into Georgia Strait. 8AM: Deception Island. N57E - 3			48.4004	-122.745	v	68	92	10	30.26	48	46	bc	SCU	9		
1915-03-05	9	48.53	-122.74	888		7.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	 			48.53	-122.74	v	68	92	10	30.24	48	47	o	SCU	10		
1915-03-05	10	48.66	-122.7	888		7.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	 			48.66	-122.7	v	112	136	13	30.24	49	48	c	SCU	9		
1915-03-05	11	48.73	-122.86	888		8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	"1145: Patos Island Light abearm, dist 2.5 mi, on course WxN"			48.7257	-122.86	v	135	159	13	30.26	49	48	c	SCU	9		
1915-03-05	12	48.84	-122.97	888		7.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	"Noon: Patos I. Lt bg S25E,. dist 3 miles"			48.84	-122.97	v	135	159	13	30.26	50	49	o	SCU	10		
1915-03-05	13	48.92	-123.15	281.25		7.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	 			48.9212	-123.151	WxN	135	159	8	30.25	51	50	o	ACU	10		
1915-03-05	14	49.01	-123.35	281.25		8.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	 			49.0133	-123.354	WxN	888	888	5	30.24	52	51	o	ACU	10		
1915-03-05	15	49.1	-123.55	281.25		7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	"3:30PM: Thrasher Rock abeam dist 0.7 mi, stood W1/2N"			49.1014	-123.55	WxN	45	69	8	30.24	52	51	od	ACU	10		
1915-03-05	16	49.18	-123.75	278		7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	 			49.1835	-123.752	278	45	69	8	30.24	50	49	od	ACU	10		
1915-03-05	17	49.26	-123.97	275.62		8.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	"5:55PM: Ballenas Island Light abeam, dist 1.1 mi, cc WxS"			49.2635	-123.966	W1/2N	90	114	13	30.20	50	49	oz	ACU	10		
1915-03-05	18	49.34	-124.18	275.62		8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	 			49.3427	-124.178	W1/2N	90	114	13	30.19	49	48	oz	ACU	10		
1915-03-05	19	49.39	-124.41	258.75		8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	 			49.3856	-124.413	wxs											
1915-03-05	20	49.45	-124.62	888		7.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	"8:45PM: anchored off the entrance to Baynes Sound, Yellow Island bearing NNW - 0.75 mi 2000: Yellow Island Light BC. N90W - 3 miles"			49.45	-124.62	v	45	69	13	30.18	48	47	od	CUN	10		
1915-03-05	21	49.46	-124.69	888		3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	 			49.46	-124.69	v											
1915-03-05	22	49.46	-124.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	 			49.46	-124.69												
1915-03-05	23	49.46	-124.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	 			49.46	-124.69												
1915-03-05	24	49.46	-124.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0080.JPG	 			49.46	-124.69		0	0	0	30.22	47	47	or	N	10		
1915-03-06	1	49.46	-124.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	 			49.46	-124.69												
1915-03-06	2	49.46	-124.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	 			49.46	-124.69												
1915-03-06	3	49.46	-124.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	 			49.46	-124.69												
1915-03-06	4	49.46	-124.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	 			49.46	-124.69		112	136	6	30.29	46	45	bc	SCU	7		
1915-03-06	5	49.46	-124.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	 			49.46	-124.69												
1915-03-06	6	49.46	-124.69			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	"6:35AM: up anchor, various courses up Baynes Sound for Union Bay"			49.46	-124.69												
1915-03-06	7	49.49	-124.77	888		3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	 			49.4913	-124.77	v	90	114	2	30.33	47	46	bc	CU	5		
1915-03-06	8	49.57	-124.86	888		7.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	8:05AM: anchored off Union Bay			49.5696	-124.863	v	90	114	2	30.35	48	47	bc	CU	4	"8AM to 4PM: Commanding Officer called on the Commanding Officer of the Sixth Regiment of the Duke of Connaught's Own Rifles. Mr. Clinton, United States Consul at Cumberland called on the Commanding Officer."	
1915-03-06	9	49.58	-124.88	888		1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	Chrome Island brg n90w Mag 3 miles			49.58	-124.88	v	90	114		30.36	49	48	c	CU	4		
1915-03-06	10	49.58	-124.88			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	10:00AM: 10:15  underway and stood in for coal wharf. 10:30  moored			49.58	-124.88												
1915-03-06	11	49.58	-124.89	888		1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	 			49.584	-124.886	v	90	114		30.36	51	50	c	CU	3		
1915-03-06	12	49.58	-124.89			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	"Noon: Union Bay, BC"			49.584	-124.886		90	114	2	30.37	52	51	c	CU	3		
1915-03-06	13	49.58	-124.89			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	 			49.584	-124.886												
1915-03-06	14	49.58	-124.89			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	 			49.584	-124.886												
1915-03-06	15	49.58	-124.89			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	 			49.584	-124.886												
1915-03-06	16	49.58	-124.89			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	 			49.584	-124.886		888	888	2	30.44	54	52	c	CU	4		
1915-03-06	17	49.58	-124.89			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	 			49.584	-124.886												
1915-03-06	18	49.58	-124.89			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	 			49.584	-124.886												
1915-03-06	19	49.58	-124.89			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	 			49.584	-124.886												
1915-03-06	20	49.58	-124.89			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	 			49.584	-124.886		888	888	2	30.49	49	47	c	CU	2		
1915-03-06	21	49.58	-124.89			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	 			49.584	-124.886												
1915-03-06	22	49.58	-124.89			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	 			49.584	-124.886												
1915-03-06	23	49.58	-124.89			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	 			49.584	-124.886												
1915-03-06	24	49.58	-124.89			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0081.JPG	 			49.584	-124.886		0	0	0	30.22	47	47	or	N	10		
1915-03-07	1	49.58	-124.89			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	 			49.584	-124.886												
1915-03-07	2	49.58	-124.89			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	 			49.584	-124.886												
1915-03-07	3	49.58	-124.89			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	 			49.584	-124.886												
1915-03-07	4	49.58	-124.89			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	 			49.584	-124.886		0	0	0	30.52	44	43	bc	SCu	9		
1915-03-07	5	49.58	-124.89			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	 			49.584	-124.886												
1915-03-07	6	49.58	-124.89			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	 			49.584	-124.886												
1915-03-07	7	49.58	-124.89			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	 			49.584	-124.886												
1915-03-07	8	49.58	-124.89			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	"8AM: Union Bay, BC"			49.584	-124.886		0	0	0	30.50	45	45	bc	SCu	9		
1915-03-07	9	49.58	-124.89			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	 			49.584	-124.886												
1915-03-07	10	49.58	-124.89			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	 			49.584	-124.886												
1915-03-07	11	49.58	-124.89			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	 			49.584	-124.886												
1915-03-07	12	49.58	-124.89			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	 			49.584	-124.886		888	888	2	30.50	51	50	cs	SCu	8		
1915-03-07	13	49.58	-124.89			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	 			49.584	-124.886												
1915-03-07	14	49.58	-124.89	888		0.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	"2:00PM: underway, stood down Baynes Sound and up Lambert Channel"			49.58	-124.89	v	0	0	0	30.42	52	49	c	ACu	8		
1915-03-07	15	49.52	-124.82	888		6.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	"3:57PM: Shingle Spit abeam, cc NW1/2N"			49.52	-124.82	v	0	0	0	30.41	52	49	c	ACu	8		
1915-03-07	16	49.51	-124.72	888		7.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/94/4080/24408094/content/dc-metro/rg-026/585454/0001-A1/Manning-1915/Manning-1915_0082.JPG	 			49.51	-124.72	v	0	0	0	30.35	51	49	c	ACu	4		
