YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Weather	Clouds	Amount	People	Ships	Other
1912-05-02	1	48.13	-123.41			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	Port Angeles			48.13	-123.414												
1912-05-02	2	48.13	-123.41			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	 			48.13	-123.414												
1912-05-02	3	48.13	-123.41			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	 			48.13	-123.414												
1912-05-02	4	48.13	-123.41			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	 			48.13	-123.414		225	249	2	30.27	46	bc	cu	4			
1912-05-02	5	48.13	-123.41			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	0552: Ediz Hook LH abm dist 13 mi. cc W1/4S.			48.13	-123.41												
1912-05-02	6	48.17	-123.45	888		5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	 			48.17	-123.45	v											
1912-05-02	7	48.24	-123.73	267.19		10.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	0853: Slip Pt LH abm			48.2418	-123.729	W1/4S	225	249	2	30.34	50	bc	ci cu	8			
1912-05-02	8	48.3	-123.97	267.19		8.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	0930: WSW3/4W.			48.304	-123.971	W1/4S	292	316	2	30.36	49	bc	ci cu	8			
1912-05-02	9	48.36	-124.27	262		10.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	1028: Neah Bay LT abm dist 4.7 mi			48.3622	-124.265	262	0	0	0	30.38	50	bc	as	10			
1912-05-02	10	48.43	-124.52	888		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	1110: Cape Flattery LH abm 			48.4263	-124.523	v	225	249	5	30.40	56	bc	as	10			
1912-05-02	11	48.49	-124.78	888		9.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	 			48.4899	-124.778	v	225	249	5	30.42	58	bc	s cu	9			
1912-05-02	12	48.55	-125.02	888		8.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	Noon: Swiftsure LV W1/8S 5mi			48.55	-125.02	v	225	249	10	30.42	52	bc	s cu	10			
1912-05-02	13	48.63	-125.2	279.84		9.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	 			48.6314	-125.196	W7/8N	225	249	8	30.41	52	oc	as	10			
1912-05-02	14	48.71	-125.37	279.84		8.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	 			48.7099	-125.366	W7/8N	248	272	13	30.41	51	bc	s cu	5			
1912-05-02	15	48.79	-125.54	279.84		8.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	 			48.7894	-125.538	W7/8N	270	294	13	30.37	50	bc	cu	5			
1912-05-02	16	48.86	-125.69	279.84		8.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	 			48.8613	-125.694	W7/8N	270	294	13	30.37	50	bc	cu	6			
1912-05-02	17	48.94	-125.86	279.84		8.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	 			48.936	-125.857	W7/8N	270	294	13	30.36	49	bc	cu	6			
1912-05-02	18	49.01	-126.01	279.84		8.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	 			49.0079	-126.013	W7/8N	270	294	13	30.38	49	bc	cu	6			
1912-05-02	19	49.09	-126.19	279.84		9.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	 			49.0902	-126.193	W7/8N	270	294	13	30.36	48	bc	cu	6			
1912-05-02	20	49.17	-126.38	279.84		9.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	 			49.1735	-126.375	W7/8N	270	294	13	30.36	48	bc	cu	8			
1912-05-02	21	49.26	-126.56	279.84		9.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	 			49.2568	-126.557	W7/8N	270	294	13	30.42	48	bc	cu	9			
1912-05-02	22	49.34	-126.74	279.84		9.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	 			49.3382	-126.736	W7/8N	270	294	8	30.41	49	bc	cu	9			
1912-05-02	23	49.42	-126.92	279.84		9.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	 			49.4205	-126.916	W7/8N	270	294	8	30.40	50	oc	as	10			
1912-05-02	24	49.51	-127.1	279.84		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0130.JPG	 			49.5057	-127.104	W7/8N	270	294	8	30.40	50	bc	as	10			
1912-05-03	1	49.59	-127.29	279.84		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	 			49.5909	-127.291	W7/8N	270	294	5	30.40	52	ocr	n	10			
1912-05-03	2	49.68	-127.49	279.84		9.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	 			49.6799	-127.488	W7/8N	202	226	5	30.39	53	oc	as	10			
1912-05-03	3	49.77	-127.68	279.84		9.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	 			49.7661	-127.679	W7/8N	202	226	5	30.39	52	ocr	n	10			
1912-05-03	4	49.85	-127.87	279.84		9.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	 			49.8532	-127.872	W7/8N	135	159	5	30.38	52	ocr	n	10			
1912-05-03	5	49.94	-128.07	279.84		9.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	 			49.9413	-128.067	W7/8N	90	114	6	30.34	47	ocr	n	10			
1912-05-03	6	50.03	-128.27	279.84		10.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	0600: Cape Cook brg NNE cc WNW5/8W			50.0341	-128.273	W7/8N	90	114	8	30.34	47	ocr	n	10			
1912-05-03	7	50.13	-128.45	285.47		9.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	 			50.1348	-128.454	WNW5/8W	90	114	8	30.32	48	ocrz	n	10			
1912-05-03	8	50.23	-128.63	285.47		9.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	 			50.2334	-128.632	WNW5/8W	90	114	5	30.36	50	ocr	n	10			
1912-05-03	9	50.33	-128.81	285.47		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	 			50.3309	-128.807	WNW5/8W	315	339	5	30.38	48	oc	as	10			
1912-05-03	10	50.43	-128.98	285.47		9.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	 			50.4262	-128.98	WNW5/8W	315	339	5	30.38	48	oc	as	10			
1912-05-03	11	50.52	-129.15	285.47		9.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	1117: Clocks back 32 min			50.5205	-129.15	WNW5/8W	315	339	2	30.42	48	bc	s cu	7			
1912-05-03	12	50.67	-129.42	285.47		14		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	1200: On course W7/8N			50 40N	129 25W	WNW5/8W	315	339	2	30.42	49	bc	s cu	7			
1912-05-03	13	50.75	-129.59	279.84		9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	 			50.7468	-129.586	W7/8N	315	339	2	30.41	49	bc	s cu	7			
1912-05-03	14	50.83	-129.76	279.84		9.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	 			50.8299	-129.761	W7/8N	248	272	5	30.41	50	bc	s cu	9			
1912-05-03	15	50.91	-129.93	279.84		9.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	 			50.9111	-129.933	W7/8N	248	274	5	30.41	49	bc	s cu	9			
1912-05-03	16	50.99	-130.1	279.84		9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	 			50.9912	-130.103	W7/8N	248	274	5	30.41	49	bc	s cu	7			
1912-05-03	17	51.08	-130.28	279.84		9.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	 			51.0753	-130.282	W7/8N	248	274	5	30.40	48	bc	s cu	8			
1912-05-03	18	51.16	-130.46	279.84		9.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	 			51.1593	-130.461	W7/8N	248	274	5	30.49	48	bc	s cu	8			
1912-05-03	19	51.25	-130.65	279.84		9.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	 			51.2463	-130.647	W7/8N	248	274	5	30.38	48	bc	as	10			
1912-05-03	20	51.33	-130.83	279.84		9.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	2028: W3/4N			51 20N	130 50W	W7/8N	248	274	5	30.39	48	bc	s cu	7			
1912-05-03	21	51.43	-131.06	278.44		9.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	 			51.4321	-131.057	W3/4N	248	274	2	30.38	48	bc	s cu	8			
1912-05-03	22	51.53	-131.28	278.44		9.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	 			51.5308	-131.28	W3/4N	248	274	2	30.37	50	bc	as	5			
1912-05-03	23	51.63	-131.51	278.44		9.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	 			51.6296	-131.505	W3/4N	248	274	2	30.35	50	bc	as	4			
1912-05-03	24	51.64	-131.52					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0131.JPG	 			51.6356	-131.52	W3/4N	248	274	2	30.35	50	bc	as	8			
1912-05-04	1	51.73	-131.75	278.44		9.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0132.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0132.JPG	 			51.7343	-131.745	W3/4N	202	228	5	30.30	50	oc	as	10			
1912-05-04	2	51.83	-131.97	278.44		9.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0132.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0132.JPG	 			51.8331	-131.97	W3/4N	202	228	5	30.27	51	oc	as	10			
1912-05-04	3	51.93	-132.2	278.44		9.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0132.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0132.JPG	 			51.9318	-132.196	W3/4N	202	228	5	30.25	51	oc	as	10			
1912-05-04	4	52.03	-132.42	278.44		9.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0132.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0132.JPG	 			52.0306	-132.422	W3/4N	202	228	5	30.22	51	oc	as	10			
1912-05-04	5	52.13	-132.64	278.44		9.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0132.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0132.JPG	 			52.1274	-132.644	W3/4N	202	228	5	30.19	52	oc	as	10			
1912-05-04	6	52.23	-132.88	278.44		9.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0132.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0132.JPG	 			52.2281	-132.876	W3/4N	158	184	10	30.16	50	oc	as	10			
1912-05-04	7	52.33	-133.12	278.44		10.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0132.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0132.JPG	 			52.3326	-133.117	W3/4N	158	184	13	30.12	52	oc	as	10			
1912-05-04	8	52.43	-133.35	278.44		9.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0132.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0132.JPG	0800: Ordered towards Sitka to find !Rush! cc NW1/4W			52 26N	133 21W	W3/4N	135	161	13	30.08	50	ocr	n	10			
1912-05-04	9	52.55	-133.41	312.19		10		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0132.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0132.JPG	 			52.5516	-133.406	NW1/4W	135	161	19	30.06	48	ocr	n	10			
1912-05-04	10	52.68	-133.47	312.19		10.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0132.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0132.JPG	 			52.6777	-133.467	NW1/4W	135	161	19	30.01	47	ocr	n	10			
1912-05-04	11	52.81	-133.53	312.19		10.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0132.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0132.JPG	 			52.8054	-133.529	NW1/4W	112	138	21	29.95	47	ocr	n	10			
1912-05-04	12	53	-133.63	312.19		14.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0132.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0132.JPG	1237: NW1/2W			   53N	133 38W	NW1/4W	112	138	24	29.85	48	ocr	n	10			
1912-05-04	13	53.15	-133.75	312.19		10		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0132.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/26/4068/24406826/content/dc-metro/rg-026/585454/0001-A1/Manning-1912/Manning-1912_0132.JPG	 			53.15	-133.751	NW1/4W	112	138	24	29.85	48	ocr	n	10			
