YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Weather	Clouds	Amount	People	Ships	Other
1913-07-17	7	53.88	-166.53	888		0.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	 																	
1913-07-17	8	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	 						45	61	2	30.16	52	57	oc	n	10			
1913-07-17	9	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	"0915: cast off, stood out of Lliuliuk Bay for Cape Cheerful."																	
1913-07-17	10	53.95	-166.52	888		6.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	1042: Ulakta Head SE1/8S Cape Cheerful W5/8S course north					v	315	331	13	30.05	52	51	bc	cus	9			
1913-07-17	11	54.04	-166.57	360		8.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	 					N	248	264	30	30.07	50	50	oc	n	10			
1913-07-17	12	54.18	-166.47	360		9.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	 			54 11N	166 28 30 W	N	259	275	24	30.05	49	48	oc	n	10			
1913-07-17	13	54.31	-166.47	360		9.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	 					N	259	275	24	30.02	50	49	oc	as	10			
1913-07-17	14	54.44	-166.45	360		10.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	 					N	259	275	24	30.00	52	50	ocm	as	10			
1913-07-17	15	54.62	-166.41	360		13.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	1500: Stood SxE1/4E and same at end					se1/4e	259	275	24	29.94	57	49	ocm	as	10			
1913-07-17	16	54.4	-166.28	132.19		13		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	 					se1/4e	270	286	24	29.94	50	48	ocm	as	10			
1913-07-17	17	54.17	-166.14	132.19		13.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	"1705: raised Lava Point, Akutan Island on port beam, dist 2 mi.  course S1/8E 1711: S1/2W 1725: raised land ahead, course NWxW5/8W"					se1/4e	270	286	24	29.94	50	49	ocm	as	10			"People. W. Ball 2nd cl. bay fell down deck ladder fracturing 2 ribs, ship rolling deeply"
1913-07-17	18	54.2	-166.31	255		6.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	"1845: raised Priest Rock, Cape Kalekhta on port bow.  Stood various into Lliuliuk Bay.  Watch ends of Dutch Harbor, Lliuliuk Bay on various courses. "					se1/4e	225	241	30	29.92	48	47	ocm	n	10			
1913-07-17	19	54.06	-166.38	888		10		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	 					v	225	241	30	29.90	48	47	ocm	as	10			
1913-07-17	20	53.91	-166.49	888		10		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	 					v	225	241	24	29.90	47	46	ocm	cus	10			
1913-07-17	21	53.89	-166.53	888		2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	 					v	225	241	5	29.90	47	46	oc	n	10			
1913-07-17	22	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	 																	
1913-07-17	23	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	 																	
1913-07-17	24	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0207.JPG	 						292	308	5	29.89	46	44	oc	n	10			
1913-07-18	1	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	 																	
1913-07-18	2	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	 																	
1913-07-18	3	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	 																	
1913-07-18	4	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	 						338	354	2	29.88	49	46	oc	n	10			
1913-07-18	5	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	 																	
1913-07-18	6	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	 																	
1913-07-18	7	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	 																	
1913-07-18	8	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	 						315	331	2	29.87	50	47	oc	as	10			
1913-07-18	9	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	 																	
1913-07-18	10	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	 																	
1913-07-18	11	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	 																	
1913-07-18	12	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	"Noon: Unalaska, Alaska"						45	61	2	29.86	54	50	oc	as	10			
1913-07-18	13	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	 																	
1913-07-18	14	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	 																	
1913-07-18	15	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	 																	
1913-07-18	16	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	 						68	84	2	29.85	49	47	oc	n	10			
1913-07-18	17	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	 																	
1913-07-18	18	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	 																	
1913-07-18	19	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	 																	
1913-07-18	20	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	 						888	888	2	29.92	49	47	ocm	as	10			
1913-07-18	21	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	 																	
1913-07-18	22	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	 																	
1913-07-18	23	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	 																	
1913-07-18	24	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0209.JPG	 						0	0	0	29.92	44	43	ocf	n	10			
1913-07-19	1	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	 																	
1913-07-19	2	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	 																	
1913-07-19	3	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	 																	
1913-07-19	4	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	 						0	0	0	30.00	46	44	oc	n	10			
1913-07-19	5	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	 																	
1913-07-19	6	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	 																	
1913-07-19	7	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	 																	
1913-07-19	8	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	 						888	888	2	30.03	48	46	oc	n	10			
1913-07-19	9	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	 																	
1913-07-19	10	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	 																	
1913-07-19	11	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	 																	
1913-07-19	12	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	"Noon: Unalaska, Alaska"						292	308	2	30.06	54	50	oc	n	10			
1913-07-19	13	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	 																1300: USRC Unalga consulted on speed trial data	
1913-07-19	14	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	 																	
1913-07-19	15	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	 																	
1913-07-19	16	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	 						0	0	0	30.10	52	50	bc	cu	9			
1913-07-19	17	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	 																	
1913-07-19	18	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	 																	
1913-07-19	19	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	 																	
1913-07-19	20	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	 						270	286	2	30.11	50	49	ocf	n	10			
1913-07-19	21	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	 																	
1913-07-19	22	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	 																	
1913-07-19	23	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	 																	
1913-07-19	24	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0210.JPG	 						0	0	0	30.14	46	46	ocm		10			
1913-07-20	1	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0211.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0211.JPG	 																	
1913-07-20	2	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0211.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0211.JPG	 																	
1913-07-20	3	53.89	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0211.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/24/4072/24407224/content/dc-metro/rg-026/585454/0001-A1/Manning-1913/Manning-1913_0211.JPG	 																	
