YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Weather	Clouds	Amount	Flora&Fauna	Ships
1909-08-20	21	57.23	-170.09			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0239.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0239.JPG	 			57.23												
1909-08-20	22	57.23	-170.09			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0239.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0239.JPG	 			57.23												
1909-08-20	23	57.23	-170.09			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0239.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0239.JPG	 			57.23												
1909-08-20	24	57.23	-170.09			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0239.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0239.JPG	 			57.23			90	105	33	29.10	48	ocrq	n	10		
1909-08-21	1	57.23	-170.09			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	 			57.23			101	116	33	29.02	42	ocrq	n	10		
1909-08-21	2	57.23	-170.09			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	 			57.23			124	139	33	28.98	42	ocrq	n	10		
1909-08-21	3	57.23	-170.09			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	 			57.23			158	172	27	28.96	42	ocrq	n	10		
1909-08-21	4	57.23	-170.09			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	 			57.23			169	184	21	28.94	42	ocrq	n	10		
1909-08-21	5	57.23	-170.09			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	 			57.23			180	195	19	28.90	44	ocrq	n	10		
1909-08-21	6	57.23	-170.11	nw		1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	0630: NW. 0632 cc ENE			57.2269			225	240	24	28.92	44	ocrq	n	10		
1909-08-21	7	57.21	-170.13	64		1.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	0720: SSW1/2W			57.2129			236	251	30	28.96	44	ocq	n	9		
1909-08-21	8	57.18	-170.14	181		0.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	 			57.1842			225	240	40	29.05	46	ocq	n	5		
1909-08-21	9	57.16	-170.16	ssw1/2w		0.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	0950: SSW. No speeds loged until 2000!			57.1582			225	240	40	29.11	46	ocq	n	5		
1909-08-21	10	57.13	-170.24	211		0.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	 			57.1326			225	240	40	29.13	46	ocq	n	10		
1909-08-21	11	57.11	-170.28	ssw		0.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	1100: NxW. 1150 SxW between NE Point and Halfway Pt			57.1058			225	240	40	29.15	46	ocq	n	10		
1909-08-21	12	57.1	-170.31	343		0.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	"1240: NxE Noon: Off Sea Lion Pt, St Paul Id"			57.1			225	240	40	29.18	46	ocq	n	10		
1909-08-21	13	57.11	-170.27	191		0.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	1330: SSW			57.1073			225	240	33	29.20	48	bcq	n	10		
1909-08-21	14	57.13	-170.25	287		0.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	1420: NxE			57.1313			225	240	40	29.17	47	ocq	n	10		
1909-08-21	15	57.15	-170.2	0		0.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	1500: SW			57.15			225	240	40	29.20	45	ocqr	n	10		
1909-08-21	16	57.16	-170.16	sw		0.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	1615: NxE. 1645 cc SSW			57.16			225	240	55	29.20	46	ocqr	n	10		
1909-08-21	17	57.2	-170.14	295		0.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	 			57.1975			225	240	47	29.20	46	ocqr	n	10		
1909-08-21	18	57.21	-170.11	ssw		0.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	1830: NxE			57.206			225	240	51	29.20	45	ocqr	n	10		
1909-08-21	19	57.23	-170.08	287		0.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	"1900: SxW Hutchinson Hill NW1/2N, Lake dune WxS."			57.23			225	240	40	29.20	46	ocqr	n	10		
1909-08-21	20	57.17	-170.13	sxw		3.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	 			57.1686			225	240	47	29.22	44	ocqr	n	10		
1909-08-21	21	57.13	-170.15	sxw		1.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	 			57.134			225	240	47	29.24	42	ocqr	n	10		
1909-08-21	22	57.1	-170.17	sxw		1.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	 			57.104			225	240	47	29.26	42	ocqr	n	10		
1909-08-21	23	57.07	-170.2	ssw		1.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	 			57.072			225	240	44	29.28	42	ocqr	n	10		
1909-08-21	24	57.04	-170.22	ssw		1.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0240.JPG	0000: SSW untill 2am			57.0427			225	240	47	29.28	40	ocqr	n	10		
1909-08-22	1	57.03	-170.22	ssw		0.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	 			57.0292			225	240	55	29.28	40	ocqr	n	10		
1909-08-22	2	57.02	-170.23	ssw		0.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	0200: SWxS ahead with steerage way only.			57.0158			225	240	55	29.24	40	ocqr	n	10		
1909-08-22	3	57	-170.23	ssw		0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	 			57.0037			225	240	55	29.24	40	ocqr	n	10		
1909-08-22	4	56.99	-170.23	ssw		0.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	0400: WSW			56.9889			225	240	55	29.23	40	ocqr	n	10		
1909-08-22	5	56.98	-170.24	wsw		0.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	 			56.9766			225	240	55	29.22	46	ocqr	n	10		
1909-08-22	6	56.96	-170.25	wsw		0.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	 			56.964			225	240	55	29.25	46	ocqr	n	10		
1909-08-22	7	56.95	-170.27	wsw		0.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	 			56.9504			225	240	55	29.27	46	ocqr	n	10		
1909-08-22	8	56.94	-170.29	wsw		0.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	 			56.9367			225	240	51	29.28	48	ocqr	n	10		
1909-08-22	9	56.92	-170.31	wsw		0.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	 			56.9231			236	251	44	29.30	46	ocqr	n	10		
1909-08-22	10	56.91	-170.34	wsw		0.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	 			56.9095			236	251	44	29.30	46	ocqr	n	10		
1909-08-22	11	56.89	-170.37	wsw		1.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	 			56.8947			236	251	44	29.24	46	ocqr	n	10		
1909-08-22	12	56.88	-170.41	wsw		1.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	Noon: Otter Id brg NxW 10mi			56.88			248	262	40	29.21	46	ocqr	n	10		
1909-08-22	13	56.88	-170.46	wsw		1.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	1340: W 1300: About 1300 sighted Otter Id brg N1/2W			56.8811			248	262	40	29.22	46	ocq	n	10		
1909-08-22	14	56.87	-170.51	224		1.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	 			56.8737			248	262	40	29.22	48	bcq	cu n	7		
1909-08-22	15	56.89	-170.58	w		1.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	 			56.8856			248	262	40	29.24	48	bcq	cu n	7		
1909-08-22	16	56.9	-170.66	w		2.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	1640: WSW			56.8984			248	262	40	29.24	48	ocq	n	10		
1909-08-22	17	56.91	-170.73	263		1.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	 			56.9063			248	262	40	29.23	47	ocq	n	10		
1909-08-22	18	56.91	-170.8	wsw		1.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	 			56.9063			248	262	40	29.22	46	ocq	n	10		
1909-08-22	19	56.91	-170.82	wsw		0.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	 			56.9096			248	262	33	29.22	46	ocq	n	10		
1909-08-22	20	56.91	-170.88	wsw		1.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	 			56.9098			248	262	40	29.22	46	ocqr	n	10		
1909-08-22	21	56.91	-170.92	wsw		0.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	 			56.9116			248	262	37	29.22	44	ocq	n	10		
1909-08-22	22	56.91	-171.03	wsw		2.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	2200: WxS			56.909			248	262	37	29.23	40	ocq	n	10		
1909-08-22	23	56.91	-171.09	wxs		1.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	 			56.9146			259	274	33	29.23	40	ocq	n	10		
1909-08-22	24	56.92	-171.16	wxs		1.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0241.JPG	 			56.9203			270	285	27	29.23	40	ocq	n	10		
1909-08-23	1	56.93	-171.24	wxs		2.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0242.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0242.JPG	 			56.9263			270	285	30	29.22	40	ocq	n	10		
1909-08-23	2	56.93	-171.33	wxs		2.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0242.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0242.JPG	0200: ENE			56.9324			270	285	30	29.26	40	ocq	n	10		
1909-08-23	3	56.94	-171.23	ene		3.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0242.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0242.JPG	 			56.9439			315	330	30	29.22	40	ocq	n	10		
1909-08-23	4	56.96	-171.12	ene		4.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0242.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0242.JPG	 			56.9568			292	308	30	29.22	40	ocq	n	10		
1909-08-23	5	56.98	-170.93	ene		6.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0242.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0242.JPG	 			56.9755			292	308	27	29.22	48	ocmq	n	10		
1909-08-23	6	56.99	-170.73	ene		7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0242.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0242.JPG	 			56.9945			292	308	27	29.22	46	ocmq	n	10		
1909-08-23	7	57.01	-170.55	ene		6.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0242.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0242.JPG	0750: Otter Island brg N 1.5			57.0121			315	330	27	29.25	47	ocmq	n	10		
1909-08-23	8	57.03	-170.37	ene		6.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0242.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0242.JPG	"0830: Stood into East anchorage Village, St Paul."			57.03			338	352	27	29.29	47	ocmq	n	10		
1909-08-23	9	57.09	-170.32	v		8.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0242.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0242.JPG	0950: Anchored			57.0908			349	4	19	29.33	44	ocmq	n	10		
1909-08-23	10	57.13	-170.28	v		5.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0242.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0242.JPG	 			57.13												
1909-08-23	11	57.13	-170.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0242.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/38/4056/24405638/content/dc-metro/rg-026/585454/0001-A1/Manning-1909/Manning-1909_0242.JPG	 			57.13												
