YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Index	Ice_Terms	Nav Terms	Ice_Log	URL_W	Note	Orig Lat	Orig Long	Orig Course	Orig URL
1904-01-01	12	55.34	-131.65								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0110.JPG	Ketchikan	55.34	-131.65		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0110.JPG
1904-01-02	12	55.78	-131.6								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0110.JPG	Neets Bay close abeam	55.78	-131.6		110
1904-01-03	12	55.47	-132.05								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0111.JPG		55 28N	132 03W		111
1904-01-04	12	55.64	-132.29								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0111.JPG	Ship Island ExS 4 miles	55.64	-132.29		111
1904-01-05	12	55.99	-131.95								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0112.JPG	Santa Anna INlet	55.99	-131.95		112
1904-01-06	12	56.36	-132.47								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0112.JPG	Chichagof Pass abeam	56.36	-132.47		112
1904-01-07	12	57.1	-133.38								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0113.JPG		57 06N	133 23W		113
1904-01-08	12	58.27	-134.38								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0113.JPG	Treadwell	58.27	-134.38		113
1904-01-09	12	58.27	-134.38								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0114.JPG	Treadwell	58.27	-134.38		114
1904-01-10	12	58.27	-134.38								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0114.JPG	Treadwell	58.27	-134.38		114
1904-01-11	12	58.26	-134.33								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0115.JPG	Sheep Creek	58.26	-134.33		115
1904-01-12	12	57.92	-134.86								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0115.JPG	North Passage Point S 5 miles	57.92	-134.86		115
1904-01-13	12	57.44	-135.62								https://s3.amazonaws.com/NARAprodstorage/opastorage/live/85/4228/24422885/content/dc-metro/rg-026/585454/0001-A1/Rush-v532/Rush-v532_0116.JPG	Deep Bay	57.44	-135.62		116
