YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Attd	Dry	Wet	Water	Weather	Clouds	Clear	Amount	Flora&Fauna	People	Ships	Other
1897-01-01	1	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	0100: Spanish Moorings Montevideo					NE by E	45	51	13	30.03	68	66	62		oc	Nim	0					
1897-01-01	2	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	 					NNE	45	51	8	30.03	68	66	61		BC	Cum	3					
1897-01-01	3	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	 					NE by N	45	51	5	30.01	68	66	61		BC	Cum	6					
1897-01-01	4	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	 					NE by N	45	51	5	30.02	68	66	61	75	BC	Cum	1					
1897-01-01	5	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	 					NE by E	45	51	8	30.02	67	65	61		BC	Cum	1					
1897-01-01	6	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	 					NE	45	51	5	30.03	67	65	61		BC	Cum	3					
1897-01-01	7	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	 					NE by N	45	51	8	30.03	68	67	63		BC	Cum	3					
1897-01-01	8	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	 					NE by N	45	51	9	30.03	71	71	65	73	BC	Cum	2					
1897-01-01	9	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	 					ENE	68	74	8	30.03	74	74	67		BC	Cum	2					
1897-01-01	10	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	 					ENE	68	74	8	30.02	77	75	67		BC	Cum	2					
1897-01-01	11	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	 					ENE	45	51	8	30.01	77	77	70		BC	Cum	1					
1897-01-01	12	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	 					E	90	96	8	30.00	78	77	70	73	BC	Cum	1				1200-1600: M.S. Acorn	
1897-01-01	13	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	 					E by N	90	96	5	29.98	78	76	70		BC	Cum						
1897-01-01	14	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	 					E by N	90	96	5	29.98	78	75	70		BC	Cum						
1897-01-01	15	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	 					SE	135	141	5	29.96	79	76	71		BC	Cum						
1897-01-01	16	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	1600-2000: Cloudy with passing showers second hour of watch. Gentle breeze backing from SE to ENE first three hours of watch. Falling to light airs from East last hour					SE by E	113	119	5	29.94	79	76	71	75	BC	Cum					1600-2000: H.M.P. Barracouta	
1897-01-01	17	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	 					SE	135	141	6	29.92	75	75	70		BC	Cum Nimb						
1897-01-01	18	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	 					ENE	113	119	8	29.84	78	75	70		BCQP	Cum Nimb						
1897-01-01	19	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	 					ENE	113	119	8	29.84	78	77	71		BC	Cum Nimb						
1897-01-01	20	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	 					SW	90	96	2	29.86	78	76	72	75	BC	Cum Nimb						
1897-01-01	21	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	 					W	0	0	0	29.86	78	76	71		bcl	Cum Nimb						
1897-01-01	22	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	 					N by W	45	51	2	29.87	78	76	71		bcl	Cum Nimb						
1897-01-01	23	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	 					N	45	51	2	29.86	78	76	71		bcl	Cum Nimb						
1897-01-01	24	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0206.JPG	0000-0400: Fair and pleasant Light airs from NE to calm Bar falling					N	45	51	2	29.86	78	76	72	74	bc	Cum						
1897-01-02	1	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	 						45	51	2	29.86	77	75	72		BCL	Cum	5					
1897-01-02	2	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	 						0	0	0	29.85	77	75	72		BCL	Cum	8					
1897-01-02	3	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	 						0	0	0	29.84	77	75	73		BCL	Cum	8					
1897-01-02	4	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	0400-0800: Cloudy and pleasant Light airs from East to calm						0	0	0	29.82	76	74	72		BCL	Cum	8					
1897-01-02	5	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	 						90	96	2	29.82	76	74	72		bc	Cum	6					
1897-01-02	6	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	 						0	0	0	29.84	76	74	72		bc	Cum	2					
1897-01-02	7	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	 						0	0	0	29.84	76	74	72		bc	Cum	2					
1897-01-02	8	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	0800-1200: Cloudy and warm Light airs and breezes from SW to South Bar falling slightly 						0	0	0	29.84	77	75	73		bc	Cum Nim	2					
1897-01-02	9	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	 						225	231	2	29.85	77	75	74		bc	Cum	2					
1897-01-02	10	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	 						203	209	2	29.85	79	76	74		bc	Cum	3					
1897-01-02	11	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	 						203	209	5	29.85	79	76	74		bc	Cum	3					
1897-01-02	12	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	1200-1600: Cloudy and pleasant Light breeze South 						180	186	5	29.84	79	77	73	75	bc	Cum	3					
1897-01-02	13	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	 						180	186	5	29.84	79	76	73		Bc	Cum	1					
1897-01-02	14	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	 						180	186	5	29.84	79	76	73		Bc	Cum	3					
1897-01-02	15	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	 						180	186	5	29.83	80	78	74		Bc	Cir Cum	4					
1897-01-02	16	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	1600-2000: Clear and fair.  Light breeze and airs from South East and ENE Bar Steady						180	186	5	29.82	80	78	74	76	Bc	Cir Cum	4					
1897-01-02	17	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	 						180	186	5	29.81	80	78	73		Bc	Cir Cum	8					
1897-01-02	18	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	 						180	186	2	29.81	79	77	72		Bc	Cir Cum	8					
1897-01-02	19	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	 						90	96	2	29.81	79	75	71		Bc	Cir Cum	6					
1897-01-02	20	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	2000-2400: Clear and pleasant Light airs to moderate breeze from SE to SSE Bar rising slowly						68	74	2	29.81	77	74	71	75	Bc	Cum	6					
1897-01-02	21	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	 						135	141	5	29.84	76	74	71		Bc	Cum	6					
1897-01-02	22	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	 						158	164	5	29.85	76	74	71		Bc	Cum	9					
1897-01-02	23	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	 						158	164	8	29.88	75	74	70		Bc	Cum	6					
1897-01-02	24	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0207.JPG	0000-0400: Clear and squally.  Moderate to stiff breeze Falling barometer						135	141	10	29.88	74	72	62	72	Bc	Cum	9					
1897-01-03	1	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	 						135	141	13	29.88	72	71	65		BC	Cum	6					
1897-01-03	2	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	 						135	141	16	29.86	71	70	63		BCQ	Cum	9					
1897-01-03	3	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	 						135	141	16	29.86	70	70	63		BCQ	Cum	9					
1897-01-03	4	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	0400-0800: Cloudy and fair Light to moderate breeze from SE Bar rising						135	141	13	29.86	70	70	63	72	BC	Cum	9					
1897-01-03	5	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	 						135	141	13	29.90	69	69	63		BCQ	Cum	6					
1897-01-03	6	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	 						135	141	9	29.92	69	68	63		BCQ	Cum	6					
1897-01-03	7	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	 						135	141	9	29.95	69	67	62		BCQ	Cum	5					
1897-01-03	8	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	0800-1200: Partly cloudy Gentle to stiff breeze from SE Bar steady Rolling heavily to rough sea fro Sd.						135	141	9	29.97	69	68	62	73	BCQ	Cum	4					
1897-01-03	9	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	 						135	141	13	29.99	70	69	63		BCQ	Cum	4					
1897-01-03	10	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	 						135	141	13	30.00	81	70	62		BCQ	Cum	4					
1897-01-03	11	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	 						135	141	13	30.00	81	68	62		BCQ	Cum	4					
1897-01-03	12	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	1200-1600: Cloudy; at time overcast Gentle breezes from SE & SE by E Rising barometer Rolling easily to moderate sea from Sd.						135	141	8	30.00	70	68	62		BCQ	Cum	4					
1897-01-03	13	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	 						135	141	8	29.99	70	67	61		BC	Cum	2					
1897-01-03	14	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	 						135	141	8	29.99	70	68	61		BC	Cum	1					
1897-01-03	15	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	 						135	141	8	30.01	69	67	60		BC	Cum	1					
1897-01-03	16	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	"1600-2000: Cloudy, clearing last hour Moderate to light breeze from ESE to SE "						124	130	8	30.01	69	67	60	71	BC	Cum	1					
1897-01-03	17	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	 						113	119	9	29.99	67	65	58		OCQ	Cum	0					
1897-01-03	18	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	 						113	119	5	30.00	66	65	58		BC	Cum	1					
1897-01-03	19	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	 						113	119	5	30.00	66	65	58		BC	Cum	1					
1897-01-03	20	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol66of67/yantic-vol66of67_0208.JPG	2000-2400: Clear and pleasant Light breeze from East Barometer falling slightly						135	141	5	30.00	66	65	58	71	BC	Cum	4					
