YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Attd	Dry	Wet	Water	Weather	Clouds	Clear	Amount	Flora&Fauna	People	Ships	Other
1897-02-19	1	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	 						0	0	0	30.01	74	72	68		bc	cum	1					
1897-02-19	2	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	 						0	0	0	30.01	74	72	68		bc	cum	1					
1897-02-19	3	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	 						0	0	0	30.00	74	72	68		bc	cum	1					
1897-02-19	4	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	"0400-0800: Cloudy first hour, then clear and pleasant. Bar rising"						45	51	2	30.00	74	72	68	72	oc	cum	0					
1897-02-19	5	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	 						360	6	2	30.01	74	71	66		bc	cum	1					
1897-02-19	6	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	 						0	0	0	30.01	72	70	66		bc	cum	4					
1897-02-19	7	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	 						0	0	0	30.03	72	70	66		bc	cum	6					
1897-02-19	8	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	0800-1200: Clear and warm. Bar falling						0	0	0	30.03	72	72	67	72	bc	cum	8					
1897-02-19	9	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	 						225	231	2	30.03	73	72	69		bc	cum	7					
1897-02-19	10	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	 						191	197	2	30.03	74	73	70		bc	cir	9					
1897-02-19	11	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	 						191	197	2	30.01	76	74	70		bc	cir	9					
1897-02-19	12	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	1200-1600: Clear and pleasant. Light airs and breezes from SE bar falling						180	186	2	30.00	76	74	69	74	bc	cir	9					
1897-02-19	13	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	 						135	141	2	30.00	77	75	70		bc	cum	8					
1897-02-19	14	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	 						135	141	5	29.97	77	75	70		bc	cum	8					
1897-02-19	15	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	 						135	141	5	29.96	77	75	70		bc	cum	7					
1897-02-19	16	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	1600-2000: Clear and pleasant. Bar steady						135	141	5	29.94	77	75	71	75	bc	cum	7					
1897-02-19	17	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	 						135	141	5	29.94	77	75	71		bc	cum	8					
1897-02-19	18	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	 						90	96	5	29.93	77	74	70		bc	cum	8					
1897-02-19	19	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	 						90	96	5	29.93	76	73	70		bc	cum	8					
1897-02-19	20	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	2000-2400: Clear and pleasant. Light airs from ESE to Ed						90	96	5	29.93	75	73	70	73	bc	cum	8					
1897-02-19	21	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	 						113	119	2	29.94	74	72	70		b	none	10					
1897-02-19	22	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	 						113	119	2	29.94	74	72	70		b	none	10					
1897-02-19	23	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	 						90	96	2	29.94	74	72	70		bw	none	10					
1897-02-19	24	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0042.JPG	0000-0400: Clear and pleasant. Bright moonlight						90	96	2	29.93	74	72	70	73	bw	none	10					
1897-02-20	1	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	 						113	119	2	29.92	74	73	70		b	none	10					
1897-02-20	2	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	 						113	119	2	29.92	74	72	70		bc	cum	7					
1897-02-20	3	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	 						90	96	2	29.91	74	71	68		bcw	cum	6					
1897-02-20	4	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	0400-0800: Fair clear & calm. Bar rising						90	96	2	29.91	73	71	68		bcw	cum	8					
1897-02-20	5	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	 						0	0	0	29.91	72	70	68	75	bcw	cum	5					
1897-02-20	6	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	 						0	0	0	29.93	72	70	68		bc	cum	8					
1897-02-20	7	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	 						0	0	0	29.95	72	71	69		bc	cum	6					
1897-02-20	8	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	0800-1200: Fair and pleasant. 						0	0	0	29.97	74	74	71	73	bc	cum	9					
1897-02-20	9	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	 						113	119	2	29.98	75	75	72		bc	cum	8					
1897-02-20	10	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	 						158	164	5	29.98	77	76	73		bc	cum	5					
1897-02-20	11	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	 						158	164	5	29.98	77	76	73		bc	cum	4					
1897-02-20	12	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	1200-1600: Fair and pleasant. Bar falling						135	141	5	29.97	77	76	73	75	bc	cum	4					
1897-02-20	13	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	 						135	141	5	29.98	76	74	71		bc	cir cum	7					
1897-02-20	14	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	 						135	141	5	29.97	76	74	71		bc	cir cum	7					
1897-02-20	15	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	 						135	141	5	29.95	76	74	71		bc	cir cum	7					
1897-02-20	16	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	1600-2000: Fair and pleasant. Light breeze from SE and ESE						135	141	5	29.94	76	74	70	75	bc	cir cum	8					
1897-02-20	17	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	 						135	141	5	29.93	76	74	70		bc	cir cum	8					
1897-02-20	18	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	 						135	141	5	29.92	76	74	70		bc	cum	5					
1897-02-20	19	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	 						113	119	5	29.92	75	73	70		bc	cum	5					
1897-02-20	20	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	2000-2400: Clear and pleasant. 						135	141	5	29.94	74	72	70	75	bc	cum	8					2030: Moon rose about 8.30
1897-02-20	21	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	 						90	96	5	29.95	74	72	70		bc	cum	5					
1897-02-20	22	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	 						90	96	5	29.96	74	72	70		bc	cum	7					
1897-02-20	23	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	 						90	96	5	29.98	73	71	69		bc	cum	8					
1897-02-20	24	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0043.JPG	0000-0400: Clear and pleasant. Bar falling						113	119	5	29.97	74	72	70	75	bc	cum	7					
1897-02-21	1	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	 						79	85	5	29.97	74	72	70		bcw	cum	7					
1897-02-21	2	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	 						79	85	2	29.96	74	72	70		bcw	cum	8					
1897-02-21	3	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	 						79	85	2	29.95	74	72	70		bcw	cum	8					
1897-02-21	4	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	"0400-0800: Fair and pleasant. Light airs and breezes from SE, East & NE by E"						90	96	5	29.95	74	72	70	73	bcw	cum	4					
1897-02-21	5	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	 						135	141	5	29.94	74	72	70		bcw	cum	4					
1897-02-21	6	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	 						90	96	2	29.95	74	72	70		bc	cum	5					
1897-02-21	7	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	 						56	62	5	29.95	74	71	69		bc	cum	8					
1897-02-21	8	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	0800-1200: Clear and pleasant. Light breeze from ENE						90	96	5	29.94	75	73	70	73	bc	cum	8					
1897-02-21	9	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	 						56	62	2	29.94	78	77	72		bc	cum	6					
1897-02-21	10	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	 						90	96	5	29.94	78	76	72		bc	cum	8					
1897-02-21	11	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	 						90	96	5	29.94	78	77	74		bc	cum	8					
1897-02-21	12	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	1200-1600: Clear and pleasant. Bar falling						90	96	5	29.92	79	78	74	75	bc	cum	6					
1897-02-21	13	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	 						90	96	5	29.92	80	78	74		bc	cir cum	6					
1897-02-21	14	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	 						113	119	5	29.90	81	79	74		bc	cir cum	7					
1897-02-21	15	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	 						90	96	5	29.88	82	80	75		bc	cir cum	7					
1897-02-21	16	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	1600-2000: Fair and pleasant. Bar rising						90	96	6	29.87	82	80	75	76	bcq	cir cum	7					
1897-02-21	17	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	 						90	96	6	29.83	80	77	74		bcq	cir cum	8					
1897-02-21	18	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	 						90	96	8	29.83	79	77	73		bc	cir cum	4					
1897-02-21	19	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	 						45	51	10	29.86	78	77	70		bcq	cir cum	4					
1897-02-21	20	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	2000-2400: Clear Bright moonlight Light to moderate breeze from NNE and N by E						23	29	10	29.87	78	76	70	75	bcql	cum	4				2000-2400: Temerario	2015: Moon rose
1897-02-21	21	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	 						23	29	9	29.87	77	74	70		bcl	cum	8					
1897-02-21	22	-34.88	-56.23			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol67of67/yantic-vol67of67_0044.JPG	 						23	29	10	29.88	78	73	69		bcl	cum	8					
