YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Attd	Dry	Wet	Weather	Clouds	Clear	People	Ships	Other
1893-01-01	1	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	 						90	96	9	30.02	71	70	69	ocqpl	Nim Cum	0			
1893-01-01	2	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	 						338	344	14	30.02	70	68	68	ocqpl	Nim Cum	0			
1893-01-01	3	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	 						45	51	9	30.02	69	67	67	ocqp	Nim Cum	0			
1893-01-01	4	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	 						45	51	12	29.99	67	66	66	ocqp	Nim Cum	0		0400-0800: Essex	
1893-01-01	5	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	 						23	29	8	29.98	67	66	66	bc	Str Nim	2			
1893-01-01	6	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	 						23	29	5	29.98	67	66	66	bc	Nim Cum	4			
1893-01-01	7	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	 						23	29	5	30.00	68	70	69	bc	Str Cir	6			
1893-01-01	8	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	 						23	29	5	30.02	75	75	72	bc	Str Cir	7			
1893-01-01	9	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	 						158	164	5	30.06	79	75	73	bc	Cum Cir	5			
1893-01-01	10	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	 						135	141	5	30.08	77	73	71	bc	Cum Cir	5			
1893-01-01	11	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	 						191	197	5	30.08	76	73	71	bc	Cum Cir	5			
1893-01-01	12	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	Montevideo						180	186	5	30.09	77	75	73	bc	Cum Cir	5			
1893-01-01	13	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	 						203	209	5	30.10	77	74	73	bc	Cum Cir	7			
1893-01-01	14	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	 						180	186	5	30.10	77	74	72	bc	Str Cir	3			
1893-01-01	15	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	 						158	164	8	30.09	77	74	72	bc	Str Cir	4			
1893-01-01	16	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	 						158	164	8	30.08	77	73	72	bc	Str Cir	6			
1893-01-01	17	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	 						135	141	8	30.08	76	72	68	bc	Str Cir	8			
1893-01-01	18	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	 						124	130	8	30.08	75	73	72	bc	Str Cir	9			
1893-01-01	19	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	 						113	119	8	30.09	74	72	71	bc	Str Cum	8			
1893-01-01	20	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	 						113	119	8	30.10	73	71	70	bc	Str Cum	8			
1893-01-01	21	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	 						90	96	8	30.11	72	71	70	bc	Cum	8			
1893-01-01	22	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	 						90	96	8	30.12	72	70	70	bc	Cum	7			
1893-01-01	23	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	 						90	96	8	30.12	71	70	70	bc	Cum	7			
1893-01-01	24	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0021.JPG	 						90	96	8	30.12	71	70	69	bc	Cum	7			
1893-01-02	1	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	 						79	85	6	30.12	70	70	69	bc	Cum Cir	7			
1893-01-02	2	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	 						79	85	6	30.11	70	69	69	bcw	Cir	8			
1893-01-02	3	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	 						79	85	6	30.11	70	69	69	bcw	Str Cir	8			
1893-01-02	4	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	 						79	85	5	30.11	70	68	68	bcw	Cum	8		0400-0800: Essex	
1893-01-02	5	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	 						79	85	5	30.11	69	67	67	bcw	Str Cir	8			
1893-01-02	6	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	 						45	51	8	30.12	69	68	67	bc	Cir	9			
1893-01-02	7	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	 						34	40	8	30.12	69	69	67	bc	Cum	9			
1893-01-02	8	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	 						45	51	8	30.13	71	71	68	bc	Cum	9			
1893-01-02	9	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	 						23	29	8	30.12	77	75	70	bc	Str Cir	9			
1893-01-02	10	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	 						23	29	8	30.12	83	82	72	bc	Str Cir	9			
1893-01-02	11	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	 						23	29	8	30.11	84	83	73	b	None	10			
1893-01-02	12	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	 						23	29	8	30.10	84	83	73	b	None	10			
1893-01-02	13	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	 						11	17	13	30.08	84	83	73	bc	Cum	8			
1893-01-02	14	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	 						23	29	13	30.05	85	85	73	bcq	Cum	8			
1893-01-02	15	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	 						23	29	13	30.01	86	86	75	bcq	Cum	8			
1893-01-02	16	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	 						23	29	8	29.98	87	87	75	bc	Cum	8			
1893-01-02	17	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	 						23	29	13	29.97	88	87	76	bcq	Str Cum	8			
1893-01-02	18	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	 						23	29	13	29.98	88	87	76	bcq	Str Cum	7			
1893-01-02	19	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	 						23	29	8	29.98	87	85	75	bc	Str	5			
1893-01-02	20	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	 						45	51	13	29.97	84	82	73	bcq	Str	7			
1893-01-02	21	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	 						56	62	18	29.93	83	81	72	bclq	Str Cir	5			
1893-01-02	22	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	 						56	62	18	29.90	80	79	72	bclq	Str Cir	3			
1893-01-02	23	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	 						45	51	18	29.90	78	75	71	bclq	Str Cir	1			
1893-01-02	24	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0022.JPG	 						270	276	16	30.00	77	75	70	ocq	Nim Cum	0			
1893-01-03	1	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	 						68	74	2	29.97	75	75	71	oc	Nim Cum	0			
1893-01-03	2	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	 						225	231	8	29.96	77	74	74	oc	Nim Cum	0			
1893-01-03	3	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	 						135	141	8	29.94	76	74	73	ocld	Nim Cum	0			
1893-01-03	4	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	 						45	51	2	29.94	75	73	70	ocd	Nim Cum	0		0400-0800: Essex	
1893-01-03	5	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	 						68	74	5	29.96	74	72	70	ocp	Str Nim	0			
1893-01-03	6	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	 						90	96	5	29.97	74	72	71	bc	Str Nim	1			
1893-01-03	7	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	 						90	96	2	29.99	73	71	70	bc	Str Nim	1			
1893-01-03	8	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	 						23	29	2	30.00	77	77	75	bc	Cum Cir	6			
1893-01-03	9	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	 						146	152	2	30.01	83	80	75	bc	Cum Cir	8			
1893-01-03	10	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	 						146	152	5	30.01	82	78	75	bc	Cum Cir	8			
1893-01-03	11	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	 						180	186	5	30.01	81	78	75	bc	Cum Cir	8			
1893-01-03	12	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	 						180	186	2	30.02	81	78	75	bc	Cum Cir	7			
1893-01-03	13	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	 						180	186	5	30.03	81	78	75	bc	Cum	5			
1893-01-03	14	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	 						180	186	5	30.03	81	78	75	bc	Cum	7			
1893-01-03	15	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	 						180	186	8	30.03	80	78	75	bc	Cum	8			
1893-01-03	16	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	 						169	175	8	30.02	80	79	75	bc	Cum	9			
1893-01-03	17	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	 						158	164	8	30.02	80	78	74	bc	Cum	8			
1893-01-03	18	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	 						135	141	8	30.02	79	77	74	bc	Cum	8			
1893-01-03	19	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	 						135	141	8	30.03	78	75	73	bc	Cum	8			
1893-01-03	20	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	 						79	85	5	30.03	76	74	71	bc	Cum	8			
1893-01-03	21	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	 						68	74	2	30.03	74	72	70	b	None	10			
1893-01-03	22	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	 						68	74	2	30.03	73	71	70	b	None	10			
1893-01-03	23	-34.90	-56.23		 	a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/yantic-vol59of67/yantic-vol59of67_0023.JPG	 						68	74	5	30.03	72	70	69	b	None	10			
