YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Water	Weather	Ships	Orig Baro
1867-01-03	7	43.30	5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	 						0	0	0	30.45	42				30.45
1867-01-03	8	43.30	5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	 						0	0	0	30.45	42				30.45
1867-01-03	9	43.30	5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	 						360	344	2	30.40	48		bc		30.40
1867-01-03	10	43.30	5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	 						360	344	2	30.40	48		bc		30.40
1867-01-03	11	43.30	5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	 						360	344	2	30.40	48		bc		30.40
1867-01-03	12	43.30	5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	"Noon: Marseilles, France."						360	344	2	30.40	48		bc		30.40
1867-01-03	13	43.30	5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	 						45	29	3	30.38	48		bc		30.38
1867-01-03	14	43.30	5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	 						45	29	3	30.38	48		bc		30.38
1867-01-03	15	43.30	5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	 						45	29	3	30.38	48		bc		30.38
1867-01-03	16	43.30	5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	 						45	29	3	30.38	48		bc		30.38
1867-01-03	17	43.30	5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	 						360	344	2	30.42	45		bc		30.42
1867-01-03	18	43.30	5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	 						360	344	2	30.42	45		bc		30.42
1867-01-03	19	43.30	5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	 						360	344	2	30.50	43		b		30.50
1867-01-03	20	43.30	5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	 						360	344	2	30.50	43		b		30.50
1867-01-03	21	43.30	5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	 						360	344	5	30.46	37		b		30.46
1867-01-03	22	43.30	5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	 						360	344	5	30.46	37		b		30.46
1867-01-03	23	43.30	5.36			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-ticonderoga-009/581208-ticonderoga-009-004.JPG	 						360	344	5	30.46	37		b		30.46
