YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Long	Orig Course	DirM	DirT	Kts	Baro	Weather	Ships	Other	Baro cm HG			
1864-01-24	1	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	 						135	114	5		bc						
1864-01-24	2	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	 																
1864-01-24	3	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	 																
1864-01-24	4	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	 									30.41				77.25			
1864-01-24	5	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	 						135	114	13		bc						
1864-01-24	6	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	 																
1864-01-24	7	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	 																
1864-01-24	8	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	 									30.51				77.5			
1864-01-24	9	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	 						135	114	13		bc						
1864-01-24	10	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	 																
1864-01-24	11	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	 																
1864-01-24	12	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	"Noon: Cadiz, Spain."									30.41				77.25			
1864-01-24	13	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	 						135	114	5		bc						
1864-01-24	14	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	 																
1864-01-24	15	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	 																
1864-01-24	16	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	 									30.39				77.2			
1864-01-24	17	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	 						135	114	13		bc						
1864-01-24	18	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	 																
1864-01-24	19	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	 																
1864-01-24	20	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	 									30.47				77.4			
1864-01-24	21	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	 						135	114	5		bc						
1864-01-24	22	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	 																
1864-01-24	23	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	 																
1864-01-24	24	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0736.jpg	 									30.47				77.4			
1864-01-25	1	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	 						135	114	19		bc						
1864-01-25	2	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	 																
1864-01-25	3	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	 																
1864-01-25	4	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	 									30.41				77.25			
1864-01-25	5	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	 						135	114	13		bc						
1864-01-25	6	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	 																
1864-01-25	7	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	 																
1864-01-25	8	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	 									30.41				77.25			
1864-01-25	9	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	 						135	114	19		bc						
1864-01-25	10	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	 																
1864-01-25	11	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	 																
1864-01-25	12	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	"Noon: Cadiz, Spain."									30.41				77.25			
1864-01-25	13	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	 						135	114	19		bc						
1864-01-25	14	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	 																
1864-01-25	15	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	 																
1864-01-25	16	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	 									30.39				77.2			
1864-01-25	17	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	 						135	114	19		bc						
1864-01-25	18	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	 																
1864-01-25	19	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	 																
1864-01-25	20	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	 									30.47				77.4			
1864-01-25	21	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	 						135	114	19		mb						
1864-01-25	22	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	 																
1864-01-25	23	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	 																
1864-01-25	24	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0737.jpg	 									30.45				77.35			
1864-01-26	1	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	 						135	114	13		bc						
1864-01-26	2	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	 																
1864-01-26	3	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	 																
1864-01-26	4	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	 									30.45				77.35			
1864-01-26	5	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	 						135	114	5		bc						
1864-01-26	6	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	 																
1864-01-26	7	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	 																
1864-01-26	8	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	 									30.47				77.4			
1864-01-26	9	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	 						135	114	19		bc						
1864-01-26	10	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	 																
1864-01-26	11	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	 																
1864-01-26	12	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	"Noon: Cadiz, Spain."									30.47				77.4			
1864-01-26	13	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	 						135	114	19								
1864-01-26	14	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	 																
1864-01-26	15	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	 																
1864-01-26	16	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	 									30.47				77.4			
1864-01-26	17	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	 						135	114	13		bc						
1864-01-26	18	36.55	-6.25			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0738.jpg	 																
