YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Attd	Dry	Wet	Water	Weather	Clouds	Clear	Other
1888-11-02	1	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	0000: No instruments																	
1888-11-02	2	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	 																	
1888-11-02	3	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	 																	
1888-11-02	4	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	 																	
1888-11-02	5	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	 																	
1888-11-02	6	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	 																	
1888-11-02	7	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	 																	
1888-11-02	8	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	 																	
1888-11-02	9	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	 																	
1888-11-02	10	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	 																	
1888-11-02	11	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	 																	
1888-11-02	12	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	"1200: Navy Yd, Portsmouth, NH"																	1200: At Meridian the ship was put in commission Comdr Frank Wildes USN on the part of the Commandant of the Navy Yd turned the ship over to Charles Belknap Lieut YSN. The Ensign was hoisted at the peak and the commanding officers pennant at the mains. Lt Belknap read his orders from the Comdr of the Yard to assume command.
1888-11-02	13	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	 																	
1888-11-02	14	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	 																	
1888-11-02	15	43.08	-70.74			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/kearsarge-vol54of86/kearsarge-vol54of86_0011.JPG	 																	
