YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Long	Orig Course	DirM	DirT	Kts	Baro	Dry	Water	Weather	People	Ships	Other	Baro cm HG
1863-03-29	9	36.98	-15.75	45		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	 					ne	11	350	8				bc				
1863-03-29	10	37.06	-15.72	45		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	 					ne	11	350	8				bc				
1863-03-29	11	37.15	-15.69	45		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	 					ne	360	339	3				o				
1863-03-29	12	37.25	-15.65	45		7.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	 			37 15N	15 39W	ne	360	339	3								
1863-03-29	13	37.12	-15.64	191.25		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	 					sxw	90	69	8				o				
1863-03-29	14	36.98	-15.53	168.75		10.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	 					sxe	90	69	13				bc				
1863-03-29	15	36.84	-15.44	168.75		10.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	 					sxe	338	316	13				bc				
1863-03-29	16	36.87	-15.58	309.38		6.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	 					nw1/2w	338	316	13				bc				
1863-03-29	17	36.91	-15.74	309.38		7.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	 					nw1/2w	338	316	13				bc				
1863-03-29	18	36.94	-15.88	309.38		6.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	 					nw1/2w	338	316	13				bc				
1863-03-29	19	36.98	-16.01	315		6.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	 					nw	338	316	8				o				
1863-03-29	20	37.02	-16.14	315		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	 					nw	338	316	8				o				
1863-03-29	21	37.06	-16.27	315		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	 					nw	338	316	8				o				
1863-03-29	22	37.10	-16.41	315		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	 					nw	315	294	8				o				
1863-03-29	23	37.15	-16.54	315		6.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	 					nw	315	294	8				o				
1863-03-29	24	37.19	-16.67	315		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0435.jpg	 					nw	315	294	8				o				
1863-03-30	1	37.23	-16.81	315		6.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	 					nw	338	316	5				o				
1863-03-30	2	37.27	-16.95	315		6.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	 					nw	338	316	5				o				
1863-03-30	3	37.32	-17.09	315		6.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	 					nw	315	294	5				o				
1863-03-30	4	37.36	-17.24	315		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	 					nw	315	294	5				o				
1863-03-30	5	37.40	-17.37	315		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	 					nw	0	0	0				o				
1863-03-30	6	37.44	-17.51	315		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	 					nw	0	0	0				o				
1863-03-30	7	37.48	-17.64	315		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	 					nw	315	294	5				o				
1863-03-30	8	37.52	-17.77	315		6.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	 					nw	315	294	5				o				
1863-03-30	9	37.56	-17.91	315		6.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	 					nw	315	294	5				o				
1863-03-30	10	37.60	-18.03	315		5.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	 					nw	315	294	5				o				
1863-03-30	11	37.64	-18.16	315		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	 					nw	315	294	13				bc				
1863-03-30	12	37.68	-18.30	315		6.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	 			37 41N	18 18W	nw	315	294	13				bc				
1863-03-30	13	37.67	-18.44	292.5		6.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	 					wnw	315	294	13				bc				
1863-03-30	14	37.66	-18.56	292.5		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	 					wnw	315	294	19				bcq				
1863-03-30	15	37.65	-18.68	292.5		5.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	 					wnw	315	292	19				bcq				
1863-03-30	16	37.64	-18.81	292.5		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	 					wnw	270	247	19				om				
1863-03-30	17	37.63	-18.93	292.5		5.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	 					wnw	270	247	19				om				
1863-03-30	18	37.63	-19.05	292.5		5.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	 					wnw	270	247	19				owr				
1863-03-30	19	37.62	-19.17	292.5		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	 					wnw	270	247	19				owr				
1863-03-30	20	37.61	-19.28	292.5		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	 					wnw	270	247	19				owr				
1863-03-30	21	37.60	-19.39	292.5		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	 					wnw	270	247	19				bcmp				
1863-03-30	22	37.59	-19.50	292.5		4.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	 					wnw	304	281	19				bc				
1863-03-30	23	37.58	-19.60	292.5		4.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	 					wnw	304	281	19				bc				
1863-03-30	24	37.57	-19.70	292.5		4.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0436.jpg	 					wnw	304	281	19				bc				
1863-03-31	1	37.56	-19.81	292.5		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	 					wnw	315	292	19				bcqp				
1863-03-31	2	37.55	-19.91	292.5		4.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	 					wnw	315	292	19				bcqp				
1863-03-31	3	37.54	-20.00	292.5		4.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	 					wnw	326	303	19				bcqp				
1863-03-31	4	37.53	-20.12	292.5		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	 					wnw	349	326	19				bcqp				
1863-03-31	5	37.52	-20.23	292.5		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	 					wnw	349	326	19				bcq				
1863-03-31	6	37.51	-20.32	292.5		4.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	 					wnw	304	281	13				bcq				
1863-03-31	7	37.50	-20.42	292.5		4.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	 					wnw	304	281	13				bcq				
1863-03-31	8	37.49	-20.56	292.5		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	 					wnw	360	337	4				bcq				
1863-03-31	9	37.48	-20.69	292.5		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	 					wnw	11	348	13				bcq				
1863-03-31	10	37.47	-20.84	292.5		6.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	 					wnw	11	348	13				bcq				
1863-03-31	11	37.46	-21.00	292.5		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	 					wnw	11	348	13				bcq				
1863-03-31	12	37.45	-21.15	292.5		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	 			37 27N	21 9W	wnw	11	348	13				bcq				
1863-03-31	13	37.44	-21.30	292.5		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	 					wnw	11	348	21				bcqp				
1863-03-31	14	37.42	-21.44	292.5		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	 					wnw	11	348	19				bcq				
1863-03-31	15	37.41	-21.58	292.5		6.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	 					wnw	11	348	19				bcq				
1863-03-31	16	37.40	-21.71	292.5		6.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	 					wnw	11	348	19				bcq				
1863-03-31	17	37.38	-21.86	292.5		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	 					wnw	360	337	6				bcq				
1863-03-31	18	37.37	-21.99	292.5		6.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	 					wnw	360	337	4				bcq				
1863-03-31	19	37.35	-22.11	292.5		5.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	 					wnw	360	337	4				bcq				
1863-03-31	20	37.34	-22.22	292.5		5.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	 					wnw	360	337	4				bcq				
1863-03-31	21	37.33	-22.36	292.5		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	 					wnw	360	337	4				bc				
1863-03-31	22	37.31	-22.49	292.5		6.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2017-06/Uss_Kearsarge_02081863-02261864/Uss_Kearsarge_02081863-02261864_image_0437.jpg	 					wnw	360	337	4								
