YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	URL	Amount	VisM
1923-01-01	1	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0002.JPG	 																	
1923-01-01	2	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	 																	
1923-01-01	3	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	 																	
1923-01-01	4	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	 						0	0	0	29.99	48	48		bcz	CiS		6	
1923-01-01	5	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	 																	
1923-01-01	6	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	 																	
1923-01-01	7	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	 																	
1923-01-01	8	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	 						0	0	0	30.02	48	48		bcz	CiCu		8	
1923-01-01	9	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	 																	
1923-01-01	10	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	 																	
1923-01-01	11	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	 																	
1923-01-01	12	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	Noon: Oakland						0	0	0	30.07	62	58		bcz	CiS		9	
1923-01-01	13	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	 																	
1923-01-01	14	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	 																	
1923-01-01	15	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	 																	
1923-01-01	16	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	 						225	243	2	30.06	64	63		bcz	CiCu		7	
1923-01-01	17	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	 																	
1923-01-01	18	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	 																	
1923-01-01	19	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	 																	
1923-01-01	20	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	 						0	0	0	30.09	52	52		bcz	CIS		7	
1923-01-01	21	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	 																	
1923-01-01	22	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	 																	
1923-01-01	23	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	 																	
1923-01-01	24	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0001.JPG	 						0	0	0	30.09	46	45		bcz	CiS		4	
1923-01-02	1	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0004.JPG	 																	
1923-01-02	2	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	 																	
1923-01-02	3	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	 																	
1923-01-02	4	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	 						0	0	0	30.07	45	44		bcz	CiS		4	
1923-01-02	5	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	 																	
1923-01-02	6	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	 																	
1923-01-02	7	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	 																	
1923-01-02	8	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	 						0	0	0	30.12	43	43		bcz	CiS		6	
1923-01-02	9	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	 																	
1923-01-02	10	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	 																	
1923-01-02	11	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	 																	
1923-01-02	12	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	Noon: Oakland						0	0	0	30.15	64	62		bcz	CiS		4	
1923-01-02	13	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	 																	
1923-01-02	14	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	 																	
1923-01-02	15	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	 																	
1923-01-02	16	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	 						315	333	2	30.08	60	58		bc	CiS		4	
1923-01-02	17	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	 																	
1923-01-02	18	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	 																	
1923-01-02	19	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	 																	
1923-01-02	20	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	 						0	0	0	30.1	47	47		bc	CiS		4	
1923-01-02	21	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	 																	
1923-01-02	22	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	 																	
1923-01-02	23	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	 																	
1923-01-02	24	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0003.JPG	 						0	0	0	30.07	46	47		bc	CiS		3	
1923-01-03	1	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0006.JPG	 																	
1923-01-03	2	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	 																	
1923-01-03	3	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	 																	
1923-01-03	4	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	 						0	0	0	30.08	44	42		bcf	S		1	
1923-01-03	5	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	 																	
1923-01-03	6	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	 																	
1923-01-03	7	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	 																	
1923-01-03	8	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	 						0	0	0	30.1	43	43		bcf	S		8	
1923-01-03	9	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	 																	
1923-01-03	10	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	 																	
1923-01-03	11	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	 																	
1923-01-03	12	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	Noon: Oakland						315	333	2	30.05	59	57		bc	CiCu		9	
1923-01-03	13	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	 																	
1923-01-03	14	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	 																	
1923-01-03	15	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	 																	
1923-01-03	16	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	 						0	0	0	30.02	55	54		bcz	CiN		9	
1923-01-03	17	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	 																	
1923-01-03	18	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	 																	
1923-01-03	19	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	 																	
1923-01-03	20	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	 						0	0	0	30.03	50	50		or	N		10	
1923-01-03	21	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	 																	
1923-01-03	22	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0005.JPG	 																	
