YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	URL	Amount	VisM
1923-01-19	19	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0037.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0037.JPG	 																	
1923-01-19	20	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0037.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0037.JPG	 						0	0	0	29.98	49	48		bcz	CiS		4	
1923-01-19	21	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0037.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0037.JPG	 																	
1923-01-19	22	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0037.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0037.JPG	 																	
1923-01-19	23	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0037.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0037.JPG	 																	
1923-01-19	24	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0037.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0037.JPG	 						0	0	0	29.97	44	44		bcz	CiS		5	
1923-01-20	1	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0040.JPG	 																	
1923-01-20	2	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	 																	
1923-01-20	3	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	 																	
1923-01-20	4	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	 						0	0	0	29.94	43	43		bcz	Acu		3	
1923-01-20	5	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	 																	
1923-01-20	6	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	 																	
1923-01-20	7	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	 																	
1923-01-20	8	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	 						0	0	0	29.95	43	43		bcf	CiS		7	
1923-01-20	9	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	 																	
1923-01-20	10	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	 																	
1923-01-20	11	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	 																	
1923-01-20	12	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	Noon: Oakland						248	266	2	30	47	47		ocf	AS		10	
1923-01-20	13	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	 																	
1923-01-20	14	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	 																	
1923-01-20	15	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	 																	
1923-01-20	16	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	 						0	0	0	29.92	50	50		bc	CiS		8	
1923-01-20	17	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	 																	
1923-01-20	18	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	 																	
1923-01-20	19	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	 																	
1923-01-20	20	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	 						0	0	0	29.92	47	48		bc	CiS		2	
1923-01-20	21	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	 																	
1923-01-20	22	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	 																	
1923-01-20	23	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	 																	
1923-01-20	24	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0039.JPG	 						0	0	0	29.88	45	45		bc	CiS		9	
1923-01-21	1	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0042.JPG	 																	
1923-01-21	2	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	 																	
1923-01-21	3	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	 																	
1923-01-21	4	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	 						90	108	2	29.85	46	46		oc	AS		10	
1923-01-21	5	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	 																	
1923-01-21	6	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	 																	
1923-01-21	7	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	 																	
1923-01-21	8	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	 						90	108	2	29.89	46	47		oc	AS		10	
1923-01-21	9	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	 																	
1923-01-21	10	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	 																	
1923-01-21	11	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	 																	
1923-01-21	12	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	Noon: Oakland						0	0	0	29.95	50	48		oc	Scu		10	
1923-01-21	13	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	 																	
1923-01-21	14	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	 																	
1923-01-21	15	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	 																	
1923-01-21	16	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	 						0	0	0	29.86	54	53		oc	S		10	
1923-01-21	17	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	 																	
1923-01-21	18	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	 																	
1923-01-21	19	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	 																	
1923-01-21	20	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	 						0	0	0	29.86	50	50		oc	AS		10	
1923-01-21	21	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	 																	
1923-01-21	22	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	 																	
1923-01-21	23	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	 																	
1923-01-21	24	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0041.JPG	 						0	0	0	29.75	48	48		oz	AS		10	
1923-01-22	1	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0044.JPG	 																	
1923-01-22	2	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	 																	
1923-01-22	3	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	 																	
1923-01-22	4	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	 						45	63	2	29.64	47	48		o	AS		10	
1923-01-22	5	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	 																	
1923-01-22	6	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	 																	
1923-01-22	7	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	 																	
1923-01-22	8	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	 						112	130	5	29.51	48	48		or	CuN		10	
1923-01-22	9	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	 																	
1923-01-22	10	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	 																	
1923-01-22	11	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	 																	
1923-01-22	12	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	Noon: Oakland						90	108	8	29.44	48	48		ocr	N		10	
1923-01-22	13	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	 																	
1923-01-22	14	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	 																	
1923-01-22	15	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	 																	
1923-01-22	16	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/28/6994/23699428/content/dc-metro/rg-026/585454/0002/Bear-b361-1923/Bear-b361-1923_0043.JPG	 						135	153	13	29.41	51	48		ocr	N		10	
