YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	Amount
1914-05-20	4	55.4	-147.94	240.47	100.5	9.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	 						124	151	19	30.31	42	42	41	oc	S	10
1914-05-20	5	55.41	-148.19	240.47	9	8.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	 						124	151	24	30.3	43	43		ocd	S	10
1914-05-20	6	55.42	-148.47	240.47	18.2	9.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	 						124	151	24	30.28	43	43	41	ocd	S	10
1914-05-20	7	55.43	-148.75	240.47	27.5	9.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	 						124	151	24	30.28	43	43		ocd	S	10
1914-05-20	8	55.43	-149.02	240.47	36.5	9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	 						124	151	24	30.28	43	43	41	ocd	S	10
1914-05-20	9	55.48	-149.25	237.66	44.5	8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	 						135	162	24	30.28	43	43		ocm	S	10
1914-05-20	10	55.53	-149.5	237.66	53.1	8.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	 						135	162	19	30.3	43	43	41	oc	S	10
1914-05-20	11	55.57	-149.85	237.66	65.2	12.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	 						135	162	19	30.33	43	43		oc	S	10
1914-05-20	12	55.62	-150.08	237.66	73.3	8.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	 						146	173	19	30.33	43	43	41	oc	S	10
1914-05-20	13	55.61	-150.32	237.66	81	7.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	 						158	184	13	30.33	43	43		bc	S	6
1914-05-20	14	55.6	-150.56	237.66	89	8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	 						158	184	13	30.36	42	41	41	bc	ci-s	4
1914-05-20	15	55.59	-150.8	237.66	97	8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	 						158	184	13	30.38	43	42		bc	ci-s	2
1914-05-20	16	55.58	-151.05	237.66	5	8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	 						158	184	13	30.4	43	42	41	bc	ci-s	7
1914-05-20	17	55.57	-151.28	237.66	12.5	7.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	 						158	184	13	30.41	42	41		bc	ci-s	8
1914-05-20	18	55.56	-151.52	237.66	20.5	8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	 						135	162	13	30.41	42	41	41	bc	ci-s	6
1914-05-20	19	55.56	-151.75	237.66	28.2	7.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	 						135	162	13	30.41	42	41		bc	cicu	3
1914-05-20	20	55.55	-151.97	237.66	35.2	7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	 						135	162	8	30.41	42	42	41	bc	S	9
1914-05-20	21	55.55	-152.22	237.66	42.2	8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	 						135	162	8	30.4	42	42		oc	S	10
1914-05-20	22	55.54	-152.47	237.66	50	7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	 						135	162	13	30.4	42	42	41	oc	S	10
1914-05-20	23	55.54	-152.74	237.66	58.3	8.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	 						135	162	13	30.4	42	41		oc	S-Cu	10
1914-05-20	24	55.53	-153	237.66	66.5	8.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0172.JPG	 						135	162	13	30.4	42	41	41	oc	S-Cu	10
1914-05-21	1	55.53	-153.25	237.66	74.5	8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	 						135	158	13	30.38	42	41		ocd	S-N	10
1914-05-21	2	55.52	-153.51	237.66	82.5	8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	 						146	169	13	30.39	42	41	41	oc	S	10
1914-05-21	3	55.52	-153.77	237.66	90.8	8.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	 						146	169	13	30.39	42	41		oc	S	10
1914-05-21	4	55.51	-154.03	237.66	98.9	8.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	 						146	169	13	30.39	42	42	41	oc	S	10
1914-05-21	5	55.51	-154.28	237.66	6.6	7.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	 						158	180	13	30.39	42	41		bc	s-cu	9
1914-05-21	6	55.51	-154.52	237.66	14.1	7.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	 						158	180	13	30.38	42	41	41	bc	s-cu	9
1914-05-21	7	55.5	-154.76	237.66	21.7	7.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	 						158	180	13	30.38	42	41		bc	s-cu	9
1914-05-21	8	55.5	-155	237.66	29.2	7.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	 						158	180	13	30.38	42	41	41	bc	s-cu	9
1914-05-21	9	55.46	-155.25	237.66	35.6	6.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	 						158	180	13	30.36	42	41		oc	s-cu	10
1914-05-21	10	55.42	-155.53	237.66	43.3	7.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	 						158	180	13	30.36	42	41	41	oc	s-cu	10
1914-05-21	11	55.36	-155.91	237.66	54.1	10.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	 						169	192	8	30.39	43	42		oc	s-cu	10
1914-05-21	12	55.32	-156.2	237.66	62	7.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	 						169	192	8	30.4	43	42	41	oc	s-cu	10
1914-05-21	13	55.32	-156.4	247.5	69	7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	 						169	192	8	30.43	42	41		bc	S-Cu	4
1914-05-21	14	55.33	-156.62	247.5	76.8	7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	 						169	192	8	30.43	41	40	40	bc	Cu	4
1914-05-21	15	55.33	-156.87	247.5	85.3	8.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	 						169	192	8	30.43	41	40		bc	Cu	9
1914-05-21	16	55.33	-157.11	247.5	93.6	8.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	 						169	192	8	30.42	42	41	40	bc	S-Cu	9
1914-05-21	17	55.34	-157.33	247.5	1.5	7.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	 						180	203	13	30.4	42	41		bc	ci-cu	3
1914-05-21	18	55.34	-157.56	247.5	9.5	8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	 						180	203	13	30.36	41	40	40	bc	cu	8
1914-05-21	19	55.35	-157.79	247.5	17.6	7.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	 						180	203	19	30.32	40	39		oc	s-cu	10
1914-05-21	20	55.35	-158.02	247.5	25.5	7.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	 						180	203	19	30.3	40	39	40	oc	s-cu	10
1914-05-21	21	55.35	-158.24	247.5	32.6	7.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	 						180	203	19	30.3	40	39		oc	cirrus	10
1914-05-21	22	55.35	-158.49	247.5	41	8.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	 						180	203	19	30.26	41	40	40	oc	cirrus	10
1914-05-21	23	55.34	-158.73	247.5	48.7	7.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	 						180	203	19	30.22	41	40		oc	cirrus	10
1914-05-21	24	55.34	-158.96	247.5	56.1	7.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0173.JPG	 						180	203	19	30.2	40	39	39	oc	cirrus	10
1914-05-22	1	55.34	-159.14	247.5	61.9	5.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	 						180	203	19	30.16	44	44		ocm	N	10
1914-05-22	2	55.34	-159.32	247.5	67.6	5.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	 						180	203	19	30.12	44	44	39	ocm	N	10
1914-05-22	3	55.34	-159.48	247.5	72.6	5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	 						180	203	24	30.07	44	44		ocm	N	10
1914-05-22	4	55.34	-159.64	247.5	77.5	4.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	"0413: Kufreanof Point, bearing NxW"						180	203	24	30.02	44	44	39	ocm	N	10
1914-05-22	5	55.3	-159.82	213.75	82.5	5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	 						158	180	24	29.96	43	43		ocmr	s-n	10
1914-05-22	6	55.25	-159.98	213.75	89	6.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	 						180	203	24	29.94	41	41	39	ocmr	s-n	10
1914-05-22	7	55.3	-160.12	888	95.8	6.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	"0730: Cape Divine, Gorman Strait, abeam"						202	226	24	29.9	40	40		ocmr	s-n	10
1914-05-22	8	55.36	-160.31	888	3	7.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	"8 AM: High Island, Gorman Strait, SWxW 1/2 W, 0.5 miles"						202	226	19	29.87	41	41	39	ocmr	s-n	10
1914-05-22	9	55.4	-160.53	261.56	10.5	7.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	"0938: Gulf Island abeam, distant 0.8 miles"						225	248	8	29.9	42	42		oc	s-cu	10
1914-05-22	10	55.41	-160.78	247.5	18.6	8.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	 						225	248	5	29.9	42	42	40	oc	s-cu	10
1914-05-22	11	55.33	-161.12	225	31.3	12.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	 						214	237	5	29.9	43	42		bc	s-cu	9
1914-05-22	12	55.32	-161.34	236.25	38.7	7.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	"Noon: Tolstoi Point, Pavlof Bay, Alaska, W 1/4 N, 6 miles"						202	226	5	29.9	43	42	40	bc	s-cu	9
1914-05-22	13	55.29	-161.53	888	46	7.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	"1332: Ukolnoi Island, abeam, 2.8 miles"						225	248	13	29.91	44	43		bc	S-Cu	9
1914-05-22	14	55.24	-161.73	888	54	8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	"1442: Arch Point, abeam, 0.7 miles"						259	282	13	29.91	45	43	40	bc	S-Cu	9
1914-05-22	15	55.16	-161.93	888	61.2	7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	 						259	282	13	29.92	44	43		bc	S-Cu	9
1914-05-22	16	55.05	-162.09	888	69.9	8.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	 						180	198	8	29.95	44	43	40	bc	S-Cu	9
1914-05-22	17	55	-162.24	888	77.3	7.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	 						270	288	19	29.95	44	43		oc	Cu-N	10
1914-05-22	18	54.98	-162.4	888	85.1	7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	"1808: Fox Island, abea, distant 0.8 miles"						270	288	13	29.96	45	43	40	bc	Cu-N	9
1914-05-22	19	54.89	-162.57	888	91.9	6.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/31/6956/23695631/content/dc-metro/rg-026/585454/0002/Bear-b355/Bear-b355_0174.JPG	"1953: Unga Island, abeam, distant 0.5 miles"						270	288	24	29.98	43	42		bc	Cu-N	9
