YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	Amount	People	Ships	Other	
1919-06-28	17	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0983.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0983.JPG	 			63.4942	-161.964															
1919-06-28	18	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0983.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0983.JPG	 			63.4942	-161.964		0	0	0	29.82	56	55	43	oc	AS.	10				
1919-06-28	19	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0983.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0983.JPG	 			63.4942	-161.964															
1919-06-28	20	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0983.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0983.JPG	 			63.4942	-161.964		0	0	0	29.81	56	55	43	oc	AS:	10				
1919-06-28	21	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0983.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0983.JPG	 			63.4942	-161.964															
1919-06-28	22	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0983.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0983.JPG	 			63.4942	-161.964		0	0	0	29.81	56	55	43	oc	AS	10				
1919-06-28	23	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0983.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0983.JPG	 			63.4942	-161.964															
1919-06-28	24	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0983.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0983.JPG	 			63.4942	-161.964		315	333	2	29.79	56	54	43	oc	AS	10				
1919-06-29	1	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0987.JPG	 			63.4942	-161.964												"Top of Page: R.T. McElligott, 3rd Lieut. F.J. Birkett, 1st Lieut. R.L. Lucas, Capt."			
1919-06-29	2	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	 			63.4942	-161.964		0	0	0	29.80	52	51	39	oc	AS	10				
1919-06-29	3	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	 			63.4942	-161.964															
1919-06-29	4	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	 			63.4942	-161.964		0	0	0	29.79	52	51	39	bc	S	7				
1919-06-29	5	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	 			63.4942	-161.964														4AM to 8AM: Date 	
1919-06-29	6	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	 			63.4942	-161.964		0	0	0	29.81	52	50	39	oc	AS	10				
1919-06-29	7	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	 			63.4942	-161.964															
1919-06-29	8	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	 			63.4942	-161.964		45	63	2	29.81	52	51	39	oc	SCu	10				
1919-06-29	9	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	 			63.4942	-161.964														8AM to Merid: Date Observed Sunday. 	
1919-06-29	10	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	 			63.4942	-161.964		45	63	2	29.78	52	51	39	oc	AS	10				
1919-06-29	11	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	 			63.4942	-161.964															
1919-06-29	12	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	"Noon: Off St. Michael, Alaska.  Whale Id.Lt. 235 1 mile."			63.4942	-161.964		45	63	2	29.75	53	52	40	oc	AS	10				
1919-06-29	13	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	 			63.4942	-161.964														"Merid to 4PM: Date. Merid to 4PM: R.T. McElligott, 3rd Lieut."	
1919-06-29	14	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	 			63.4942	-161.964		68	86	2	29.71	53	52	42	oc	ASCu	10				
1919-06-29	15	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	 			63.4942	-161.964															
1919-06-29	16	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	 			63.4942	-161.964		45	63	5	29.70	57	55	42	oc	AS	10				
1919-06-29	17	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	 			63.4942	-161.964															
1919-06-29	18	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	 			63.4942	-161.964		45	63	5	29.68	58	55	42	oc	AS	10				
1919-06-29	19	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	 			63.4942	-161.964															
1919-06-29	20	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	 			63.4942	-161.964		45	63	5	29.66	58	55	42	oc	AS	10				
1919-06-29	21	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	 			63.4942	-161.964															
1919-06-29	22	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	 			63.4942	-161.964		45	63	5	29.63	57	52	41	oc	AS	10				
1919-06-29	23	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	 			63.4942	-161.964															
1919-06-29	24	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0986.JPG	 			63.4942	-161.964		45	63	2	29.60	57	54	41	oc	AS	10				
1919-06-30	1	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0989.JPG	 			63.4942	-161.964												"Top of Page: R.T. McElligott, 3rd Lieut. F.J. Birkett, 1st Lieut. R. L. Lucas, Capt. C.G. Roemer, Capt."			
1919-06-30	2	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	 			63.4942	-161.964		45	63	2	29.58	56	56	38	ocd	N	10				
1919-06-30	3	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	 			63.4942	-161.964															
1919-06-30	4	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	 			63.4942	-161.964		45	63	2	29.57	56	56	38	ocd	N	10				
1919-06-30	5	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	 			63.4942	-161.964														"4AM to 8AM: Date. 4AM to 8AM: Gallery practice in small arms, held board ship."	
1919-06-30	6	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	 			63.4942	-161.964		90	108	2	29.54	55	54	38	ocd	M	10				
1919-06-30	7	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	 			63.4942	-161.964															
1919-06-30	8	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	 			63.4942	-161.964		90	108	2	29.56	55	53	38	ocd	M	10				
1919-06-30	9	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	 			63.4942	-161.964														8AM to Merid: Date Crew painting below decks.	
1919-06-30	10	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	 			63.4942	-161.964		90	108	5	29.55	56	53	38	ocd	N	10				
1919-06-30	11	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	 			63.4942	-161.964															
1919-06-30	12	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	"Noon: Off St. Michael, Alaska.  Whale Id. 235 - 1 mile."			63.4942	-161.964		90	108	5	29.55	56	54	38	ocd	N	10				
1919-06-30	13	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	 			63.4942	-161.964														"Merid to 4PM: Date Enlistment of R. Alexander, bugler which expires this date extended under provisions, Art.(334 b) Regulations."	
1919-06-30	14	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	 			63.4942	-161.964		202	220	5	29.58	51	49	38	ocd	N	10				
1919-06-30	15	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	 			63.4942	-161.964															
1919-06-30	16	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	 			63.4942	-161.964		225	243	8	29.61	50	48	38	ocd	N	10				
1919-06-30	17	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	 			63.4942	-161.964														"4PM to 8PM: Date. 4PM to 8PM: R.T. McElligott, 3rd Lieut."	
1919-06-30	18	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	 			63.4942	-161.964		225	243	8	29.64	50	50	38	oc	N	10				
1919-06-30	19	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	 			63.4942	-161.964															
1919-06-30	20	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	 			63.4942	-161.964		225	243	13	29.64	50	49	38	oc	N	10				
1919-06-30	21	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	 			63.4942	-161.964															
1919-06-30	22	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	 			63.4942	-161.964		180	198	24	29.66	48	46	38	oc	AS	10				
1919-06-30	23	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	 			63.4942	-161.964															
1919-06-30	24	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_0988.JPG	 			63.4942	-161.964		180	198	24	29.70	45	43	38	oc	AS	10				
1919-07-01	1	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_1005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_1006.JPG	 			63.4942	-161.964												"Top of Page: F.J. Birkett, 1st Lieut. R.L. Lucas, Capt. C.G. Roemer, Capt. "			
1919-07-01	2	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_1005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_1005.JPG	 			63.4942	-161.964		202	220	13	29.72	45	43	40	oc	N	10				
1919-07-01	3	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_1005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_1005.JPG	 			63.4942	-161.964															
1919-07-01	4	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_1005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_1005.JPG	 			63.4942	-161.964		180	198	8	29.74	45	44	40	ocd	N	10				
1919-07-01	5	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_1005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_1005.JPG	 			63.4942	-161.964														4AM to 8AM: Date. 4AM to 8AM: Watch scrubbed paint work.	
1919-07-01	6	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_1005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_1005.JPG	 			63.4942	-161.964		180	198	8	29.76	44	43	40	oc	AS	10				
1919-07-01	7	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_1005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_1005.JPG	 			63.4942	-161.964															
1919-07-01	8	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_1005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_1005.JPG	 			63.4942	-161.964		180	198	8	29.80	44	42	40	oc	AS	10				
1919-07-01	9	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_1005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_1005.JPG	 			63.4942	-161.964														8AM to Merid: Date. 8AM to Merid: Landing party ashore having small arms target practice.	
1919-07-01	10	63.49	-161.96			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_1005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/36/6965/23696536/content/dc-metro/rg-026/585454/0002/Bear-b360/Bear-b360_1005.JPG	 			63.4942	-161.964		180	198	8	29.80	46	46		oc	CuN	10				
