YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	Amount	Flora&Fauna	People	Ships	Other		
1921-03-02	10	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	 			37.78	-122.25		270	288	2	29.88	66	50	59	bc	ci	5						
1921-03-02	11	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	 			37.78	-122.25																	
1921-03-02	12	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	 			37.78	-122.25		270	288	2	29.90	68	62	57	bc	ci	6						
1921-03-02	13	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	 			37.78	-122.25																	
1921-03-02	14	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	 			37.78	-122.25		270	288	5	29.88	67	61	56	bc	ci	1						
1921-03-02	15	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	 			37.78	-122.25																	
1921-03-02	16	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	 			37.78	-122.25		270	288	2	29.90	66	61	56	b								
1921-03-02	17	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	 			37.78	-122.25																	
1921-03-02	18	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	 			37.78	-122.25		270	288	2	29.92	60	58	55	b								
1921-03-02	19	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	 			37.78	-122.25																	
1921-03-02	20	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	 			37.78	-122.25		270	288	5	29.95	53	52	57	c	cis	9						
1921-03-02	21	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	 			37.78	-122.25																	
1921-03-02	22	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	 			37.78	-122.25		270	288	2	30.02	53	52	56	bc	cis	9						
1921-03-02	23	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	 			37.78	-122.25																	
1921-03-02	24	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0139.JPG	 			37.78	-122.25		0	0	0	30.04	54	53	56	bc	cis	9						
1921-03-03	1	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	"4PM to Mid.: Anchored 4PM to Mid.: Oakland, California"			37.78	-122.25																	
1921-03-03	2	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	 			37.78	-122.25		270	288	2	30.02	54	53	56	B.C.	cis	9						
1921-03-03	3	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	 			37.78	-122.25																	
1921-03-03	4	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	 			37.78	-122.25		270	288	2	30.02	54	53	56	B.C.	cis	5						
1921-03-03	5	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	 			37.78	-122.25																	
1921-03-03	6	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	 			37.78	-122.25		0	0	0	30.00	55	53	55	B.C.	cis	6						
1921-03-03	7	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	 			37.78	-122.25																	
1921-03-03	8	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	 			37.78	-122.25		180	198	2	30.02	54	52	56	C	N	10						
1921-03-03	9	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	 			37.78	-122.25																	
1921-03-03	10	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	 			37.78	-122.25		225	243	2	30.02	58	54	61	B.C.	cis	9						
1921-03-03	11	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	 			37.78	-122.25																	
1921-03-03	12	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	 			37.78	-122.25		225	243	2	30.06	59	55	57	ocd	N	10						
1921-03-03	13	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	 			37.78	-122.25																	
1921-03-03	14	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	 			37.78	-122.25		225	243	2	30.00	59	54	59	ocr	N	10						
1921-03-03	15	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	 			37.78	-122.25																	
1921-03-03	16	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	 			37.78	-122.25		225	243	2	29.98	58	54		oc	N	10						
1921-03-03	17	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	 			37.78	-122.25																	
1921-03-03	18	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	 			37.78	-122.25		225	243	2	30.04	54	54		oc	N	10						
1921-03-03	19	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	 			37.78	-122.25																	
1921-03-03	20	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	 			37.78	-122.25		0	0	0	30.08	54	52		oc	N	10						
1921-03-03	21	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	 			37.78	-122.25																	
1921-03-03	22	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	 			37.78	-122.25		0	0	0	30.08	52	50		b								
1921-03-03	23	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	 			37.78	-122.25																	
1921-03-03	24	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0141.JPG	 			37.78	-122.25		0	0	0	30.10	50	50		b								
1921-03-04	1	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0144.JPG	"4PM to Mid.: Anchored 4PM to Mid.: Oakland, California"			37.78	-122.25																	
1921-03-04	2	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	 			37.78	-122.25		0	0	0	30.06	49	50		b								
1921-03-04	3	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	 			37.78	-122.25																	
1921-03-04	4	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	 			37.78	-122.25		0	0	0	30.04	48	48		b								
1921-03-04	5	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	 			37.78	-122.25																	
1921-03-04	6	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	 			37.78	-122.25		0	0	0	30.00	50	50		bc	acu	5						
1921-03-04	7	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	 			37.78	-122.25																	
1921-03-04	8	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	 			37.78	-122.25		0	0	0	30.04	58	54		oc	N	10						
1921-03-04	9	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	 			37.78	-122.25																	
1921-03-04	10	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	 			37.78	-122.25		180	198	2	30.11	59	55		oc	N	10						
1921-03-04	11	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	 			37.78	-122.25																	
1921-03-04	12	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	 			37.78	-122.25		180	198	2	30.14	62	58		oc	N	10						
1921-03-04	13	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	 			37.78	-122.25																	
1921-03-04	14	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	 			37.78	-122.25		315	333	2	30.14	59	56		oc	N	10						
1921-03-04	15	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	 			37.78	-122.25																	
1921-03-04	16	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	 			37.78	-122.25		360	18	2	30.12	58	56		ocr	N	10						
1921-03-04	17	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	 			37.78	-122.25																	
1921-03-04	18	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	 			37.78	-122.25		315	333	2	30.10	57	55		oc	N	10						
1921-03-04	19	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	 			37.78	-122.25																	
1921-03-04	20	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	 			37.78	-122.25		315	333	2	30.10	56	54		oc	N	10						
1921-03-04	21	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	 			37.78	-122.25																	
1921-03-04	22	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	 			37.78	-122.25		0	0	0	30.10	55	54		ocr	N	9						
1921-03-04	23	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	 			37.78	-122.25																	
1921-03-04	24	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0143.JPG	 			37.78	-122.25		315	333	2	30.08	54	54		ocr	N	10						
1921-03-05	1	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0137.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0137.JPG	"4PM to Mid.: Anchored 4PM to Mid.: Oakland, California"			37.78	-122.25																	
1921-03-05	2	37.78	-122.25			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0137.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/35/6979/23697935/content/dc-metro/rg-026/585454/0002/Bear-b361-1921/Bear-b361-1921_0137.JPG	 			37.78	-122.25		180	198	2	30.06	54	53		ocr	N	10						
