YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	From	Amount	VisM	Flora&Fauna	Ships	Other
1925-01-01	1	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	 			37.79	-122.29																
1925-01-01	2	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	 			37.79	-122.29																
1925-01-01	3	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	 			37.79	-122.29																
1925-01-01	4	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	 			37.79	-122.29		0	0	0	30.21	48	48		bc	SCu		7				
1925-01-01	5	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	 			37.79	-122.29																
1925-01-01	6	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	 			37.79	-122.29																
1925-01-01	7	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	 			37.79	-122.29																
1925-01-01	8	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	 			37.79	-122.29		315	333	2	30.26	48	48		bz	S		4				
1925-01-01	9	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	 			37.79	-122.29																
1925-01-01	10	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	 			37.79	-122.29																
1925-01-01	11	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	 			37.79	-122.29																
1925-01-01	12	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	"Noon: Oakland, Calif."			37.79	-122.29		90	108	2	30.35	53	53		bc	S		4				
1925-01-01	13	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	 			37.79	-122.29																
1925-01-01	14	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	 			37.79	-122.29																
1925-01-01	15	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	 			37.79	-122.29																
1925-01-01	16	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	 			37.79	-122.29		315	333	2	30.33	57	57		b			0				
1925-01-01	17	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	 			37.79	-122.29																
1925-01-01	18	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	 			37.79	-122.29																
1925-01-01	19	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	 			37.79	-122.29																
1925-01-01	20	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	 			37.79	-122.29		315	333	2	30.34	50	50		b			0				
1925-01-01	21	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	 			37.79	-122.29																
1925-01-01	22	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	 			37.79	-122.29																
1925-01-01	23	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	 			37.79	-122.29																
1925-01-01	24	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0002.jpg	 			37.79	-122.29		315	333	2	30.32	48	46		b			0				
1925-01-02	1	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	 			37.79	-122.29																
1925-01-02	2	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	 			37.79	-122.29																
1925-01-02	3	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	 			37.79	-122.29																
1925-01-02	4	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	 			37.79	-122.29		0	0	0	30.36	46	46		of	SCu		10				
1925-01-02	5	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	 			37.79	-122.29																
1925-01-02	6	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	 			37.79	-122.29																
1925-01-02	7	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	 			37.79	-122.29																
1925-01-02	8	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	 			37.79	-122.29		0	0	0	30.40	40	40		bc	Ci		3				
1925-01-02	9	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	 			37.79	-122.29																
1925-01-02	10	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	 			37.79	-122.29																
1925-01-02	11	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	 			37.79	-122.29																
1925-01-02	12	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	"Noon: Oakland, Calif."			37.79	-122.29		225	243	2	30.48	50	50		bcz	CiS		2				
1925-01-02	13	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	 			37.79	-122.29																
1925-01-02	14	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	 			37.79	-122.29																
1925-01-02	15	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	 			37.79	-122.29																
1925-01-02	16	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	 			37.79	-122.29		0	0	0	30.43	53	53		bz							
1925-01-02	17	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	 			37.79	-122.29																
1925-01-02	18	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	 			37.79	-122.29																
1925-01-02	19	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	 			37.79	-122.29																
1925-01-02	20	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	 			37.79	-122.29		0	0	0	30.48	47	47		bz							
1925-01-02	21	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	 			37.79	-122.29																
1925-01-02	22	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	 			37.79	-122.29																
1925-01-02	23	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	 			37.79	-122.29																
1925-01-02	24	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0004.jpg	 			37.79	-122.29		0	0	0	30.48	42	42		bz							
1925-01-03	1	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	 			37.79	-122.29																
1925-01-03	2	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	 			37.79	-122.29																
1925-01-03	3	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	 			37.79	-122.29																
1925-01-03	4	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	 			37.79	-122.29		0	0	0	30.38	42	42		f	S		10				
1925-01-03	5	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	 			37.79	-122.29																
1925-01-03	6	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	 			37.79	-122.29																
1925-01-03	7	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	 			37.79	-122.29																
1925-01-03	8	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	 			37.79	-122.29		0	0	0	30.40	41	42		f	S		10				
1925-01-03	9	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	 			37.79	-122.29																
1925-01-03	10	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	 			37.79	-122.29																
1925-01-03	11	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	 			37.79	-122.29																
1925-01-03	12	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	"Noon: Oakland, Calif."			37.79	-122.29		0	0	0	30.48	44	44		bc	CiCu		6				
1925-01-03	13	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	 			37.79	-122.29																
1925-01-03	14	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	 			37.79	-122.29																
1925-01-03	15	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	 			37.79	-122.29																
1925-01-03	16	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	 			37.79	-122.29		315	333	2	30.40	52	52		bc	Ci		5				
1925-01-03	17	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	 			37.79	-122.29																
1925-01-03	18	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	 			37.79	-122.29																
1925-01-03	19	37.79	-122.29			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7007/23700717/content/dc-metro/rg-026/585454/0002/Bear-b362-1925/Bear-b362-1925-0006.jpg	 			37.79	-122.29																
