YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	From	Amount	VisM	Other
1922-01-01	1	37.8	-122.31			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/88/6986/23698688/content/dc-metro/rg-026/585454/0002/Bear-b361-1922/Bear-b361-1922_0002.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/88/6986/23698688/content/dc-metro/rg-026/585454/0002/Bear-b361-1922/Bear-b361-1922_0003.JPG	 			37.8	-122.31														
1922-01-01	2	37.8	-122.31			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/88/6986/23698688/content/dc-metro/rg-026/585454/0002/Bear-b361-1922/Bear-b361-1922_0002.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/88/6986/23698688/content/dc-metro/rg-026/585454/0002/Bear-b361-1922/Bear-b361-1922_0002.JPG	 			37.8	-122.31														
1922-01-01	3	37.8	-122.31			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/88/6986/23698688/content/dc-metro/rg-026/585454/0002/Bear-b361-1922/Bear-b361-1922_0002.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/88/6986/23698688/content/dc-metro/rg-026/585454/0002/Bear-b361-1922/Bear-b361-1922_0002.JPG	 			37.8	-122.31														
1922-01-01	4	37.8	-122.31			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/88/6986/23698688/content/dc-metro/rg-026/585454/0002/Bear-b361-1922/Bear-b361-1922_0002.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/88/6986/23698688/content/dc-metro/rg-026/585454/0002/Bear-b361-1922/Bear-b361-1922_0002.JPG	 			37.8	-122.31		0	0	0	30.14	56	51	52	ocr	N		10		
1922-01-01	5	37.8	-122.31			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/88/6986/23698688/content/dc-metro/rg-026/585454/0002/Bear-b361-1922/Bear-b361-1922_0002.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/88/6986/23698688/content/dc-metro/rg-026/585454/0002/Bear-b361-1922/Bear-b361-1922_0002.JPG	 			37.8	-122.31														
1922-01-01	6	37.8	-122.31			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/88/6986/23698688/content/dc-metro/rg-026/585454/0002/Bear-b361-1922/Bear-b361-1922_0002.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/88/6986/23698688/content/dc-metro/rg-026/585454/0002/Bear-b361-1922/Bear-b361-1922_0002.JPG	 			37.8	-122.31														
1922-01-01	7	37.8	-122.31			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/88/6986/23698688/content/dc-metro/rg-026/585454/0002/Bear-b361-1922/Bear-b361-1922_0002.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/88/6986/23698688/content/dc-metro/rg-026/585454/0002/Bear-b361-1922/Bear-b361-1922_0002.JPG	 			37.8	-122.31														
1922-01-01	8	37.8	-122.31			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/88/6986/23698688/content/dc-metro/rg-026/585454/0002/Bear-b361-1922/Bear-b361-1922_0002.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/88/6986/23698688/content/dc-metro/rg-026/585454/0002/Bear-b361-1922/Bear-b361-1922_0002.JPG	 			37.8	-122.31		135	153	2	30.07	54	53	52	ocr	N		10		
1922-01-01	9	37.8	-122.31			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/88/6986/23698688/content/dc-metro/rg-026/585454/0002/Bear-b361-1922/Bear-b361-1922_0002.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/88/6986/23698688/content/dc-metro/rg-026/585454/0002/Bear-b361-1922/Bear-b361-1922_0002.JPG	 			37.8	-122.31														
1922-01-01	10	37.8	-122.31			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/88/6986/23698688/content/dc-metro/rg-026/585454/0002/Bear-b361-1922/Bear-b361-1922_0002.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/88/6986/23698688/content/dc-metro/rg-026/585454/0002/Bear-b361-1922/Bear-b361-1922_0002.JPG	 			37.8	-122.31														
1922-01-01	11	37.8	-122.31			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/88/6986/23698688/content/dc-metro/rg-026/585454/0002/Bear-b361-1922/Bear-b361-1922_0002.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/88/6986/23698688/content/dc-metro/rg-026/585454/0002/Bear-b361-1922/Bear-b361-1922_0002.JPG	 			37.8	-122.31														
1922-01-01	12	37.8	-122.31			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/88/6986/23698688/content/dc-metro/rg-026/585454/0002/Bear-b361-1922/Bear-b361-1922_0002.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/88/6986/23698688/content/dc-metro/rg-026/585454/0002/Bear-b361-1922/Bear-b361-1922_0002.JPG	Noon: Oakland			37.8	-122.31		338	356	2	29.96	58	56	52	ocd	N		10		
