YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course
1946-01-01	1	60.27	-44.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	Kangikitsoq Fjord	   				
1946-01-01	2	60.27	-44.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	 	   				
1946-01-01	3	60.27	-44.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	 	   				
1946-01-01	4	60.27	-44.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	 	   				
1946-01-01	5	60.27	-44.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	 	   				
1946-01-01	6	60.27	-44.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	0658: Anchor aweigh	   				
1946-01-01	7	60.27	-44.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	 	   				
1946-01-01	8	60.13	-44.27	888		11.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	 	   				
1946-01-01	9	60.14	-44.35	888		1.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	 	   				
1946-01-01	10	60.08	-44.48	888		9.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	 	   				
1946-01-01	11	59.99	-44.55	888		12.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	 	   				
1946-01-01	12	60	-44.67	888		10		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	"1208 anchored Fredericksdal, Greenland"	   				
1946-01-01	13	60	-44.67			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	1348 underway	   				
1946-01-01	14	59.98	-44.78	270		2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	 	   				
1946-01-01	15	60.07	-45.19	290		12.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	 	   				
1946-01-01	16	60.14	-45.62	290		12.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	 	   				
1946-01-01	17	60.27	-46	306		13.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	 	   				
1946-01-01	18	60.4	-46.38	306		13		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	 	   				
1946-01-01	19	60.53	-46.76	306		13		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	 	   				
1946-01-01	20	60.71	-46.53	35		13		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	"8 PM: Entrance to SKOVFJORD, Greenland"	   				
1946-01-01	21	60.82	-46.22	60		13.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	 	   				
1946-01-01	22	60.92	-45.92	60		13		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	 	   				
1946-01-01	23	60.96	-45.63	70		11.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	 	   				
1946-01-01	24	61.1	-45.46	40		11.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0005.JPG	0039: Let go port anchor	   				
1946-01-02	1	61.16	-45.45	30		5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0006.JPG	 	   				
1946-01-02	2	61.16	-45.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0006.JPG	 	   				
1946-01-02	3	61.16	-45.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0006.JPG	 	   				
1946-01-02	4	61.16	-45.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0006.JPG	 	   				
1946-01-02	5	61.16	-45.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0006.JPG	 	   				
1946-01-02	6	61.16	-45.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0006.JPG	 	   				
1946-01-02	7	61.16	-45.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0006.JPG	 	   				
1946-01-02	8	61.16	-45.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/5479/38547998/content/dc-metro/rg-026/587169/2017-01/storis-wmec-38-1946/storis-wmec-38-1946_0006.JPG	 	   				
