YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	From	Amount	VisM	Ships	Other
1952-01-01	1	58.29	-134.4			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/5479/38547954/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1952/storis-wmec-38-1952_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/5479/38547954/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1952/storis-wmec-38-1952_0005.JPG	 			58.29	-134.4															
1952-01-01	2	58.29	-134.4			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/5479/38547954/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1952/storis-wmec-38-1952_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/5479/38547954/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1952/storis-wmec-38-1952_0005.JPG	 			58.29	-134.4															
1952-01-01	3	58.29	-134.4			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/5479/38547954/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1952/storis-wmec-38-1952_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/5479/38547954/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1952/storis-wmec-38-1952_0005.JPG	 			58.29	-134.4															
1952-01-01	4	58.29	-134.4			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/5479/38547954/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1952/storis-wmec-38-1952_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/5479/38547954/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1952/storis-wmec-38-1952_0005.JPG	 			58.29	-134.4		135	165	8	30	31			os	ns		10	4		
1952-01-01	5	58.29	-134.4			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/5479/38547954/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1952/storis-wmec-38-1952_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/5479/38547954/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1952/storis-wmec-38-1952_0005.JPG	 			58.29	-134.4															
1952-01-01	6	58.29	-134.4			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/5479/38547954/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1952/storis-wmec-38-1952_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/5479/38547954/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1952/storis-wmec-38-1952_0005.JPG	 			58.29	-134.4															
1952-01-01	7	58.29	-134.4			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/5479/38547954/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1952/storis-wmec-38-1952_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/5479/38547954/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1952/storis-wmec-38-1952_0005.JPG	 			58.29	-134.4															
1952-01-01	8	58.29	-134.4			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/5479/38547954/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1952/storis-wmec-38-1952_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/5479/38547954/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1952/storis-wmec-38-1952_0005.JPG	 			58.29	-134.4		135	165	13	29.95	33			OR	ns		10	4		
1952-01-01	9	58.29	-134.4			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/5479/38547954/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1952/storis-wmec-38-1952_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/5479/38547954/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1952/storis-wmec-38-1952_0005.JPG	 			58.29	-134.4															
1952-01-01	10	58.29	-134.4			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/5479/38547954/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1952/storis-wmec-38-1952_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/54/5479/38547954/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1952/storis-wmec-38-1952_0005.JPG	 			58.29	-134.4															
