YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	From	Amount	VisM	Ships	Other
1951-01-01	1	58.29	-134.4			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/53/5479/38547953/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1951/storis-wmec-38-1951_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/53/5479/38547953/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1951/storis-wmec-38-1951_0005.JPG	 			58.29	-134.4															
1951-01-01	2	58.29	-134.4			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/53/5479/38547953/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1951/storis-wmec-38-1951_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/53/5479/38547953/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1951/storis-wmec-38-1951_0005.JPG	 			58.29	-134.4															
1951-01-01	3	58.29	-134.4			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/53/5479/38547953/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1951/storis-wmec-38-1951_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/53/5479/38547953/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1951/storis-wmec-38-1951_0005.JPG	 			58.29	-134.4															
1951-01-01	4	58.29	-134.4			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/53/5479/38547953/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1951/storis-wmec-38-1951_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/53/5479/38547953/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1951/storis-wmec-38-1951_0005.JPG	 			58.29	-134.4					30.00	33	32		bc	cu		5	50		
1951-01-01	5	58.29	-134.4			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/53/5479/38547953/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1951/storis-wmec-38-1951_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/53/5479/38547953/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1951/storis-wmec-38-1951_0005.JPG	 			58.29	-134.4															
1951-01-01	6	58.29	-134.4			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/53/5479/38547953/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1951/storis-wmec-38-1951_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/53/5479/38547953/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1951/storis-wmec-38-1951_0005.JPG	 			58.29	-134.4															
1951-01-01	7	58.29	-134.4			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/53/5479/38547953/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1951/storis-wmec-38-1951_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/53/5479/38547953/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1951/storis-wmec-38-1951_0005.JPG	 			58.29	-134.4															
1951-01-01	8	58.29	-134.4			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/53/5479/38547953/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1951/storis-wmec-38-1951_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/53/5479/38547953/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1951/storis-wmec-38-1951_0005.JPG	 			58.29	-134.4		135	165	5	29.98	33	32		os	as		7	20		
1951-01-01	9	58.29	-134.4			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/53/5479/38547953/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1951/storis-wmec-38-1951_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/53/5479/38547953/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1951/storis-wmec-38-1951_0005.JPG	 			58.29	-134.4															
1951-01-01	10	58.29	-134.4			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/53/5479/38547953/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1951/storis-wmec-38-1951_0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/53/5479/38547953/content/dc-metro/rg-026/559642/2017-01/storis-wmec-38-1951/storis-wmec-38-1951_0005.JPG	 			58.29	-134.4															
