YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	Url_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirT	Kts	Baro	Dry	Wet	Weather	Low	Mid	High	Ceil	From	Amount	VisM	People
1946-12-28	11	33.75	-118.23					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	 						270	2				2	cu			16	270	7		
1946-12-28	12	33.75	-118.23					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	"Noon: Anchored. Terminal Island, San Pedro"						270	2				1	cu			16	270	7		
1946-12-28	13	33.75	-118.23					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	 						200	2				2			cs	99	200	7		
1946-12-28	14	33.75	-118.23					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	"1425: Got Underway. Underway, cc var. 1437 Passed through Naval Operating Base mole. "						200	2				2		as		65	200	7		
1946-12-28	15	33.73	-118.23	888		1.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	1522: Anchored. Moored berth 57 Naval Supply Depot. San Pedro.						210	2				3		as		65	210	7		
1946-12-28	16	33.72	-118.27	888		1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	 						220	1				3		as		65	220	7		
1946-12-28	17	33.72	-118.27					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	 						220	1				2			cs	99	220	7		
1946-12-28	18	33.72	-118.27					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	 						220	1				2			cs	99	220	7		
1946-12-28	19	33.72	-118.27					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	 						215	1				2			cs	99	205	7		
1946-12-28	20	33.72	-118.27					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	 						180	1				1			cs	99	180	7		
1946-12-28	21	33.72	-118.27					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	 						180	1				1			cs	99	180	7		
1946-12-28	22	33.72	-118.27					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	 						180	1				1			cs	99	180	7		
1946-12-28	23	33.72	-118.27					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	 						180	1				1			cs	99	180	7		
1946-12-28	24	33.72	-118.27					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0004.jpg	 						190	2				1			cs	99	180	7		
1946-12-29	1	33.72	-118.27					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0008.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0009.jpg	 						220	2				0				99	220	1	7	
1946-12-29	2	33.72	-118.27					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0008.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0009.jpg	 						240	1				0				99	220	1	7	
1946-12-29	3	33.72	-118.27					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0008.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0009.jpg	 						240	1				0				99	240	1	7	
1946-12-29	4	33.72	-118.27					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0008.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0009.jpg	 						240	1				0				99	240	1	7	
1946-12-29	5	33.72	-118.27					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0008.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0009.jpg	 						235	1				0				99	240	1	7	
1946-12-29	6	33.72	-118.27					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0008.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0009.jpg	 						235	1				0				99	300	1	7	
1946-12-29	7	33.72	-118.27					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0008.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0009.jpg	 						300	1				1				99	300	1	7	
1946-12-29	8	33.72	-118.27					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0008.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0009.jpg	 						300	1				1				99	300	2	7	
1946-12-29	9	33.72	-118.27					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0008.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0009.jpg	 						300	1				0				99		0	20	
1946-12-29	10	33.72	-118.27					https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0008.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7948/7794817/content/arcmedia/dc-metro/594258-navy-deck-logs/batch-y/burton-island-agb-1-1946-12/burton-island-agb-1-1946-12-0009.jpg	 						300	1				0				99		0	20	
