YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirT	Kts	Baro	Dry	Wet	Weather	Low	Mid	High	Ceil	From	Amount	VisM	Flora&Fauna	Ships	Other
1950-01-01	1	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0004.jpg	 						325	2	30.02	57	56	40						10	0.1			
1950-01-01	2	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	 						325	3	30.00	56	55	40						10	0.1			
1950-01-01	3	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	 						325	3	30.02	57	56	40						10	0.1			
1950-01-01	4	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	 						325	3	30.03	53	52	40						10	0.1			
1950-01-01	5	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	 						325	3	30.04	50	49	40						10	0.1			
1950-01-01	6	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	 						325	3	30.05	50	49	40						10	0.1			
1950-01-01	7	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	 						325	3	30.07	50	49	49						9	2			
1950-01-01	8	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	 						325	3	30.09	54	51	2						9	4			
1950-01-01	9	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	 						325	2	30.10	62	61	2	cu				150	9	2			
1950-01-01	10	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	 						325	3	30.12	62	61	2	cu				150	9	2			
1950-01-01	11	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	 						325	3	30.12	62	61	2	cu				160	9	2			
1950-01-01	12	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	"Noon: Long Beach, Cal."						325	3	30.12	59	58	2	cu				160	9	2			
1950-01-01	13	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	 						325	3	30.12	57	56	2	cu				165	9	2			
1950-01-01	14	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	 						325	3	30.12	57	56	2	cu				165	9	2			
1950-01-01	15	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	 						325	3	30.12	60	60	2	cu				180	9	2			
1950-01-01	16	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	 						325	5	30.10	56	56	1	cu			9	180	2	4			
1950-01-01	17	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	 						325	3	30.04	55	54	1	cu			9	180	2	4			
1950-01-01	18	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	 						325	3	30.10	54	53	1				9	180	2	2			
1950-01-01	19	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	 						325	3	30.10	50	51	1				9	180	2	2			
1950-01-01	20	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	 						110	3	30.10	50	50	1				99	110	9	2			
1950-01-01	21	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	 						110	3	30.10	50	50	1				99	110	9	2			
1950-01-01	22	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	 						110	3	30.11	50	50	1				99	110	9	2			
1950-01-01	23	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	 						110	3	30.10	51	51	1				99	110	9	2			
1950-01-01	24	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0003.jpg	 						110	3	30.11	57	56	1				99	110	9	2			
1950-01-02	1	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0006.jpg	 						110	2	30.11	55	53	2				99	110	9	2			
1950-01-02	2	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	 						115	2	30.11	54	53	2				99	115	9	2			
1950-01-02	3	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	 						115	2	30.11	53	52	2				99	115	9	2			
1950-01-02	4	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	 						115	2	30.04	52	52	2				99	115	5	2			
1950-01-02	5	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	 						115	3	30.04	51	51	2				99	115	5	2			
1950-01-02	6	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	 						115	3	30.04	52	52	2				9	115	5	2			
1950-01-02	7	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	 						115	5	30.04	52	52	3				6	115	10	2			
1950-01-02	8	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	 						310	3	30.10	54	54	7				99	310		7			
1950-01-02	9	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	 						240	4	30.10	60	60	7				99	240		7			
1950-01-02	10	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	 						230	4	30.10	63	63	7				99	230		7			
1950-01-02	11	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	 						230	4	30.10	63	63	7				99	230		7			
1950-01-02	12	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	"Noon: Long Beach, Cal."						230	4	30.08	63	61	2	cu			99	230	8	7			
1950-01-02	13	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	 						230	4	30.07	59	59	2	cu			74	230	8	4			
1950-01-02	14	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	 						320	4	30.06	59	59	2	cu			74	320	7	4			
1950-01-02	15	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	 						285	4	30.06	59	59	2	cu			74	285	7	4			
1950-01-02	16	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	 						255	10	30.06	55	56	60	st			50	255	10	1			
1950-01-02	17	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	 						255	10	30.06	54	54	60	st			50	255	10	1			
1950-01-02	18	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	 						255	10	30.06	54	54	50	st			50	255	10	1			
1950-01-02	19	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	 						255	5	30.06	55	54	1	cu			99	255	2	4			
1950-01-02	20	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	 						255	15	30.05	52	52	1	cu			99	255	2	4			
1950-01-02	21	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	 						255	10	30.05	52	52	1	cu			16	255	5	4			
1950-01-02	22	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	 						255	10	30.04	51	50	1	cu			16	255	5	4			
1950-01-02	23	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	 						255	10	30.04	51	50	1	cu			16	255	5	4			
1950-01-02	24	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0005.jpg	 						250	5	30.04	51	50	1	cu			16	255	5	4			
1950-01-03	1	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0007.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0008.jpg	 						250	2	30.04	50	49	1	cu			16	250	5	4			
1950-01-03	2	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0007.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0007.jpg	 						250	2	30.04	47	45	1	cu			16	250	5	4			
1950-01-03	3	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0007.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0007.jpg	 						250	2	30.04	47	45	1	cu			16	250	5	4			
1950-01-03	4	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0007.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0007.jpg	 						290	10	30.04	44	44	0				99		0	7			
1950-01-03	5	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0007.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0007.jpg	 						295	12	30.03	43	43	0				99		0	7			
1950-01-03	6	33.76	-118.24			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0007.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/33/1001/12100133/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1950-01/burton-island-agb-1-1950-01-0007.jpg	 						320	10	30.03	43	42	0				99		0	7			
