YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirT	Kts	Baro	Dry	Wet	Water	SeaT	Weather	Low	Mid	High	Ceil	From	Amount	VisM	Ships	Other
1949-01-01	1	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0005.jpg	": Naval Supply Depot, San Pedro, California"						270	3	30.10	59	58			40				4	270	10	0.25		
1949-01-01	2	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	 						270	3	30.10	54	52			40				4	270	10	0.25		
1949-01-01	3	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	 						270	3	30.10	51	50			40				5	270	10	0.25		
1949-01-01	4	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	 						270	2	30.09	49	49			40				5	270	10	0.25		
1949-01-01	5	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	500: Retarded ship's clocks one hour to conform to zone plus 8 time.						270	2	30.09	49	49			40				5	270	10	0.25		500: Retarded ship's clocks one hour to conform to zone plus 8 time.
1949-01-01	6	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	 						230	2	30.09	49	49			40				5	230	10	0.25		
1949-01-01	7	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	 						200	2	30.09	49	49			40				5	200	10	0.25		
1949-01-01	8	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	 						200	2	30.09	49	49			40				6	200	10	0.25		
1949-01-01	9	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	 						200	2	30.09	50	49			40				6	200	10	0.25		
1949-01-01	10	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	 						210	2	30.10	50	50			40				6	210	10	0.25		
1949-01-01	11	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	 						210	2	30.10	50	49			40	st			50	215	2	1		
1949-01-01	12	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	 						210	2	30.07	57	55			40	st			50	210	2	1		
1949-01-01	13	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	 						215	2	30.07	57	54			4	st			50	215	1	1		
1949-01-01	14	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	 						215	2	30.05	57	55			4	st			50	215	1	2		
1949-01-01	15	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	 						215	2	30.02	57	55			4	st			50	215	1	2		
1949-01-01	16	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	 						215	2	30.00	57	55			4	st			50	215	2	2		
1949-01-01	17	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	 						210	2	29.98	55	54			4	st			50	215	2	2		
1949-01-01	18	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	 						210	2	29.98	55	54			4	st			50	215	1	2		
1949-01-01	19	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	 						210	2	29.98	55	54			4	st			56	215	1	2		
1949-01-01	20	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	 						220	2	29.96	56	52			0				99		0	4		
1949-01-01	21	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	 						220	2	29.96	56	52			0				94		0	4		
1949-01-01	22	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	 						220	2	29.96	56	52			0				99		0	4		
1949-01-01	23	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	 						220	2	29.96	56	52			0				99		0	4		
1949-01-01	24	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0004.jpg	 						250	2	29.96	56	52			0				99		0	4		
1949-01-02	1	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	"500: Naval Supply Depot, San Pedro, California"						220	2	29.90	54	52			0				99		0	2		
1949-01-02	2	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	 						220	2	29.85	52	50			0				99		0	2		
1949-01-02	3	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	 						220	12	29.80	52	49			0				99		0	2		
1949-01-02	4	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	 						125	20	29.84	55	51			0				99		0	2		
1949-01-02	5	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	 						130	25	29.84	55	51			0				99		0	2		
1949-01-02	6	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	 						215	15	29.86	52	49			0				99		0	4		
1949-01-02	7	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	 						220	12	29.88	50	46			0				99		0	4		
1949-01-02	8	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	 						120	2	29.83	62	54			0				99		0	4		
1949-01-02	9	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	 						120	2	29.83	62	57			0				99		0	4		
1949-01-02	10	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	 						120	2	29.85	62	53			0				99		0	4		
1949-01-02	11	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	 						220	2	29.86	63	50			0				99		0	4		
1949-01-02	12	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	 						220	2	29.86	60	49			0				90		0	4		
1949-01-02	13	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	 						360	9	29.82	59	48			1	cu			26	180	3	7		
1949-01-02	14	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	 						360	15	29.81	59	48			1	cu			20	105	5	7		
1949-01-02	15	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	 						360	15	29.81	57	46			1	cu			16	180	5	7		
1949-01-02	16	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	 						360	2	29.82	56	45			1	cu			18	320	4	4		
1949-01-02	17	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	 						320	3	29.83	54	44			1	cu			22	320	3	4		
1949-01-02	18	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	 						320	3	29.85	54	44			1	cu			26	320	3	4		
1949-01-02	19	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	 						320	18	29.87	55	44			1	cu			26	180	3	4		
1949-01-02	20	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	 						180	19	29.89	56	44			1	cu			30	180	3	4		
1949-01-02	21	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	 						180	25	29.91	56	42			1	cu			30	180	3	4		
1949-01-02	22	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	 						210	20	29.94	56	45			1	cu			30	210	3	4		
1949-01-02	23	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	 						210	10	29.96	55	46			1	cu			30	210	3	4		
1949-01-02	24	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0006.jpg	 						210	10	29.96	56	46			1	cu			30	210	3	4		
1949-01-03	1	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0008.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0009.jpg	"500: NSD, San Pedro, California"						319	6	29.98	45	37			0				99		0	4	Top of Page: Tug Crawley number 10	
1949-01-03	2	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0008.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0008.jpg	 						319	2	29.98	45	37			0				99		0	4		
1949-01-03	3	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0008.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0008.jpg	 						319	2	29.98	45	37			0				99		0	4		
1949-01-03	4	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0008.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0008.jpg	 						330	2	29.98	45	37			0				99		0	4		
1949-01-03	5	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0008.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0008.jpg	 						320	2	29.98	45	37			0				99		0	4		
1949-01-03	6	33.72	-118.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0008.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/25/993/12099325/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1949-01/burton-island-agb-1-1949-01-0008.jpg	 						320	2	30.00	38	34			0				99		0	4		
