YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirT	Kts	Baro	Attd	Dry	Wet	Water	SeaT	Weather	Low	Mid	High	Ceil	From	Amount	VisM	People	Ships	Other
1948-01-01	1	-66.16	94.36	90		14.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0005.jpg	"Note: When in heavy ice, I reduce the logged speeds to be 30-50% of the posted value. They aren't making 12-14 knots in heavy ice."			-66.16	94.36	90.00	89	43	29.01		29	28	30	30	70	ns			4	89	9	4			
1948-01-01	2	-66.09	94.96	90		14.0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	 					90.00	100	29	29.03		30	29	30	30	83	ns			6	100	9	5			
1948-01-01	3	-66.06	95.55	100		13.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	 					100.00	103	31	29.04		30	29	30	30	2	stsc	as		4	100	8	6			
1948-01-01	4	-66.04	95.28	245		7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	"0405: Steering various courses and speeds approaching anchorage.  0408 Anchored off Shackleton Ice Shelf, Antarctica.  Position 95 -17'E; 66 -13' -02!S "			95 17E	66 02 13S	245.00	100	25	29.09		30	29	30	30	3	stsc	as		4	100	10	6			
1948-01-01	5	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	 						105	21	29.08		30	29	30		3	stsc	as		5	100	10	6			
1948-01-01	6	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	 						119	19	29.08		30	29	30		3	stsc	as		5	100	10	6			
1948-01-01	7	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	 						100	23	29.07		29	28	30		3	stsc			10	100	10	6			
1948-01-01	8	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	 						93	20	29.07		31	30	32		3	scst			10	100	10	7			
1948-01-01	9	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	 						130	20	29.07		31	30	32		2	scst			10	130	9	7			
1948-01-01	10	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	 						140	15	29.06		30	29	32		2	scst		cc	10	140	9	7			
1948-01-01	11	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	 						120	16	29.05		29	28	32		2	scst			10	120	9	7			
1948-01-01	12	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	 						118	20	29.04		29	28	32		2	scst			10	120	8	7			
1948-01-01	13	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	 						135	15	29.03		32	30	32			scst		ci	15	130	7	7			
1948-01-01	14	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	 						145	11	29.03		32	30	32			scst		ci	15	145	7	7			
1948-01-01	15	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	 						145	11	29.03		32	30	32		2	scst		ci	15	145	7	7			
1948-01-01	16	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	 						130	12	29.02		33	30	32		2	scst		ci	20	130	7	7			
1948-01-01	17	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	 						135	12	29.02		35	31	32		2	scst		ci	20	135	7	7			
1948-01-01	18	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	 						160	9	29.01		35	32	32		2	sc		ci	30	160	8	7			
1948-01-01	19	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	 						175	10	29.01		35	32	32		2	sc	as	cs	80	175	8	7			
1948-01-01	20	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	 						185	11	29.00		36	33	32		2	sc	as	cs	45	185	6	9			
1948-01-01	21	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	 						230	11	29.00		37	34	32		2	sc	as	csc	45	230	6	9			
1948-01-01	22	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	 						230	7	28.99		37	34	32		2	sc	as	csc	50	230	6	9			
1948-01-01	23	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	 						267	7	28.98		37	34	32		2	sc	as	ci	45	267	6	9			
1948-01-01	24	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0004.jpg	 						271	8	28.99		37	34	32		2	stsc	as	ci	40	271	8	9			
1948-01-02	1	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0007.jpg	 						250	12	28.99		37	35	32		2	st	as	ci	40	250	7	8		Top of Page: U.S.S. EDISTO 	
1948-01-02	2	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	 						250	16	28.98		39	35	32		2	st	as	cs	40	250	8	8			
1948-01-02	3	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	 						251	13	28.98		36	35	32		2	st	as	cs	25	250	5	8			
1948-01-02	4	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	 						250	10	28.99		34	33	32		2	st	as	ci	25	250	5	8			
1948-01-02	5	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	 						255	11	28.99		34	33	32		2	st	as		25	255	6	8			
1948-01-02	6	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	 						245	12	28.99		31	30	31		2	st	as		25	240	5	8			
1948-01-02	7	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	 						50	7	29.00		29	29	31		1	st	as	ci	25	50	3	8			
1948-01-02	8	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	 						105	13	29.02		30	30	31		1			cs	40	105	3	8			
1948-01-02	9	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	 						100	20	29.02		30	30	31		1			cs	40	100	3	8			
1948-01-02	10	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	 						100	23	29.04		29	28	31		1			cs	40	100	3	8			
1948-01-02	11	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	 						130	20	29.07		29	28	31		1	cu		cs	25	100	3	8			
1948-01-02	12	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	 						130	10	29.09		33	30	31		1	cu			30	130	3	8			
1948-01-02	13	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	 						110	12	29.10		33	30	31		1	cu			30	110	3	8			
1948-01-02	14	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	 						100	12	29.12		33	30	31		1	cust			30	100	3	8			
1948-01-02	15	-66.04	95.28			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	 						95	10	29.13		33	30	31		1	cust			30	95	4	8			
1948-01-02	16	-66.04	95.26	75		0.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	 					75.00	86	18	29.15		33	30	31		1	cust			30	80	3	8			
1948-01-02	17	-66.04	95.26			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	 					87.00	78	14	29.16		34	31	31		1	cust			30	78	3	8			
1948-01-02	18	-66.04	95.26			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	 					65.00	5	12	29.18		34	31	31		1	cu			30	5	2	8			
1948-01-02	19	-66.04	95.26			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	 					97.00	97	6	29.19		34	32	31		1	cust		ci	30	97	4	8			
1948-01-02	20	-66.04	95.26			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	 					118.00	103	12	29.20		34	32	31		1	cust		ci	30	103	4	8			
1948-01-02	21	-66.04	95.26			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	 					97.00	97	12	29.20		34	30	31		1	cust		ci	35	97	4	8			
1948-01-02	22	-66.04	95.26			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	 					90.00	90	12	29.21		34	30	31		1	cust			35	90	4	8			
1948-01-02	23	-66.04	95.26			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	 					108.00	105	12	29.22		34	30	31		1	scst			35	105	4	8			
1948-01-02	24	-66.04	95.26			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0006.jpg	 					94.00	100	15	29.22		38	35	32		1	sc	as	ci	99	100	2	8			
1948-01-03	1	-66.04	95.26			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0008.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0008.jpg	 					130.00	125	18	29.22		34	31	32		1	sc	ac	cs	99	125	4	8			
1948-01-03	2	-66.04	95.26			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0008.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0008.jpg	 					101.00	115	15	29.22		33	31	32		1	sc	as	cs	99	115	2	8			
1948-01-03	3	-66.04	95.26			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0008.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0008.jpg	 					100.00	110	20	29.21		32	30	32		1	sc		cs	99	110	2	8			
1948-01-03	4	-66.04	95.26			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0008.jpg	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/89/984/12098489/content/arcmedia/dc-metro/594258-navy-deck-logs/00003/burton-island-agb-1-1948-01/burton-island-agb-1-1948-01-0008.jpg	 					110.00	95	18	29.21		29	30	32		1	sc	ac		99	115	2	8			
