YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	From	Amount	VisM	People	Ships
1931-04-26	1	50.16	-125.34			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/22/6661/23666122/content/dc-metro/rg-026/585454/0002/Shoshone-b2199/Shoshone-b2199_0134.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/22/6661/23666122/content/dc-metro/rg-026/585454/0002/Shoshone-b2199/Shoshone-b2199_0134.JPG	"0100: Anchored. Plumper Bay, B. C."																			
1931-04-26	2	50.16	-125.34			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/22/6661/23666122/content/dc-metro/rg-026/585454/0002/Shoshone-b2199/Shoshone-b2199_0134.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/22/6661/23666122/content/dc-metro/rg-026/585454/0002/Shoshone-b2199/Shoshone-b2199_0134.JPG	 																			
1931-04-26	3	50.16	-125.34			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/22/6661/23666122/content/dc-metro/rg-026/585454/0002/Shoshone-b2199/Shoshone-b2199_0134.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/22/6661/23666122/content/dc-metro/rg-026/585454/0002/Shoshone-b2199/Shoshone-b2199_0134.JPG	 																			
1931-04-26	4	50.16	-125.34			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/22/6661/23666122/content/dc-metro/rg-026/585454/0002/Shoshone-b2199/Shoshone-b2199_0134.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/22/6661/23666122/content/dc-metro/rg-026/585454/0002/Shoshone-b2199/Shoshone-b2199_0134.JPG	 						0	0	0	30.02	53	50		o	A-cu		10	20		
1931-04-26	5	50.16	-125.34			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/22/6661/23666122/content/dc-metro/rg-026/585454/0002/Shoshone-b2199/Shoshone-b2199_0134.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/22/6661/23666122/content/dc-metro/rg-026/585454/0002/Shoshone-b2199/Shoshone-b2199_0134.JPG	0542: Got Underway																			
1931-04-26	6	50.23	-125.38	345		3.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/22/6661/23666122/content/dc-metro/rg-026/585454/0002/Shoshone-b2199/Shoshone-b2199_0134.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/22/6661/23666122/content/dc-metro/rg-026/585454/0002/Shoshone-b2199/Shoshone-b2199_0134.JPG	0638: Chatham Pt Lt abm.					345	0	0	0	30.02	53	49	48	c	s cu		7	20		
1931-04-26	7	50.37	-125.56	299		11.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/22/6661/23666122/content/dc-metro/rg-026/585454/0002/Shoshone-b2199/Shoshone-b2199_0134.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/22/6661/23666122/content/dc-metro/rg-026/585454/0002/Shoshone-b2199/Shoshone-b2199_0134.JPG	0738: Vanisttart beacon abm.					299	0	0	0	30.01	55	50	46	bc	a cu		4	20		
1931-04-26	8	50.39	-125.87	272		12.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/22/6661/23666122/content/dc-metro/rg-026/585454/0002/Shoshone-b2199/Shoshone-b2199_0134.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/22/6661/23666122/content/dc-metro/rg-026/585454/0002/Shoshone-b2199/Shoshone-b2199_0134.JPG	"0800: cc 272. 0805 Helmcken Lt close abm, cc 301."			50 23 30 N	125 52W	272	0	0	0	30.00	56	50	46	bc	a cu		4	20		
1931-04-26	9	50.47	-126.16	299		12.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/22/6661/23666122/content/dc-metro/rg-026/585454/0002/Shoshone-b2199/Shoshone-b2199_0134.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/22/6661/23666122/content/dc-metro/rg-026/585454/0002/Shoshone-b2199/Shoshone-b2199_0134.JPG	 					276	45	71	2	30.01	60	52	46	bc	A-cu		4	20		
1931-04-26	10	50.5	-126.49	276		12.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/22/6661/23666122/content/dc-metro/rg-026/585454/0002/Shoshone-b2199/Shoshone-b2199_0134.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/22/6661/23666122/content/dc-metro/rg-026/585454/0002/Shoshone-b2199/Shoshone-b2199_0134.JPG	1022: Cracroft Lt close abm.					276	45	71	2	30.00	60	52	46	bc	a cu		5	20		
