YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	From	Amount	VisM	Flora&Fauna	Ships
1933-04-28	19	55.24	-160.55			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0532.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0532.JPG	 																			
1933-04-28	20	55.24	-160.55			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0532.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0532.JPG	 						169	188	13	29.44	44	41		op	cu-n	180	10	4		
1933-04-28	21	55.24	-160.55			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0532.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0532.JPG	 																			
1933-04-28	22	55.24	-160.55			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0532.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0532.JPG	 																			
1933-04-28	23	55.24	-160.55			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0532.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0532.JPG	 																			
1933-04-28	24	55.24	-160.55			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0532.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0532.JPG	 						191	210	8	29.35	42	41		or	n	180	10	7		
1933-04-29	1	55.24	-160.55			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	 																			
1933-04-29	2	55.24	-160.55			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	 																			
1933-04-29	3	55.24	-160.55			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	 																			
1933-04-29	4	55.24	-160.55			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	 						270	289	2	29.30	42	40		or	n	225	10	7		
1933-04-29	5	55.24	-160.55			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	 																			
1933-04-29	6	55.24	-160.55			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	 																			
1933-04-29	7	55.24	-160.55			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	"0702: Got Underway. cc var to Delarof Harbor. 0750 Anchored in Delarof Harbor. Brgs: Flagpole 322; Cross Id 671/2, Can Buoy 117"																			
1933-04-29	8	55.17	-160.5	888		9.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	 					v	135	154	2	29.29	39	37	36	or	n	135	10	7		
1933-04-29	9	55.17	-160.5			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	0950: Got Underway																			
1933-04-29	10	55.21	-160.43	888		3.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	"1000: Standing thru Popof Straits, cc var."					v	135	154	5	29.31	40	38	36	or	n	135	10	7		
1933-04-29	11	55.39	-160.49	888		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	1107: Standing thru Unga Straits. 1144 cc 243					0	68	86	8	29.32	40	38	36	op	n	90	10	7		
1933-04-29	12	55.42	-160.83	243		12.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	 			55 25N	160 50W	243	68	86	5	29.33	46	43	36	cp	n	90	8	7		
1933-04-29	13	55.34	-161.19	270		13.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	 					270	259	278	2	29.35	44	41	36	cp	cu n	270	8	20		
1933-04-29	14	55.3	-161.57	239		13.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	 					239	292	312	8	29.36	44	42	36	or	n	270	10	7		
1933-04-29	15	55.19	-161.9	189		13.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	 					189	225	244	5	29.41	44	40	36	c	cu n	225	7	20		
1933-04-29	16	55.02	-162.04	263		13.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	"1606: Stopped. Drifting. 1650 Underway, cc 263."					263	315	334	19	29.42	43	40	36	c	cu n	225	8	20		
1933-04-29	17	55.01	-162.13	263		3.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	1732: cc 242.					263	315	334	19	29.48	43	40	36	c	cu n	270	9	20		
1933-04-29	18	54.95	-162.49	253		12.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	1850: cc 226					228	315	334	19	29.52	41	39	38	c	cu n	315	9	7		
1933-04-29	19	54.82	-162.79	239		13		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	1952: cc 252					226	326	345	24	29.53	41	39	38	c	a-cu	315	7	20		
1933-04-29	20	54.65	-163	229		12.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	2000 Off Cape Pankof					252	326	345	24	29.62	40	38	38	c	cu-n	315	8	20		
1933-04-29	21	54.59	-163.27	252		9.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	 					252	315	334	13	29.66	40	38	36	c	cu-n	315	7	20		
1933-04-29	22	54.52	-163.6	252		11.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	 					252	225	244	13	29.64	40	38	36	c	cu-n	315	5	20		
1933-04-29	23	54.44	-163.96	252		13.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	 					252	315	334	24	29.72	40	38	36	c	cu-n	315	5	20		
1933-04-29	24	54.36	-164.33	252		13.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0533.JPG	 					252	315	334	24	29.78	40	38	36	c	cu-n	315	8	20		
1933-04-30	1	54.37	-164.7	275		12.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	 					275	315	334	24	29.82	38	37	36	oq	cu-n	315	10	7		
1933-04-30	2	54.37	-165.01	275		10.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	 					275	315	334	30	29.86	38	37	36	o	cu-n	315	10	20		
1933-04-30	3	54.37	-165.28	275		9.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	 					275	315	334	24	29.88	38	37	36	o	cu-n	315	10	20		
1933-04-30	4	54.36	-165.53	270		8.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	0400: cc 275. 0412 cc 255. 					270	315	334	19	29.94	38	36	36	o	cu-n	315	10	20		
1933-04-30	5	54.32	-165.83	259		10.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	0546: cc 225					255	315	334	19	29.98	38	36	36	or	n	315	10	7		
1933-04-30	6	54.24	-166.13	248		11.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	 					225	315	334	19	29.99	37	35	36	os	n	315	10	7		
1933-04-30	7	54.09	-166.38	225		11.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	0701: cc 200. 0717 cc 212. 0737 cc 195					225	315	334	24	30.04	36	34	40	os	n	315	10	4		
1933-04-30	8	53.89	-166.51	202		11.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	"0815: Moored. Alaska Commercial CO. Dock, Unalaska."					212	315	334	19	30.07	36	34	38	cqs	s-cu	315	8	7		
1933-04-30	9	53.88	-166.53	210		0.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	0900: Set all clocks back one hour to comply with 165th Meridian Zone Time.						315	334	13	30.10	36	34	38	cs	n	315	9	7		0900: USCGC Alert
1933-04-30	10	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	 																			
1933-04-30	11	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	 																			
1933-04-30	12	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	 						315	334	5	30.11	56	46		c	n	315	7	20		
1933-04-30	13	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	 																			
1933-04-30	14	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	 																			
1933-04-30	15	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	 																			
1933-04-30	16	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	 						315	334	5	30.08	60	52		c	s-cu	315	8	20		
1933-04-30	17	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	 																			
1933-04-30	18	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	 																			
1933-04-30	19	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	 																			
1933-04-30	20	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	 						45	64	5	30.03	48	42		os	cu-n	45	10	20		
1933-04-30	21	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	 																			"2115: USS Argonne, Gannet and Swallow."
1933-04-30	22	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	 																			
1933-04-30	23	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	 																			
1933-04-30	24	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0534.JPG	 						45	64	5	29.98	43	41		c	s-cu	45	10	20		
1933-05-01	1	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	 																			
1933-05-01	2	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	 																			
1933-05-01	3	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	 																			
1933-05-01	4	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	 						315	334	5	29.82	40	38		os	n	315	10	4		
1933-05-01	5	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	 																			0550: USBF Penguin
1933-05-01	6	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	 																			
1933-05-01	7	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	 																			
1933-05-01	8	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	 						315	334	8	29.76	45	39		o	n	315	10	20		
1933-05-01	9	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	 																			
1933-05-01	10	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	 																			
1933-05-01	11	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	 																			
1933-05-01	12	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	Noon: Unalaska						45	64	8	29.73	40	36		cs	n	22.5	9	7		
1933-05-01	13	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	 																			
1933-05-01	14	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0540.JPG	 																			
