YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	From	Amount	VisM	Flora&Fauna	Ships
1933-04-18	1	53.38	-129.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	0100: Anchored. Coghlan Anchorage. Brgs: Observation Pt 210; Thom Pt 154.																			
1933-04-18	2	53.38	-129.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	 																			
1933-04-18	3	53.38	-129.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	 																			
1933-04-18	4	53.38	-129.27			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	0428: Got Underway. cc var up Grenville Channel and lthen up Arthur Passage.						0	0	0	30.08	44	42		od	n	247.5	10	20		
1933-04-18	5	53.42	-129.42	310		7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	 					310	248	276	2	30.08	44	41	44	om	cu-n	247.5	10	7		
1933-04-18	6	53.62	-129.72	310		15.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	 					310	248	276	2	30.10	40	38	42	or	n	225	10	7		
1933-04-18	7	53.82	-129.99	318		15.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	 					318	180	208	2	30.10	40	38	42	o	cu-n	180	10	7		
1933-04-18	8	54	-130.22	346		15.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	0837: cc 326					346	135	163	2	30.10	42	40	42	o	cu-n	180	10	7		
1933-04-18	9	54.22	-130.45	326		15.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	 					326	135	163	2	30.10	43	41	42	o	cu-n	180	10	20		
1933-04-18	10	54.45	-130.57	345		15.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	 					345	135	163	2	30.10	51	46	42	o	s-cu	180	10	20		
1933-04-18	11	54.67	-130.81	321		15.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	1140: Tree Pt ats cc 341					321	135	163	2	30.12	48	44	42	o	s-cu	180	10	20		
1933-04-18	12	54.87	-131.02	341		15.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	 			54 52N	131 1W	341	135	163	2	30.12	48	44	42	om	n	180	10	20		
1933-04-18	13	55.09	-131.13	341		15.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	 					341	135	163	2	30.12	44	40	42	om	n	180	10	7		
1933-04-18	14	55.25	-131.47	318		15.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	"1450: Moored. Alaska Steamship Dock, Ketchikan"					318	135	163	2	30.14	45	42	42	or	n	225	10	7		
1933-04-18	15	55.34	-131.65	318		8.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	 					v	135	163	2	30.14	45	42	42	or	n	225	10	7		
1933-04-18	16	55.34	-131.65			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	 						135	163	5	30.14	44	42		or	n	180	10	7		
1933-04-18	17	55.34	-131.65			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	 																			
1933-04-18	18	55.34	-131.65			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	 																			
1933-04-18	19	55.34	-131.65			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	 																			
1933-04-18	20	55.34	-131.65			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	 						135	163	5	30.15	43	41		or	n	180	10	7		
1933-04-18	21	55.34	-131.65			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	 																			
1933-04-18	22	55.34	-131.65			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	 																			
1933-04-18	23	55.34	-131.65			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	 																			
1933-04-18	24	55.34	-131.65			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0522.JPG	 						180	208	0	30.20	44	42		or	n	135	10	7		
1933-04-19	1	55.34	-131.65			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	 																			
1933-04-19	2	55.34	-131.65			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	 																			
1933-04-19	3	55.34	-131.65			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	 																			
1933-04-19	4	55.34	-131.65			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	 						135	163	5	30.24	43	42		or	n	180	10	7		
1933-04-19	5	55.34	-131.65			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	 																			
1933-04-19	6	55.34	-131.65			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	0630: Got Underway. cc var																			
1933-04-19	7	55.42	-131.81	316		6.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	 					316	45	73	2	30.30	44	40	42	or	n	90	10	7		
1933-04-19	8	55.54	-132.14	302		12		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	8AM: Off Niblack Pt					302	135	163	13	30.28	44	40	42	od	n	135	10	7		
1933-04-19	9	55.7	-132.3	328		11.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	 					328	135	163	19	30.26	44	42	42	o	n	135	10	7		
1933-04-19	10	55.87	-132.46	328		11		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	 					328	135	163	19	30.27	44	42	42	oq	n	135	10	7		
1933-04-19	11	56.01	-132.67	328		10.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	1156: Harrington Pt ats					328	135	163	19	30.26	45	43	42	oq	n	135	10	7		
1933-04-19	12	56.18	-132.76	331		10.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	"1200-1600: Standing up Clarence Strait, Stikine Strat into Wrangell Narrows. Noon: Mariposa Rock Buoy"					11	135	163	19	30.26	45	45	42	oq	n	135	10	7		
1933-04-19	13	56.34	-132.61	12		10.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	 					12	135	163	19	30.26	45	44	42	or	n	135	10	7		
1933-04-19	14	56.48	-132.76	280		10.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	 					280	101	129	8	30.28	48	46	42	or	n	135	10	7		
1933-04-19	15	56.6	-132.98	350		10.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	 					350	101	129	8	30.30	48	46	42	or	n	135	10	7		
1933-04-19	16	56.71	-132.94	338		8.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	"1653: Anchored. Brgs: Prowely Rock Beacon 45, Can Buoy 24; Nine Buoy 244."					338	101	129	8	30.30	48	46	42	or	n	135	10	7		
1933-04-19	17	56.82	-132.95	888		8.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	 					v	45	73	8	30.30	48	46	42	or	n	45	10	7		
1933-04-19	18	56.82	-132.95			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	 						34	62	5	30.30	46	44		or	n	45	10	7		
1933-04-19	19	56.82	-132.95			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	 																			
1933-04-19	20	56.82	-132.95			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	 						34	62	5	30.30	45	44		or	n	45	10	7		
1933-04-19	21	56.82	-132.95			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	 																			
1933-04-19	22	56.82	-132.95			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	 																			
1933-04-19	23	56.82	-132.95			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	 																			
1933-04-19	24	56.82	-132.95			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0523.JPG	 						45	73	2	30.30	46	44		or	n	45	10	7		
1933-04-20	1	56.82	-132.95			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	 																			
1933-04-20	2	56.82	-132.95			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	 																			
1933-04-20	3	56.82	-132.95			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	 																			
1933-04-20	4	56.82	-132.95			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	 						0	0	0	30.31	48	46		od	n	67.5	10	7		
1933-04-20	5	56.82	-132.95			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	 																			
1933-04-20	6	56.82	-132.95			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	0628: Got Underway. cc var. 0650 cc 340.																			
1933-04-20	7	56.92	-132.93	350		6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	0719: cc 319. 0739 cc 300 Cape Strait abm					350	135	163	5	30.30	49	46	42	o	cu-n	90	10	20		
1933-04-20	8	57.05	-133.2	300		14.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	 			57 3N	133 12W	300	135	163	8	30.30	49	46	40	o	cu-n	135	10	20		
1933-04-20	9	57.17	-133.61	300		15.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	 					300	135	163	8	30.27	48	46	40	o	cu-n	135	10	7		
1933-04-20	10	57.44	-133.67	347		15.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	"1047: Pt Hugh Lt atp, standing into Stephens Passage."					347	135	163	8	30.26	48	46	40	or	n	135	10	7		
1933-04-20	11	57.69	-133.76	347		15.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	 					347	135	166	8	30.25	48	46	40	or	n	135	10	7		
1933-04-20	12	57.92	-133.95	333		15		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	 			57 55N	133 57W	333	135	166	5	30.25	48	46	40	or	n	135	10	7		
1933-04-20	13	58.11	-134.1	326		11.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	 					326	292	324	5	30.25	45	43	40	or	n	270	10	4		
1933-04-20	14	58.26	-134.34	316		11.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	"1418: Moored. Government Dock, Juneau"					316	270	301	2	30.25	48	46	40	or	n	270	10	4		1410: USCGC Tallapoosa
1933-04-20	15	58.3	-134.43	318		2.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	 					v														
1933-04-20	16	58.3	-134.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	 						45	76	2	30.22	50	48		or	n		10	4		
1933-04-20	17	58.3	-134.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	 																			
1933-04-20	18	58.3	-134.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	 																			
1933-04-20	19	58.3	-134.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23666704/content/dc-metro/rg-026/585454/0002/Shoshone-b2200/Shoshone-b2200_0524.JPG	 																			
