YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	Url_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	Baro	Attd	Dry	Wet	Water	Ships	Other
1944-06-04	23	51.86	-176.63			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/594258/0016/Black-Hawk-AD-9-1944-06/Black-Hawk-AD-9-1944-06-0013.jpg								30.04		41	38	40		
1944-06-04	24	51.86	-176.63			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/594258/0016/Black-Hawk-AD-9-1944-06/Black-Hawk-AD-9-1944-06-0013.jpg								30.04		41	39	40		
1944-06-05	1	51.86	-176.63			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/594258/0016/Black-Hawk-AD-9-1944-06/Black-Hawk-AD-9-1944-06-0015.jpg	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/594258/0016/Black-Hawk-AD-9-1944-06/Black-Hawk-AD-9-1944-06-0016.jpg							30.04		40	38	40		
1944-06-05	2	51.86	-176.63			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/594258/0016/Black-Hawk-AD-9-1944-06/Black-Hawk-AD-9-1944-06-0015.jpg								30.04		41	39	40		
1944-06-05	3	51.86	-176.63			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/594258/0016/Black-Hawk-AD-9-1944-06/Black-Hawk-AD-9-1944-06-0015.jpg								30.04		40	38	40		
1944-06-05	4	51.86	-176.63			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/594258/0016/Black-Hawk-AD-9-1944-06/Black-Hawk-AD-9-1944-06-0015.jpg								30.04		41	39	40		
1944-06-05	5	51.86	-176.63			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/594258/0016/Black-Hawk-AD-9-1944-06/Black-Hawk-AD-9-1944-06-0015.jpg								30.04		41	39	40		
1944-06-05	6	51.86	-176.63			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/594258/0016/Black-Hawk-AD-9-1944-06/Black-Hawk-AD-9-1944-06-0015.jpg								30.04		41	39	40		
1944-06-05	7	51.86	-176.63			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/594258/0016/Black-Hawk-AD-9-1944-06/Black-Hawk-AD-9-1944-06-0015.jpg								30.05		41	39	40		
1944-06-05	8	51.86	-176.63			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/594258/0016/Black-Hawk-AD-9-1944-06/Black-Hawk-AD-9-1944-06-0015.jpg								30.06		42	40	40		
1944-06-05	9	51.86	-176.63			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/594258/0016/Black-Hawk-AD-9-1944-06/Black-Hawk-AD-9-1944-06-0015.jpg								30.07		42	40	40		
1944-06-05	10	51.86	-176.63			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/594258/0016/Black-Hawk-AD-9-1944-06/Black-Hawk-AD-9-1944-06-0015.jpg								30.08		44	42	40		
1944-06-05	11	51.86	-176.63			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/594258/0016/Black-Hawk-AD-9-1944-06/Black-Hawk-AD-9-1944-06-0015.jpg								30.08		46	44	40		
1944-06-05	12	51.86	-176.63			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/594258/0016/Black-Hawk-AD-9-1944-06/Black-Hawk-AD-9-1944-06-0015.jpg		Noon: Sweeper Cove						30.08		46	44	40		
1944-06-05	13	51.86	-176.63			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/594258/0016/Black-Hawk-AD-9-1944-06/Black-Hawk-AD-9-1944-06-0015.jpg								30.08		46	43	40		
1944-06-05	14	51.86	-176.63			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/594258/0016/Black-Hawk-AD-9-1944-06/Black-Hawk-AD-9-1944-06-0015.jpg								30.10		47	43	40		
1944-06-05	15	51.86	-176.63			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/594258/0016/Black-Hawk-AD-9-1944-06/Black-Hawk-AD-9-1944-06-0015.jpg								30.12		47	43	40		
1944-06-05	16	51.86	-176.63			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/594258/0016/Black-Hawk-AD-9-1944-06/Black-Hawk-AD-9-1944-06-0015.jpg								30.12		49	44	40		
