YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Attd	Dry	Wet	Water	Weather	Clouds	Clear	People	Ships	Other	
1882-01-01	1	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	 						225	212	5	30.13	66	56	53		ocl	ni	0				
1882-01-01	2	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	 						146	133	9	30.12	66	56	53		oc	ni	0				
1882-01-01	3	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	 						124	111	12	30.13	65	56	53		ocpq	ni	0				
1882-01-01	4	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	 						180	167	9	30.14	64	56	53		ocpq	ni	9				
1882-01-01	5	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	 						180	167	3	30.15	64	53	51		boc	ni	9				
1882-01-01	6	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	 						315	302	2	30.15	65	51	50		boc	ni	9				
1882-01-01	7	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	 						135	122	1	30.15	65	51	50		boc	ni	8				
1882-01-01	8	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	 						135	122	1	30.15	61	51	49		boc	ni	9				
1882-01-01	9	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	 						315	302	1	30.20	63	52	51		bcr	ni	2				
1882-01-01	10	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	 						0	0	0	30.21	65	55	52		oc	ni	0				
1882-01-01	11	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	 						0	0	0	30.21	67	54	50		bc	ni	1				
1882-01-01	12	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	"Noon: Villefranche, France"						0	0	0	30.21	62	54	51		oc	ni	0				
1882-01-01	13	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	 						236	223	2	30.19	64	54	51		oc	ni	0				
1882-01-01	14	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	 						180	167	1	30.20	64	53	50		ocd	ni	0				
1882-01-01	15	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	 						203	190	1	30.20	64	53	51		ocd	ni	0				
1882-01-01	16	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	 						203	190	1	30.20	64	53	51		ocd	ni	0				
1882-01-01	17	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	 						0	0	0	30.20	64	52	50		oc	ni	0				
1882-01-01	18	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	 						0	0	0	30.20	63	50	49		bc	ni	5				
1882-01-01	19	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	 						0	0	0	30.20	61	50	49		bc	cu	8				
1882-01-01	20	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	 						0	0	0	30.20	63	50	49		bc	cu	8				
1882-01-01	21	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	 						360	347	1	30.22	66	50	49		bc	cu	8				
1882-01-01	22	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	 						360	347	1	30.23	65	50	48		bc	cu	8				
1882-01-01	23	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	 						360	347	5	30.23	64	51	49		bc	ci	6				
1882-01-01	24	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-150.JPG	 						360	347	2	30.23	58	51	48		bc	ci	2				
1882-01-02	1	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	 						349	336	2	30.22	56	51	47		bc	ci	9				
1882-01-02	2	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	 						349	336	5	30.21	55	51	47		b	-	10				
1882-01-02	3	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	 						349	336	2	30.20	55	51	47		b	-	10				
1882-01-02	4	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	 						360	347	2	30.19	55	51	47		b	-	10				
1882-01-02	5	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	 						349	336	5	30.18	55	50	45		bc	cu	5				
1882-01-02	6	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	 						349	336	5	30.18	55	51	45		bc	cu	4				
1882-01-02	7	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	 						349	336	2	30.18	55	51	45		bc	cu	4				
1882-01-02	8	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	 						349	336	2	30.18	56	51	45		bc	cu	5				
1882-01-02	9	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	 						225	212	2	30.18	57	51	46		bc	cu	7				
1882-01-02	10	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	 						225	212	2	30.19	58	52	47		bc	cu	8				
1882-01-02	11	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	 						158	145	2	30.20	60	53	48		bc	cu	9				
1882-01-02	12	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	"Noon: Villefranche, France"						158	145	1	30.20	60	53	48		bc	cu	9				
1882-01-02	13	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	 						113	100	2	30.18	60	53	48		bc	cu	2				
1882-01-02	14	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	 						135	122	2	30.18	60	54	50		bc	cu	4				
1882-01-02	15	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	 						158	145	1	30.18	60	55	51		bc	ci	6				
1882-01-02	16	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	 						158	145	1	30.18	62	54	49		bc	ci	2				
1882-01-02	17	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	 						11	358	1	30.19	61	51	49		bc	ci	2				
1882-01-02	18	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	 						11	358	1	30.19	61	52	49		bc	ci	2				
1882-01-02	19	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	 						225	212	1	30.19	61	51	47		bc	ci	5				
1882-01-02	20	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	 						225	212	1	30.19	60	51	48		bc	ci	5				
1882-01-02	21	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	 						360	347	1	30.20	60	51	47		bz	cu	6				
1882-01-02	22	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	 						349	336	1	30.20	52	51	47		cz	ci	2				
1882-01-02	23	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	 						349	336	1	30.20	58	51	46		bc	ci	9				
1882-01-02	24	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-151.JPG	 						0	0	0	30.20	60	51	46		bc	ci	9				
1882-01-03	1	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	 						0	0	0	30.16	59	50	48		b	-	10				
1882-01-03	2	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	 						0	0	0	30.17	59	50	48		b	-	10				
1882-01-03	3	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	 						225	212	1	30.17	61	50	48		b	-	10				
1882-01-03	4	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	 						270	257	1	30.16	61	50	48		bc	ci	6				
1882-01-03	5	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	 						315	302	1	30.16	61	50	48		bc	ci	6				
1882-01-03	6	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	 						315	302	1	30.16	59	50	48		bc	ci	7				
1882-01-03	7	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	 						315	302	1	30.15	58	51	49		bc	ci	6				
1882-01-03	8	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	 						315	302	1	30.15	58	51	53		bc	ci	8				
1882-01-03	9	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	 						0	0	0	30.16	58	57	53		b	-	10				
1882-01-03	10	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	 						0	0	0	30.14	60	58	54		b	-	10				
1882-01-03	11	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	 						270	257	1	30.13	62	59	54		b	-	10				
1882-01-03	12	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	"Noon: Villefranche, France"						270	257	1	30.11	63	59	54		b	-	10				
1882-01-03	13	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	 						270	257	1	30.09	63	59	54		b	-	10				
1882-01-03	14	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	 						270	257	1	30.07	63	58	53		b	-	10				
1882-01-03	15	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	 						270	257	1	30.03	63	57	53		bc	ci	9				
1882-01-03	16	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	 						270	257	1	30.04	63	56	52		bc	ci	9				
1882-01-03	17	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	 						0	0	0	30.03	61	55	51		b	-	10				
1882-01-03	18	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	 						270	257	1	30.03	60	54	51		b	-	10				
1882-01-03	19	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	 						0	0	0	30.02	60	54	51		b	-	10				
1882-01-03	20	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	 						0	0	0	30.02	60	54	51		b	-	10				
1882-01-03	21	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	 						0	0	0	30.02	59	52	49		bc	ci cu	2				
1882-01-03	22	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	 						45	32	1	29.98	61	52	49		bc	cu ni	1				
1882-01-03	23	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	 						45	32	2	29.97	60	54	50		oc	cu ni	0				
1882-01-03	24	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-152.JPG	 						90	77	2	29.95	61	55	50		oc	cu ni	0				
1882-01-04	1	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-153.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-153.JPG	 						180	167	2	29.95	60	55	50		cu	cu	0				
1882-01-04	2	43.70	7.32			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-153.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lancaster-033/581208-lancaster-033-153.JPG	 						180	167	1	29.93	60	55	50		ocr	ni	0				
