YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Water	Weather	Other
1864-01-02	18	21.44	-105.31	225		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	"1800: Posn: 21.442, -105.305. San Blas brg N Mag 6 miles. Took Departure."					sxe	225	234	2	29.94		74	bc	
1864-01-02	19	21.38	-105.43	225		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	 					sxe								
1864-01-02	20	21.33	-105.54	225		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	 					sxe								
1864-01-02	21	21.27	-105.66	225		7.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	 					sxe	225	234	2			74	bc	
1864-01-02	22	21.21	-105.78	225		7.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	 					"sxe,sse"								
1864-01-02	23	21.15	-105.90	225		7.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	 					sse								
1864-01-02	24	21.09	-106.02	225		7.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	 					se	0	0	0			74	r	
1864-01-03	1	21.03	-106.14	225		7.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	 						135	144	5	29.98	74	74	r	
1864-01-03	2	20.97	-106.26	225		7.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	 													
1864-01-03	3	20.91	-106.38	225		7.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	 													
1864-01-03	4	20.80	-106.39	168.75		7.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	 						135	144						
1864-01-03	5	20.69	-106.40	168.75		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	 													
1864-01-03	6	20.60	-106.41	168.75		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	 												bc	
1864-01-03	7	20.52	-106.42	168.75		5.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	 									29.93	75	75		
1864-01-03	8	20.43	-106.43	168.75		5.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	 						0	0	0					
1864-01-03	9	20.34	-106.44	168.75		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	 						0	0	0					
1864-01-03	10	20.26	-106.44	163		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	1030: Hove To. Boarded steamer.													
1864-01-03	11	20.19	-106.43	157.5		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	1100: Got Underway						0	0	0					
1864-01-03	12	20.12	-106.38	135		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	 			20 7N	106 23W		0	0	0	30.00	76	75	bc	
1864-01-03	13	20.06	-106.32	123.75		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-005/581208-lancaster-005-067.JPG	 					sexe	888	888	2	30.00	76	75	bc	
