YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	Url_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	Dir	Force	Baro	Dry	Water	Weather	Ships	Other
1859-05-12	1	39.89	-75.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-001/581208-lancaster-001-003.JPG		 													
1859-05-12	2	39.89	-75.18			a		3		 													
1859-05-12	3	39.89	-75.18			a		3		 													
1859-05-12	4	39.89	-75.18			a		3		 													
1859-05-12	5	39.89	-75.18			a		3		 													
1859-05-12	6	39.89	-75.18			a		3		 													
1859-05-12	7	39.89	-75.18			a		3		 													
1859-05-12	8	39.89	-75.18			a		3		 													
1859-05-12	9	39.89	-75.18			a		3		 													
1859-05-12	10	39.89	-75.18			a		3		 													
1859-05-12	11	39.89	-75.18			a		3		 													
1859-05-12	12	39.89	-75.18			a		3		Noon: Philadelphia Navy Yard.													
1859-05-12	13	39.89	-75.18			a		3		 													
1859-05-12	14	39.89	-75.18			a		3		 													
1859-05-12	15	39.89	-75.18			a		3		 													
1859-05-12	16	39.89	-75.18			a		3		 													
1859-05-12	17	39.89	-75.18			a		3		 													1730: The USS Lancaster was put into commission.
1859-05-12	18	39.89	-75.18			a		3		 													
1859-05-12	19	39.89	-75.18			a		3		 													
1859-05-12	20	39.89	-75.18			a		3		 													
1859-05-12	21	39.89	-75.18			a		3		 						e	2				b		
1859-05-12	22	39.89	-75.18			a		3		 													
1859-05-12	23	39.89	-75.18			a		3		 													
1859-05-12	24	39.89	-75.18			a		3		 													
1859-05-13	1	39.89	-75.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-001/581208-lancaster-001-003.JPG		 						v	1				bc		
1859-05-13	2	39.89	-75.18			a		3		 													
1859-05-13	3	39.89	-75.18			a		3		 													
1859-05-13	4	39.89	-75.18			a		3		 													
1859-05-13	5	39.89	-75.18			a		3		 						n	1				b		
1859-05-13	6	39.89	-75.18			a		3		 													
1859-05-13	7	39.89	-75.18			a		3		 													
1859-05-13	8	39.89	-75.18			a		3		 													
1859-05-13	9	39.89	-75.18			a		3		 						ne	2				bc		
1859-05-13	10	39.89	-75.18			a		3		 													
1859-05-13	11	39.89	-75.18			a		3		 													
1859-05-13	12	39.89	-75.18			a		3		Noon: Philadelphia Navy Yard.													
1859-05-13	13	39.89	-75.18			a		3		 						s	2				bc		
1859-05-13	14	39.89	-75.18			a		3		 													
1859-05-13	15	39.89	-75.18			a		3		 													
1859-05-13	16	39.89	-75.18			a		3		 													
1859-05-13	17	39.89	-75.18			a		3		 						se	2				bm		
1859-05-13	18	39.89	-75.18			a		3		 													
1859-05-13	19	39.89	-75.18			a		3		 													
1859-05-13	20	39.89	-75.18			a		3		 													
1859-05-13	21	39.89	-75.18			a		3		 						c	0				bc		
1859-05-13	22	39.89	-75.18			a		3		 													
1859-05-13	23	39.89	-75.18			a		3		 													
1859-05-13	24	39.89	-75.18			a		3		 													
1859-05-14	1	39.89	-75.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-001/581208-lancaster-001-004.JPG		 						ne	1				bc		
1859-05-14	2	39.89	-75.18			a		4		 													
1859-05-14	3	39.89	-75.18			a		4		 													
1859-05-14	4	39.89	-75.18			a		4		 													
1859-05-14	5	39.89	-75.18			a		4		 						c	0				m		
1859-05-14	6	39.89	-75.18			a		4		 													
1859-05-14	7	39.89	-75.18			a		4		 													
1859-05-14	8	39.89	-75.18			a		4		 													
1859-05-14	9	39.89	-75.18			a		4		 						ne	4				c		
1859-05-14	10	39.89	-75.18			a		4		 													
1859-05-14	11	39.89	-75.18			a		4		 													
1859-05-14	12	39.89	-75.18			a		4		Noon: Philadelphia Navy Yard.													
1859-05-14	13	39.89	-75.18			a		4		 						nne	3				bc		
1859-05-14	14	39.89	-75.18			a		4		 													
1859-05-14	15	39.89	-75.18			a		4		 													
1859-05-14	16	39.89	-75.18			a		4		 													
1859-05-14	17	39.89	-75.18			a		4		 						ne	2				c		
1859-05-14	18	39.89	-75.18			a		4		 													
1859-05-14	19	39.89	-75.18			a		4		 													
1859-05-14	20	39.89	-75.18			a		4		 													
1859-05-14	21	39.89	-75.18			a		4		 						ne	3				bc		
1859-05-14	22	39.89	-75.18			a		4		 													
1859-05-14	23	39.89	-75.18			a		4		 													
1859-05-14	24	39.89	-75.18			a		4		 													
1859-05-15	1	39.89	-75.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-001/581208-lancaster-001-004.JPG		 						n	1				b		
1859-05-15	2	39.89	-75.18			a		4		 													
1859-05-15	3	39.89	-75.18			a		4		 													
1859-05-15	4	39.89	-75.18			a		4		 													
1859-05-15	5	39.89	-75.18			a		4		 						n	2				b		
1859-05-15	6	39.89	-75.18			a		4		 													
1859-05-15	7	39.89	-75.18			a		4		 													
1859-05-15	8	39.89	-75.18			a		4		 													
1859-05-15	9	39.89	-75.18			a		4		 						ne	5				bc		
1859-05-15	10	39.89	-75.18			a		4		 													
1859-05-15	11	39.89	-75.18			a		4		 													
1859-05-15	12	39.89	-75.18			a		4		Noon: Philadelphia Navy Yard.													
1859-05-15	13	39.89	-75.18			a		4		 						ne	5				bc		
1859-05-15	14	39.89	-75.18			a		4		 													
1859-05-15	15	39.89	-75.18			a		4		 													
1859-05-15	16	39.89	-75.18			a		4		 													
1859-05-15	17	39.89	-75.18			a		4		 						ne	'3-5				bc		
1859-05-15	18	39.89	-75.18			a		4		 													
1859-05-15	19	39.89	-75.18			a		4		 													
1859-05-15	20	39.89	-75.18			a		4		 													
1859-05-15	21	39.89	-75.18			a		4		 						c	0				b		
1859-05-15	22	39.89	-75.18			a		4		 													
1859-05-15	23	39.89	-75.18			a		4		 													
1859-05-15	24	39.89	-75.18			a		4		 													
1859-05-16	1	39.89	-75.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-001/581208-lancaster-001-005.JPG		 						ne	4				b		
1859-05-16	2	39.89	-75.18			a		5		 													
1859-05-16	3	39.89	-75.18			a		5		 													
1859-05-16	4	39.89	-75.18			a		5		 													
1859-05-16	5	39.89	-75.18			a		5		 						e	3				bc		
1859-05-16	6	39.89	-75.18			a		5		 													
1859-05-16	7	39.89	-75.18			a		5		 													
1859-05-16	8	39.89	-75.18			a		5		 													
1859-05-16	9	39.89	-75.18			a		5		 						e					bc		
1859-05-16	10	39.89	-75.18			a		5		 													
1859-05-16	11	39.89	-75.18			a		5		 													
1859-05-16	12	39.89	-75.18			a		5		Noon: Philadelphia Navy Yard.													
1859-05-16	13	39.89	-75.18			a		5		 						ne	3						
1859-05-16	14	39.89	-75.18			a		5		 													
1859-05-16	15	39.89	-75.18			a		5		 													
1859-05-16	16	39.89	-75.18			a		5		 													
1859-05-16	17	39.89	-75.18			a		5		 						se	3				b		
1859-05-16	18	39.89	-75.18			a		5		 													
1859-05-16	19	39.89	-75.18			a		5		 													
1859-05-16	20	39.89	-75.18			a		5		 													
1859-05-16	21	39.89	-75.18			a		5		 						se	1				c		
1859-05-16	22	39.89	-75.18			a		5		 													
1859-05-16	23	39.89	-75.18			a		5		 													
1859-05-16	24	39.89	-75.18			a		5		 													
1859-05-17	1	39.89	-75.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-001/581208-lancaster-001-005.JPG		 						ese	1				of		
1859-05-17	2	39.89	-75.18			a		5		 													
1859-05-17	3	39.89	-75.18			a		5		 													
1859-05-17	4	39.89	-75.18			a		5		 													
1859-05-17	5	39.89	-75.18			a		5		 						de	1						
1859-05-17	6	39.89	-75.18			a		5		 													
1859-05-17	7	39.89	-75.18			a		5		 													
1859-05-17	8	39.89	-75.18			a		5		 													
1859-05-17	9	39.89	-75.18			a		5		 						se					d		
1859-05-17	10	39.89	-75.18			a		5		 													
1859-05-17	11	39.89	-75.18			a		5		 													
1859-05-17	12	39.89	-75.18			a		5		Noon: Philadelphia Navy Yard.													
1859-05-17	13	39.89	-75.18			a		5		 						ese					d		
1859-05-17	14	39.89	-75.18			a		5		 													
1859-05-17	15	39.89	-75.18			a		5		 													
1859-05-17	16	39.89	-75.18			a		5		 													
1859-05-17	17	39.89	-75.18			a		5		 						se	2				o		
1859-05-17	18	39.89	-75.18			a		5		 													
1859-05-17	19	39.89	-75.18			a		5		 													
1859-05-17	20	39.89	-75.18			a		5		 													
1859-05-17	21	39.89	-75.18			a		5		 						e	1						
1859-05-17	22	39.89	-75.18			a		5		 													
1859-05-17	23	39.89	-75.18			a		5		 													
1859-05-17	24	39.89	-75.18			a		5		 													
1859-05-18	1	39.89	-75.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-001/581208-lancaster-001-006.JPG		 						e	2				o		
1859-05-18	2	39.89	-75.18			a		6		 													
1859-05-18	3	39.89	-75.18			a		6		 													
1859-05-18	4	39.89	-75.18			a		6		 													
1859-05-18	5	39.89	-75.18			a		6		 						e					o		
1859-05-18	6	39.89	-75.18			a		6		 													
1859-05-18	7	39.89	-75.18			a		6		 													
1859-05-18	8	39.89	-75.18			a		6		 													
1859-05-18	9	39.89	-75.18			a		6		 						ese	2				o		
1859-05-18	10	39.89	-75.18			a		6		 													
1859-05-18	11	39.89	-75.18			a		6		 													
1859-05-18	12	39.89	-75.18			a		6		Noon: Philadelphia Navy Yard.													
1859-05-18	13	39.89	-75.18			a		6		 						ne	3				r		
1859-05-18	14	39.89	-75.18			a		6		 													
1859-05-18	15	39.89	-75.18			a		6		 													
1859-05-18	16	39.89	-75.18			a		6		 													
1859-05-18	17	39.89	-75.18			a		6		 						e	2				r		
1859-05-18	18	39.89	-75.18			a		6		 													
1859-05-18	19	39.89	-75.18			a		6		 													
1859-05-18	20	39.89	-75.18			a		6		 													
1859-05-18	21	39.89	-75.18			a		6		 						c	0				f		
1859-05-18	22	39.89	-75.18			a		6		 													
1859-05-18	23	39.89	-75.18			a		6		 													
1859-05-18	24	39.89	-75.18			a		6		 													
1859-05-19	1	39.89	-75.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-001/581208-lancaster-001-007.JPG		 						c	0				fr		
1859-05-19	2	39.89	-75.18			a		7		 													
1859-05-19	3	39.89	-75.18			a		7		 													
1859-05-19	4	39.89	-75.18			a		7		 													
1859-05-19	5	39.89	-75.18			a		7		 						v	1				fd		
1859-05-19	6	39.89	-75.18			a		7		 													
1859-05-19	7	39.89	-75.18			a		7		 													
1859-05-19	8	39.89	-75.18			a		7		 													
1859-05-19	9	39.89	-75.18			a		7		 						v	1				o		
1859-05-19	10	39.89	-75.18			a		7		 													
1859-05-19	11	39.89	-75.18			a		7		 													
1859-05-19	12	39.89	-75.18			a		7		Noon: Philadelphia Navy Yard.													
1859-05-19	13	39.89	-75.18			a		7		 						e					or		
1859-05-19	14	39.89	-75.18			a		7		 													
1859-05-19	15	39.89	-75.18			a		7		 													
1859-05-19	16	39.89	-75.18			a		7		 													
1859-05-19	17	39.89	-75.18			a		7		 						se					o		
1859-05-19	18	39.89	-75.18			a		7		 													
1859-05-19	19	39.89	-75.18			a		7		 													
1859-05-19	20	39.89	-75.18			a		7		 													
1859-05-19	21	39.89	-75.18			a		7		 						c	0				o		
1859-05-19	22	39.89	-75.18			a		7		 													
1859-05-19	23	39.89	-75.18			a		7		 													
1859-05-19	24	39.89	-75.18			a		7		 													
1859-05-20	1	39.89	-75.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-001/581208-lancaster-001-007.JPG		 						ne					of		
1859-05-20	2	39.89	-75.18			a		7		 													
1859-05-20	3	39.89	-75.18			a		7		 													
1859-05-20	4	39.89	-75.18			a		7		 													
1859-05-20	5	39.89	-75.18			a		7		 						se	3				fc		
1859-05-20	6	39.89	-75.18			a		7		 													
1859-05-20	7	39.89	-75.18			a		7		 													
1859-05-20	8	39.89	-75.18			a		7		 													
1859-05-20	9	39.89	-75.18			a		7		 						ne	3				c		
1859-05-20	10	39.89	-75.18			a		7		 													
1859-05-20	11	39.89	-75.18			a		7		 													
1859-05-20	12	39.89	-75.18			a		7		Noon: Philadelphia Navy Yard.													
1859-05-20	13	39.89	-75.18			a		7		 						nne	2				o		
1859-05-20	14	39.89	-75.18			a		7		 													
1859-05-20	15	39.89	-75.18			a		7		 													
1859-05-20	16	39.89	-75.18			a		7		 													
1859-05-20	17	39.89	-75.18			a		7		 						v	2				cr		
1859-05-20	18	39.89	-75.18			a		7		 													
1859-05-20	19	39.89	-75.18			a		7		 													
1859-05-20	20	39.89	-75.18			a		7		 													
1859-05-20	21	39.89	-75.18			a		7		 						v	3				or		
1859-05-20	22	39.89	-75.18			a		7		 													
1859-05-20	23	39.89	-75.18			a		7		 													
1859-05-20	24	39.89	-75.18			a		7		 													
1859-05-21	1	39.89	-75.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-001/581208-lancaster-001-008.JPG		 						ne	2				r		
1859-05-21	2	39.89	-75.18			a		8		 													
1859-05-21	3	39.89	-75.18			a		8		 													
1859-05-21	4	39.89	-75.18			a		8		 													
1859-05-21	5	39.89	-75.18			a		8		 						e					or		
1859-05-21	6	39.89	-75.18			a		8		 													
1859-05-21	7	39.89	-75.18			a		8		 													
1859-05-21	8	39.89	-75.18			a		8		 													
1859-05-21	9	39.89	-75.18			a		8		 						e	1				orfd		
1859-05-21	10	39.89	-75.18			a		8		 													
1859-05-21	11	39.89	-75.18			a		8		 													
1859-05-21	12	39.89	-75.18			a		8		Noon: Philadelphia Navy Yard.													
1859-05-21	13	39.89	-75.18			a		8		 						v	1				c		
1859-05-21	14	39.89	-75.18			a		8		 													
1859-05-21	15	39.89	-75.18			a		8		 													
1859-05-21	16	39.89	-75.18			a		8		 													
1859-05-21	17	39.89	-75.18			a		8		 						ne	1				c		
1859-05-21	18	39.89	-75.18			a		8		 													
1859-05-21	19	39.89	-75.18			a		8		 													
1859-05-21	20	39.89	-75.18			a		8		 													
1859-05-21	21	39.89	-75.18			a		8		 						v	'1-2				o		
1859-05-21	22	39.89	-75.18			a		8		 													
1859-05-21	23	39.89	-75.18			a		8		 													
1859-05-21	24	39.89	-75.18			a		8		 													
1859-05-22	1	39.89	-75.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-001/581208-lancaster-001-008.JPG		 						ne	2				c		
1859-05-22	2	39.89	-75.18			a		8		 											c		
1859-05-22	3	39.89	-75.18			a		8		 											r		
1859-05-22	4	39.89	-75.18			a		8		 											r		
1859-05-22	5	39.89	-75.18			a		8		 						nw	1				c		
1859-05-22	6	39.89	-75.18			a		8		 													
1859-05-22	7	39.89	-75.18			a		8		 													
1859-05-22	8	39.89	-75.18			a		8		 													
1859-05-22	9	39.89	-75.18			a		8		 						w	1				od		
1859-05-22	10	39.89	-75.18			a		8		 													
1859-05-22	11	39.89	-75.18			a		8		 													
1859-05-22	12	39.89	-75.18			a		8		Noon: Philadelphia Navy Yard.													
1859-05-22	13	39.89	-75.18			a		8		 						v	'1-2				bcr		
1859-05-22	14	39.89	-75.18			a		8		 													
1859-05-22	15	39.89	-75.18			a		8		 													
1859-05-22	16	39.89	-75.18			a		8		 													
1859-05-22	17	39.89	-75.18			a		8		 						v	1				bc		
1859-05-22	18	39.89	-75.18			a		8		 													
1859-05-22	19	39.89	-75.18			a		8		 													
1859-05-22	20	39.89	-75.18			a		8		 													
1859-05-22	21	39.89	-75.18			a		8		 						nw	'2-3				b		
1859-05-22	22	39.89	-75.18			a		8		 													
1859-05-22	23	39.89	-75.18			a		8		 													
1859-05-22	24	39.89	-75.18			a		8		 													
1859-05-23	1	39.89	-75.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-001/581208-lancaster-001-009.JPG		 						ne	2				b		
1859-05-23	2	39.89	-75.18			a		9		 													
1859-05-23	3	39.89	-75.18			a		9		 													
1859-05-23	4	39.89	-75.18			a		9		 													
1859-05-23	5	39.89	-75.18			a		9		 						ne	2				b		
1859-05-23	6	39.89	-75.18			a		9		 													
1859-05-23	7	39.89	-75.18			a		9		 													
1859-05-23	8	39.89	-75.18			a		9		 													
1859-05-23	9	39.89	-75.18			a		9		 						n					b		
1859-05-23	10	39.89	-75.18			a		9		 													
1859-05-23	11	39.89	-75.18			a		9		 													
1859-05-23	12	39.89	-75.18			a		9		Noon: Philadelphia Navy Yard.													
1859-05-23	13	39.89	-75.18			a		9		 						se	2						
1859-05-23	14	39.89	-75.18			a		9		 													
1859-05-23	15	39.89	-75.18			a		9		 													
1859-05-23	16	39.89	-75.18			a		9		 													
1859-05-23	17	39.89	-75.18			a		9		 						nw					bc		
1859-05-23	18	39.89	-75.18			a		9		 													
1859-05-23	19	39.89	-75.18			a		9		 													
1859-05-23	20	39.89	-75.18			a		9		 													
1859-05-23	21	39.89	-75.18			a		9		 						nw	1				bc		
1859-05-23	22	39.89	-75.18			a		9		 													
1859-05-23	23	39.89	-75.18			a		9		 													
1859-05-23	24	39.89	-75.18			a		9		 													
1859-05-24	1	39.89	-75.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-001/581208-lancaster-001-009.JPG		 						c	0				b		
1859-05-24	2	39.89	-75.18			a		9		 													
1859-05-24	3	39.89	-75.18			a		9		 													
1859-05-24	4	39.89	-75.18			a		9		 													
1859-05-24	5	39.89	-75.18			a		9		 						nw	2				bc		
1859-05-24	6	39.89	-75.18			a		9		 													
1859-05-24	7	39.89	-75.18			a		9		 													
1859-05-24	8	39.89	-75.18			a		9		 													
1859-05-24	9	39.89	-75.18			a		9		 						nw					bc		
1859-05-24	10	39.89	-75.18			a		9		 													
1859-05-24	11	39.89	-75.18			a		9		 													
1859-05-24	12	39.89	-75.18			a		9		Noon: Philadelphia Navy Yard.													
1859-05-24	13	39.89	-75.18			a		9		 						se	2				bc		
1859-05-24	14	39.89	-75.18			a		9		 													
1859-05-24	15	39.89	-75.18			a		9		 													
1859-05-24	16	39.89	-75.18			a		9		 													
1859-05-24	17	39.89	-75.18			a		9		 						nw	2				bc		
1859-05-24	18	39.89	-75.18			a		9		 													
1859-05-24	19	39.89	-75.18			a		9		 													
1859-05-24	20	39.89	-75.18			a		9		 													
1859-05-24	21	39.89	-75.18			a		9		 						sw	2				b		
1859-05-24	22	39.89	-75.18			a		9		 													
1859-05-24	23	39.89	-75.18			a		9		 													
1859-05-24	24	39.89	-75.18			a		9		 													
1859-05-25	1	39.89	-75.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-001/581208-lancaster-001-010.JPG		 						n	1				bc		
1859-05-25	2	39.89	-75.18			a		10		 													
1859-05-25	3	39.89	-75.18			a		10		 													
1859-05-25	4	39.89	-75.18			a		10		 													
1859-05-25	5	39.89	-75.18			a		10		 						n	1				bc		
1859-05-25	6	39.89	-75.18			a		10		 													
1859-05-25	7	39.89	-75.18			a		10		 													
1859-05-25	8	39.89	-75.18			a		10		 													
1859-05-25	9	39.89	-75.18			a		10		 						sw	2				bh		
1859-05-25	10	39.89	-75.18			a		10		 													
1859-05-25	11	39.89	-75.18			a		10		 													
1859-05-25	12	39.89	-75.18			a		10		Noon: Philadelphia Navy Yard.													
1859-05-25	13	39.89	-75.18			a		10		 						sw	1				bc		
1859-05-25	14	39.89	-75.18			a		10		 													
1859-05-25	15	39.89	-75.18			a		10		 													
1859-05-25	16	39.89	-75.18			a		10		 													
1859-05-25	17	39.89	-75.18			a		10		 						sw	2				bh		
1859-05-25	18	39.89	-75.18			a		10		 													
1859-05-25	19	39.89	-75.18			a		10		 													
1859-05-25	20	39.89	-75.18			a		10		 													
1859-05-25	21	39.89	-75.18			a		10		 						sw	'2-1				b		
1859-05-25	22	39.89	-75.18			a		10		 													
1859-05-25	23	39.89	-75.18			a		10		 													
1859-05-25	24	39.89	-75.18			a		10		 													
1859-05-26	1	39.89	-75.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-001/581208-lancaster-001-010.JPG		 						c	0				b		
1859-05-26	2	39.89	-75.18			a		10		 													
1859-05-26	3	39.89	-75.18			a		10		 													
1859-05-26	4	39.89	-75.18			a		10		 													
1859-05-26	5	39.89	-75.18			a		10		 						c	0				bc		
1859-05-26	6	39.89	-75.18			a		10		 													
1859-05-26	7	39.89	-75.18			a		10		 													
1859-05-26	8	39.89	-75.18			a		10		 													
1859-05-26	9	39.89	-75.18			a		10		 						sw	'1-2				bc		
1859-05-26	10	39.89	-75.18			a		10		 													
1859-05-26	11	39.89	-75.18			a		10		 													
1859-05-26	12	39.89	-75.18			a		10		Noon: Philadelphia Navy Yard.													
1859-05-26	13	39.89	-75.18			a		10		 						sw	2				b		
1859-05-26	14	39.89	-75.18			a		10		 													
1859-05-26	15	39.89	-75.18			a		10		 													
1859-05-26	16	39.89	-75.18			a		10		 													
1859-05-26	17	39.89	-75.18			a		10		 						sw	2				bc		
1859-05-26	18	39.89	-75.18			a		10		 													
1859-05-26	19	39.89	-75.18			a		10		 													
1859-05-26	20	39.89	-75.18			a		10		 													
1859-05-26	21	39.89	-75.18			a		10		 						s	3				bc		
1859-05-26	22	39.89	-75.18			a		10		 													
1859-05-26	23	39.89	-75.18			a		10		 													
1859-05-26	24	39.89	-75.18			a		10		 													
1859-05-27	1	39.89	-75.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-001/581208-lancaster-001-011.JPG		 						w	1				bc		
1859-05-27	2	39.89	-75.18			a		11		 													
1859-05-27	3	39.89	-75.18			a		11		 													
1859-05-27	4	39.89	-75.18			a		11		 													
1859-05-27	5	39.89	-75.18			a		11		 						swxs	2				bc		
1859-05-27	6	39.89	-75.18			a		11		 													
1859-05-27	7	39.89	-75.18			a		11		 													
1859-05-27	8	39.89	-75.18			a		11		 													
1859-05-27	9	39.89	-75.18			a		11		 													
1859-05-27	10	39.89	-75.18			a		11		 													
1859-05-27	11	39.89	-75.18			a		11		 													
1859-05-27	12	39.89	-75.18			a		11		Noon: Philadelphia Navy Yard.													
1859-05-27	13	39.89	-75.18			a		11		 						s	4				bc		
1859-05-27	14	39.89	-75.18			a		11		 													
1859-05-27	15	39.89	-75.18			a		11		 													
1859-05-27	16	39.89	-75.18			a		11		 													
1859-05-27	17	39.89	-75.18			a		11		 													
1859-05-27	18	39.89	-75.18			a		11		 													
1859-05-27	19	39.89	-75.18			a		11		 													
1859-05-27	20	39.89	-75.18			a		11		 													
1859-05-27	21	39.89	-75.18			a		11		 						sw					or		
1859-05-27	22	39.89	-75.18			a		11		 													
1859-05-27	23	39.89	-75.18			a		11		 													
1859-05-27	24	39.89	-75.18			a		11		 													
1859-05-28	1	39.89	-75.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-001/581208-lancaster-001-011.JPG		 						nw	2				rgc		
1859-05-28	2	39.89	-75.18			a		11		 													
1859-05-28	3	39.89	-75.18			a		11		 													
1859-05-28	4	39.89	-75.18			a		11		 													
1859-05-28	5	39.89	-75.18			a		11		 						w	3				bc		
1859-05-28	6	39.89	-75.18			a		11		 													
1859-05-28	7	39.89	-75.18			a		11		 													
1859-05-28	8	39.89	-75.18			a		11		 													
1859-05-28	9	39.89	-75.18			a		11		 						nw	2						
1859-05-28	10	39.89	-75.18			a		11		 													
1859-05-28	11	39.89	-75.18			a		11		 													
1859-05-28	12	39.89	-75.18			a		11		Noon: Philadelphia Navy Yard.													
1859-05-28	13	39.89	-75.18			a		11		 						wnw	4				c		
1859-05-28	14	39.89	-75.18			a		11		 													
1859-05-28	15	39.89	-75.18			a		11		 													
1859-05-28	16	39.89	-75.18			a		11		 													
1859-05-28	17	39.89	-75.18			a		11		 						wsw	2				bc		
1859-05-28	18	39.89	-75.18			a		11		 													
1859-05-28	19	39.89	-75.18			a		11		 													
1859-05-28	20	39.89	-75.18			a		11		 													
1859-05-28	21	39.89	-75.18			a		11		 						w	1				b		
1859-05-28	22	39.89	-75.18			a		11		 													
1859-05-28	23	39.89	-75.18			a		11		 													
1859-05-28	24	39.89	-75.18			a		11		 													
1859-05-29	1	39.89	-75.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-001/581208-lancaster-001-011.JPG		 						sw	4				bc		
1859-05-29	2	39.89	-75.18			a		11		 													
1859-05-29	3	39.89	-75.18			a		11		 													
1859-05-29	4	39.89	-75.18			a		11		 													
1859-05-29	5	39.89	-75.18			a		11		 						sw	3				bc		
1859-05-29	6	39.89	-75.18			a		11		 													
1859-05-29	7	39.89	-75.18			a		11		 													
1859-05-29	8	39.89	-75.18			a		11		 													
1859-05-29	9	39.89	-75.18			a		11		 						nw	4				c		
1859-05-29	10	39.89	-75.18			a		11		 													
1859-05-29	11	39.89	-75.18			a		11		 													
1859-05-29	12	39.89	-75.18			a		11		Noon: Philadelphia Navy Yard.													
1859-05-29	13	39.89	-75.18			a		11		 						sw	4				bc		
1859-05-29	14	39.89	-75.18			a		11		 													
1859-05-29	15	39.89	-75.18			a		11		 													
1859-05-29	16	39.89	-75.18			a		11		 													
1859-05-29	17	39.89	-75.18			a		11		 						sw	3				bc		
1859-05-29	18	39.89	-75.18			a		11		 													
1859-05-29	19	39.89	-75.18			a		11		 													
1859-05-29	20	39.89	-75.18			a		11		 													
1859-05-29	21	39.89	-75.18			a		11		 						sw	2				bc		
1859-05-29	22	39.89	-75.18			a		11		 													
1859-05-29	23	39.89	-75.18			a		11		 													
1859-05-29	24	39.89	-75.18			a		11		 													
1859-05-30	1	39.89	-75.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-001/581208-lancaster-001-012.JPG		 						sw					bc		
1859-05-30	2	39.89	-75.18			a		12		 													
1859-05-30	3	39.89	-75.18			a		12		 													
1859-05-30	4	39.89	-75.18			a		12		 													
1859-05-30	5	39.89	-75.18			a		12		 						w	3						
1859-05-30	6	39.89	-75.18			a		12		 													
1859-05-30	7	39.89	-75.18			a		12		 													
1859-05-30	8	39.89	-75.18			a		12		 													
1859-05-30	9	39.89	-75.18			a		12		 													
1859-05-30	10	39.89	-75.18			a		12		 													
1859-05-30	11	39.89	-75.18			a		12		 													
1859-05-30	12	39.89	-75.18			a		12		Noon: Philadelphia Navy Yard.						ne	2				c		
1859-05-30	13	39.89	-75.18			a		12		 						e	2				bc		
1859-05-30	14	39.89	-75.18			a		12		 													
1859-05-30	15	39.89	-75.18			a		12		 													
1859-05-30	16	39.89	-75.18			a		12		 													
1859-05-30	17	39.89	-75.18			a		12		 						v	1				c		
1859-05-30	18	39.89	-75.18			a		12		 													
1859-05-30	19	39.89	-75.18			a		12		 													
1859-05-30	20	39.89	-75.18			a		12		 													
1859-05-30	21	39.89	-75.18			a		12		 						v	2				bc		
1859-05-30	22	39.89	-75.18			a		12		 													
1859-05-30	23	39.89	-75.18			a		12		 													
1859-05-30	24	39.89	-75.18			a		12		 													
1859-05-31	1	39.89	-75.18			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lancaster-001/581208-lancaster-001-012.JPG		 						n					bc		
1859-05-31	2	39.89	-75.18			a		12		 													
