YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Attd	Dry	Wet	Water	Weather	Clouds	Clear	People	Ships	Merc Baro	Alt Baro Notes	Aneroid Baro	Aneroid - Merc	Baro Orig	Merc Only
1873-01-01	1	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	"There are many problems with the baro readings.  On Mar 15 2000, he changes to the aneroid barometer."						360	2	2	29.66	68	68			b	none	10							29.66	29.66
1873-01-01	2	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	On August 24 at 1300 he switched back to the mercury barometer.						360	2	2	29.66	68	68			b	none	10							29.66	29.66
1873-01-01	3	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	"While using the aneroid barometer, he records the mercury barometer readings at the end of each"						360	2	1	29.66	68	68			b	none	10							29.66	29.66
1873-01-01	4	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	"watch in the Event area. When he switches back to the mercury barometer, he records the aneroid"						360	2	1	29.66	68	68			b	none	10							29.66	29.66
1873-01-01	5	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	values at the end of each watch in the Event area until September 27.						315	317	2	29.67	67	66			b	none	10							29.67	29.67
1873-01-01	6	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	I transcribed the mercury and aneroid values from the Event areas into their own columns.						315	317	2	29.67	66	66			b	none	10							29.67	29.67
1873-01-01	7	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	"the original baro column was a mix of the two barometers, so I chose to save those values in the"						315	317	2	29.72	66	66			b	none	10							29.72	29.72
1873-01-01	8	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	"Baro Orig column, and I replaced the aneroid values in the Baro column with the mercury baro"						315	317	2	29.75	66	66			b	none	10							29.75	29.75
1873-01-01	9	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	values. At least all the values in the baro column are from a mercury barometer. Feel free to replace						0	0	0	29.75	67	67			b	none	10							29.75	29.75
1873-01-01	10	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	them with the Baro Orig values.						0	0	0	29.75	68	68			b	none	10							29.75	29.75
1873-01-01	11	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	 						0	0	0	29.73	69	69			b	none	10							29.73	29.73
1873-01-01	12	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	"Anchored off Fort William, Calcutta."						0	0	0	29.73	70	70			b	none	10							29.73	29.73
1873-01-01	13	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	 						315	317	1	29.70	71	72			b	none	10							29.70	29.70
1873-01-01	14	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	 						315	317	1	29.69	72	73			b	none	10							29.69	29.69
1873-01-01	15	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	 						315	317	1	29.67	72	73			b	none	10							29.67	29.67
1873-01-01	16	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	 						315	317	1	29.67	72	73			b	none	10							29.67	29.67
1873-01-01	17	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	 						0	0	0	29.67	72	72			b	none	10							29.67	29.67
1873-01-01	18	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	 						0	0	0	29.67	72	72			b	none	10							29.67	29.67
1873-01-01	19	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	 						0	0	0	29.65	73	73			b	none	10							29.65	29.65
1873-01-01	20	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	 						0	0	0	29.65	73	73			b	none	10							29.65	29.65
1873-01-01	21	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	 						0	0	0	29.65	70	69			b	none	10							29.65	29.65
1873-01-01	22	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	 						0	0	0	29.65	70	69			b	none	10							29.65	29.65
1873-01-01	23	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	 						0	0	0	29.65	70	69			b	none	10							29.65	29.65
1873-01-01	24	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-059.JPG	 						0	0	0	29.65	70	69			b	none	10							29.65	29.65
1873-01-02	1	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	 						0	0	0	29.66	68	68			bcf	none	10							29.66	29.66
1873-01-02	2	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	 						0	0	0	29.66	68	67			bcf	none	10							29.66	29.66
1873-01-02	3	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	 						0	0	0	29.68	67	67			bcf	none	10							29.68	29.68
1873-01-02	4	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	 						0	0	0	29.68	66	66			bcf	none	10							29.68	29.68
1873-01-02	5	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	 						0	0	0	29.66	66	65			bf	none	10							29.66	29.66
1873-01-02	6	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	 						0	0	0	29.66	66	65			bf	none	10							29.66	29.66
1873-01-02	7	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	 						0	0	0	29.66	66	64			bf	none	10							29.66	29.66
1873-01-02	8	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	 						0	0	0	29.66	66	64			bf	none	10							29.66	29.66
1873-01-02	9	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	 						0	0	0	29.70	68	66			bm	none	10							29.70	29.70
1873-01-02	10	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	 						0	0	0	29.73	70	68			bm	none	10							29.73	29.73
1873-01-02	11	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	 						0	0	0	29.73	73	70			bm	none	10							29.73	29.73
1873-01-02	12	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	 						0	0	0	29.73	73	70			bm	none	10							29.73	29.73
1873-01-02	13	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	 						338	340	2	29.71	74	72			bm	Strat	9							29.71	29.71
1873-01-02	14	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	 						338	340	5	29.69	76	73			bm	Strat	9							29.69	29.69
1873-01-02	15	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	 						338	340	8	29.68	76	74			bm	Strat	9							29.68	29.68
1873-01-02	16	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	This is a very  big jump in pressure.						338	340	5	29.65	75	74			bm	Strat	9							29.65	29.65
1873-01-02	17	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	 						315	317	2	29.97	75	74			bm	none	10							29.97	29.97
1873-01-02	18	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	 						315	317	2	29.97	75	74			bm	none	10							29.97	29.97
1873-01-02	19	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	 						0	0	0	29.97	73	74			bm	none	10							29.97	29.97
1873-01-02	20	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	 						0	0	0	29.98	73	74			bm	none	10							29.98	29.98
1873-01-02	21	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	 						0	0	0	29.98	72	73			bm	none	10							29.98	29.98
1873-01-02	22	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	 						0	0	0	29.98	71	72			bm	none	10							29.98	29.98
1873-01-02	23	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	 						0	0	0	29.98	71	72			bm	none	10							29.98	29.98
1873-01-02	24	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-060.JPG	 						0	0	0	29.98	71	72			bm	none	10							29.98	29.98
1873-01-03	1	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-062.JPG	 						0	0	0	29.97	70	71			bm	none	10							29.97	29.97
1873-01-03	2	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-062.JPG	 						0	0	0	29.96	69	70			bm	none	10							29.96	29.96
1873-01-03	3	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-062.JPG	 						0	0	0	29.95	69	69			bm	none	10							29.95	29.95
1873-01-03	4	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-062.JPG	 						0	0	0	29.93	68	67			bm	none	10							29.93	29.93
1873-01-03	5	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-062.JPG	 						0	0	0	29.94	68	64			bm	none	10							29.94	29.94
1873-01-03	6	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-062.JPG	 						0	0	0	29.94	68	64			bm	none	10							29.94	29.94
1873-01-03	7	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-062.JPG	 						0	0	0	29.95	68	64			bm	none	10							29.95	29.95
1873-01-03	8	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-062.JPG	 						0	0	0	29.96	68	64			bm	none	10							29.96	29.96
1873-01-03	9	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-062.JPG	 						0	0	0	29.98	68	66			bm	none	10							29.98	29.98
1873-01-03	10	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-062.JPG	 						0	0	0	29.98	69	68			bm	none	10							29.98	29.98
1873-01-03	11	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-062.JPG	 						0	0	0	29.98	70	68			bm	none	10							29.98	29.98
1873-01-03	12	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-062.JPG	 						0	0	0	29.98	72	71			bm	none	10							29.98	29.98
1873-01-03	13	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-062.JPG	 						0	0	0	29.94	77	74			bm	none	10							29.94	29.94
1873-01-03	14	22.56	88.34			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-062.JPG	1430: Got Underway. Steaming down the Hoogley. 1400: Underway down the River from Calcutta					Steaming down the !Hooghly! in charge of pilot	0	0	0	29.92	77	75			bm	none	10							29.92	29.92
1873-01-03	15	22.56	88.26	888		4.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-062.JPG	 						0	0	0	29.89	77	76			bm	none	10							29.89	29.89
1873-01-03	16	22.49	88.18	888		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-062.JPG	 						203	205	1	29.89	77	78			bm	none	10							29.89	29.89
1873-01-03	17	22.42	88.14	888		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-062.JPG	1725: Anchored						225	227	1	29.90	76	77			bm	none	10							29.90	29.90
1873-01-03	18	22.39	88.12	888		3.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-062.JPG	 						225	227	1	29.90	76	77			bm	none	10							29.90	29.90
1873-01-03	19	22.39	88.12			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-062.JPG	 						225	227	1	29.91	75	73			bm	none	10							29.91	29.91
1873-01-03	20	22.39	88.12			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-062.JPG	 						225	227	1	29.92	73	70			bm	none	10							29.92	29.92
1873-01-03	21	22.39	88.12			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-062.JPG	 						225	227	1	29.94	72	70			bm	none	10							29.94	29.94
