YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Attd	Dry	Wet	Water	Weather	Clouds	Clear	People	Ships	Merc Baro	Alt Baro Notes	Aneroid Baro	Aneroid - Merc	Baro Orig	Merc Only
1873-01-09	22	10.45	95.84	137.81		4.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-069.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-069.JPG	 					SE1/4S	70	72	8	30.01	81	81	81	79	bc	cirro cum	6							30.01	30.01
1873-01-09	23	10.38	95.86	146.25		3.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-069.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-069.JPG	 					SEbS	79	81	3	30.01	81	81	81	79	bc	cirro cum	8							30.01	30.01
1873-01-09	24	10.31	95.89	146.25		4.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-069.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-069.JPG	 					SEbS	90	92	5	30.01	81	81	81	79	bc	cirro cum	8							30.01	30.01
1873-01-10	1	10.22	95.95	135		6.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	 					SE	90	92	5	29.99	81	80	80	79	bc	cirro cum	8							29.99	29.99
1873-01-10	2	10.13	96.02	135		6.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	 					SE	90	92	5	29.96	81	80	79	79	bc	cir cum	9							29.96	29.96
1873-01-10	3	10.04	96.08	135		6.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	0330AM: SE1/4S					SE	90	92	5	29.96	81	80	79	79	bc	cir cum	8							29.96	29.96
1873-01-10	4	9.94	96.15	134		6.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	 					"SE, SE1/4E"	90	92	5	29.95	81	80	79	79	bc	cir cum	9							29.95	29.95
1873-01-10	5	9.85	96.21	137.81		6.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	 					SE1/4S	45	47	5	29.95	81	80	80	79	bc	cir cum nimb	5							29.95	29.95
1873-01-10	6	9.75	96.28	137.81		6.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	 					SE1/4S	23	25	5	29.97	81	80	80	79	bcl	cir cum strat	5							29.97	29.97
1873-01-10	7	9.64	96.35	137.81		7.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	 					SE1/4S	56	58	5	30.00	81	80	80	79	bc	cir cum strat	3							30.00	30.00
1873-01-10	8	9.53	96.43	137.81		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	0800: A squall of wind & rain headed ship off to SSW.. 0830 cc SE1/2S (pc)					SE1/4S	56	58	5	30.02	81	81	80	79	c	cir cum strat	0							30.02	30.02
1873-01-10	9	9.42	96.48	146		6.7		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	 					"SSE, SE1/4S, SE1/2S"	101	103	5	30.02	81	80	80	80	bcpq	cir cum strat & nimb	4							30.02	30.02
1873-01-10	10	9.32	96.53	140.62		6.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	 					SE1/2S	135	137	5	30.02	82	81	81	81	bc	cir cum nimb	4							30.02	30.02
1873-01-10	11	9.23	96.59	140.62		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	 					SE1/2S	135	137	5	30.01	83	83	83	80	bc	cirrus & cumulus	6							30.01	30.01
1873-01-10	12	9.15	96.63	140.62		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	 			9 8 46 N	96 37 36 E	SE1/2S	135	137	5	30.00	84	84	83	81	bc	cirrus & cumulus	8							30.00	30.00
1873-01-10	13	9.07	96.69	136		6.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	 					"SE1/2S, SE"	135	137	2	29.98	84	84	83	81	bc	cirro cum	7							29.98	29.98
1873-01-10	14	8.98	96.76	135		6.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	 					SE	135	137	1	29.92	84	85	84	81	bc	cirro cum	6							29.92	29.92
1873-01-10	15	8.90	96.83	135		6.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	 					SE	0	0	0	29.92	84	85	84	81	bc	cirro cum	8							29.92	29.92
1873-01-10	16	8.83	96.89	135		6.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	 					SE	0	0	0	29.92	84	85	84	83	bc	cirro cum	9							29.92	29.92
1873-01-10	17	8.74	96.96	135		6.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	 					SE	135	137	1	29.92	83	83	82	82	bc	cir cum strat	9							29.92	29.92
1873-01-10	18	8.66	97.03	135		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	 					SE	113	115	1	29.92	82	82	81	81	bc	cir strat	9							29.92	29.92
1873-01-10	19	8.57	97.10	135		7.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	 					SE	90	92	2	29.94	82	81	80	80	bcl	cir strat	8							29.94	29.94
1873-01-10	20	8.49	97.17	135		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	 					SE	90	92	2	29.96	82	81	80	80	bcl	cir strat	9							29.96	29.96
1873-01-10	21	8.41	97.24	135		6.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	 					SE	90	92	2	29.99	84	81	81	80	bc	cir strat	8							29.99	29.99
1873-01-10	22	8.33	97.31	135		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	 					SE	90	92	5	29.99	83	81	81	80	bc	cir strat	7							29.99	29.99
1873-01-10	23	8.23	97.39	135		7.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	 					SE	90	92	5	29.99	83	81	81	80	bc	cir cum 	6							29.99	29.99
1873-01-10	24	8.14	97.46	135		7.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-070.JPG	 					SE	90	92	5	29.99	83	81	81	80	bc	cir cum	4							29.99	29.99
1873-01-11	1	8.05	97.54	135		7.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	 					SE	113	115	2	29.95	82	81	81	80	bc	cirro cum	6							29.95	29.95
1873-01-11	2	7.97	97.61	135		6.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	 					SE	113	115	2	29.91	82	81	81	80	bc	cirro cum	2							29.91	29.91
1873-01-11	3	7.89	97.67	135		6.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	 					SE	113	115	3	29.90	81	81	81	80	bc	cum nimb	3							29.90	29.90
1873-01-11	4	7.81	97.74	135		6.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	 					SE	113	115	5	29.90	81	81	80	80	bcp	cum nimb	3							29.90	29.90
1873-01-11	5	7.73	97.81	135		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	0515AM: Sighted Junk Celyon off port bow. 0530 it bore EbyN. Ship's head SE.					SE	90	92	8	29.91	81	80	79	79	bc	cir cum	5							29.91	29.91
1873-01-11	6	7.65	97.88	135		6.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	0600: Sighted the Brothers on port bow. 					SE	90	92	8	29.94	81	80	79	79	bc	cir cum	7							29.94	29.94
1873-01-11	7	7.57	97.95	135		6.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	 					SE	90	92	8	29.96	81	81	80	80	bc	cir cum	8							29.96	29.96
1873-01-11	8	7.48	98.02	135		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	0800: Junk Ceylon bore NE1/2E and the Brothers bore E. Ship's head SE.					SE	90	92	8	29.99	82	81	81	80	bc	cir cum	8							29.99	29.99
1873-01-11	9	7.40	98.09	135		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	 					SE	90	92	8	30.01	82	81	81	80	bc	cir cum	7							30.01	30.01
1873-01-11	10	7.31	98.16	135		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	 					SE	90	92	8	30.01	82	81	81	80	bc	cir cum	5							30.01	30.01
1873-01-11	11	7.23	98.23	135		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	 					SE	101	103	8	30.00	82	82	81	80	bc	cir cum	6							30.00	30.00
1873-01-11	12	7.16	98.28	135		5.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	"1200: Brothers bore (pc) NNE, distant 23 miles."			7 9 37 N	98 16 57 E	SE	90	92	6	29.98	82	82	81	80	bc	cir cum	8							29.98	29.98
1873-01-11	13	7.09	98.35	126.56		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	 					SE3/4E	90	92	5	29.95	83	82	82	82	bc	cirrus & cum	7							29.95	29.95
1873-01-11	14	7.03	98.43	126.56		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	1440: SE3/4E					SE3/4E	90	92	5	29.92	83	83	82	82	bc	cirrus & cum	7							29.92	29.92
1873-01-11	15	6.96	98.50	126.56		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	1550: Land reported on port bow.					SE3/4E	124	126	5	29.90	83	82	82	82	bc	cirrus & cum	9							29.90	29.90
1873-01-11	16	6.89	98.57	126.56		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	 					SE3/4E	124	126	5	29.90	83	82	82	82	bc	cirrus & cum	9							29.90	29.90
1873-01-11	17	6.83	98.64	126.56		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	1700: Pulo Bouton in sight 2 points on port bow and and Pulo Cancavas reported from aloft 1 point on port bow.					SE3/4E	113	115	2	29.90	83	82	82	82	bc	cirrus & strat	8							29.90	29.90
1873-01-11	18	6.76	98.71	126.56		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	 					SE3/4E	113	115	2	29.90	82	81	81	82	bc	cir cum & strat	5							29.90	29.90
1873-01-11	19	6.69	98.78	126.56		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	1950: Pulo Bouton and Pulo Lancavas in sight off port bow.					SE3/4E	113	115	2	29.93	83	82	82	80	bc	cir cum & strat	6							29.93	29.93
1873-01-11	20	6.63	98.85	126.56		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	 					SE3/4E	113	115	2	29.97	83	82	82	80	bc	cir cum & strat	4							29.97	29.97
1873-01-11	21	6.56	98.92	126.56		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	 					SE3/4E	113	115	5	29.99	83	82	82	80	bc	cir cum & strat	8							29.99	29.99
1873-01-11	22	6.49	99.00	126.56		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	 					SE3/4E	90	92	8	29.99	82	82	81	80	bc	cir cum & strat	9							29.99	29.99
1873-01-11	23	6.42	99.07	126.56		7.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	2399: Midnight passage between Bouton Island bore NE1/2E (pc)					SE3/4E	90	92	10	29.98	82	82	81	79	bc	cir cum	9							29.98	29.98
1873-01-11	24	6.36	99.15	126.56		7.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-071.JPG	 					SE3/4E	90	92	10	29.98	82	82	81	79	bc	cirrus & 	9							29.98	29.98
1873-01-12	1	6.29	99.22	126.56		7.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-072.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-072.JPG	 					SE3/4E	90	92	5	29.94	82	81	81	79	bc	cirrus & cum	8							29.94	29.94
1873-01-12	2	6.22	99.30	126.56		7.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-072.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-072.JPG	 					SE3/4E	90	92	8	29.93	82	81	81	79	bc	cirrus & cum	9							29.93	29.93
1873-01-12	3	6.15	99.37	126.56		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-072.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-072.JPG	"0330AM: Made land on port bow & beam, in sight at end of watch"					SE3/4E	113	115	8	29.90	81	81	81	79	bc	cirrus & cum	9							29.90	29.90
1873-01-12	4	6.08	99.44	126.56		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-072.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-072.JPG	 					SE3/4E	113	115	5	29.91	81	81	81	79	bc	cirrus & cum	9							29.91	29.91
1873-01-12	5	6.02	99.51	126.56		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-072.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-072.JPG	 					SE3/4E	101	103	5	29.91	81	80	80	79	bc	cirro cum	7							29.91	29.91
1873-01-12	6	5.95	99.57	126.56		6.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-072.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-072.JPG	 					SE3/4E	101	103	6	29.93	81	79	79	79	bc	cirro cum	8							29.93	29.93
1873-01-12	7	5.89	99.64	126.56		6.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-072.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-072.JPG	 					SE3/4E	101	103	8	29.94	82	80	80	79	bc	cirrus & cir cum	6							29.94	29.94
1873-01-12	8	5.83	99.70	126.56		6.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-072.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-072.JPG	0800: Land in sight from right ahead (Pulo Penang) to POrt Quarter. 0825: Hauled up to SE by E 3/4E.					SE3/4E	101	103	8	29.98	82	80	80	80	bc	cirrus & cir cum	7							29.98	29.98
1873-01-12	9	5.78	99.80	115.31		7.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-072.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-072.JPG	 					SE by 3/4E	90	92	8	30.01	81	79	79	80	bc	cirro cum	6							30.01	30.01
1873-01-12	10	5.74	99.88	112		7.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-072.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-072.JPG	1000: Pulo penang in sight. CC several times making for the Mouth of the Harbour					"SE by 3/4E, ESE1/2E"	90	92	8	30.02	81	80	80	80	bc	cirro cum	7							30.02	30.02
1873-01-12	11	5.70	99.98	106.88		7.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-072.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-03/581208-lackawanna-013/581208-lackawanna-013-072.JPG	 					ESE1/2E	90	92	8	30.00	81	80	80	80	bc	cirro cum	8							30.00	30.00
