YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Attd	Dry	Wet	Water	Weather	Clouds	Clear	Flora&Fauna	People	Ships
1875-01-23	21	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-032.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-032.JPG	 						0	0	0	30.13	47	47	46		bc	cir str cum	3			
1875-01-23	22	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-032.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-032.JPG	 						0	0	0	30.14	47	45	45		bc	cir str cir cum	8			
1875-01-23	23	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-032.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-032.JPG	 						338	334	2	30.14	45	42	42		bc	cir str cir cum	8			
1875-01-23	24	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-032.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-032.JPG	00: At anchor off Yokohama Japan						338	334	5	30.14	45	42	42		bc	cir str cir cum	8			
1875-01-24	1	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	 						338	334	5	30.13	43	41	41		bc	cir cum	5			
1875-01-24	2	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	 						338	334	8	30.12	41	39	39		bc	cir cum	2			
1875-01-24	3	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	 						360	356	8	30.11	39	39	39		oc	cir cum	0			
1875-01-24	4	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	 						360	356	8	30.1	39	38	38		oc	cir cum	0			
1875-01-24	5	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	 						349	345	8	30.09	39	38	38		oc	nimb	0			
1875-01-24	6	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	 						349	345	8	30.09	39	38	38		os	nimb	0			
1875-01-24	7	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	 						349	345	8	30.09	39	39	38		os	nimb	0			
1875-01-24	8	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	 						349	345	5	30.1	40	40	39		os	nimb	0			
1875-01-24	9	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	 						349	345	5	30.01	39	35	37		os	nimb	0			
1875-01-24	10	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	 						349	345	5	30.03	39	35	37		os	nimb	0			
1875-01-24	11	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	 						349	345	5	30.05	39	35	37		os	nimb	0			
1875-01-24	12	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	 						349	345	5	30.07	39	35	37		os	nimb	0			
1875-01-24	13	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	 						360	356	5	30.05	37	37	38		os	nimb	0			
1875-01-24	14	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	 						360	356	2	30.05	36	38	39		os	nimb	0			
1875-01-24	15	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	 						360	356	2	30.04	36	37	39		os	nimb	0			
1875-01-24	16	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	 						360	356	2	30.04	35	37	39		os	nimb	0			
1875-01-24	17	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	 						360	356	2	30.04	35	37	39		os	nimb	0			
1875-01-24	18	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	 						360	356	2	30.02	41	37	39		os	nimb	0			
1875-01-24	19	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	 						360	356	2	30.02	41	36	39		bc	nimb	2			
1875-01-24	20	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	 						338	334	2	30.02	41	36	39		bc	nimb	8			
1875-01-24	21	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	 						338	334	2	30.02	40	36	38		bc	nimb	9			
1875-01-24	22	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	 						338	334	5	30.02	39	35	38		b	none	10			
1875-01-24	23	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	 						338	334	5	30.01	38	34	38		b	none	10			
1875-01-24	24	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-033.JPG	00: Anchored off Yokohama Japan						338	334	5	30.01	38	33	38		b	none	10			
1875-01-25	1	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	 						315	311	3	30.01	39	32	38		bc	cir	9			
1875-01-25	2	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	 						315	311	3	30.01	39	31	38		bc	cir	9			
1875-01-25	3	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	 						360	356	3	30.01	38	31	38		bc	cir	8			
1875-01-25	4	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	 						360	356	2	29.99	38	31	37		bc	cir	8			
1875-01-25	5	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	 						360	356	2	29.99	38	31	37		b	none	10			
1875-01-25	6	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	 						45	41	2	29.99	36	30	35		b	none	10			
1875-01-25	7	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	 						45	41	2	29.99	36	29	35		b	none	10			
1875-01-25	8	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	 						45	41	2	29.99	36	34	35		b	none	10			
1875-01-25	9	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	 						360	356	2	29.99	38	36	37		b	none	10			
1875-01-25	10	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	 						360	356	2	29.99	40	38	38		b	none	10			
1875-01-25	11	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	 						360	356	2	29.99	41	40	40		b	none	10			
1875-01-25	12	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	 						360	356	2	29.99	42	42	42		b	none	10			
1875-01-25	13	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	 						360	356	2	29.9	44	43	42		bc	cir	9			
1875-01-25	14	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	 						45	41	2	29.97	46	46	45		bc	cir	9			
1875-01-25	15	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	 						90	86	2	29.95	47	47	46		bc	cir	9			
1875-01-25	16	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	 						90	86	2	29.95	47	47	46		bc	cir	9			
1875-01-25	17	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	 						90	86	2	29.95	46	46	46		bc	cir	9			
1875-01-25	18	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	 						90	86	2	29.95	45	46	45		bc	cir	9			
1875-01-25	19	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	 						888	888	2	29.95	44	44	44		bc	cir cum	8			
1875-01-25	20	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	 						888	888	1	29.95	43	43	43		bc	cir cum	8			
1875-01-25	21	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	 						270	266	1	29.96	43	40	42		bc	cir cum	7			
1875-01-25	22	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	 						270	266	1	29.96	43	36	42		bc	cir cum	7			
1875-01-25	23	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	 						315	311	2	29.96	43	33	42		bc	cir	9			
1875-01-25	24	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-034.JPG	00: Anchored off of Yokohama Japan						315	311	0	29.96	42	32	41		bc	cir	9			
1875-01-26	1	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	 						0	0	0	29.92	38	32	39		bc	cir cum	9			
1875-01-26	2	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	 						0	0	0	29.9	38	32	38		bc	cir cum	9			
1875-01-26	3	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	 						360	356	2	29.88	38	32	38		b	none	10			
1875-01-26	4	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	 						360	356	2	29.88	38	30	38		b	none	10			
1875-01-26	5	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	 						315	311	2	29.85	36	30	36		b	none	10			
1875-01-26	6	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	 						315	311	5	29.82	34	30	34		bc	cir cum	9			
1875-01-26	7	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	 						315	311	5	29.8	35	32	34		bc	cir cum	8			
1875-01-26	8	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	 						315	311	2	29.8	36	35	35		bc	cum	7			
1875-01-26	9	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	 						315	311	2	29.8	37	36	35		bc	cum	6			
1875-01-26	10	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	 						315	311	2	29.8	38	38	37		bc	cir cum	7			
1875-01-26	11	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	 						315	311	2	29.77	40	40	39		bc	cir	8			
1875-01-26	12	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	 						360	356	2	29.75	43	43	42		bc	cir	8			
1875-01-26	13	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	 						270	266	2	29.76	46	43	43		bc	cum	8			
1875-01-26	14	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	 						45	41	2	29.76	48	45	44		bc	cum	8			
1875-01-26	15	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	 						90	86	5	29.77	48	45	44		bc	cum	6			
1875-01-26	16	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	 						338	334	5	29.77	48	45	44		bc	cum nimb	6			
1875-01-26	17	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	 						270	266	2	29.78	48	45	44		bc	cir	9			
1875-01-26	18	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	 						360	356	5	29.78	48	43	42		bc	cir	9			
1875-01-26	19	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	 						315	311	6	29.78	46	42	42		bc	cir	9			
1875-01-26	20	35.46	139.66			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-022/581208-lackawanna-022-035.JPG	 						315	311	6	29.79	46	41	44		bc	cir	9			
