YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Long	Orig Course	DirM	DirT	Kts	Baro	Attd	Dry	Wet	Water	Weather	Clouds	Clear	Flora&Fauna	Other
1867-01-01	1	-27.77	-79.44	270		8.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	 					w	191	206	24	29.12	65	65	72	60	bc	cum	1		
1867-01-01	2	-27.74	-79.57	270		7.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	 					w	191	206	19	29.12	64	64	72	64	bc	cum	0		
1867-01-01	3	-27.70	-79.72	270		8.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	 					w	191	206	19	29.12	64	64	72	64	bc	cum	0		
1867-01-01	4	-27.67	-79.86	270		7.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	 					w	191	206	19	29.12	64	64	72	64	bc	cum	0		
1867-01-01	5	-27.63	-79.99	270		7.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	"0500: lookout at masthead reported land bearing NWbyW1/2W, which was soon after shut in by the clouds, and was not seen again."					w	135	150	19	29.13	65	65	73	64	o	cu str	0		
1867-01-01	6	-27.60	-80.13	270		7.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	 					w	135	150	19	29.14	65	65	73	65	o	cu str	1		
1867-01-01	7	-27.56	-80.26	270		7.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	 					w	135	150	19	29.16	65	65	74	65	o	cu str	1		
1867-01-01	8	-27.53	-80.40	270		7.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	 					w	135	150	19	29.16	65	66	74	65	o	cu str	1		
1867-01-01	9	-27.48	-80.51	278.44		6.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	 					w3/4n	169	184	8	29.17	67	66	75	65	o	cu str	2		
1867-01-01	10	-27.45	-80.60	278.44		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	 					w3/4n	169	184	8	29.18	67	66	75	65	bc	cu str	3		
1867-01-01	11	-27.41	-80.69	278.44		5.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	 					w3/4n	169	184	8	29.17	69	68	74	65	bc	cu str	2		
1867-01-01	12	-27.37	-80.80	278.44		6.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	 			27 21 54 S	80 47 48 W	w3/4n	169	184	8	29.16	69	68	74	65	bc	cu str	4		
1867-01-01	13	-27.33	-80.89	278.44		5.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	 					w3/4n	169	184	8	29.15	69	68	79	65	bc	cum	4		
1867-01-01	14	-27.29	-80.99	278.44		5.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	 					w3/4n	169	184	8	29.14	69	68	80	67	bc	cum	4		
1867-01-01	15	-27.24	-81.12	278.44		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	 					w3/4n	169	184	8	29.12	69	68	80	66	bc	cum	4		
1867-01-01	16	-27.19	-81.24	278.44		6.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	 					w3/4n	169	184	8	29.12	69	68	80	66	bc	cum	4		
1867-01-01	17	-27.14	-81.37	278.44		7.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	 					w3/4n	135	150	13	29.12	68	67	78	65	o	cum	0		
1867-01-01	18	-27.09	-81.50	278.44		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	 					w3/4n	146	161	13	29.13	67	65	76	65	o	cum	0		
1867-01-01	19	-27.05	-81.62	278.44		6.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	 					w3/4n	146	161	13	29.14	67	65	76	65	o	cum	0		
1867-01-01	20	-27.00	-81.73	278.44		6.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	 					w3/4n	146	161	13	29.15	67	65	76	65	o	cum	0		
1867-01-01	21	-26.96	-81.83	278.44		5.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	 					w3/4n	169	184	13	29.16	66	65	76	65	o	cum	0		
1867-01-01	22	-26.92	-81.94	278.44		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	 					w3/4n	169	184	13	29.16	66	65	76	65	o	cum	0		
1867-01-01	23	-26.89	-82.04	278.44		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	 					w3/4n	169	184	13	29.16	66	65	76	65	o	cum	0		
1867-01-01	24	-26.84	-82.16	278.44		6.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-059.JPG	 					w3/4n	169	184	13	29.16	66	65	76	65	o	cum	0		
1867-01-02	1	-26.80	-82.26	278.44		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	 					w3/4n	146	161	8	29.15	65	65	75	65	o	cum	1		
1867-01-02	2	-26.76	-82.37	278.44		5.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	 					w3/4n	146	161	8	29.14	65	65	75	65	o	cum	1		
1867-01-02	3	-26.73	-82.45	278.44		4.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	 					w3/4n	146	161	5	29.14	65	65	74	65	o	cum	1		
1867-01-02	4	-26.69	-82.55	278.44		5.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	 					w3/4n	146	161	8	29.14	65	65	74	65	o	cum	1		
1867-01-02	5	-26.65	-82.64	278.44		4.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	 					w3/4n	146	161	5	29.14	65	65	74	65	o	cum	1		
1867-01-02	6	-26.62	-82.72	278.44		4.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	 					w3/4n	146	161	5	29.15	66	66	76	65	o	cum	1		
1867-01-02	7	-26.60	-82.77	278.44		2.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	 					w3/4n	146	161	2	29.16	66	66	76	65	o	cum	0		
1867-01-02	8	-26.58	-82.83	278.44		3.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	 					w3/4n	146	161	2	29.15	66	66	76	65	o	cum	0		
1867-01-02	9	-26.55	-82.89	278.44		3.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	 					w3/4n	146	161	2	29.15	67	67	77	65	o	cum	0		
1867-01-02	10	-26.53	-82.96	278.44		3.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	 					w3/4n	146	161	2	29.14	69	69	76	67	o	cum	0		
1867-01-02	11	-26.51	-83.01	278.44		2.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	 					w3/4n	146	161	2	29.14	69	69	76	67	o	cum	0		
1867-01-02	12	-26.49	-83.07	278.44		3.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	 			26 29 8 S	83 4W	w3/4n	146	161	2	29.12	70	70	80	68	o	cum	0		
1867-01-02	13	-26.46	-83.12	281		2.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	 					w3/4N | wnw3/4w	146	161	2	29.12	70	69	80	68	o	cum	1		
1867-01-02	14	-26.44	-83.18	284.06		3.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	 					wnw3/4w	146	161	2	29.10	71	70	82	68	bc	cu nim	3		
1867-01-02	15	-26.41	-83.25	284.06		3.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	 					wnw3/4w	146	161	2	29.10	70	69	80	68	o	cu nim	1		
1867-01-02	16	-26.38	-83.32	284.06		3.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	 					wnw3/4w	146	161	2	29.08	70	69	80	67	o	cu nim	1		
1867-01-02	17	-26.35	-83.39	284.06		3.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	 					wnw3/4w	146	161	2	29.08	70	69	80	67	o	cu nim	1		
1867-01-02	18	-26.32	-83.47	284.06		4.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	 					wnw3/4w	146	161	5	29.07	70	69	80	67	o	cu nim	1		
1867-01-02	19	-26.29	-83.54	284.06		3.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	 					wnw3/4w	146	161	5	29.10	68	68	79	65	o	cu nim	0		
1867-01-02	20	-26.26	-83.60	284.06		3.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	 					wnw3/4w	146	161	5	29.11	68	68	79	65	o	cu nim	0		
1867-01-02	21	-26.22	-83.68	284.06		4.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	 					wnw3/4w	146	161	5	29.10	67	66	77	65	o	cu nim	1		
1867-01-02	22	-26.19	-83.77	284.06		4.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	 					wnw3/4w	146	161	5	29.12	66	66	77	65	o	cu nim	0		
1867-01-02	23	-26.15	-83.85	284.06		4.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	 					wnw3/4w	146	161	5	29.12	66	66	76	65	bc	cu nim	2		
1867-01-02	24	-26.12	-83.93	284.06		4.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-060.JPG	 					wnw3/4w	146	161	5	29.11	66	65	75	65	o	cu nim	0		
1867-01-03	1	-26.09	-84.00	284.06		3.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	 					wnw3/4w	158	173	5	29.10	66	65	75	66	o	cum	0		
1867-01-03	2	-26.05	-84.08	284.06		4.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	 					wnw3/4w	124	139	8	29.10	66	65	75	66	o	cum	0		
1867-01-03	3	-26.01	-84.16	284.06		4.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	 					wnw3/4w	124	139	8	29.09	66	65	75	66	o	cum	0		
1867-01-03	4	-25.99	-84.21	284.06		2.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	 					wnw3/4w	124	139	2	29.09	66	67	75	66	o	cum	0		
1867-01-03	5	-25.97	-84.27	284.06		3.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	 					wnw3/4w	124	139	2	29.09	66	67	75	66	o	cum	0		
1867-01-03	6	-25.94	-84.34	284.06		3.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	 					wnw3/4w	124	139	5	29.09	66	67	75	66	o	cum	0		
1867-01-03	7	-25.91	-84.41	284.06		3.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	 					wnw3/4w	124	139	5	29.09	66	66	75	67	o	cum	0		
1867-01-03	8	-25.87	-84.49	284.06		4.2		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	 					wnw3/4w	124	139	5	29.12	66	66	75	67	o	cum	0		
1867-01-03	9	-25.86	-84.53	284.06		1.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	 					wnw3/4w	124	139	2	29.11	67	66	76	67	o	cu nimb	0		
1867-01-03	10	-25.85	-84.56	284.06		1.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	 					wnw3/4w	124	139	2	29.11	68	67	77	67	o	cu nimb	0		
1867-01-03	11	-25.83	-84.61	284.06		2.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	 					wnw3/4w	124	138	2	29.11	69	68	78	68	o	cu nimb	0		
1867-01-03	12	-25.81	-84.66	284.06		2.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	 			25 48 24 S	84 39 35 W	wnw3/4w	124	138	2	29.10	69	68	78	68	o	cum	0		
1867-01-03	13	-25.79	-84.69	284.06		2.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	 					wnw3/4w	124	138	2	29.09	69	68	78	68	o	cum	3		
1867-01-03	14	-25.75	-84.79	284.06		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	 					wnw3/4w	203	217	2	29.08	69	68	78	68	o	cum	4		
1867-01-03	15	-25.70	-84.90	284.06		6.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	 					wnw3/4w	203	217	2	29.08	70	70	80	68	o	cum	3		
1867-01-03	16	-25.64	-85.03	285		7.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	 					wnw3/4w | wnw1/4w	225	239	2	29.07	70	70	80	68	o	cum	3		
1867-01-03	17	-25.57	-85.14	289.69		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	 					wnw1/4w	225	239	2	29.06	69	70	80	67	o	cum	3		
1867-01-03	18	-25.51	-85.25	289.69		7.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-006/581208-lackawanna-006-061.JPG	 					wnw1/4w	225	239	2	29.06	68	70	80	67	o	cu nimb	3		
