YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Water	Weather	Ships	Other					
1863-02-01	6	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	 						203	197	5	30.29	44		o							
1863-02-01	7	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	 						203	197	5		44		o							
1863-02-01	8	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	 						203	197	5	30.30	44		o							
1863-02-01	9	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	 						203	197	5	30.30	50		o							
1863-02-01	10	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	 						203	197	5		56		o							
1863-02-01	11	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	 						203	197	5		56		o							
1863-02-01	12	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	Noon: Hampton Roads						203	197	5	30.25	56		o							
1863-02-01	13	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	 						248	242	5		56		bc							
1863-02-01	14	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	 						248	242	5	30.12	58		c							
1863-02-01	15	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	 						248	242	5		57		c							
1863-02-01	16	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	 						248	242	5	30.07	57		c							
1863-02-01	17	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	 						225	219	5		50		c							
1863-02-01	18	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	 						203	197	5	30.07	49		c							
1863-02-01	19	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	 						158	152	5		54		c							
1863-02-01	20	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	 						158	152	13	30.05	54		c							
1863-02-01	21	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	 						124	118	13		55		c							
1863-02-01	22	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	 						225	219	13	30.01	54		c							
1863-02-01	23	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	 						225	219	13		55		ov							
1863-02-01	24	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-014.JPG	 						225	219	13	30.03	51		ov	"00: US Steam Ship Circassian, US Steamer Water Witch"						
1863-02-02	1	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						225	219	5		52		c							
1863-02-02	2	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	I changed baro 29.30 to 30.00						225	219	5	30.00	52		c							
1863-02-02	3	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						225	219	5		52		c							
1863-02-02	4	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						225	219	5	29.97	52		c							
1863-02-02	5	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						248	242	5		51		c							
1863-02-02	6	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						248	242	2	30.00	51		c							
1863-02-02	7	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						270	264	2		51		c							
1863-02-02	8	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						270	264	2	30.05	52		c							
1863-02-02	9	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						338	332	8		50		c							
1863-02-02	10	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						360	354	13	30.12	45		c							
1863-02-02	11	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						23	17	19		45		c							
1863-02-02	12	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	Noon: Hampton Roads						23	17	19	30.12	46		c							
1863-02-02	13	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						23	17	19		49		b							
1863-02-02	14	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						23	17	19	30.12	49		b							
1863-02-02	15	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						23	17	13		49		b							
1863-02-02	16	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						23	17	13	30.12	48		b							
1863-02-02	17	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						23	17	13		41		b							
1863-02-02	18	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						23	17	13	30.12	40		b							
1863-02-02	19	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						23	17	13		40		b							
1863-02-02	20	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						23	17	13	30.12	40		b							
1863-02-02	21	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						45	39	13		38		b							
1863-02-02	22	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						45	39	13	30.15	37		b							
1863-02-02	23	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						45	39	13		37		b							
1863-02-02	24	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						45	39	13	30.16	37		b							
1863-02-03	1	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						68	62	19		37		b							
1863-02-03	2	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						68	62	19	30.10	37		b							
1863-02-03	3	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						45	39	19		36		o							
1863-02-03	4	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						45	39	19	30.02	35		o							
1863-02-03	5	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						45	39	24		34		S							
1863-02-03	6	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						45	39	24	30.04	33		S							
1863-02-03	7	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						45	39	24		30		S							
1863-02-03	8	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	0800 to 1200: All hands employed in getting snow off the decks.						11	5	24	30.06	29		S							
1863-02-03	9	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						11	5	24		28		S							
1863-02-03	10	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						360	354	24	30.07	27		S							
1863-02-03	11	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						360	354	24		29		S							
1863-02-03	12	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	Noon: Hampton Roads						360	354	19	30.10	30		c							
1863-02-03	13	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						360	354	19		30		c							
1863-02-03	14	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						360	354	19	30.11	29		c							
1863-02-03	15	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						349	343	13	30.11	29		c							
1863-02-03	16	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						349	343	13	30.11	27		b							
1863-02-03	17	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						338	332	13	30.11	27		bc							
1863-02-03	18	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						338	332	13	30.12	27		bc							
1863-02-03	19	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						360	354	13		26		b							
1863-02-03	20	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						360	354	13	30.44	26		b							
1863-02-03	21	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						315	309	8		24		b							
1863-02-03	22	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						360	354	8	30.41	21		b							
1863-02-03	23	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						338	332	8		19		b							
1863-02-03	24	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-015.JPG	 						338	332	8	30.41	18		b	"00: US Steam Sloop of War Iroquois, US Ship Monongaheala"						
1863-02-04	1	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-016.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-016.JPG	 						338	332	13		16		bc							
1863-02-04	2	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-016.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-016.JPG	 						338	332	13	30.54	14		bc							
1863-02-04	3	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-016.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-016.JPG	 						338	332	13		14		bc							
1863-02-04	4	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-016.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-016.JPG	 						338	332	13	30.67	15		bc							
1863-02-04	5	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-016.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-016.JPG	 						315	309	8		15		b							
1863-02-04	6	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-016.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-016.JPG	 						315	309	8	30.69	15		b							
1863-02-04	7	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-016.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-016.JPG	 						315	309	8		16		b							
1863-02-04	8	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-016.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-016.JPG	 						315	309	8	30.76	17		b							
1863-02-04	9	36.99	-76.33			a		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-016.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-001/581208-lackawanna-001-016.JPG	 						338	332	8		22		b							
