YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	Dir	Kts	Baro	Attd	Dry	Wet	Water	Weather	Clouds	Clear	Flora&Fauna	People	Ships	Other
1882-01-01	1	-25.33	-72.21	163.12		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	 					SxE 1/2 E	169	13	30.03	69	66	65	66	o	Cum	0				
1882-01-01	2	-25.42	-72.20	163.12		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	 					SxE 1/2 E	169	13	30.03	68	66	65	66	o	Cum	0				
1882-01-01	3	-25.52	-72.20	163.12		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	 					SxE 1/2 E	169	13	30.02	68	66	65	66	o	Cum	0				
1882-01-01	4	-25.62	-72.19	163.12		6.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	 					SxE 1/2 E	169	13	30.02	68	66	65	65	bc	Cum	8				
1882-01-01	5	-25.72	-72.19	163.12		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	 					SxE 1/2 E	169	13	30.03	68	67	65	65	oc	Cir Cum	0				
1882-01-01	6	-25.82	-72.18	163.12		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	 					SxE 1/2 E	180	13	30.05	68	67	65	64	bc	Cir Cum	5				
1882-01-01	7	-25.92	-72.18	163.12		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	 					SxE 1/2 E	180	13	30.05	68	68	66	64	bc	Cir Cum	7				
1882-01-01	8	-26.01	-72.17	163.12		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	 					SxE 1/2 E	191	13	30.05	69	68	66	64	bc	Cir Cum	4				
1882-01-01	9	-26.11	-72.17	163.12		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	 					SxE 1/2 E	191	13	30.05	69	67	66	64	bc	Cir Cum	5				
1882-01-01	10	-26.21	-72.16	163.12		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	 					SxE 1/2 E	191	13	30.05	69	69	67	64	bc	Cir Cum	5				
1882-01-01	11	-26.30	-72.16	163.12		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	 					SxE 1/2 E	191	13	30.06	69	69	67	64	bc	Cir Cum	2				
1882-01-01	12	-26.40	-72.15	163.12		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	 			26 24S	72 9W	SxE 1/2 E	191	13	30.05	69	69	67	65	bc	Cum	2				
1882-01-01	13	-26.48	-72.15	163.12		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	 					SxE 1/2 E	180	19	30.05	70	69	67	66	bc	Cum	2				
1882-01-01	14	-26.56	-72.15	163.12		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	 					SxE 1/2 E	180	19	30.03	69	68	67	66	bc	Cum	5				
1882-01-01	15	-26.64	-72.15	163.12		4.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	 					SxE 1/2 E	180	19	30.00	69	68	67	66	bc	Cir Cum	8				
1882-01-01	16	-26.71	-72.15	163.12		4.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	 					SxE 1/2 E	180	19	29.98	69	68	66	66	bc	Cir Cum	5				
1882-01-01	17	-26.78	-72.15	163.12		4.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	 					SxE 1/2 E	180	24	29.96	68	67	66	66	bc	Cir Cum	8				
1882-01-01	18	-26.85	-72.15	163.12		4.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	 					SxE 1/2 E	180	24	29.95	68	67	66	66	bc	Cir Cum	8				
1882-01-01	19	-26.92	-72.15	163.12		4.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	 					SxE 1/2 E	191	19	29.95	67	65	65	65	bc	Cir Cum	9				
1882-01-01	20	-26.99	-72.15	163.12		4.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	 					SxE 1/2 E	191	19	29.95	67	65	65	64	bc	Cir Cum	8				
1882-01-01	21	-27.04	-72.15	163.12		3.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	 					SxE 1/2 E	191	19	29.96	67	65	65	64	bc	Cir Cum	8				
1882-01-01	22	-27.08	-72.16	163.12		3.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	 					SxE 1/2 E	191	13	29.96	67	65	65	64	bc	Cir Cum	8				
1882-01-01	23	-27.12	-72.16	163.12		2.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	 					SxE 1/2 E	191	13	29.95	67	65	65	63	bc	Cir Cum	8				
1882-01-01	24	-27.16	-72.16	163.12		2.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-027.JPG	 			26 38S	72 13W	SxE 1/2 E	191	13	29.94	67	64	64	63	bc	Cir Cum	7				
1882-01-02	1	-27.20	-72.16	163.12		2.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	 					SxE 1/2 E	191	16	29.96	66	65	64	63	bc	Cir Cum	5				
1882-01-02	2	-27.25	-72.16	163.12		3.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	 					SxE 1/2 E	191	16	29.96	66	65	64	63	bc	Cir Cum	6				
1882-01-02	3	-27.30	-72.16	163.12		3.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	 					SxE 1/2 E	191	13	29.94	65	64	64	65	bc	Cir Cum	5				
1882-01-02	4	-27.35	-72.17	163.12		3.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	 					SxE 1/2 E	191	13	29.94	65	64	64	64	bc	Cir Cum	5				
1882-01-02	5	-27.41	-72.17	163.12		4.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	 					SxE 1/2 E	203	13	29.93	65	64	64	65	bc	Cir Cum	4				
1882-01-02	6	-27.48	-72.17	163.12		4.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	 					SxE 1/2 E	203	13	29.94	65	64	64	65	bc	Cir Cum	3				
1882-01-02	7	-27.55	-72.17	163.12		4.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	 					SxE 1/2 E	203	13	29.96	65	63	63	66	oc	Cum	0				
1882-01-02	8	-27.62	-72.17	163.12		4.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	 					SxE 1/2 E	191	13	29.99	65	63	63	63	o	Cum	0				
1882-01-02	9	-27.70	-72.17	163.12		4.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	 					SxE 1/2 E	191	13	30.01	66	65	64	63	oc	Cir Cum	0				
1882-01-02	10	-27.78	-72.17	163.12		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	 					SxE 1/2 E	191	13	30.00	66	65	65	63	oc	Cir Cum	0				
1882-01-02	11	-27.85	-72.17	163.12		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	 					SxE 1/2 E	180	13	30.00	66	66	65	64	oc	Cir Cum	0				
1882-01-02	12	-27.93	-72.17	163.12		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	 			27 56S	72 10W	SxE 1/2 E	180	13	30.00	66	66	66	64	oc	Cir Cum	0				
1882-01-02	13	-28.01	-72.16	163.12		4.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	 					SxE 1/2 E	180	13	30.03	67	66	66	64	oc	Cum	0				
1882-01-02	14	-28.10	-72.16	163.12		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	 					SxE 1/2 E	180	13	30.02	67	66	66	64	oc	Cum	0				
1882-01-02	15	-28.18	-72.16	163.12		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	 					SxE 1/2 E	180	13	30.02	67	66	66	64	oc	Cum	0				
1882-01-02	16	-28.27	-72.15	163.12		5.6		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	 					SxE 1/2 E	180	13	30.02	67	66	66	61	bc	Cum	6				
1882-01-02	17	-28.36	-72.15	163.12		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	 					SxE 1/2 E	180	13	29.96	67	65	65	59	bc	Cum	6				
1882-01-02	18	-28.44	-72.15	163.12		4.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	 					SxE 1/2 E	180	13	29.95	66	65	65	59	bc	Cum	5				
1882-01-02	19	-28.52	-72.14	163.12		4.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	 					SxE 1/2 E	180	13	29.93	66	65	64	60	bc	Cum	3				
1882-01-02	20	-28.60	-72.14	163.12		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	 					SxE 1/2 E	180	13	29.92	66	65	64	60	oc	Cum	0				
1882-01-02	21	-28.68	-72.14	163.12		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	 					SxE 1/2 E	180	13	29.95	65	63	62	61	bc	Cum	1				
1882-01-02	22	-28.77	-72.13	163.12		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	 					SxE 1/2 E	180	13	29.95	65	63	62	62	bc	Cum	1				
1882-01-02	23	-28.85	-72.13	163.12		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	 					SxE 1/2 E	180	16	29.96	65	65	62	62	bc	Cum	1				
1882-01-02	24	-28.93	-72.13	163.12		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-028.JPG	 			58 10S	72 10W	SxE 1/2 E	180	10	29.96	64	63	62	62	bc	Cum	1				
1882-01-03	1	-29.01	-72.12	163.12		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	 					SxE 1/2 E	180	13	29.96	64	62	62	63	bc	Cum	1				
1882-01-03	2	-29.10	-72.12	163.12		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	 					SxE 1/2 E	180	13	29.96	64	62	62	63	bc	Cum	1				
1882-01-03	3	-29.18	-72.12	163.12		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	 					SxE 1/2 E	180	13	29.96	64	62	62	63	oc	Cum	0				
1882-01-03	4	-29.26	-72.11	163.12		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	 					SxE 1/2 E	180	13	29.96	64	62	62	63	oc	Cum	0				
1882-01-03	5	-29.35	-72.11	163.12		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	0545: Sighted high land on the port beam					SxE 1/2 E	180	13	29.97	63	61	61	61	oc	Cum	0				
1882-01-03	6	-29.44	-72.11	163.12		5.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	 					SxE 1/2 E	180	13	29.99	63	61	61	59	oc	Cum	0				
1882-01-03	7	-29.52	-72.10	163.12		5.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	 					SxE 1/2 E	180	13	30.00	62	61	61	59	oc	Cum	0				
1882-01-03	8	-29.61	-72.10	163.12		5.3		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	 					SxE 1/2 E	180	13	30.01	62	61	61	59	oc	Cum	0				
1882-01-03	9	-29.70	-72.10	163.12		5.4		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	 					SxE 1/2 E	180	19	30.05	62	60	60	58	oc	Cum	0				
1882-01-03	10	-29.79	-72.09	163.12		5.5		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	 					SxE 1/2 E	180	13	30.05	62	60	60	58	oc	Cum	0				
1882-01-03	11	-29.88	-72.09	163.12		5.8		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	 					SxE 1/2 E	180	8	30.03	62	61	61	57	oc	Cum	0				
1882-01-03	12	-29.98	-72.08	163.12		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	 			29 59S	72 5W	SxE 1/2 E	180	8	30.03	62	61	61	57	oc	Cum	0				
1882-01-03	13	-30.10	-72.12	163.12		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	 					SxE 1/2 E	180	2	30.00	64	63	62	56	oc	Cum	0				
1882-01-03	14	-30.21	-72.15	163.12		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	 					SxE 1/2 E	180	2	30.00	65	63	63	56	oc	Cum	0				
1882-01-03	15	-30.33	-72.18	163.12		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	 					SxE 1/2 E	180	2	30.00	65	63	63	58	oc	Cum	0				
1882-01-03	16	-30.44	-72.22	163.12		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	 					SxE 1/2 E	180	2	29.99	66	63	63	58	oc	Cum	0				
1882-01-03	17	-30.55	-72.25	163.12		6.0		https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	https://s3.amazonaws.com/NARAprodstorage/lz/dc-metro/rg-024/581208/2020-01/581208-lackawanna-035/581208-lackawanna-035-029.JPG	 					SxE 1/2 E	169	2	29.96	65	63	63	59	bc	Cum	1				
