YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Water	Weather	Clouds	Amount	VisM	Ships	Other
1928-05-20	17	54.76	-163.31	248		1.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0027.JPG	"1720: Ikatan Point abeam, dist. 0.5 miles 1730: 145 gyro"			54.76	-163.31	248	338	352	13	29.30	43	41	o	cun	10	20		
1928-05-20	18	54.7	-163.05	107		10.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0027.JPG	1800: various 1815: 252 gyro			54.7	-163.048	107	315	329	13	29.30	41	41	o	cun	10	50		
1928-05-20	19	54.6	-163.29	233		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0027.JPG	"1935: Cape Lazaref abeam, dist. 5 miles, cc 262 gyro"			54.595	-163.292	233	281	295	8	29.28	40	41	o	cun	10	50		
1928-05-20	20	54.53	-163.68	256		13.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0027.JPG	2021: 267 gyro			54 32 0 	163 41W	256	202	216	19	29.28	40	41	o	cun	10	50		
1928-05-20	21	54.49	-164.04	265		12.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0027.JPG	 			54.485	-164.036	265	281	295	19	29.30	40	40	o	cun	10	50		
1928-05-20	22	54.48	-164.16	288		4.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0027.JPG	2220: cc 180			54.48	-164.156	288	281	295	19	29.34	40	40	o	cun	10	50		
1928-05-20	23	54.37	-164.14	180		4.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0027.JPG	2343: Scotch Cap Light brg 288 gyro 2345: 270 gyro			54.369	-164.142	180	292	306	13	29.34	38	40	o	n	10	50		
1928-05-20	24	54.34	-164.38	270		8.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0027.JPG	"0035: Scotch Cap Light brg 300 gyro 0050: Scotch Cap Light brg 315 gyro, dist. 6.6 miles starboard side. 0055: 275 gyro "			54.339	-164.383	270	292	306	13	29.34	38	40	oc	cun	10	50		
1928-05-21	1	54.31	-164.64	270		9.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0030.JPG	"0103: 315 gyro.  0142: Scotch Cap Light brg 360 gyro, cc 285 gyro. 0150: Scotch Cap Light abeam, starboard side, brg 18 gyro, dist 3 miles"			54.309	-164.644	270	248	262	24	29.32	35	41	o	cun	10	7		
1928-05-21	2	54.35	-164.81	304		7.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	"0242: Cape Sarichef Light sighted brg 21 gyro, dist. 15 miles on starboard beam"			54.35	-164.81	304	259	273	24	29.34	35	41	of	n	10	7		
1928-05-21	3	54.39	-165.16	285		9.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	"0336: Akun Island brg 311 gyro, port beam, cc 230 gyro"			54.386	-165.16	285	270	284	19	29.36	36	41	of	n	10	7		
1928-05-21	4	54.43	-165.27	343		3.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	0400: 238 gyro 0445: Akun Head abeam			54.429	-165.268	343	292	306	19	29.36	36	40	of	n	10	7		
1928-05-21	5	54.34	-165.58	238		9.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	0510: 180 gyro 0555: Akutan Harbor Light abeam			54.339	-165.581	238	281	295	19	29.39	36	41	of	n	10	7		
1928-05-21	6	54.18	-165.7	188		9.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	"0620: Anchored in Akutan Bay. Stack brg 139, left corner of dock 129"			54.18	-165.7	188	281	295	13	29.40	37	41	of	n	10	7		
1928-05-21	7	54.13	-165.78	v		4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	 			54.13	-165.78	v	281	295	8	29.41	39	40	of	cun	10	7		
1928-05-21	8	54.13	-165.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	 			54.13	-165.78		281	295	8	29.43	40		o	cun	10	7		
1928-05-21	9	54.13	-165.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	 			54.13	-165.78													
1928-05-21	10	54.13	-165.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	 			54.13	-165.78		281	295	8	29.45	40		or	n	10			
1928-05-21	11	54.13	-165.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	 			54.13	-165.78													
1928-05-21	12	54.13	-165.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	 			54.13	-165.78		281	295	8	29.45	40		od	n	10			
1928-05-21	13	54.13	-165.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	 			54.13	-165.78													
1928-05-21	14	54.13	-165.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	 			54.13	-165.78		292	306	8	29.48	37		or	n	10			
1928-05-21	15	54.13	-165.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	 			54.13	-165.78													
1928-05-21	16	54.13	-165.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	 			54.13	-165.78		292	306	8	29.49	38		or	n	10			
1928-05-21	17	54.13	-165.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	 			54.13	-165.78													
1928-05-21	18	54.13	-165.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	 			54.13	-165.78		292	306	13	29.51	37		op	n	10			
1928-05-21	19	54.13	-165.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	 			54.13	-165.78													
1928-05-21	20	54.13	-165.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	 			54.13	-165.78		304	318	13	29.51	34		or	n	10			
1928-05-21	21	54.13	-165.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	 			54.13	-165.78													
1928-05-21	22	54.13	-165.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	 			54.13	-165.78		281	295	13	29.53	34		or	n	10			
1928-05-21	23	54.13	-165.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	 			54.13	-165.78													
1928-05-21	24	54.13	-165.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0029.JPG	 			54.13	-165.78		281	295	13	29.55	34		or	n	10			
1928-05-22	1	54.13	-165.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0032.JPG	 			54.13	-165.78													
1928-05-22	2	54.13	-165.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	 			54.13	-165.78		281	295	8	29.60	36		or	n	10			
1928-05-22	3	54.13	-165.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	 			54.13	-165.78													
1928-05-22	4	54.13	-165.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	 			54.13	-165.78		281	295	13	29.60	36		orf	n	10			
1928-05-22	5	54.13	-165.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	 			54.13	-165.78													
1928-05-22	6	54.13	-165.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	 			54.13	-165.78		326	340	8	29.63	39		orh	n	10			
1928-05-22	7	54.13	-165.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	 			54.13	-165.78													
1928-05-22	8	54.13	-165.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	 			54.13	-165.78		292	306	13	29.65	35		orh	n	10			
1928-05-22	9	54.13	-165.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	0930: Got Underway 0955: 360 gyro			54.13	-165.78													
1928-05-22	10	54.19	-165.74	360		5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	"1005: 326 gyro 1025: Ridge Point abeam, cc 306 gyro"			54.19	-165.74	360	315	329	19	29.68	37	40	o	cun	10	7		
1928-05-22	11	54.26	-165.91	317		8.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	"1100: 270 gyro 1111: North Head abeam 1130: 226 gyro 1145: Lava Point brg 137 gyro, Reef Bight 172 gyro, North Head 77 gyro"			54.259	-165.91	317	315	329	19	29.70	37	40	or	n	10	4		
1928-05-22	12	54.17	-166.17	248		9.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	1227: 250 gyro 1239: 210 gyro 1257: 226 gyro			54 10N	166 10W	248	315	329	19	29.72	37	41	o	n	10	7		
1928-05-22	13	54.06	-166.36	226		9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	"1315: Priest Rock abeam, brg 115 gyro, dist. 2.5 miles"			54.058	-166.356	226	349	3	19	29.72	36	41	od	n	10	7		
1928-05-22	14	53.94	-166.48	v		8.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	"1415: Moored, Unalaska"			53.941	-166.48	v	349	3	13	29.74	37	41	of	n	10	7		
1928-05-22	15	53.88	-166.53	sxw		3.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	 			53.88	-166.53	sxw	349	3	8	29.76	37	41	of	n	10	7		
1928-05-22	16	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	 			53.88	-166.53		349	3	8	29.78	37		of	n	10			
1928-05-22	17	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	 			53.88	-166.53													
1928-05-22	18	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	 			53.88	-166.53													
1928-05-22	19	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	 			53.88	-166.53													
1928-05-22	20	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	 			53.88	-166.53		349	3	8	29.82	35		orm	n	10			
1928-05-22	21	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	 			53.88	-166.53													
1928-05-22	22	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	 			53.88	-166.53													
1928-05-22	23	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	 			53.88	-166.53													
1928-05-22	24	53.88	-166.53			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0031.JPG	0055: Got Underway			53.88	-166.53		349	3	8	29.90	35		o	cun	10		0050: Unalga left port	
1928-05-23	1	53.89	-166.52	v		0.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0034.JPG	"0133: Ulakta Head abeam, cc 15 T"			53.89	-166.52	v	349	3	8	29.90	36		os	n	10			
1928-05-23	2	54.08	-166.47	15		10.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0033.JPG	0207: 38 gyro 0245: 45 gyro			54.077	-166.472	15	349	3	13	29.89	36	42	od	n	10	2		
1928-05-23	3	54.31	-166.26	34		15.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0033.JPG	0303: 55 gyro 0326: 71 gyro			54.309	-166.255	34	349	3	13	29.88	36	41	odf	n	10	4		
1928-05-23	4	54.44	-165.89	63		15.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0033.JPG	 			54.444	-165.893	63	349	3	13	29.88	37	42	of	n	10	7		
1928-05-23	5	54.33	-165.72	v		10.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/81/6849/23684981/content/dc-metro/rg-026/585454/0002/Haida-1928-05/Haida-1928-05-0033.JPG	"0555: Moored, Akun Head"			54.333	-165.718	v	349	3	19	29.88	37	42	of	f	10	4		
