YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Weather	Clouds	From	Amount	VisM	People	Ships	Other
1937-01-23	1	49	-125.99	302		10.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	 						315	340	5	29.97	42	40	CZ	N		10	20			
1937-01-23	2	49.08	-126.2	302		10		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	 						315	340	5	29.97	41	40	CZ	N		10	20			
1937-01-23	3	49.17	-126.42	302		10.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	0311: Estevan Pt. Lt. ats. dist. 17 mi.						315	340	5	29.96	44	42	CZ	N		10	20			
1937-01-23	4	49.27	-126.66	302		10.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	0400: Estevan Lt. ats. dist. 8 mi. 						315	340	8	29.93	44	43	CZ	N		10	20			
1937-01-23	5	49.37	-126.87	302		10.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	 						315	340	19	29.93	46	43	op	N		10	7			
1937-01-23	6	49.46	-127.08	302		9.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	 						315	340	19	29.89	46	43	c	CUN		8	20			
1937-01-23	7	49.55	-127.28	302		9.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	 						315	340	19	29.87	46	43	c	CUN		7	20			
1937-01-23	8	49.63	-127.45	302		8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	0830: cc to 328 T 						315	340	19	29.87	46	46	o	CUN		7	7			
1937-01-23	9	49.73	-127.58	315		7.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	 						315	340	19	29.86	48	46	o	CUN		10	4			
1937-01-23	10	49.86	-127.69	328		8.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	1043: cc to 308 T						315	340	24	29.84	48	46	o	CUN		10	7			
1937-01-23	11	49.97	-127.81	322		8.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	 						315	340	30	29.85	46	44	BC	CU		10	20			
1937-01-23	12	50.04	-127.93	308		5.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	 						315	340	30	29.84	46	44	BC	CU		10	7			1200-1600: Omitted quarters due to weather
1937-01-23	13	50.11	-128.06	308		6.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	 						315	340	30	29.83	44	40	BC	CU		9	20			
1937-01-23	14	50.19	-128.19	308		6.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	 						315	340	30	29.83	44	40	BC	CU		9	20			
1937-01-23	15	50.26	-128.31	308		6.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	 						315	340	30	29.84	44	40	BC	CU		5	50			
1937-01-23	16	50.33	-128.43	308		6.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	 						315	340	30	29.86	44	40	BC	CU		5	50			1600-2000: Moderate North northwest gale throughout the watch
1937-01-23	17	50.39	-128.52	308		4.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	1700: cc to 308 T to allow for leeway						338	2	30	29.89	44	40	BC	ACU		6	20			
1937-01-23	18	50.42	-128.56	308		2.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	 						338	2	30	29.91	44	39	BC	ACU		4	20			
1937-01-23	19	50.46	-128.63	308		3.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	 						338	2	30	29.90	43	37	BC	ACU		3	20			
1937-01-23	20	50.53	-128.75	308		6.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	 						338	2	19	29.92	42	38	BC	ACU		4	20			
1937-01-23	21	50.55	-128.81	308		3.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	 						315	340	19	29.94	41	37	C	CU		7	20			
1937-01-23	22	50.58	-128.9	308		4.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	 						315	340	19	29.96	42	38	C	CU		9	20			
1937-01-23	23	50.62	-129	308		5.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	 						315	340	13	29.99	41	37	C	CU		9	20			
1937-01-23	24	50.65	-129.09	308		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0031.JPG	 						315	340	24	30.00	41	37	BC	CU		8	20			
1937-01-24	1	50.68	-129.18	308		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	 						315	340	24	30.01	41	37	C	ACU		7	7			
1937-01-24	2	50.71	-129.28	308		4.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	 						315	340	24	30.01	41	37	BC	ACU		5	7			
1937-01-24	3	50.75	-129.37	308		4.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	 						315	340	19	30.03	41	37	C	ACU		6	7			
1937-01-24	4	50.78	-129.47	308		4.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	 						315	340	19	30.03	41	37	C	ACU		6	7			
1937-01-24	5	50.82	-129.58	308		5.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	 						315	340	19	30.06	40	36	BC	CI		5	20			
1937-01-24	6	50.87	-129.69	308		5.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	 						315	340	19	30.06	40	36	BC	CI		4	20			0611: sea moderating
1937-01-24	7	50.95	-129.88	308		9.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	 						315	340	19	30.05	43	35	BC	CI		5	7			
1937-01-24	8	51.03	-130.08	308		10.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	 						315	340	8	30.04	44	38	BC	CI		4	7			
1937-01-24	9	51.15	-130.3	308		10.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	 						270	295	8	30.00	44	40	BC	CU		5	20			
1937-01-24	10	51.28	-130.56	308		12.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	 						259	284	8	29.99	44	40	C	CU		8	20			
1937-01-24	11	51.4	-130.8	308		11.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	 						225	250	13	29.97	44	42	OM	SCU		10	7			
1937-01-24	12	51.53	-131.07	308		12.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	 						225	250	13	29.94	47	45	OM	SCU		10	7			
1937-01-24	13	51.66	-131.34	308		12.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	1348: cc to 322 T						225	250	19	29.84	47	45	OM	CUN		10	7			
1937-01-24	14	51.8	-131.59	311		12.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	 						225	250	19	29.79	47	45	OZ	CUN		10	7			
1937-01-24	15	51.94	-131.77	322		10.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	 						225	250	19	29.76	47	45	OZ	CUN		10	7			
1937-01-24	16	52.07	-131.95	322		10.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	1624: cc to 319 T						225	250	24	29.72	46	44	OZ	CUN		10	7			
1937-01-24	17	52.2	-132.12	320		9.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	 						225	252	24	29.69	46	44	OZ	N		10	7			
1937-01-24	18	52.3	-132.27	319		8.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	 						225	252	24	29.64	46	44	ozr	N		9	7			
1937-01-24	19	52.39	-132.41	319		7.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	 						315	342	24	29.60	44	40	ozr	ACU		7	7			
1937-01-24	20	52.5	-132.57	319		8.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	 						315	342	33	29.58	40	38	OP	N		10	7			
1937-01-24	21	52.59	-132.72	319		6.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	 						315	342	30	29.54	40	36	OP	N		10	7			
1937-01-24	22	52.69	-132.89	319		6.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	2248: cc to 322 T						315	342	30	29.52	38	36	OP	N		10	4			
1937-01-24	23	52.78	-133.04	320		6.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	2310: cc 319 T						315	342	30	29.50	42	38	OP	N		10	4			
1937-01-24	24	52.86	-133.16	319		4.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0032.JPG	 						315	342	30	29.50	42	37	OP	N		10	4			
1937-01-25	1	52.95	-133.32	319		6.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	 						225	252	30	29.47	41	36	BC	CU		9	7			
1937-01-25	2	53	-133.41	319		3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	 						225	252	30	29.46	40	37	BC	CU		8	7			
1937-01-25	3	53.06	-133.53	319		4.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	 						225	252	24	29.45	38	36	O	SCU		9	7			
1937-01-25	4	53.13	-133.65	319		4.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	 						270	297	30	29.43	41	38	O	SCU		10	7			
1937-01-25	5	53.2	-133.78	319		4.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	 						202	230	30	29.43	41	38	os	N		9	7			
1937-01-25	6	53.27	-133.9	319		4.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	 						202	230	30	29.37	41	38	os	N		10	1			
1937-01-25	7	53.36	-134.05	319		5.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	0720: cc to 0 T 0736 cc to 05 T						315	342	8	29.34	37	34	O	CUN		10	1			
1937-01-25	8	53.48	-134.07	5		6.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	 						360	27	19	29.40	37	34	C	CUN		8	7			
1937-01-25	9	53.63	-134.07	10		8.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	0906: cc to 20 T  0911 cc to 30 T 						360	27	19	29.42	40	37	C	CUN		8	20			
1937-01-25	10	53.84	-133.94	27		13.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	1005: cc to 40 T  1045 cc to 50 T  1048 cc to 60 T						338	4	19	29.42	40	36	C	CUN		8	20			
1937-01-25	11	54.01	-133.73	44		12.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	1104: cc to 50 T						338	4	19	29.48	40	35	CQ	CUN		9	20			
1937-01-25	12	54.16	-133.47	51		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	1230: Sighted Langara Is. Lt. ats. dist. 8 mi. 1230 cc 300 T						338	4	19	29.50	40	38	C	CUN		10	20			1226: Steaming in heavy fog
1937-01-25	13	54.23	-133.41	355		3.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	 						112	140	19	29.52	36	34	os	N		10	20			
1937-01-25	14	54.32	-133.59	300		10.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	1410: cc 91						68	94	19	29.54	37	35	os	N		10	7			
1937-01-25	15	54.34	-133.24	84		9.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/83/6900/23690083/content/dc-metro/rg-026/585454/0002/Haida-1937-01/Haida-1937-01-0033.JPG	 						68	94	19	29.58	37	34	o	N		9	50			
