YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Water	Weather	Clouds	From	Amount	VisM	Flora&Fauna	People	Ships
1922-04-15	1	47.61	-122.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0024.JPG	 			47.611	-122.35															
1922-04-15	2	47.61	-122.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	 			47.611	-122.35															
1922-04-15	3	47.61	-122.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	 			47.611	-122.35															
1922-04-15	4	47.61	-122.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	 			47.611	-122.35		225	249	2	30.21	46		bc	S Cu		9				
1922-04-15	5	47.61	-122.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	 			47.611	-122.35															
1922-04-15	6	47.61	-122.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	 			47.611	-122.35															
1922-04-15	7	47.61	-122.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	 			47.611	-122.35															
1922-04-15	8	47.61	-122.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	"0800: Bell Street Wharf, Seattle"			47.611	-122.35		135	159	2	30.33	37		o	A-S		10				
1922-04-15	9	47.61	-122.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	 			47.611	-122.35															
1922-04-15	10	47.61	-122.35			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	1005: Underway. 1048 West Point abm.			47.61	-122.35		135	159	2	30.32	45		bc	S Cu		7				
1922-04-15	11	47.68	-122.45	v		1.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	 			47.68	-122.45	v	135	159	2	30.32	48		bc	S Cu		5				
1922-04-15	12	47.86	-122.48	v		7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	Noon: Point No Point brg 330 T dist 3.8 mi.			47.86	-122.48	v	135	159	2	30.32	51		bc	S Cu		4				
1922-04-15	13	47.98	-122.59	v		8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	 			47.9768	-122.588	v	135	159	2	30.30	56		bc	CU		6				
1922-04-15	14	48.07	-122.64	v		6.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	 			48.0716	-122.64	v	135	159	2	30.29	56		bc	CU		6				
1922-04-15	15	48.13	-122.73	v		4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	"1510: Rounded Point Wilson, cc 200 psc."			48.13	-122.73	v	135	159	2	30.29	56		bc	A Cu		8				
1922-04-15	16	48.19	-122.98	200		1.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	"1630: New Dungeness Lt brg 178 T dist 3 mi, cc 243 psc."			48.19	-122.98	200	135	159	2	30.27	44		bc	Cu N		9				
1922-04-15	17	48.23	-123.26	222		11.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	 			48.23	-123.26	222	248	272	19	30.24	45		bcf	N		9				
1922-04-15	18	48.23	-123.52	243		12		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	1810: Race Rocks Lt abm dist 3.8 mi cc 264.			48.2317	-123.524	243	248	272	19	30.24	44		bcf	N		9				
1922-04-15	19	48.3	-123.78	261		12.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	1940: Sheringham Lt abm dist 2 mi cc 260.			48.296	-123.782	261	248	272	19	30.24	42		ocp	N		10				
1922-04-15	20	48.37	-124.03	263		12		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	 			48 22N	124 02W	263	248	272	19	30.24	42		ocp	N		10				
1922-04-15	21	48.42	-124.32	260		11.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	 			48.416	-124.317	260	248	272	19	30.25	42		ocp	N		10				
1922-04-15	22	48.45	-124.54	260		9.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	2230: Tatoosh Lt abm dist 5.6 mi.			48.4545	-124.54	260	248	272	19	30.25	42		oc	N		10				
1922-04-15	23	48.49	-124.76	260		8.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	2345: Swiftsure LV cc 259 psc			48.4921	-124.758	260	292	316	8	30.23	42		oc	N		10				
1922-04-15	24	48.52	-124.93	259		6.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0023.JPG	 			48.5188	-124.926	259	292	316	8	30.26	42		oc	N		10				
1922-04-16	1	48.55	-125.1	259		6.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	 			48.5459	-125.097	259	270	294	8	30.24	42	49	bc	cu n		9				
1922-04-16	2	48.57	-125.25	259		6.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	 			48.5706	-125.253	259	270	294	8	30.25	42	49	bc	cu n		9				
1922-04-16	3	48.6	-125.41	259		6.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	 			48.5956	-125.412	259	270	294	13	30.26	41	50	b	cu n						
1922-04-16	4	48.63	-125.62	259		8.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	 			48.6292	-125.622	259	315	339	19	30.28	41	50	b	cu n						
1922-04-16	5	48.66	-125.82	259		8.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	 			48.6611	-125.823	259	315	339	13	30.29	41	50	bc	s cu		3				
1922-04-16	6	48.69	-126.02	259		8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	 			48.6926	-126.021	259	315	339	13	30.30	42	50	bc	s cu		3				
1922-04-16	7	48.73	-126.24	259		8.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	 			48.7274	-126.239	259	315	339	19	30.30	43	50	bc	cu		5				
1922-04-16	8	48.75	-126.38	259		5.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	 			48 45N	126 23W	259	315	339	19	30.34	44	50	bc	s cu		3				
1922-04-16	9	48.77	-126.58	259		6.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	 			48.7682	-126.58	259	315	339	19	30.38	46	49	bc	ci cu		3				
1922-04-16	10	48.79	-126.81	259		7.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	 			48.7917	-126.808	259	315	339	19	30.39	46	48	bc	ci cu		3				
1922-04-16	11	48.83	-127.11	259		10.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	 			48.8273	-127.11	259	315	339	19	30.43	46	46	bc	cu		4				
1922-04-16	12	48.85	-127.33	259		7.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	 			48 51N	127 20W	259	315	339	19	30.44	46	45	bc	cu		4				
1922-04-16	13	48.88	-127.53	259		7.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	 			48.8782	-127.531	259	315	339	19	30.46	45	45	bc	ci cu		2				
1922-04-16	14	48.91	-127.74	259		7.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	 			48.9077	-127.736	259	315	339	19	30.47	45	45	bc	ci cu		2				
1922-04-16	15	48.94	-127.94	259		7.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	 			48.9376	-127.944	259	315	339	19	30.51	45	45	b							
1922-04-16	16	48.97	-128.16	259		7.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	 			48.9682	-128.157	259	315	339	19	30.51	46	45	b							
1922-04-16	17	49	-128.38	259		8.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	 			49.0013	-128.384	259	315	339	19	30.50	47	45	b							
1922-04-16	18	49.03	-128.61	259		8.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	 			49.0348	-128.614	259	315	339	19	30.52	46	44	b							
1922-04-16	19	49.07	-128.87	259		9.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	 			49.0715	-128.865	259	315	339	8	30.54	42	48	bc	s cu		6				
1922-04-16	20	49.12	-129.17	259		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	 			49 07N	129 10W	259	315	339	5	30.55	41	48	bc	s cu		9				
1922-04-16	21	49.16	-129.43	259		10.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	 			49.1569	-129.428	259	315	339	8	30.58	41	50	bc	a-s		8				
1922-04-16	22	49.2	-129.68	259		10.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	 			49.1951	-129.678	259	315	340	8	30.58	41	50	bc	ci-s		7				
1922-04-16	23	49.23	-129.92	259		9.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	 			49.2314	-129.915	259	315	340	8	30.58	41	51	bc	ci-s		7				
1922-04-16	24	49.27	-130.18	259		10.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0025.JPG	 			49.2712	-130.175	259	315	340	8	30.59	41		bc	ci-s		4				
1922-04-17	1	49.31	-130.45	259		11.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	 			49.3139	-130.453	259	225	250	5	30.57	41	48	oc	as		10				
1922-04-17	2	49.36	-130.77	259		12.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	 			49.363	-130.77	259	225	250	5	30.56	41	48	oc	as		10				
1922-04-17	3	49.41	-131.09	259		13		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	 			49.4129	-131.093	259	225	250	5	30.56	41	48	oc	as		10				
1922-04-17	4	49.46	-131.37	259		11.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	 			49.4556	-131.371	259	225	250	5	30.54	41	42	oc	as		10				
1922-04-17	5	49.5	-131.66	259		11.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	 			49.5006	-131.664	259	202	228	5	30.53	46	44	ocf	n		10				
1922-04-17	6	49.55	-131.98	259		12.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	 			49.5498	-131.983	259	202	228	5	30.52	46	44	ocf	n		10				
1922-04-17	7	49.6	-132.29	259		12.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	 			49.5973	-132.292	259	202	228	8	30.51	42	44	ocfz	n		10				
1922-04-17	8	49.65	-132.63	259		13.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	 			49 39N	132 38W	259	202	228	13	30.47	42	44	ocfz			10				
1922-04-17	9	49.69	-132.92	259		11.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	 			49.6899	-132.92	259	225	250	19	30.47	42	44	f							
1922-04-17	10	49.74	-133.27	259		14.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	 			49.7391	-133.265	259	225	250	19	30.45	42	44	f							
1922-04-17	11	49.81	-133.72	259		18.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	1110: Retarded clocks 25 minutes.			49.8065	-133.723	259	225	250	19	30.43	42	44	f							
1922-04-17	12	49.85	-134.03	259		12.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	 			49 51N	 134 2W	259	225	250	19	30.40	42	43	f							
1922-04-17	13	49.9	-134.36	259		13.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	 			49.8993	-134.364	259	202	228	24	30.38	42	44	f							
1922-04-17	14	49.94	-134.67	259		12.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	 			49.9449	-134.672	259	202	228	24	30.37	42	44	f							
1922-04-17	15	49.99	-134.96	259		11.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	 			49.9877	-134.964	259	202	228	24	30.33	43	44	f							
1922-04-17	16	50.04	-135.3	259		13.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	 			50.0374	-135.298	259	202	228	30	30.30	43	42	f							
1922-04-17	17	50.08	-135.6	259		12		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23681931/content/dc-metro/rg-026/585454/0002/Haida-1922-04/Haida-1922-04-0026.JPG	 			50.0822	-135.602	259	202	228	30	30.26	43	44	ocm							
