YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	From	Amount	VisM	Flora&Fauna	People	Ships	Other
1936-01-01	1	60.55	-145.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/6896/23689606/content/dc-metro/rg-026/585454/0002/Haida-1936-01/Haida-1936-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/6896/23689606/content/dc-metro/rg-026/585454/0002/Haida-1936-01/Haida-1936-01-0005.JPG	 			60.55	-145.78																Top of Page: 0205 S.S. Northwestern stood in and moored to Ocean Dock 0315 S.S. Northwestern unmoored and stood out	
1936-01-01	2	60.55	-145.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/6896/23689606/content/dc-metro/rg-026/585454/0002/Haida-1936-01/Haida-1936-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/6896/23689606/content/dc-metro/rg-026/585454/0002/Haida-1936-01/Haida-1936-01-0005.JPG	 			60.55	-145.78																	
1936-01-01	3	60.55	-145.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/6896/23689606/content/dc-metro/rg-026/585454/0002/Haida-1936-01/Haida-1936-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/6896/23689606/content/dc-metro/rg-026/585454/0002/Haida-1936-01/Haida-1936-01-0005.JPG	 			60.55	-145.78																	
1936-01-01	4	60.55	-145.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/6896/23689606/content/dc-metro/rg-026/585454/0002/Haida-1936-01/Haida-1936-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/6896/23689606/content/dc-metro/rg-026/585454/0002/Haida-1936-01/Haida-1936-01-0005.JPG	 			60.55	-145.78					29.40	38	34		O	CUN		6	4				
1936-01-01	5	60.55	-145.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/6896/23689606/content/dc-metro/rg-026/585454/0002/Haida-1936-01/Haida-1936-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/6896/23689606/content/dc-metro/rg-026/585454/0002/Haida-1936-01/Haida-1936-01-0005.JPG	 			60.55	-145.78																	
1936-01-01	6	60.55	-145.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/6896/23689606/content/dc-metro/rg-026/585454/0002/Haida-1936-01/Haida-1936-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/6896/23689606/content/dc-metro/rg-026/585454/0002/Haida-1936-01/Haida-1936-01-0005.JPG	 			60.55	-145.78																	
1936-01-01	7	60.55	-145.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/6896/23689606/content/dc-metro/rg-026/585454/0002/Haida-1936-01/Haida-1936-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/6896/23689606/content/dc-metro/rg-026/585454/0002/Haida-1936-01/Haida-1936-01-0005.JPG	 			60.55	-145.78																	
1936-01-01	8	60.55	-145.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/6896/23689606/content/dc-metro/rg-026/585454/0002/Haida-1936-01/Haida-1936-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/6896/23689606/content/dc-metro/rg-026/585454/0002/Haida-1936-01/Haida-1936-01-0005.JPG	 			60.55	-145.78					29.37	39	36		OPS	N		10	7				
1936-01-01	9	60.55	-145.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/6896/23689606/content/dc-metro/rg-026/585454/0002/Haida-1936-01/Haida-1936-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/6896/23689606/content/dc-metro/rg-026/585454/0002/Haida-1936-01/Haida-1936-01-0005.JPG	 			60.55	-145.78																	
1936-01-01	10	60.55	-145.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/6896/23689606/content/dc-metro/rg-026/585454/0002/Haida-1936-01/Haida-1936-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/6896/23689606/content/dc-metro/rg-026/585454/0002/Haida-1936-01/Haida-1936-01-0005.JPG	 			60.55	-145.78																	
1936-01-01	11	60.55	-145.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/6896/23689606/content/dc-metro/rg-026/585454/0002/Haida-1936-01/Haida-1936-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/6896/23689606/content/dc-metro/rg-026/585454/0002/Haida-1936-01/Haida-1936-01-0005.JPG	 			60.55	-145.78																	
1936-01-01	12	60.55	-145.78			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/6896/23689606/content/dc-metro/rg-026/585454/0002/Haida-1936-01/Haida-1936-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/6/6896/23689606/content/dc-metro/rg-026/585454/0002/Haida-1936-01/Haida-1936-01-0005.JPG	Noon: Cordova			60.55	-145.78					29.25	40	38		O	CUN		10	7				
