YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	Amount	VisM	Ships	Other
1933-06-05	13	57.44	-135.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0010.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0010.JPG	 			57.44	-135.2														
1933-06-05	14	57.44	-135.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0010.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0010.JPG	 			57.44	-135.2														
1933-06-05	15	57.44	-135.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0010.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0010.JPG	 			57.44	-135.2														
1933-06-05	16	57.44	-135.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0010.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0010.JPG	 			57.44	-135.2		135	164	5	29.96	52	45		C	CUN	8	20		
1933-06-05	17	57.44	-135.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0010.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0010.JPG	 			57.44	-135.2														
1933-06-05	18	57.44	-135.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0010.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0010.JPG	 			57.44	-135.2														
1933-06-05	19	57.44	-135.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0010.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0010.JPG	 			57.44	-135.2														
1933-06-05	20	57.44	-135.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0010.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0010.JPG	 			57.44	-135.2		225	254	2	29.93	53	47		O	CUN	10	20		
1933-06-05	21	57.44	-135.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0010.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0010.JPG	 			57.44	-135.2														
1933-06-05	22	57.44	-135.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0010.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0010.JPG	 			57.44	-135.2														
1933-06-05	23	57.44	-135.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0010.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0010.JPG	 			57.44	-135.2														
1933-06-05	24	57.44	-135.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0010.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0010.JPG	 			57.44	-135.2				0	29.92	51	47		CZ	ACU	10	20		
1933-06-06	1	57.44	-135.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	 			57.44	-135.2														
1933-06-06	2	57.44	-135.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	 			57.44	-135.2														
1933-06-06	3	57.44	-135.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	 			57.44	-135.2														
1933-06-06	4	57.44	-135.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	 			57.44	-135.2		225	254	2	29.90	46	41		OD	N	10	7		
1933-06-06	5	57.44	-135.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	 			57.44	-135.2														
1933-06-06	6	57.44	-135.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	 			57.44	-135.2														
1933-06-06	7	57.44	-135.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	 			57.44	-135.2														
1933-06-06	8	57.44	-135.2			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	"0807: Stood out of Saook Bay, cc var. 0840 Point Kennedy ats; dist. 1/2 mi.; cc 83 pgc 0846 cc to 92 pgc 0855 Mcclellan Rock Lt. atp; dist. 1/2 mi. cc 85 pgc"			57.44	-135.2				0	29.94	49	46		OM	CUN	10	7		
1933-06-06	9	57.45	-134.99	85		11		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	0927: Point Hayes Buoy atp.; dist. 1 mi. cc to 168 pgc Entered Chatham Strait.			57.45	-134.99	85	90	119	8	29.94	45	41	44	O	CUN	6	20		
1933-06-06	10	57.33	-134.74	168		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	 			57.33	-134.74	168	135	164	19	29.89	45	43	44	O	CUN	6	20		
1933-06-06	11	57.12	-134.69	168		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	1130: Point Gardener Lt. atp; distant 1 1/2 mi.			57.115	-134.687	168	158	186	19	29.83	47	43	44	O	CUN	6	20		
1933-06-06	12	56.9	-134.63	168		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	 			56 54N	134 38W	168	158	186	19	29.83	47	43	44	O	CUN	9	50		
1933-06-06	13	56.68	-134.59	168		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	 			56.6831	-134.587	168	135	164	19	29.85	46	45	44	O	CUN	9	7		
1933-06-06	14	56.47	-134.54	168		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	"1405: Port Herbert Lt. ats, dist. 2.5 mi. cc to 178 pgc 1427 cc to 197 pgc. standing into Port Armstrong"			56.4663	-134.54	168	135	164	19	29.86	47	43	44	OR	N	10	7		
1933-06-06	15	56.3	-134.63	188		11.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	"1502: Anchored  brgs: Wooded Pt. 57 pgc, Point Eliza 77 pgc "			56.3	-134.626	188	135	164	8	29.86	50	47	44	OM	CUN	9	7		
1933-06-06	16	56.29	-134.67	v		0.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	 			56.29	-134.67	v	135	164	5	29.86	50	46		OM	CUN	10	20		
1933-06-06	17	56.29	-134.67			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	 			56.29	-134.67														
1933-06-06	18	56.29	-134.67			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	 			56.29	-134.67														
1933-06-06	19	56.29	-134.67			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	 			56.29	-134.67														
1933-06-06	20	56.29	-134.67			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	8PM: Port Armstrong			56.29	-134.67					29.85	48	44		OR	CUN	10	20		
1933-06-06	21	56.29	-134.67			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	 			56.29	-134.67														
1933-06-06	22	56.29	-134.67			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	 			56.29	-134.67														
1933-06-06	23	56.29	-134.67			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	 			56.29	-134.67														
1933-06-06	24	56.29	-134.67			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0011.JPG	 			56.29	-134.67					29.84	43	41		OR	CUN	10	4		
1933-06-07	1	56.29	-134.67			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	 			56.29	-134.67														
1933-06-07	2	56.29	-134.67			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	 			56.29	-134.67														
1933-06-07	3	56.29	-134.67			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	 			56.29	-134.67														
1933-06-07	4	56.29	-134.67			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	 			56.29	-134.67		45	74	2	29.82	43	42		CZ	CUN	9	7		
1933-06-07	5	56.29	-134.67			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	 			56.29	-134.67														
1933-06-07	6	56.29	-134.67			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	 			56.29	-134.67														
1933-06-07	7	56.29	-134.67			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	 			56.29	-134.67														
1933-06-07	8	56.29	-134.67			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	8AM: Port Armstrong			56.29	-134.67					29.88	44	42		O	CUN	10	20		
1933-06-07	9	56.29	-134.67			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	"0904: Underway, standing out of Port Armstrong into Chatham Strait 0930 cc 7 pgc"			56.29	-134.67														
1933-06-07	10	56.43	-134.59	7		7.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	 			56.427	-134.586	7	360	29	8	29.78	48	44	46	C	CUN	8	20		
1933-06-07	11	56.66	-134.48	7		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	1115: Washington Bay Lt. ats. dist. 3 mi. 1147 Kingsmill Pt. Lt. ats. dist. 1 mi. cc to 27 pgc			56.66	-134.48	7	360	29	5	29.78	46	43	46	CP	CUN	7	20		
1933-06-07	12	56.88	-134.38	22		13.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	1210: Meade Pt. Lt. ats. dist. 3 mi.			56 53N	134 23W	22	360	29	5	29.78	47	44	46	C	ACU	7	20		
1933-06-07	13	57.08	-134.2	27		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	1333: Srroce Is. atp. dist. 1/2 mi. cc to 352 pgc 1340 Entered Pybus Bay  Commenced steering mid-chanel courses.			57.0797	-134.196	27				29.76	51	45	46	BC	CICU	4	20		
1933-06-07	14	57.3	-134.07	7		11.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	1414: Anchored in Cannery Cove.			57.2984	-134.07	7				29.74	52	46	46	C	CICU	5	20		
1933-06-07	15	57.31	-134.15	v		2.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	 			57.31	-134.15	v													
1933-06-07	16	57.31	-134.15			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	 			57.31	-134.15		360	29	2	29.73	53	47		CP	CUN	7	20		
1933-06-07	17	57.31	-134.15			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	 			57.31	-134.15														
1933-06-07	18	57.31	-134.15			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	 			57.31	-134.15														
1933-06-07	19	57.31	-134.15			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	 			57.31	-134.15														
1933-06-07	20	57.31	-134.15			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	8PM: Cannery Cove Pybus Bay			57.31	-134.15		338	6	5	29.72	56	50		BC	CUN	6	20		
1933-06-07	21	57.31	-134.15			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	 			57.31	-134.15														
1933-06-07	22	57.31	-134.15			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	 			57.31	-134.15														
1933-06-07	23	57.31	-134.15			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	 			57.31	-134.15														
1933-06-07	24	57.31	-134.15			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0012.JPG	"0000-0900: Anchored in Cannery Cove, Pybus Bay"			57.31	-134.15					29.70	44	40		BC	ACU	4	20		
1933-06-08	1	57.31	-134.15			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0013.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0013.JPG	 			57.31	-134.15														
1933-06-08	2	57.31	-134.15			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0013.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0013.JPG	 			57.31	-134.15														
1933-06-08	3	57.31	-134.15			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0013.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0013.JPG	 			57.31	-134.15														
1933-06-08	4	57.31	-134.15			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0013.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/11/6876/23687611/content/dc-metro/rg-026/585454/0002/Haida-1933-06/Haida-1933-06-0013.JPG	 			57.31	-134.15		248	276	2	29.66	43	41		O	CUN	10	20		
