YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Water	Weather	Clouds	From	Amount	VisM	Ships	Other
1927-04-16	1	48.6	-124.96	251		7.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	"0125: Swiftsure light vessel starboard beam, dist. 2 miles, cc 297 gyro 274 psc"						259	284	5	30.02	46	50	o	cu		10	2		
1927-04-16	2	48.64	-125.12	297		5.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	 						259	284	8	30.02	45	50	o	cu		10	2		
1927-04-16	3	48.68	-125.29	294		6.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	 						304	329	13	30.02	43	50	c	acu		5	2		
1927-04-16	4	48.72	-125.46	294		6.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	 						304	329	13	30.04	43	50	b				2		
1927-04-16	5	48.77	-125.65	294		7.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	 						281	306	13	30.05	44	50	bc	cu		2	4		
1927-04-16	6	48.82	-125.84	294		7.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	 						281	306	13	30.06	46	50	c	cu		6	7		
1927-04-16	7	48.87	-126.05	294		7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	 						281	306	13	30.08	46	50	c	cu		6	20		
1927-04-16	8	48.92	-126.25	294		7.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	 						281	306	13	30.09	47	50	c	cu		8	20		
1927-04-16	9	48.98	-126.47	293		9.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	 						281	306	13	30.10	47	50	cfm	cun		8	7		
1927-04-16	10	49.06	-126.68	297		9.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	 						281	306	13	30.13	47	49	cfm	cun		8	7		
1927-04-16	11	49.13	-126.88	297		8.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	 						281	306	13	30.10	46	49	cfm	cun		9	7		
1927-04-16	12	49.2	-127.07	297		8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	Noon: 300 T						281	306	13	30.10	46	48	c	cu		9	20		
1927-04-16	13	49.26	-127.26	301		8.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	 						292	318	19	30.10	47	49	qc	cun		9	2		
1927-04-16	14	49.32	-127.44	301		7.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	 						292	318	13	30.10	46	50	qc	cun		9	2		
1927-04-16	15	49.38	-127.61	301		7.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	 						292	318	13	30.10	45	50	qo	cun		9	2		
1927-04-16	16	49.43	-127.78	301		7.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	 						292	318	13	30.10	46	50	o	cun		10	2		
1927-04-16	17	49.49	-127.95	301		7.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	 						270	295	13	30.09	46	50	c	scu		9	4		
1927-04-16	18	49.55	-128.12	301		7.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	 						281	306	13	30.10	46	50	o	scu		10	7		
1927-04-16	19	49.6	-128.29	301		7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	 						248	272	13	30.08	46	50	or	cun		10	7		
1927-04-16	20	49.65	-128.45	301		7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	 						248	272	13	30.06	45	50	op	cun		10	7		
1927-04-16	21	49.72	-128.63	301		7.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	 						248	272	13	30.04	45	50	o	cun		10	7		
1927-04-16	22	49.81	-128.86	301		10.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	2200: Clocks set back 30 minutes						248	272	13	30.01	45	50	o	cun		10	4		
1927-04-16	23	49.87	-129.03	301		7.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	 						248	272	13	30.00	45	50	o	cun		10	4		
1927-04-16	24	49.9	-129.12	301		4.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0023.JPG	 						248	272	19	29.94	45	50	or	cun		10	4		
1927-04-17	1	49.95	-129.26	301		6.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	 						248	272	24	29.88	44	50	or	n		10	7		
1927-04-17	2	50	-129.4	301		5.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	0200: clocks set back 30 minutes						236	261	24	29.88	42	50	om	n		10	7		
1927-04-17	3	50.08	-129.6	301		9.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	 						292	318	27	29.89	40	50	om	n		10	4		
1927-04-17	4	50.12	-129.72	301		5.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	 						338	2	27	29.91	36	50	c	cun		8	7		
1927-04-17	5	50.17	-129.85	301		5.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	 						292	318	24	29.92	37	49	bc	cun		3	20		
1927-04-17	6	50.19	-129.9	301		2.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	 						292	318	24	29.92	38	49	c	cun		8	20		
1927-04-17	7	50.21	-129.98	301		3.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	 						292	318	24	29.93	40	49	c	cun		7	20		
1927-04-17	8	50.23	-130.03	301		2.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	 						292	318	24	29.93	40	49	c	cun		7	20		
1927-04-17	9	50.29	-130.11	301		2.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	 						281	306	24	29.97	42	50	bc	scu		5	20		
1927-04-17	10	50.35	-130.19	301		2.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	 						292	318	24	30.00	41	50	c	scu		7	20		
1927-04-17	11	50.4	-130.27	301		2.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	 						292	318	24	30.00	40	49	bc	scu		4	20		
1927-04-17	12	50.45	-130.33	301		1.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	 						292	318	24	29.97	42	49	bc	scu		5	20		
1927-04-17	13	50.47	-130.38	301		2.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	 						315	340	24	30.00	42	49	bc	cun		4	20		
1927-04-17	14	50.48	-130.43	301		2.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	 						315	340	24	30.00	43	49	bc	cun		4	20		
1927-04-17	15	50.5	-130.47	301		2.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	 						315	340	19	30.00	43	49	oq	cun		10	2		
1927-04-17	16	50.52	-130.52	301		2.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	 						315	340	19	30.00	43	49	oq	cun		8	7		
1927-04-17	17	50.53	-130.56	301		2.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	 						292	318	19	29.99	41	49	bcq	cun		5	7		
1927-04-17	18	50.57	-130.67	301		4.9		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	 						292	318	13	30.00	39	49	cqp	cun		8	7		
1927-04-17	19	50.62	-130.78	301		5.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	 						281	306	19	29.99	38	50	op	cun		8	20		
1927-04-17	20	50.67	-130.92	301		6.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	 						292	318	24	30.01	38	50	op	cun		8	20		
1927-04-17	21	50.72	-131.07	301		6.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	 						292	318	24	30.02	39	47	c	cun		8	20		
1927-04-17	22	50.76	-131.2	301		5.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	 						292	318	24	30.05	37	47	cqh	cun		8	7		
1927-04-17	23	50.81	-131.34	301		5.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	 						292	318	24	30.06	35	47	cqh	cun		7	7		
1927-04-17	24	50.86	-131.47	301		5.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0024.JPG	 						292	318	24	30.07	38	47	cqh	cun		6	20		
1927-04-18	1	50.9	-131.61	301		5.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	 						292	318	13	30.07	38	47	c	cun		7	2		
1927-04-18	2	50.94	-131.73	301		5.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	 						292	318	13	30.10	39	47	c	cun		7	2		
1927-04-18	3	51	-131.89	301		6.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	 						315	341	19	30.13	39	47	c	cun		9	2		
1927-04-18	4	51.06	-132.07	301		7.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	 						315	341	19	30.14	39	47	c	cun		8	4		
1927-04-18	5	51.11	-132.21	301		5.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	 						315	341	27	30.18	39	47	c	cun		9	7		
1927-04-18	6	51.15	-132.35	301		5.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	 						304	330	24	30.21	39	48	o	cun		10	20		
1927-04-18	7	51.2	-132.49	301		6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	 						304	330	30	30.23	39	48	op	cun		10	20		
1927-04-18	8	51.25	-132.63	301		5.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	 						304	330	30	30.24	39	48	op	cun		10	20		
1927-04-18	9	51.26	-132.81	301		5.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	 						292	318	24	30.28	39	47	o	scu		10	20		
1927-04-18	10	51.26	-132.99	301		5.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	 						292	318	24	30.28	36	47	c	scu		6	20		
1927-04-18	11	51.28	-133.19	301		6.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	 						292	318	24	30.29	38	47	oc	scu		5	20		
1927-04-18	12	51.3	-133.42	301		7.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	 						292	318	19	30.29	40	47	c	scu		9	20		
1927-04-18	13	51.37	-133.62	301		7.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	 						304	330	19	30.32	40	47	bc	cun		5	20		
1927-04-18	14	51.44	-133.82	301		7.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	 						315	341	13	30.33	40	48	c	cun		8	20		
1927-04-18	15	51.51	-134.05	301		8.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	 						292	318	13	30.34	40	48	c	cun		8	20		
1927-04-18	16	51.59	-134.28	301		8.6		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	 						281	307	16	30.34	40	48	cq	cun		9	20		
1927-04-18	17	51.67	-134.51	301		8.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	 						281	307	13	30.34	40	48	bc	cu		5	20		
1927-04-18	18	51.75	-134.75	301		9.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	 						281	307	19	30.34	40	48	c	cu		8	20		
1927-04-18	19	51.83	-135	301		9.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23684420/content/dc-metro/rg-026/585454/0002/Haida-1927-04/Haida-1927-04-0025.JPG	 						281	307	21	30.34	39	47	c	cun		7	20		
