YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	From	Amount	VisM	Flora&Fauna	People	Ships	Other
1941-01-01	1	58.3	-134.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/6921/23692198/content/dc-metro/rg-026/585454/0002/Haida-1941-01/Haida-1941-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/6921/23692198/content/dc-metro/rg-026/585454/0002/Haida-1941-01/Haida-1941-01-0005.JPG	"0000: Moored 0000: Gov Dock Juneau, Alaska"			58.3	-134.43																	
1941-01-01	2	58.3	-134.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/6921/23692198/content/dc-metro/rg-026/585454/0002/Haida-1941-01/Haida-1941-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/6921/23692198/content/dc-metro/rg-026/585454/0002/Haida-1941-01/Haida-1941-01-0005.JPG	 			58.3	-134.43																	
1941-01-01	3	58.3	-134.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/6921/23692198/content/dc-metro/rg-026/585454/0002/Haida-1941-01/Haida-1941-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/6921/23692198/content/dc-metro/rg-026/585454/0002/Haida-1941-01/Haida-1941-01-0005.JPG	 			58.3	-134.43																	
1941-01-01	4	58.3	-134.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/6921/23692198/content/dc-metro/rg-026/585454/0002/Haida-1941-01/Haida-1941-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/6921/23692198/content/dc-metro/rg-026/585454/0002/Haida-1941-01/Haida-1941-01-0005.JPG	 			58.3	-134.43		315	346	2	30.12	20	20		b				20				
1941-01-01	5	58.3	-134.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/6921/23692198/content/dc-metro/rg-026/585454/0002/Haida-1941-01/Haida-1941-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/6921/23692198/content/dc-metro/rg-026/585454/0002/Haida-1941-01/Haida-1941-01-0005.JPG	 			58.3	-134.43																	
1941-01-01	6	58.3	-134.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/6921/23692198/content/dc-metro/rg-026/585454/0002/Haida-1941-01/Haida-1941-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/6921/23692198/content/dc-metro/rg-026/585454/0002/Haida-1941-01/Haida-1941-01-0005.JPG	 			58.3	-134.43																	
1941-01-01	7	58.3	-134.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/6921/23692198/content/dc-metro/rg-026/585454/0002/Haida-1941-01/Haida-1941-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/6921/23692198/content/dc-metro/rg-026/585454/0002/Haida-1941-01/Haida-1941-01-0005.JPG	 			58.3	-134.43																	
1941-01-01	8	58.3	-134.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/6921/23692198/content/dc-metro/rg-026/585454/0002/Haida-1941-01/Haida-1941-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/6921/23692198/content/dc-metro/rg-026/585454/0002/Haida-1941-01/Haida-1941-01-0005.JPG	 			58.3	-134.43		315	346	2	30.14	20	20		b				20				
1941-01-01	9	58.3	-134.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/6921/23692198/content/dc-metro/rg-026/585454/0002/Haida-1941-01/Haida-1941-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/6921/23692198/content/dc-metro/rg-026/585454/0002/Haida-1941-01/Haida-1941-01-0005.JPG	 			58.3	-134.43																	
1941-01-01	10	58.3	-134.43			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/6921/23692198/content/dc-metro/rg-026/585454/0002/Haida-1941-01/Haida-1941-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/98/6921/23692198/content/dc-metro/rg-026/585454/0002/Haida-1941-01/Haida-1941-01-0005.JPG	 			58.3	-134.43																	
