YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	Mid	From	Amount	VisM	Ships	Other
1946-08-17	17	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0028.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0028.JPG	 			55.333	-131.627																
1946-08-17	18	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0028.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0028.JPG	 			55.333	-131.627																
1946-08-17	19	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0028.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0028.JPG	 			55.333	-131.627																
1946-08-17	20	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0028.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0028.JPG	 			55.333	-131.627		0	0	0	30.25	63	61		c	ac as			7	20		
1946-08-17	21	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0028.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0028.JPG	 			55.333	-131.627																
1946-08-17	22	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0028.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0028.JPG	 			55.333	-131.627																
1946-08-17	23	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0028.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0028.JPG	 			55.333	-131.627																
1946-08-17	24	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0028.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0028.JPG	 			55.333	-131.627		0	0	0	30.24	57	54		c	ac as			6	20		
1946-08-18	1	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	 			55.333	-131.627																
1946-08-18	2	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	 			55.333	-131.627																
1946-08-18	3	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	 			55.333	-131.627																
1946-08-18	4	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	 			55.333	-131.627		0	0	0	30.23	54	52		dc	ac			4	20		
1946-08-18	5	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	 			55.333	-131.627																
1946-08-18	6	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	 			55.333	-131.627																
1946-08-18	7	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	 			55.333	-131.627																
1946-08-18	8	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	 			55.333	-131.627		0	0	0	30.22	55	52		bc	ac			5	20		
1946-08-18	9	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	 			55.333	-131.627																
1946-08-18	10	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	 			55.333	-131.627																
1946-08-18	11	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	 			55.333	-131.627																
1946-08-18	12	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	Noon: Ketchikan			55.333	-131.627		146	175	2	30.22	62	60		bc	ac		146.25	4	20		
1946-08-18	13	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	 			55.333	-131.627																
1946-08-18	14	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	 			55.333	-131.627																
1946-08-18	15	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	 			55.333	-131.627																
1946-08-18	16	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	 			55.333	-131.627		146	175	5	30.17	68	62		bc	ac		146.25	4	20		
1946-08-18	17	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	 			55.333	-131.627																
1946-08-18	18	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	 			55.333	-131.627																
1946-08-18	19	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	 			55.333	-131.627																
1946-08-18	20	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	 			55.333	-131.627		135	164	5	30.15	66	63		bc	ac		135	4	20		
1946-08-18	21	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	 			55.333	-131.627																
1946-08-18	22	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	 			55.333	-131.627																
1946-08-18	23	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	 			55.333	-131.627																
1946-08-18	24	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0029.JPG	 			55.333	-131.627		135	164	8	30.16	64	62		bc	ac		135	4	20		
1946-08-19	1	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	 			55.333	-131.627																
1946-08-19	2	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	 			55.333	-131.627																
1946-08-19	3	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	 			55.333	-131.627																
1946-08-19	4	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	 			55.333	-131.627		0	0	0	30.10	55	53		bc	sc			4	20		
1946-08-19	5	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	 			55.333	-131.627																
1946-08-19	6	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	 			55.333	-131.627																
1946-08-19	7	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	 			55.333	-131.627																
1946-08-19	8	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	 			55.333	-131.627		0	0	0	30.11	57	56		c	ac			7	20		
1946-08-19	9	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	 			55.333	-131.627																
1946-08-19	10	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	 			55.333	-131.627																
1946-08-19	11	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	 			55.333	-131.627																
1946-08-19	12	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	Noon: Ketchikan			55.333	-131.627		0	0	0	30.11	68	60		bc	ci			1	20		
1946-08-19	13	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	 			55.333	-131.627																
1946-08-19	14	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	 			55.333	-131.627																
1946-08-19	15	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	 			55.333	-131.627																
1946-08-19	16	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	 			55.333	-131.627		180	209	8	30.09	82	72		bc	ci			1	20		
1946-08-19	17	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	 			55.333	-131.627																
1946-08-19	18	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	 			55.333	-131.627																
1946-08-19	19	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	 			55.333	-131.627																
1946-08-19	20	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	 			55.333	-131.627		0	0	0	30.08	80	74		bc	ci			2	20		
1946-08-19	21	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	 			55.333	-131.627																
1946-08-19	22	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	 			55.333	-131.627																
1946-08-19	23	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	 			55.333	-131.627																
1946-08-19	24	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0030.JPG	 			55.333	-131.627		0	0	0	30.09	58	56		b				0	20		
1946-08-20	1	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0031.JPG	 			55.333	-131.627																
1946-08-20	2	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0031.JPG	 			55.333	-131.627																
1946-08-20	3	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0031.JPG	 			55.333	-131.627																
1946-08-20	4	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0031.JPG	 			55.333	-131.627		270	299	2	30.08	57	56		c	sc ac		270	7	20		
1946-08-20	5	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0031.JPG	 			55.333	-131.627																
1946-08-20	6	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0031.JPG	 			55.333	-131.627																
1946-08-20	7	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0031.JPG	 			55.333	-131.627																
1946-08-20	8	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0031.JPG	 			55.333	-131.627		158	186	5	30.06	61	60		c	sc cu		157.5	9	20		
1946-08-20	9	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0031.JPG	 			55.333	-131.627																
1946-08-20	10	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0031.JPG	 			55.333	-131.627																
1946-08-20	11	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0031.JPG	 			55.333	-131.627																
1946-08-20	12	55.33	-131.63			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0031.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/17/7192/23719217/content/dc-metro/rg-026/587169/0002/Haida-1946-08/Haida-1946-08-0031.JPG	Noon: Ketchikan			55.333	-131.627		135	164	13	30.04	70	67		o	sc ac		135	10	20		
