YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	Mid	From	Amount	VisM	Ships	Other
1946-01-01	1	48.67	-146.73	220		4.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	0140: Drifting			48.6667	-146.7333	220	304	326	8	28.81	41	41	44	or	st ns		303.75	10	4		
1946-01-01	2	48.67	-146.73			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	 			48.6667	-146.7333		304	326	8	28.82	41	41	44	c	st		303.75	7	7		
1946-01-01	3	48.67	-146.73			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	 			48.6667	-146.7333		304	326	8	28.84	41	41	44	c	st		303.75	7	7		
1946-01-01	4	48.67	-146.73			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	"0400: Underway with no way on, drifting."			48.6667	-146.7333		304	326	8	28.86	41	41	44	om	sy ns		303.75	10	4		
1946-01-01	5	48.67	-146.73			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	 			48.6667	-146.7333		281	303	2	28.86	41	41	44	om	sy ns		281.25	10	4		
1946-01-01	6	48.67	-146.73			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	 			48.6667	-146.7333		281	303	5	28.85	41	41	44	om	sy ns		281.25	10	4		
1946-01-01	7	48.67	-146.73			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	 			48.6667	-146.7333		338	360	8	28.86	41	41	44	om	sy ns		337.5	10	4		
1946-01-01	8	48.67	-146.73			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	 			48 40N	146 44W		338	360	8	28.87	43	43	44	od	sy ns		337.5	10	7		
1946-01-01	9	48.66	-146.73			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	 			48.658	-146.729		338	360	13	28.90	44	44	44	od	st sc		337.5	10	7		
1946-01-01	10	48.65	-146.73			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	 			48.65	-146.725		338	360	19	28.94	43	43	44	op	st sc		337.5	10	20		
1946-01-01	11	48.64	-146.72			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	 			48.642	-146.721		315	337	19	28.98	46	45	44	c	cu sc		315	9	20		
1946-01-01	12	48.63	-146.72			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	 			48 38N	146 43W		315	337	19	28.99	46	45	44	c	ci cu sc		315	9	20		
1946-01-01	13	48.63	-146.69			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	 			48.629	-146.688		304	326	19	29.00	48	46	44	c	cu sc ac		303.75	6	20		
1946-01-01	14	48.63	-146.66			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	 			48.625	-146.658		292	314	19	29.02	45	42	44	c	cu sc		292.5	8	20		
1946-01-01	15	48.62	-146.63			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	 			48.621	-146.629		292	314	19	29.05	44	41	44	c	cu sc cs		292.5	8	20		
1946-01-01	16	48.62	-146.6			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	"1600: Underway as before with no way on,"			48.617	-146.6		292	314	24	29.07	44	41	44	c	cu as cs		292.5	8	20		
1946-01-01	17	48.61	-146.57			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	 			48.613	-146.571		292	314	19	29.11	42	40	44	c	cu ac		292.5	7	20		
1946-01-01	18	48.61	-146.54			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	1857: Course 090pgc and True			48.608	-146.542		292	314	19	29.12	42	40	44	bc	cu ac		292.5	3	20		
1946-01-01	19	48.6	-146.51			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	1914: Drifting			48.604	-146.513		292	314	30	29.14	42	40	44	o	sc st		292.5	10	4		
1946-01-01	20	48.6	-146.48			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	 			48 36N	146 29W		304	326	30	29.17	41	39	44	bc	sc		303.75	3	20		
1946-01-01	21	48.6	-146.42			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	 			48.598	-146.417		304	326	24	29.21	40	38	44	bc	sc		303.75	4	20		
1946-01-01	22	48.6	-146.35			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	 			48.596	-146.35		292	314	24	29.23	40	38	44	bc	sc		292.5	4	20		
1946-01-01	23	48.59	-146.28			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	 			48.594	-146.284		292	314	24	29.27	39	37	44	bc	sc		292.5	9	20		
1946-01-01	24	48.59	-146.22			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0005.JPG	 			48.592	-146.217		292	314	30	29.31	38	37	44	c	sc		292.5	9	20		
1946-01-02	1	48.59	-146.15			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	0105: 280T			48.59	-146.151	v	292	314	30	29.34	38	37	44	bc	sc		292.5	7	7		
1946-01-02	2	48.6	-146.18	280		4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	 			48.599	-146.183	280	281	303	37	29.38	39	38	44	o	cb		281.25	10	7		
1946-01-02	3	48.61	-146.22	280		4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	 			48.609	-146.216	280	281	303	37	29.40	39	38	44	bc	cb cu		281.25	6	7		
1946-01-02	4	48.62	-146.27	280		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	 			48.62	-146.266	280	281	303	37	29.41	39	39	44	bc	cu		281.25	5	7		
1946-01-02	5	48.63	-146.32	280		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	 			48.632	-146.316	280	270	292	24	29.43	39	38	44	bc	cu		270	5	20		
1946-01-02	6	48.64	-146.37	280		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	 			48.644	-146.366	280	270	292	30	29.43	39	38	44	bc	cu		270	4	20		
1946-01-02	7	48.66	-146.42	280		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	 			48.655	-146.417	280	270	292	30	29.44	40	39	44	bc	cu		270	5	20		
1946-01-02	8	48.67	-146.47	280		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	0835: 270T			48 40N	146 28W	280	270	292	37	29.44	42	39	44	c s	sc st		270	9	20		
1946-01-02	9	48.69	-146.5	270		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	 			48.692	-146.504	270	270	292	44	29.45	42	39	44	c	cu sc		270	7	20		
1946-01-02	10	48.72	-146.54	270		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	 			48.717	-146.541	270	270	292	44	29.45	42	39	44	c	sc st		270	9	20		
1946-01-02	11	48.74	-146.58	270		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	 			48.742	-146.578	270	270	292	44	29.45	42	39	44	c s	ns sc		270	9	4		
1946-01-02	12	48.77	-146.63	270		5.4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	1200: 065T			48 46N	146 38W	270	270	292	44	29.45	42	40	44	c s	ns sc		270	7	7		
1946-01-02	13	48.82	-146.46	65		4.3		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	1326: 270T			48.815	-146.459	65	259	281	30	29.44	42	40	44	cp	cu sc		258.75	9	20		
1946-01-02	14	48.83	-146.51	270		5.1		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	1437: 260T			48.834	-146.513	270	259	281	30	29.41	43	41	44	bc	cu sc		258.75	5	20		
1946-01-02	15	48.84	-146.55	260		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	 			48.838	-146.554	260	248	270	24	29.41	44	42	44	bc	cu sc		247.5	4	20		
1946-01-02	16	48.84	-146.6	260		4.7		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	1620: 270T			48.843	-146.595	260	248	270	24	29.42	46	45	44	c	sc ac		247.5	8	20		
1946-01-02	17	48.86	-146.63	270		4.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	 			48.862	-146.634	270	236	258	19	29.39	44	42	44	o	cu sc		236.25	10	20		
1946-01-02	18	48.88	-146.66	270		4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	1835: 240T			48.88	-146.659	270	225	247	19	29.37	44	42	44	op	sc cs		225	10	7		
1946-01-02	19	48.87	-146.67	240		4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	 			48.865	-146.671	240	248	270	19	29.31	46	42	44	o	cu sc		247.5	10	7		
1946-01-02	20	48.85	-146.68	240		4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	 			48 51N	146 41W	240	214	236	19	29.29	45	42	44	o	sc ci		213.75	10	7		
1946-01-02	21	48.82	-146.77	240		4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	 			48.824	-146.771	240	169	191	5	29.21	42	40	44	os	ns		168.75	10	4		
1946-01-02	22	48.8	-146.86	240		4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	 			48.797	-146.858	240	101	123	13	29.13	42	40	44	os	ns		101.25	10	4		
1946-01-02	23	48.77	-146.95	240		4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	 			48.771	-146.946	240	124	146	19	29.04	42	40	44	os	ns		123.75	10	4		
1946-01-02	24	48.74	-147.03	240		4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0006.JPG	 			48.744	-147.033	240	124	146	19	28.98	42	40	44	os	ns		123.75	10	4		
1946-01-03	1	48.72	-147.12	240		4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	 			48.718	-147.121	240	68	90	19	28.92	41	41	44	or	st ns		67.5	10	4		
1946-01-03	2	48.69	-147.21	240		4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	 			48.692	-147.208	240	56	78	19	28.88	41	41	44	od	st ns		56.25	10	4		
1946-01-03	3	48.67	-147.3	240		4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	 			48.665	-147.295	240	56	78	19	28.84	41	41	44	od	st ns		56.25	10	7		
1946-01-03	4	48.64	-147.38	240		4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	 			48.639	-147.382	240	56	78	19	28.80	41	40	44	od	st ns		56.25	10	7		
1946-01-03	5	48.61	-147.47	240		4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	0537: 090T			48.613	-147.469	240	22	44	19	28.88	43	41	44	or	ns		22.5	10	7		
1946-01-03	6	48.62	-147.37	90		4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	 			48.619	-147.369	90	22	44	19	28.89	43	41	44	or	ns		22.5	10	7		
1946-01-03	7	48.63	-147.27	90		4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	 			48.626	-147.268	90	22	44	19	28.90	43	41	44	o	st sc		22.5	10	7		
1946-01-03	8	48.63	-147.17	90		4		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	0810: Drifting			48 38N	147 10W	90	22	44	13	28.94	44	42	44	o	st sc		22.5	10	7		
1946-01-03	9	48.6	-147.23	90		0.8		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	 			48.596	-147.227	90	11	33	13	28.98	43	42	44	o	st sc		11.25	7	20		
1946-01-03	10	48.56	-147.31			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	 			48.558	-147.307		338	360	19	29.03	44	42	44	bc	ac as		337.5	5	20		
1946-01-03	11	48.52	-147.39			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	 			48.521	-147.387		315	337	13	29.05	52	47	44	bc	ac as sc		315	8	20		
1946-01-03	12	48.48	-147.47			0		https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live/8/7189/23718908/content/dc-metro/rg-026/587169/0002/Haida-1946-01/Haida-1946-01-0007.JPG	 			48 29N	147 28W		315	337	19	29.06	51	49	44	bc	ac as sc		315	5	20		
