YYYYMMDD	Hour	Lat	Long	Course	PL	Distance	Ice_Log	URL_W	URL_E	Note	Ice_1	Ice_2	Orig Lat	Orig Lon	Orig Course	DirM	DirT	Kts	Baro	Dry	Wet	Water	Weather	Clouds	From	Amount	VisM	Flora&Fauna	People	Ships	Other
1934-04-18	1	53.55	-129.59			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23688011/content/dc-metro/rg-026/585454/0002/Haida-1934-04/Haida-1934-04-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23688011/content/dc-metro/rg-026/585454/0002/Haida-1934-04/Haida-1934-04-0027.JPG	0000-0400: Anchored at Lowe Inlet B.C. 			53.551	-129.591																	
1934-04-18	2	53.55	-129.59			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23688011/content/dc-metro/rg-026/585454/0002/Haida-1934-04/Haida-1934-04-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23688011/content/dc-metro/rg-026/585454/0002/Haida-1934-04/Haida-1934-04-0027.JPG	 			53.551	-129.591																	
1934-04-18	3	53.55	-129.59			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23688011/content/dc-metro/rg-026/585454/0002/Haida-1934-04/Haida-1934-04-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23688011/content/dc-metro/rg-026/585454/0002/Haida-1934-04/Haida-1934-04-0027.JPG	 			53.551	-129.591																	
1934-04-18	4	53.55	-129.59			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23688011/content/dc-metro/rg-026/585454/0002/Haida-1934-04/Haida-1934-04-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23688011/content/dc-metro/rg-026/585454/0002/Haida-1934-04/Haida-1934-04-0027.JPG	 			53.551	-129.591		0	0	0	30.00	42	40		BC	CICU		4	20				
1934-04-18	5	53.55	-129.59			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23688011/content/dc-metro/rg-026/585454/0002/Haida-1934-04/Haida-1934-04-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23688011/content/dc-metro/rg-026/585454/0002/Haida-1934-04/Haida-1934-04-0027.JPG	 			53.551	-129.591																	
1934-04-18	6	53.55	-129.59			a		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23688011/content/dc-metro/rg-026/585454/0002/Haida-1934-04/Haida-1934-04-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23688011/content/dc-metro/rg-026/585454/0002/Haida-1934-04/Haida-1934-04-0027.JPG	"0600: Underway, cc var. standing out of Lowe Inlet 0624 Entering Grenville Channel, cc var."			53.55	-129.59																	
1934-04-18	7	53.65	-129.75	888		8.2		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23688011/content/dc-metro/rg-026/585454/0002/Haida-1934-04/Haida-1934-04-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23688011/content/dc-metro/rg-026/585454/0002/Haida-1934-04/Haida-1934-04-0027.JPG	 			53.65	-129.75	v	315	343	2	29.89	43	43	42	C	CUN	270	6	20				
1934-04-18	8	53.8	-129.96	888		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23688011/content/dc-metro/rg-026/585454/0002/Haida-1934-04/Haida-1934-04-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23688011/content/dc-metro/rg-026/585454/0002/Haida-1934-04/Haida-1934-04-0027.JPG	 			53.8028	-129.959	v	270	298	5	29.88	47	44	44	C	CUN	270	9	20				
1934-04-18	9	53.96	-130.19	888		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23688011/content/dc-metro/rg-026/585454/0002/Haida-1934-04/Haida-1934-04-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23688011/content/dc-metro/rg-026/585454/0002/Haida-1934-04/Haida-1934-04-0027.JPG	0934: Bamfield Is. Beacon atp; entering Malacca Passage cc 300 pgc 0947 Lawyer Is. Lt. ats. cc to 325 pgc entering Chatham Sound			53.9613	-130.185	v	315	343	5	29.87	48	45	44	C	CUN		9	20				
1934-04-18	10	54.14	-130.41	325		13.5		https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23688011/content/dc-metro/rg-026/585454/0002/Haida-1934-04/Haida-1934-04-0027.JPG	https://s3.amazonaws.com/NARAprodstorage/opastorage/live//23688011/content/dc-metro/rg-026/585454/0002/Haida-1934-04/Haida-1934-04-0027.JPG	1049: Lucy Is. atp cc to 343 pgc			54.1447	-130.406	325	315	343	5	29.85	52	46	44	C	CUS		7	20				
